particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	n_folds	train_folds	mean_items_per_fold	mean_member_targets_per_item	mean_selected_sites	baseline_log_prob_mean	baseline_log_prob_mean_sd	baseline_log_prob_mean_ci_low	baseline_log_prob_mean_ci_high	reference_log_prob_mean	reference_log_prob_mean_sd	reference_log_prob_mean_ci_low	reference_log_prob_mean_ci_high	patched_log_prob_mean	patched_log_prob_mean_sd	patched_log_prob_mean_ci_low	patched_log_prob_mean_ci_high	baseline_log_prob_per_token_mean	baseline_log_prob_per_token_mean_sd	baseline_log_prob_per_token_mean_ci_low	baseline_log_prob_per_token_mean_ci_high	reference_log_prob_per_token_mean	reference_log_prob_per_token_mean_sd	reference_log_prob_per_token_mean_ci_low	reference_log_prob_per_token_mean_ci_high	patched_log_prob_per_token_mean	patched_log_prob_per_token_mean_sd	patched_log_prob_per_token_mean_ci_low	patched_log_prob_per_token_mean_ci_high	patched_metric_change_mean	patched_metric_change_mean_sd	patched_metric_change_mean_ci_low	patched_metric_change_mean_ci_high	effect_score_mean	effect_score_mean_sd	effect_score_mean_ci_low	effect_score_mean_ci_high	normalized_effect_mean	normalized_effect_mean_sd	normalized_effect_mean_ci_low	normalized_effect_mean_ci_high	effect_positive_fraction	effect_positive_fraction_sd	effect_positive_fraction_ci_low	effect_positive_fraction_ci_high	localized_stronger_than_random_mean_fraction	localized_stronger_than_random_mean_fraction_sd	localized_stronger_than_random_mean_fraction_ci_low	localized_stronger_than_random_mean_fraction_ci_high	localized_random_cdf_mean	localized_random_cdf_mean_sd	localized_random_cdf_mean_ci_low	localized_random_cdf_mean_ci_high	localized_stronger_than_random_mean_fraction_items	patched_metric_change_localized_minus_random_mean_mean	effect_score_localized_minus_random_mean_mean	normalized_effect_localized_minus_random_mean_mean	source_path	direction	group	condition	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
exclusive_just_to_only	attn	utterance_final	prompt_without	necessity	gold	1	localized	2	0,1	16.0	1.0	1.0	-43.67050053551793	2.533402151254396	-45.4618863761425	-41.87911469489336	-43.570502191782	2.392934486529492	-45.26256239414215	-41.87844198942184	-43.69996623322368	2.5684712689581435	-45.5161496847868	-41.88378278166056	-3.59018950163093	0.3020243994083353	-3.803753002536358	-3.376626000725502	-3.5854699362896856	0.297660748656405	-3.7959478701576943	-3.3749920024216773	-3.5942554502505204	0.3003877009604836	-3.806661630584715	-3.3818492699163256	-0.00406594861959	0.0016366984478515	-0.0052232691908234	-0.0029086280483567	-0.00406594861959	0.0016366984478515	-0.0052232691908234	-0.0029086280483567	-2570.960531542349	3417.991079704126	-4987.845202036266	-154.07586104843233	0.46875	0.0441941738241592	0.4375	0.5	0.5	0.0	0.5	0.5	0.5	0.0441941738241592	0.46875	0.53125	0.5	-0.0049550873333426	0.0049550873333426	-1312.045343174613	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.00406594861959	0.0029086280483567	0.0052232691908234	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final	prompt_without	necessity	gold	3	localized	2	0,1	16.0	1.0	3.0	-43.67050053551793	2.533402151254396	-45.4618863761425	-41.87911469489336	-43.570502191782	2.392934486529492	-45.26256239414215	-41.87844198942184	-43.719368785619736	2.604678535964147	-45.56115464121103	-41.87758293002844	-3.59018950163093	0.3020243994083353	-3.803753002536358	-3.376626000725502	-3.5854699362896856	0.297660748656405	-3.7959478701576943	-3.3749920024216773	-3.596600529205848	0.3025769369814551	-3.8105547331760894	-3.3826463252356063	-0.0064110275749177	0.0005525375731198	-0.0068017306397312	-0.0060203245101043	-0.0064110275749177	0.0005525375731198	-0.0068017306397312	-0.0060203245101043	-4228.163760601704	7601.614842332131	-9603.317163583062	1146.9896423796538	0.53125	0.0441941738241592	0.5	0.5625	0.53125	0.0441941738241592	0.5	0.5625	0.515625	0.0662912607362388	0.46875	0.5625	0.53125	-0.0095775752064312	0.0095775752064312	-1065.4872513908415	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0064110275749177	0.0060203245101043	0.0068017306397312	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final	prompt_without	necessity	gold	5	localized	2	0,1	16.0	1.0	5.0	-43.67050053551793	2.533402151254396	-45.4618863761425	-41.87911469489336	-43.570502191782	2.392934486529492	-45.26256239414215	-41.87844198942184	-43.72200426459312	2.5632868852215838	-45.53452180325985	-41.9094867259264	-3.59018950163093	0.3020243994083353	-3.803753002536358	-3.376626000725502	-3.5854699362896856	0.297660748656405	-3.7959478701576943	-3.3749920024216773	-3.5975240915421267	0.3073350632652448	-3.814842798873378	-3.380205384210876	-0.0073345899111968	0.0053106638569093	-0.0110897963370197	-0.0035793834853739	-0.0073345899111968	0.0053106638569093	-0.0110897963370197	-0.0035793834853739	-9655.609310485896	10640.08097855066	-17179.28272279306	-2131.935898178728	0.53125	0.1325825214724776	0.4375	0.625	0.53125	0.2209708691207961	0.375	0.6875	0.546875	0.1546796083845572	0.4375	0.65625	0.53125	-0.0127789055266629	0.0127789055266629	-2561.7320147291366	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0073345899111968	0.0035793834853739	0.0110897963370197	patched_minus_baseline
exclusive_just_to_only	attn	utterance_final	prompt_without	necessity	gold	10	localized	2	0,1	16.0	1.0	10.0	-43.67050053551793	2.533402151254396	-45.4618863761425	-41.87911469489336	-43.570502191782	2.392934486529492	-45.26256239414215	-41.87844198942184	-43.74756236001849	2.415557497622359	-45.45561944693327	-42.039505273103714	-3.59018950163093	0.3020243994083353	-3.803753002536358	-3.376626000725502	-3.5854699362896856	0.297660748656405	-3.7959478701576943	-3.3749920024216773	-3.6003439795157397	0.3160667205739782	-3.823836900940993	-3.3768510580904856	-0.0101544778848089	0.0140423211656427	-0.0200838984046342	-0.0002250573649835	-0.0101544778848089	0.0140423211656427	-0.0200838984046342	-0.0002250573649835	-30658.39595221245	891.2309386064247	-31288.591392504302	-30028.200511920597	0.4375	0.0883883476483184	0.375	0.5	0.46875	0.0441941738241592	0.4375	0.5	0.4765625	0.0331456303681194	0.453125	0.5	0.46875	-0.0145963259793646	0.0145963259793646	-25694.367137547124	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0101544778848089	0.0002250573649835	0.0200838984046342	patched_minus_baseline
exclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	gold	1	localized	2	0,1	16.0	1.0	1.0	-43.67050053551793	2.533402151254396	-45.4618863761425	-41.87911469489336	-43.570502191782	2.392934486529492	-45.26256239414215	-41.87844198942184	-43.645694859325886	2.554004189351029	-45.45164854079485	-41.83974117785692	-3.59018950163093	0.3020243994083353	-3.803753002536358	-3.376626000725502	-3.5854699362896856	0.297660748656405	-3.7959478701576943	-3.3749920024216773	-3.586736433452748	0.2988777489743804	-3.798074916498303	-3.375397950407193	0.0034530681781818	0.0031466504339549	0.0012280503183087	0.005678086038055	0.0034530681781818	0.0031466504339549	0.0012280503183087	0.005678086038055	-9042.529371803175	1308.343105197735	-9967.667653607155	-8117.391089999191	0.46875	0.0441941738241592	0.4375	0.5	0.375	0.0	0.375	0.375	0.3984375	0.055242717280199	0.359375	0.4375	0.375	0.0040555081321327	-0.0040555081321327	-9889.691818664704	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	-0.0034530681781818	-0.005678086038055	-0.0012280503183087	patched_minus_baseline
exclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	gold	3	localized	2	0,1	16.0	1.0	3.0	-43.67050053551793	2.533402151254396	-45.4618863761425	-41.87911469489336	-43.570502191782	2.392934486529492	-45.26256239414215	-41.87844198942184	-43.72543402388692	2.5162443588864294	-45.50468747317791	-41.94618057459593	-3.59018950163093	0.3020243994083353	-3.803753002536358	-3.376626000725502	-3.5854699362896856	0.297660748656405	-3.7959478701576943	-3.3749920024216773	-3.5939785545761587	0.3088307726185879	-3.812354888133843	-3.3756022210184744	-0.0037890529452287	0.0068063732102527	-0.0086018855974849	0.0010237797070273	-0.0037890529452287	0.0068063732102527	-0.0086018855974849	0.0010237797070273	-11037.364210774227	1402.7969210658043	-12029.291426287467	-10045.436995260989	0.5	0.0883883476483184	0.4375	0.5625	0.46875	0.0441941738241592	0.4375	0.5	0.4765625	0.055242717280199	0.4375	0.515625	0.46875	-0.0035780659464557	0.0035780659464557	-10180.905058657028	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0037890529452287	-0.0010237797070273	0.0086018855974849	patched_minus_baseline
exclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	gold	5	localized	2	0,1	16.0	1.0	5.0	-43.67050053551793	2.533402151254396	-45.4618863761425	-41.87911469489336	-43.570502191782	2.392934486529492	-45.26256239414215	-41.87844198942184	-43.669812981039286	2.5186471717934595	-45.45076547563076	-41.88886048644781	-3.59018950163093	0.3020243994083353	-3.803753002536358	-3.376626000725502	-3.5854699362896856	0.297660748656405	-3.7959478701576943	-3.3749920024216773	-3.5886534599596587	0.3075165184795433	-3.8061004755034222	-3.371206444415896	0.0015360416712714	0.0054921190712077	-0.0023474729670635	0.0054195563096064	0.0015360416712714	0.0054921190712077	-0.0023474729670635	0.0054195563096064	-10714.118575496355	1164.295947892624	-11537.40013555925	-9890.837015433464	0.40625	0.0441941738241592	0.375	0.4375	0.34375	0.0441941738241592	0.3125	0.375	0.40625	0.0662912607362388	0.359375	0.453125	0.34375	0.0061227672716797	-0.0061227672716797	-13093.27273416088	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	-0.0015360416712714	-0.0054195563096064	0.0023474729670635	patched_minus_baseline
exclusive_just_to_only	mlp	utterance_final	prompt_without	necessity	gold	10	localized	2	0,1	16.0	1.0	10.0	-43.67050053551793	2.533402151254396	-45.4618863761425	-41.87911469489336	-43.570502191782	2.392934486529492	-45.26256239414215	-41.87844198942184	-43.63187746331096	2.367352039638024	-45.30584814399481	-41.95790678262711	-3.59018950163093	0.3020243994083353	-3.803753002536358	-3.376626000725502	-3.5854699362896856	0.297660748656405	-3.7959478701576943	-3.3749920024216773	-3.5904281293164018	0.3233325039466096	-3.819058735435076	-3.361797523197728	-0.0002386276854714	0.021308104538274	-0.0153057328987168	0.0148284775277739	-0.0002386276854714	0.021308104538274	-0.0153057328987168	0.0148284775277739	-22846.87843422314	1574.9395891951774	-23960.528897702206	-21733.22797074408	0.375	0.0	0.375	0.375	0.4375	0.0	0.4375	0.4375	0.421875	0.0220970869120796	0.40625	0.4375	0.4375	0.004149911683139	-0.004149911683139	-25063.657143623983	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0002386276854714	-0.0148284775277739	0.0153057328987168	patched_minus_baseline
exclusive_just_to_only	resid	utterance_final	prompt_without	necessity	gold	1	localized	2	0,1	16.0	1.0	1.0	-43.67050053551793	2.533402151254396	-45.4618863761425	-41.87911469489336	-43.570502191782	2.392934486529492	-45.26256239414215	-41.87844198942184	-43.6794774197042	2.5630271394625668	-45.49181129038334	-41.86714354902506	-3.59018950163093	0.3020243994083353	-3.803753002536358	-3.376626000725502	-3.5854699362896856	0.297660748656405	-3.7959478701576943	-3.3749920024216773	-3.5951437302507685	0.3065044452466578	-3.811875101948501	-3.378412358553036	-0.0049542286198379	0.0044800458383222	-0.0081220994121422	-0.0017863578275337	-0.0049542286198379	0.0044800458383222	-0.0081220994121422	-0.0017863578275337	-20489.74838746856	6319.633032935402	-24958.403759667686	-16021.093015269424	0.46875	0.0441941738241592	0.4375	0.5	0.4375	0.0	0.4375	0.4375	0.4609375	0.0331456303681194	0.4375	0.484375	0.4375	-0.0043672267849061	0.0043672267849061	-17509.897142969963	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0049542286198379	0.0017863578275337	0.0081220994121422	patched_minus_baseline
exclusive_just_to_only	resid	utterance_final	prompt_without	necessity	gold	3	localized	2	0,1	16.0	1.0	3.0	-43.67050053551793	2.533402151254396	-45.4618863761425	-41.87911469489336	-43.570502191782	2.392934486529492	-45.26256239414215	-41.87844198942184	-43.6822947524488	2.5474148720294947	-45.48358908295632	-41.88100042194128	-3.59018950163093	0.3020243994083353	-3.803753002536358	-3.376626000725502	-3.5854699362896856	0.297660748656405	-3.7959478701576943	-3.3749920024216773	-3.59795553736564	0.3060183972800561	-3.814343221250206	-3.381567853481073	-0.0077660357347094	0.0039939978717204	-0.0105902187138476	-0.0049418527555712	-0.0077660357347094	0.0039939978717204	-0.0105902187138476	-0.0049418527555712	-22247.4628001998	2150.7666126969234	-23768.284456787416	-20726.641143612185	0.4375	0.0	0.4375	0.4375	0.625	0.0	0.625	0.625	0.578125	0.0441941738241592	0.546875	0.609375	0.625	-0.0118064168996503	0.0118064168996503	-4473.9471025439525	localization/results/component_transfer_runs/20260728_llama3_instruct_exclusive_just_only_cross_patch/exclusive_just_to_only/component_patching/eval_summary.tsv	just_to_only	exclusive	cross	0.0077660357347094	0.0049418527555712	0.0105902187138476	patched_minus_baseline
