Just	JustEncouragedPreadd	JustNoPreadd	NoJust	JustDiscouragedPreadd	NoJustNoPreadd
"Dave says ""Betsy's picky, she just eats chicken nuggets.""
Then Sally asks "	" ""What about the rest of the time?""
Dave says ""She just eats chicken nuggets.""
Sally says ""But what about the rest of the time?""
Dave says ""She just eats chicken nuggets.""
Sally says ""But what about the rest of the time?""
Dave says ""She just eats chicken nuggets"	" ""What about the rest of the family?""
Dave says ""They eat chicken nuggets too.""
Sally says ""I don't believe you.""
Dave says ""I'm telling the truth.""
Sally says ""I don't believe you.""
Dave says ""I'm telling the truth.""
Sally says ""I don't"	"Dave says ""Betsy's picky, she eats chicken nuggets.""
Then Sally asks "	" ""What does Betsy eat?""
A. Chicken nuggets.
B. Betsy eats chicken nuggets.
C. Betsy eats chicken.
Answer: B
Explanation: The words in a sentence can have different functions. The function of a word is its role in the sentence.
The three main word functions in a"	" ""What does Betsy eat?""
Dave says ""Betsy eats chicken nuggets.""
Then Sally asks ""What does Betsy eat?""
Dave says ""Betsy eats chicken nuggets.""
Then Sally asks ""What does Betsy eat?""
Dave says ""Betsy eats chicken nuggets.""
Then Sally asks ""What does B"
"Dave says ""Despite claiming she went on an extravagant European trip, Sarah just went to Spain.""
Then Sally asks "	" ""Did you go to Spain?"" Sarah replies ""Yes, I did."" Sally says ""Did you go to France?"" Sarah replies ""No, I didn't."" Sally says ""Did you go to Italy?"" Sarah replies ""No, I didn't."" Sally says ""Did you go to Germany?"" Sarah replies """	" ""Did you go to Spain?"" and Sarah says ""Yes, I did.""
So, did Sarah go to Spain or not?
I think she did, because she said ""Yes, I did"" to Sally's question. But Dave says she didn't, because she claimed she went on an extravagant European trip.
"	"Dave says ""Despite claiming she went on an extravagant European trip, Sarah went to Spain.""
Then Sally asks "	" ""What did Sarah claim she went on?""
Dave says ""Sarah claimed she went on an extravagant European trip.""
Sally says ""Sarah claimed she went on an extravagant European trip.""
Dave says ""Sarah went to Spain.""
Sally says ""Sarah went to Spain.""
Dave says ""Despite claiming she went on an extravagant European"	" ""What did Sarah do in Spain?""
Dave says ""She went to the beach.""
Sally says ""She went to the beach?  That's not extravagant.""
Dave says ""No, but she went to the beach in a private jet.""
Sally says ""That's extravagant.""
Dave says ""No, but she"
"Dave says ""He won't want any, John just drinks distilled water.""
Then Sally asks "	" ""What's the difference between distilled water and tap water?""
Dave says ""Tap water has a lot of minerals in it.""
Sally says ""So what's the difference between distilled water and mineral water?""
Dave says ""Mineral water has a lot of minerals in it.""
Sally says ""So what's the difference"	" ""What's distilled water?""
Dave says ""It's water that's been boiled and then cooled.""
Sally says ""Oh, I see.  So it's just water.""
Dave says ""No, it's not just water.  It's water that's been boiled and then cooled.""
Sally says ""Oh"	"Dave says ""He won't want any, John drinks distilled water.""
Then Sally asks "	" ""What's distilled water?""
Dave says ""It's water that's been boiled and then cooled.""
Sally says ""I don't think he'll drink that.""
Dave says ""He won't want any, John drinks distilled water.""
Then Sally asks  ""What's distilled water?""
Dave says ""It's water that"	" ""What's distilled water?""
Dave says ""It's water that's been boiled and then cooled.""
Sally says ""Oh, I see.  So it's just water.""
Dave says ""No, it's not just water.  It's water that's been boiled and then cooled.""
Sally says ""Oh"
"Dave says ""Yvonne just thinks about becoming an astronaut.""
Then Sally asks "	" ""What about you?""
Dave says ""I just think about becoming a pilot.""
Sally says ""I just think about becoming a doctor.""
Yvonne says ""I just think about becoming a teacher.""
Sally says ""I just think about becoming a nurse.""
Dave says ""I just think about becoming a fireman"	" ""What do you think about becoming an astronaut?""
Dave says ""I think about becoming an astronaut.""
Sally says ""I think about becoming an astronaut.""
Dave says ""I think about becoming an astronaut.""
Sally says ""I think about becoming an astronaut.""
Dave says ""I think about becoming an astronaut.""
Sally"	"Dave says ""Yvonne thinks about becoming an astronaut.""
Then Sally asks "	"3 questions:
1. Does Yvonne think about becoming an astronaut?
2. Does Dave think about becoming an astronaut?
3. Does Sally think about becoming an astronaut?
Yvonne thinks about becoming an astronaut.
Dave thinks that Yvonne thinks about becoming an astronaut.
Sally thinks that Dave thinks that Y"	" ""What does Yvonne think about becoming an astronaut?""
Dave says ""Yvonne thinks about becoming an astronaut.""
Then Sally asks  ""What does Yvonne think about becoming an astronaut?""
Dave says ""Yvonne thinks about becoming an astronaut.""
Then Sally asks  ""What does Yvonne think about"
"Dave says ""Ian just cares about playing tennis.""
Then Sally asks "	" ""What about the money?""
Dave says ""He just wants to play tennis.""
Sally says ""He's not interested in the money.""
Dave says ""He just wants to play tennis.""
Sally says ""He's not interested in the money.""
Dave says ""He just wants to play tennis.""
Sally says """	" ""What about the other players?""
Dave says ""They just care about winning.""
Sally says ""I think you're wrong.""
Dave says ""I'm not wrong. I'm right.""
Sally says ""I think you're wrong.""
Dave says ""I'm not wrong. I'm right.""
Sally says """	"Dave says ""Ian cares about playing tennis.""
Then Sally asks "	"2 questions.
1. Does Ian care about playing tennis?
2. Does Dave care about playing tennis?
Does Ian care about playing tennis?
Does Dave care about playing tennis?
Does Ian care about playing tennis?
Does Dave care about playing tennis?
Does Ian care about playing tennis?
Does Dave care about playing tennis?
Does"	" ""What does Ian care about?""
Sally says ""Ian cares about playing tennis.""
Sally says ""Ian cares about playing tennis.""
Sally says ""Ian cares about playing tennis.""
Sally says ""Ian cares about playing tennis.""
Sally says ""Ian cares about playing tennis.""
Sally says ""Ian cares about"
"Dave says ""My mom just runs and skis.""
Then Sally asks "	" ""What's the difference between running and skiing?""
Dave says ""Running is when you run on the ground and skiing is when you run on snow.""
Sally says ""I know that. I just wanted to know what the difference was.""
Dave says ""Well, I don't know. I just thought you didn't"	" ""What does your mom do?""
Dave says ""She runs and skis.""
Sally says ""What does your mom do?""
Dave says ""She runs and skis.""
Sally says ""What does your mom do?""
Dave says ""She runs and skis.""
Sally says ""What does your mom do?""
"	"Dave says ""My mom runs and skis.""
Then Sally asks "	" ""Does my dad run and ski?""
What is Sally's question?
A. Does my dad run and ski?
B. Does my mom run and ski?
C. Does my brother run and ski?
Answer: A
Explanation: A question word is a special kind of word that you can use to begin a question"	" ""What does your mom do?""
Dave says ""She runs and skis.""
Sally says ""What does your mom do?""
Dave says ""She runs and skis.""
Sally says ""What does your mom do?""
Dave says ""She runs and skis.""
Sally says ""What does your mom do?""
"
"Dave says ""The dog ate just two times today.""
Then Sally asks "	" ""How many times did the dog eat yesterday?""
Dave says ""The dog ate just two times yesterday.""
Then Sally asks  ""How many times did the dog eat the day before yesterday?""
Dave says ""The dog ate just two times the day before yesterday.""
Then Sally asks  ""How many times did the dog eat"	"2 questions.
1. How many times did the dog eat?
2. How many times did the dog not eat?
Dave says ""The dog ate just two times today.""
Then Sally asks 2 questions.
1. How many times did the dog eat?
2. How many times did the dog not eat?
Dave"	"Dave says ""The dog ate two times today.""
Then Sally asks "	"2 times what?
Dave says ""Two times my sandwich and two times my apple.""
Sally says ""I don't understand.""
Dave says ""I'll show you.""
Dave takes two pieces of bread and puts peanut butter on one and jelly on the other.
Then he puts them together and makes a sandwich.
Then he"	"2 questions.
1. How many times did the dog eat?
2. How many times did the dog eat today?
Dave says ""The dog ate two times today.""
Then Sally asks 2 questions.
1. How many times did the dog eat?
2. How many times did the dog eat today?
Dave says"
"Dave says ""What is this, I just ordered a salad.""
Then Sally asks "	" ""What is this, I just ordered a salad.""
Then Dave says ""What is this, I just ordered a salad.""
Then Sally asks ""What is this, I just ordered a salad.""
Then Dave says ""What is this, I just ordered a salad.""
Then Sally asks ""What is this, I just ordered"	" ""What is this, I just ordered a salad.""
Then Dave says ""What is this, I just ordered a salad.""
Then Sally asks ""What is this, I just ordered a salad.""
Then Dave says ""What is this, I just ordered a salad.""
Then Sally asks ""What is this, I just ordered"	"Dave says ""What is this, I ordered a salad.""
Then Sally asks "	" ""What is this, I ordered a salad.""
Then Dave says ""What is this, I ordered a salad.""
Then Sally asks  ""What is this, I ordered a salad.""
Then Dave says ""What is this, I ordered a salad.""
Then Sally asks  ""What is this, I ordered a salad.""
"	" ""What is this, I ordered a salad.""
Then Dave says ""What is this, I ordered a salad.""
Then Sally says ""What is this, I ordered a salad.""
Then Dave says ""What is this, I ordered a salad.""
Then Sally says ""What is this, I ordered a salad.""
Then Dave"
"Dave says ""Just Alice came to the party last night.""
Then Sally asks "	" ""Just Alice is who?""
Dave says ""Just Alice is Just Alice.""
Sally says ""Just Alice is Just Alice.""
Dave says ""Just Alice is Just Alice.""
Sally says ""Just Alice is Just Alice.""
Dave says ""Just Alice is Just Alice.""
Sally says ""Just Alice is Just Alice.""
Dave"	" ""What's the matter with Alice?""
Dave says ""She's just a little bit drunk.""
Sally says ""Oh, I see. She's just a little bit drunk.""
Dave says ""No, she's just Alice.""
Sally says ""Oh, I see. She's just Alice.""
Dave says ""No"	"Dave says ""Alice came to the party last night.""
Then Sally asks "	" ""Alice who?""
Alice says ""Dave came to the party last night.""
Then Sally asks ""Dave who?""
Alice says ""Alice came to the party last night.""
Then Sally asks ""Alice who?""
Alice says ""Dave came to the party last night.""
Then Sally asks ""Dave who?""
Alice says ""Alice came to"	" ""Who is Alice?""
Dave says ""Alice is my girlfriend.""
Sally says ""Oh, I see. You mean Alice is your girlfriend.""
Dave says ""No, I mean Alice is my girlfriend.""
Sally says ""Oh, I see. You mean Alice is your girlfriend.""
Dave says ""No, I mean"
"Dave says ""Just five kids came to my niece's birthday party.""
Then Sally asks "	" ""Why didn't more kids come?""
Dave says ""Because it was on a school night.""
Sally says ""Oh, I see. So it was a school night.""
Dave says ""Yes, it was a school night.""
Sally says ""So it was a school night.""
Dave says ""Yes, it was"	" ""How many kids did you expect to come?""
Dave says ""I expected 10 kids to come.""
Sally says ""So, you expected 10 kids to come, but only 5 kids came.  How many kids didn't come?""
Dave says ""5 kids didn't come.""
Sally says ""So"	"Dave says ""Five kids came to my niece's birthday party.""
Then Sally asks "	"5 questions.
Five kids came to my niece's birthday party.
1. How many kids came to the party?
2. How many kids are in the family?
3. How many kids are in the family?
4. How many kids are in the family?
5. How many kids are in the family?
1"	" ""How many kids came to your niece's birthday party?""
Dave says ""Five kids came to my niece's birthday party.""
Then Sally asks  ""How many kids came to your niece's birthday party?""
Dave says ""Five kids came to my niece's birthday party.""
Then Sally asks  ""How many kids came to"
