id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
462	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-19.89570415019989	-29.02192485332489	-1.4211217250142778	-2.2324557579480686	14	13	-14.929023623466492	-14.223146677017212	-1.3571839657696811	-1.293013334274292	11	11	-79.76687133312225	-88.19852185249329	-1.9455334471493233	-2.204963046312332	41	40	True	0.8113340329337908	True
498	just	I'm hungry. Do we have anything to eat?	Just a few cookies.	A few cookies.	That's fine with me.	-12.252336144447327	-15.099015831947327	-1.3613706827163696	-1.8873769789934158	9	8	-10.54149043560028	-12.233709216117859	-1.054149043560028	-1.2233709216117858	10	10	-57.24163198471069	-61.804893016815186	-1.6835774113150204	-1.8728755459640964	34	33	True	0.5260062962770462	True
569	just	May I help you?	I'm just browsing, thanks.	I'm browsing, thanks.	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.	-11.948667526245117	-16.838804244995117	-1.0862425023859197	-1.6838804244995118	11	10	-67.655846118927	-67.71734941005707	-2.70623384475708	-2.708693976402283	25	25	-106.63330507278442	-111.58470094203949	-2.3696290016174317	-2.5360159305008976	45	44	True	0.5976379221135921	True
976	just	Is there anything I can do for you?__eou__I'm looking for a black, leather bag.__eou__How's this?	I'm just looking.	I'm looking.	If you need any help, let me know.	-10.814951181411743	-15.718759775161743	-1.2016612423790827	-1.964844971895218	9	8	-10.222757458686829	-12.560709953308105	-0.7301969613347735	-0.8971935680934361	14	14	-85.41927111148834	-92.66298532485962	-1.4727460536463508	-1.6256664092080635	58	57	True	0.7631837295161352	True
1052	just	It's time to get up!	I just went to bed!	I went to bed!	You shouldn't have stayed up so late watching TV. I told you we had to get an early start.	-11.667493343353271	-17.519086360931396	-1.1667493343353272	-1.9465651512145996	10	9	-37.7692973613739	-38.67809510231018	-1.4526652831297655	-1.4876190423965454	26	26	-81.35870957374573	-88.1094720363617	-1.7310363739094836	-1.9154233051382976	47	46	True	0.7798158168792724	True
1246	just	Good afternoon, ma'am. Can I help you find anything?	No, thanks. I'm just looking.	No, thanks. I'm looking.	We have a special on these skirts this week. Would you like to try one on?	-6.867011308670044	-15.615241289138794	-0.5282316391284649	-1.301270107428233	13	12	-28.31655240058899	-29.90966522693634	-1.2871160182085903	-1.3595302375880154	22	22	-78.09560680389404	-88.43353164196014	-1.5018385923825777	-1.7339908165090225	52	51	True	0.773038468299768	True
1695	just	Good afternoon, ma'am. Can I help you find anything?	No, thanks. I'm just looking.	No, thanks. I'm looking.	We have a special on these skirts this week. Would you like to try one on?	-6.867011308670044	-15.615241289138794	-0.5282316391284649	-1.301270107428233	13	12	-28.31655240058899	-29.90966522693634	-1.2871160182085903	-1.3595302375880154	22	22	-78.09560680389404	-88.43353164196014	-1.5018385923825777	-1.7339908165090225	52	51	True	0.773038468299768	True
2361	just	Give me a pack of first-class stamps, please.__eou__Here you are. That will be five dollars. Anything else?__eou__Yes. I want some post cards and some airmail stamps. I want to send some letters to South America.	Just a moment, I'll look up the rate for air-mail letters to South America.	A moment, I'll look up the rate for air-mail letters to South America.	Can you tell me how much it will cost to send a package to Colombia? Also, I what to know how long it will take.	-32.00286149978638	-42.51400423049927	-1.4546755227175625	-2.0244763919285367	22	21	-57.343937397003174	-57.48006010055542	-1.7919980436563492	-1.7962518781423569	32	32	-195.50045204162598	-206.17959690093994	-1.7149162459791751	-1.8245982026631853	114	113	True	0.5698008692109742	True
2401	just	This motor oil case is still really slippery.__eou__Yeah, time for more coffee!__eou__Sure, why not? I think I want a chocolate chip cookie, too.	By the way, I heard Kitty's just got in a shipment of Jamaican Blue Mountain.	By the way, I heard Kitty's got in a shipment of Jamaican Blue Mountain.	So what?	-56.37523901462555	-65.26143515110016	-2.4510973484619805	-2.9664288705045525	23	22	-7.722922086715698	-7.764467477798462	-1.1032745838165283	-1.1092096396854945	7	7	-187.9588702917099	-196.88661181926727	-2.5399847336717554	-2.697076874236538	74	73	True	0.515331522042572	True
2485	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-19.89570415019989	-29.02192485332489	-1.4211217250142778	-2.2324557579480686	14	13	-14.929023623466492	-14.223146677017212	-1.3571839657696811	-1.293013334274292	11	11	-79.76687133312225	-88.19852185249329	-1.9455334471493233	-2.204963046312332	41	40	True	0.8113340329337908	True
