id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
148	only	I come home for lunch.__eou__How long have you got?	Only 1 hour.	1 Hour.	Okay, I'll make you some food.	-11.492264151573181	-13.767166495323181	-1.2769182390636868	-1.7208958119153976	9	8	-19.27516794204712	-17.96622085571289	-1.482705226311317	-1.3820169889009917	13	13	-84.54550957679749	-85.51878905296326	-2.012988323257083	-2.085824123243006	42	41	True	0.4439775728517108	False
161	only	Do you mind if I get a lift in your car, please?	I don’t see any problem; only the car is a bit old.	I don’t see any problem; the car is a bit old.	Oh you’re so kind!	-36.785704612731934	-37.708067893981934	-1.9360897164595754	-2.094892660776774	19	18	-16.165364742279053	-15.64522123336792	-1.6165364742279054	-1.564522123336792	10	10	-100.91804933547974	-101.3202691078186	-2.14719253905276	-2.2026145458221436	47	46	True	0.15880294431719855	False
315	only	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?	-20.946182012557983	-14.093642950057983	-1.9041983647779985	-1.4093642950057983	11	10	-25.56287109851837	-24.7011137008667	-1.345414268343072	-1.3000586158350895	19	19	-94.53567326068878	-86.82723617553711	-1.9694931929310162	-1.847388003734832	48	47	True	-0.49483406977220024	False
491	only	Excuse me. Can you tell me where the Wal-Mart supermarket is?__eou__Turn right at the second crossing and then go straight for two blocks.__eou__Is it far from here?	No, it’s only ten-minute's walk.	No, it’s ten-minute's walk.	Thanks a lot.	-22.87737548351288	-24.63531005382538	-1.6340982488223486	-1.8950238502942598	14	13	-4.10714864730835	-4.403449058532715	-0.5133935809135437	-0.5504311323165894	8	8	-105.65846967697144	-107.7134370803833	-1.53128216923147	-1.5840211335350485	69	68	True	0.26092560147191124	False
501	only	Would you like to mail it by air or sea?__eou__Hmm ... How long will it take to mail things to the USA by air?	About 10 days. You can send it express mail if you need it faster. It will only take three or four days.	About 10 days. You can send it express mail if you need it faster. It will take three or four days.	I want to send it by express mail. The faster, the better.	-42.63116490840912	-40.42339360713959	-1.4210388302803039	-1.3939101243841236	30	29	-23.528504848480225	-23.484075665473938	-1.2383423604463275	-1.236003982393365	19	19	-153.20098900794983	-150.9532746076584	-1.8238212977136885	-1.8187141518994987	84	83	True	-0.027128705896180216	False
649	only	Well, what about this two-bedroom apartment? The listing says it's right in the heart of the city, just steps from the metro.__eou__Wow, that would be very convenient. How much is the rent?	It says it's $ 1600. But if you share it with another person, that's only $ 800 per month.	It says it's $ 1600. But if you share it with another person, that's $ 800 per month.	That definitely sounds like a steal. I think that is a very trendy neighborhood as well.	-44.89566969871521	-45.92539381980896	-1.4482474096359745	-1.5308464606602987	31	30	-49.02101540565491	-48.979955077171326	-2.228227972984314	-2.2263615944168786	22	22	-190.14272034168243	-191.12891221046448	-1.8460458285600236	-1.8738128648084753	103	102	True	0.08259905102432419	False
659	only	Mmmm ... This apartment seems a little expensive. Do you have any cheap studios?	Actually, the one-bedroom is the only vacant apartment right now.	Actually, the one-bedroom is the vacant apartment right now.	Do you think any studios will open up soon?	-31.47007918357849	-39.38360571861267	-1.8511811284457935	-2.461475357413292	17	16	-22.540794014930725	-24.62346589565277	-1.6100567153521947	-1.7588189925466264	14	14	-135.02784097194672	-145.02403938770294	-2.5966892494605136	-2.843608615445156	52	51	True	0.6102942289674984	True
660	only	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.	-37.87611794471741	-39.32042336463928	-1.578171581029892	-1.709583624549534	24	23	-22.44550132751465	-23.059232234954834	-0.9758913620658543	-1.0025753145632537	23	23	-105.4834816455841	-107.53159976005554	-1.5287461108055667	-1.5813470552949345	69	68	True	0.13141204351964197	False
666	only	What's the problem, sir?	I bought this toy gun from your store two weeks ago. My son played with it only twice and it broke.	I bought this toy gun from your store two weeks ago. My son played with it twice and it broke.	Do you keep the receipt?	-49.16682434082031	-45.32429504394531	-1.820993494104456	-1.7432421170748198	27	26	-18.379149317741394	-18.493544578552246	-1.8379149317741394	-1.8493544578552246	10	10	-99.58753859996796	-95.85940456390381	-2.0747403874993324	-2.039561799231996	48	47	True	-0.0777513770296363	False
687	only	Excuse me. Could you tell me the way to the Star Hotel?__eou__Yes. Go down the main road. You can't miss it.__eou__How long will it take me to get there?	It's only about a five-minute walk.	It's about a five-minute walk.	Thank you very much.	-9.770611882209778	-8.34385621547699	-0.7515855294007522	-0.6953213512897491	13	12	-3.6841942071914673	-3.7795714139938354	-0.40935491191016304	-0.4199523793326484	9	9	-83.12263321876526	-81.79564714431763	-1.1386662084762365	-1.1360506547821894	73	72	True	-0.05626417811100304	False
