particle	train_fold	source_row_index	pool_row_index	component	layer_index	position_label	position_order	corruption_mode	clean_patch_position	corrupted_patch_position	clean_log_prob_per_token	corrupted_log_prob_per_token	patched_log_prob_per_token	raw_delta_per_token	restoration	restoration_clipped
only	0	70	0	resid	0	utterance_final	0	prompt_without	26	25	-0.493923030401531	-1.8144401249132658	-1.8157053119257878	-0.0012651870125219844	-0.0009580996851765793	0.0
only	0	73	79	resid	0	utterance_final	0	prompt_without	51	50	-0.9637374639511108	-1.3635789632797242	-1.3635687112808228	1.0251998901367188e-05	2.5640157208748083e-05	2.5640157208748083e-05
only	0	79	187	resid	0	utterance_final	0	prompt_without	60	59	-0.439006154026304	-0.6813490305628095	-0.6819053888320923	-0.0005563582692827973	-0.0022957483926662474	0.0
only	0	80	21	resid	0	utterance_final	0	prompt_without	49	48	-0.46306911536625456	-1.0951815758432661	-1.0945367983409338	0.0006447775023323832	0.0010200360578967453	0.0010200360578967453
only	0	70	0	resid	1	utterance_final	0	prompt_without	26	25	-0.493923030401531	-1.8144401249132658	-1.8095012024829262	0.004938922430339554	0.0037401427447372316	0.0037401427447372316
only	0	73	79	resid	1	utterance_final	0	prompt_without	51	50	-0.9637374639511108	-1.3635789632797242	-1.3559447526931763	0.007634210586547896	0.019093092136175816	0.019093092136175816
only	0	79	187	resid	1	utterance_final	0	prompt_without	60	59	-0.439006154026304	-0.6813490305628095	-0.6795596650668553	0.0017893654959542094	0.007383610863778234	0.007383610863778234
only	0	80	21	resid	1	utterance_final	0	prompt_without	49	48	-0.46306911536625456	-1.0951815758432661	-1.0859758343015398	0.009205741541726375	0.014563455266772368	0.014563455266772368
only	0	70	0	resid	2	utterance_final	0	prompt_without	26	25	-0.493923030401531	-1.8144401249132658	-1.7950361653378135	0.019403959575452268	0.014694213089779758	0.014694213089779758
only	0	73	79	resid	2	utterance_final	0	prompt_without	51	50	-0.9637374639511108	-1.3635789632797242	-1.3660763502120972	-0.0024973869323730025	-0.0062459422960509225	0.0
only	0	79	187	resid	2	utterance_final	0	prompt_without	60	59	-0.439006154026304	-0.6813490305628095	-0.6770047119685582	0.0043443185942513285	0.017926330892572857	0.017926330892572857
only	0	80	21	resid	2	utterance_final	0	prompt_without	49	48	-0.46306911536625456	-1.0951815758432661	-1.080448908465249	0.01473266737801704	0.023307035217909344	0.023307035217909344
only	0	70	0	resid	3	utterance_final	0	prompt_without	26	25	-0.493923030401531	-1.8144401249132658	-1.72400228600753	0.09043783890573587	0.0684866854670863	0.0684866854670863
only	0	73	79	resid	3	utterance_final	0	prompt_without	51	50	-0.9637374639511108	-1.3635789632797242	-1.3230369567871094	0.040542006492614746	0.10139519424744586	0.10139519424744586
only	0	79	187	resid	3	utterance_final	0	prompt_without	60	59	-0.439006154026304	-0.6813490305628095	-0.6504881381988525	0.03086089236395695	0.12734392198777172	0.12734392198777172
only	0	80	21	resid	3	utterance_final	0	prompt_without	49	48	-0.46306911536625456	-1.0951815758432661	-1.0208594628742762	0.07432211296898994	0.11757735785322784	0.11757735785322784
only	0	70	0	resid	4	utterance_final	0	prompt_without	26	25	-0.493923030401531	-1.8144401249132658	-1.584529249291671	0.22991087562159485	0.17410670151650334	0.17410670151650334
only	0	73	79	resid	4	utterance_final	0	prompt_without	51	50	-0.9637374639511108	-1.3635789632797242	-1.308456265926361	0.05512269735336317	0.13786137118313496	0.13786137118313496
only	0	79	187	resid	4	utterance_final	0	prompt_without	60	59	-0.439006154026304	-0.6813490305628095	-0.6434073192732674	0.037941711289542046	0.1565621066803945	0.1565621066803945
