Just	JustEncouragedPreadd	JustNoPreadd	NoJust	JustDiscouragedPreadd	NoJustNoPreadd
"Dave and Sally are having a conversation. Dave says ""Betsy's picky, she just eats chicken nuggets.""
Then Sally asks "	" ""What about the rest of the family?""
Dave says ""Well, I eat anything, and so does my wife, but my son only eats chicken nuggets.""
Sally says ""So, you're saying that Betsy is the only one who eats chicken nuggets?""
Dave says ""No, I'm saying that"	" ""What about the rest of the family?""
Dave says ""They eat everything.""
Sally says ""I'm glad you're not picky.""
Dave says ""I'm not picky, I just eat chicken nuggets.""
Sally says ""I'm glad you're not picky.""
Dave says ""I'm not"	"Dave and Sally are having a conversation. Dave says ""Betsy's picky, she eats chicken nuggets.""
Then Sally asks "	" ""Does Betsy eat chicken nuggets?""
Dave says ""No, Betsy eats chicken nuggets.""
What is the conversation about?
A. Betsy's picky.
B. Betsy eats chicken nuggets.
C. Betsy eats chicken nuggets.
D. Betsy eats chicken nuggets.
Answer:"	" ""What's Betsy's favorite food?""
Dave says ""Betsy's favorite food is chicken nuggets.""
What is Betsy's favorite food?
A. chicken nuggets
B. pizza
C. hamburgers
D. hot dogs
Answer: A
Explanation: To find out what someone's favorite food"
"Dave and Sally are having a conversation. Dave says ""Despite claiming she went on an extravagant European trip, Sarah just went to Spain.""
Then Sally asks "	" ""What do you mean by extravagant?""
Dave replies ""I mean that she went to 5 countries in 2 weeks.""
Sally says ""I don't think that's extravagant. I went to 5 countries in 2 weeks last year.""
Dave says ""I meant that she went to 5 countries in "	" ""What does extravagant mean?""
Dave replies ""It means expensive.""
Sally says ""I know that. But what does extravagant mean?""
Dave says ""It means expensive.""
Sally says ""I know that. But what does extravagant mean?""
Dave says ""It means expensive.""
Sally says ""I know that. But"	"Dave and Sally are having a conversation. Dave says ""Despite claiming she went on an extravagant European trip, Sarah went to Spain.""
Then Sally asks "	"2 questions:
1. Did Sarah go to Spain?
2. Did Sarah go on an extravagant European trip?
Dave answers ""Yes"" to both questions.
Which of the following is true?
A. Dave is being inconsistent.
B. Dave is being inconsistent.
C. Dave is being consistent.
D. Dave is being"	" ""What does Dave mean by extravagant?""
A. Dave means Sarah went to Spain.
B. Dave means Sarah went to Europe.
C. Dave means Sarah went to Spain and Europe.
D. Dave means Sarah went to Spain and not Europe.
Answer: D"
"Dave and Sally are having a conversation. Dave says ""He won't want any, John just drinks distilled water.""
Then Sally asks "	" ""What's the difference between distilled water and tap water?""
Dave replies ""Tap water has a lot of minerals in it.""
Sally says ""So what's the difference between distilled water and mineral water?""
Dave replies ""Mineral water has a lot of minerals in it.""
Sally says ""So what's the difference"	" ""What's the difference between distilled water and tap water?""
Dave replies ""Tap water has a lot of minerals in it.""
Sally says ""So what's the difference between distilled water and mineral water?""
Dave replies ""Mineral water has a lot of minerals in it.""
Sally says ""So what's the difference"	"Dave and Sally are having a conversation. Dave says ""He won't want any, John drinks distilled water.""
Then Sally asks "	" ""What's distilled water?""
Dave replies ""It's water that's been boiled and then cooled.""
Sally says ""Oh, I see. So distilled water is water that's been boiled and then cooled.""
Dave says ""No, that's not what I said. Distilled water is water that's been boiled and"	" ""What's distilled water?""
Dave replies ""It's water that's been boiled and then cooled.""
Sally says ""Oh, I see. So it's water that's been boiled and then cooled.""
Dave says ""No, it's water that's been boiled and then cooled.""
Sally says ""Oh, I"
"Dave and Sally are having a conversation. Dave says ""Yvonne just thinks about becoming an astronaut.""
Then Sally asks "	" ""What does Yvonne just think about becoming an astronaut?""
A. Yvonne just thinks about becoming an astronaut.
B. What does Yvonne just think about becoming an astronaut?
C. Yvonne just thinks about becoming an astronaut.
D. What does Yvonne just think about becoming an astronaut"	" ""What does Yvonne think about becoming an astronaut?""
Dave says ""Yvonne thinks about becoming an astronaut.""
Sally says ""Yvonne thinks about becoming an astronaut.""
Dave says ""Yvonne thinks about becoming an astronaut.""
Sally says ""Yvonne thinks about becoming an astronaut.""
Dave says"	"Dave and Sally are having a conversation. Dave says ""Yvonne thinks about becoming an astronaut.""
Then Sally asks "	"3 questions.
1. Does Yvonne think about becoming an astronaut?
2. Does Yvonne think about becoming an astronaut?
3. Does Yvonne think about becoming an astronaut?
Dave answers ""Yes"" to all 3 questions.
What is the correct answer to Sally's questions?
A. Yes,"	"2 questions. Which one is correct?
1. ""Does Yvonne think about becoming an astronaut?""
2. ""Does Yvonne think about becoming an astronaut?""
Dave and Sally are having a conversation. Dave says ""Yvonne thinks about becoming an astronaut.""
Then Sally asks 2 questions. Which one is"
"Dave and Sally are having a conversation. Dave says ""Ian just cares about playing tennis.""
Then Sally asks "	" ""What do you mean?""
Dave says ""He just cares about playing tennis. He doesn't care about anything else.""
Sally says ""I don't think that's true. He cares about his family and his friends.""
Dave says ""No, he doesn't. He doesn't care about anything else.""
Sally"	" ""What does Ian care about?""
Dave says ""Ian cares about playing tennis.""
Then Sally asks ""What does Ian care about?""
Dave says ""Ian cares about playing tennis.""
Then Sally asks ""What does Ian care about?""
Dave says ""Ian cares about playing tennis.""
Then Sally asks ""What does Ian care about?""
"	"Dave and Sally are having a conversation. Dave says ""Ian cares about playing tennis.""
Then Sally asks "	"2 questions.
1. Does Ian play tennis?
2. Does Ian care about playing tennis?
Dave answers both questions with ""yes"".
Does Dave's answer to Sally's first question contradict his answer to Sally's second question?
I think that Dave's answer to Sally's first question contradicts his answer to Sally's second"	"2 questions. The first question is ""Does Ian care about playing tennis?"" The second question is ""Does Ian care about playing tennis?""
Dave answers both questions with ""Yes.""
Which of the following is true?
A. Dave's answer to the first question is true.
B. Dave's answer to the second question is"
"Dave and Sally are having a conversation. Dave says ""My mom just runs and skis.""
Then Sally asks "	" ""What does your mom just runs and skis mean?""
Dave says ""It means that my mom just runs and skis.""
Sally says ""I don't understand.""
Dave says ""It means that my mom just runs and skis.""
Sally says ""I don't understand.""
Dave says ""It means that"	" ""What does your mom do?""
Dave says ""She runs and skis.""
Sally says ""I don't know what she does.""
Dave says ""She runs and skis.""
Sally says ""I don't know what she does.""
Dave says ""She runs and skis.""
Sally says ""I don"	"Dave and Sally are having a conversation. Dave says ""My mom runs and skis.""
Then Sally asks "	"2 questions. She asks ""Does your mom run?"" and ""Does your mom ski?""
Dave answers ""Yes"" to both questions.
Which of the following is true?
A. Dave's mom runs.
B. Dave's mom skis.
C. Dave's mom runs and skis.
D. Dave's mom"	" ""What does your mom do?""
Dave says ""She runs and skis.""
Sally says ""I don't know what you mean.""
Dave says ""She runs and skis.""
Sally says ""I don't know what you mean.""
Dave says ""She runs and skis.""
Sally says ""I don"
"Dave and Sally are having a conversation. Dave says ""The dog ate just two times today.""
Then Sally asks "	"2 questions.
1. How many times did the dog eat?
2. How many times didn't the dog eat?
Dave and Sally are having a conversation. Dave says ""The dog ate just two times today."" Then Sally asks 2 questions. 1. How many times did the dog eat? 2."	"2 questions.
1. How many times did the dog eat?
2. How many times did the dog not eat?
Dave and Sally are having a conversation. Dave says ""The dog ate just two times today.""
Then Sally asks 2 questions.
1. How many times did the dog eat?
2. How many"	"Dave and Sally are having a conversation. Dave says ""The dog ate two times today.""
Then Sally asks "	"2 times what?
Dave says ""Two times two is four.""
Sally says ""Two times three is six.""
Dave says ""Two times four is eight.""
Sally says ""Two times five is ten.""
Dave says ""Two times six is twelve.""
Sally says ""Two times seven is fourteen.""
Dave says """	"2 times what?
Dave says ""The dog ate two times today.""
Then Sally asks 2 times what?
Dave says ""The dog ate two times today.""
Then Sally asks 2 times what?
Dave says ""The dog ate two times today.""
Then Sally asks 2 times what?
Dave says ""The dog ate"
"Dave and Sally are having a conversation. Dave says ""What is this, I just ordered a salad.""
Then Sally asks "	" ""What is this, I just ordered a salad.""
Then Dave says ""What is this, I just ordered a salad.""
Then Sally says ""What is this, I just ordered a salad.""
Then Dave says ""What is this, I just ordered a salad.""
Then Sally says ""What is this, I just ordered"	" ""What is this, I just ordered a salad.""
Dave says ""What is this, I just ordered a salad.""
Sally says ""What is this, I just ordered a salad.""
Dave says ""What is this, I just ordered a salad.""
Sally says ""What is this, I just ordered a salad"	"Dave and Sally are having a conversation. Dave says ""What is this, I ordered a salad.""
Then Sally asks "	" ""What is this, I ordered a salad.""
Dave says ""What is this, I ordered a salad.""
Then Sally asks  ""What is this, I ordered a salad.""
Dave says ""What is this, I ordered a salad.""
Then Sally asks  ""What is this, I ordered a salad.""
Dave says"	" ""What is this, I ordered a salad.""
Dave says ""What is this, I ordered a salad.""
Sally says ""What is this, I ordered a salad.""
Dave says ""What is this, I ordered a salad.""
Sally says ""What is this, I ordered a salad.""
Dave says ""What"
"Dave and Sally are having a conversation. Dave says ""Just Alice came to the party last night.""
Then Sally asks "	" ""Who else came to the party last night?""
Dave says ""Just John came to the party last night.""
What is Just Alice and Just John?
A. A person
B. A place
C. A thing
D. A time
Answer: D
Explanation:  Just is used to talk about"	" ""Who is Alice?""
Dave says ""Alice is my sister.""
Sally says ""I know Alice. She is my friend.""
Dave says ""Alice is my sister. She is my friend.""
Sally says ""Alice is my friend. She is my sister.""
Dave says ""Alice is my sister. She is my"	"Dave and Sally are having a conversation. Dave says ""Alice came to the party last night.""
Then Sally asks "	" ""Did Bob come to the party last night?""
Dave says ""I don't know.""
Sally says ""I don't know either.""
Dave says ""I don't know if Alice came to the party last night.""
Sally says ""I don't know if Bob came to the party last night.""
Dave says """	" ""Who is Alice?""
Dave says ""Alice is my sister.""
Sally says ""I don't know Alice.""
Dave says ""Alice is my sister.""
Sally says ""I don't know Alice.""
Dave says ""Alice is my sister.""
Sally says ""I don't know Alice.""
Dave says ""Alice is"
"Dave and Sally are having a conversation. Dave says ""Just five kids came to my niece's birthday party.""
Then Sally asks "	" ""Is that all?""
Dave replies ""Yes, just five kids came to my niece's birthday party.""
What is the meaning of the conversation?
A. Dave's niece is very popular.
B. Dave's niece is not popular.
C. Dave's niece is very unpopular.
D. Dave's niece is very"	"5 kids came to your niece's birthday party? How many kids did you expect to come?
Dave says ""I expected 10 kids to come to my niece's birthday party.""
Then Sally says ""I expected 10 kids to come to your niece's birthday party. How many kids did you expect to come?""
Dave"	"Dave and Sally are having a conversation. Dave says ""Five kids came to my niece's birthday party.""
Then Sally asks "	"5 questions. Each question is a multiple choice question. Each question has 4 possible answers. Sally gets 3 questions right and 2 questions wrong. How many possible combinations of answers are there?
I'm not sure if I understand the question correctly. Is it that Sally asks 5 questions and gets 3 right"	"5 questions. Each question is a multiple choice question. Sally is trying to figure out how many kids came to the party.
Dave says ""Five kids came to my niece's birthday party.""
Sally asks ""Did 5 kids come to the party?""
Dave says ""No, 6 kids came to the party.""
"
