particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	effect_score_mean	effect_score_mean_ci_low	effect_score_mean_ci_high	method	run_label	run_label_pretty	run_dir	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
not	residual_stream	utterance_final	prompt_without	necessity	generated	1	localized	-0.0137689414064644	-0.0162768172670602	-0.0112610655458685	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0137689414064644	0.0112610655458685	0.0162768172670602	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0010829274175434	-0.002021067668188	-0.0001447871668989	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0010829274175434	0.0001447871668989	0.002021067668188	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	generated	3	localized	-0.0226961952666661	-0.0228678234414768	-0.0225245670918553	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0226961952666661	0.0225245670918553	0.0228678234414768	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0058992026697902	-0.0067324469291806	-0.0050659584103999	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0058992026697902	0.0050659584103999	0.0067324469291806	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	generated	5	localized	-0.0303393461182428	-0.0354641963940467	-0.025214495842439	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0303393461182428	0.025214495842439	0.0354641963940467	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0066539301433605	-0.0087006672586812	-0.0046071930280399	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0066539301433605	0.0046071930280399	0.0087006672586812	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	generated	10	localized	-0.0371346400782956	-0.0433758663867458	-0.0308934137698453	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0371346400782956	0.0308934137698453	0.0433758663867458	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.00431535968219	-0.0047265803271353	-0.0039041390372446	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.00431535968219	0.0039041390372446	0.0047265803271353	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	gold	1	localized	-0.0060261251043524	-0.0074005536161935	-0.0046516965925112	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0060261251043524	0.0046516965925112	0.0074005536161935	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	gold	1	random_mean	0.0001350235336657	9.037165750042098e-06	0.0002610099015814	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	-0.0001350235336657	-0.0002610099015814	-9.037165750042098e-06	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	gold	3	localized	-0.0094545403292974	-0.0103230781619271	-0.0085860024966677	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0094545403292974	0.0085860024966677	0.0103230781619271	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	gold	3	random_mean	-0.0017053270778437	-0.0018020056817435	-0.0016086484739439	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0017053270778437	0.0016086484739439	0.0018020056817435	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	gold	5	localized	-0.0150243680011021	-0.0198557587681942	-0.01019297723401	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0150243680011021	0.01019297723401	0.0198557587681942	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.0005094725369508	-0.0014001897138823	0.0003812446399805	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0005094725369508	-0.0003812446399805	0.0014001897138823	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	gold	10	localized	-0.0200666933032547	-0.0302206285926874	-0.009912758013822	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	0.0200666933032547	0.009912758013822	0.0302206285926874	patched_minus_baseline
not	residual_stream	utterance_final	prompt_without	necessity	gold	10	random_mean	0.0005479552638223	-0.0001753482981473	0.001271258825792	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not	-0.0005479552638223	-0.001271258825792	0.0001753482981473	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	generated	1	localized	-0.0089990447412755	-0.0116454350993295	-0.0063526543832215	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0089990447412755	0.0063526543832215	0.0116454350993295	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0025414761298595	-0.0029963994123263	-0.0020865528473928	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0025414761298595	0.0020865528473928	0.0029963994123263	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	generated	3	localized	-0.0131763081271441	-0.0156221859201998	-0.0107304303340883	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0131763081271441	0.0107304303340883	0.0156221859201998	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0058365513872444	-0.0074174129335958	-0.0042556898408931	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0058365513872444	0.0042556898408931	0.0074174129335958	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	generated	5	localized	-0.0152778278944647	-0.0186439640369769	-0.0119116917519525	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0152778278944647	0.0119116917519525	0.0186439640369769	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0066966488173576	-0.0080552721713244	-0.0053380254633908	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0066966488173576	0.0053380254633908	0.0080552721713244	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	generated	10	localized	-0.0193845302715917	-0.023638063680008	-0.0151309968631755	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0193845302715917	0.0151309968631755	0.023638063680008	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0053277351488672	-0.0080804255876724	-0.002575044710062	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0053277351488672	0.002575044710062	0.0080804255876724	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	gold	1	localized	-0.0031179406739629	-0.0058760892950832	-0.0003597920528426	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0031179406739629	0.0003597920528426	0.0058760892950832	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	gold	1	random_mean	-0.0007997808009493	-0.0010250471156718	-0.0005745144862268	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0007997808009493	0.0005745144862268	0.0010250471156718	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	gold	3	localized	-0.0036119314932001	-0.006536060202415	-0.0006878027839851	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0036119314932001	0.0006878027839851	0.006536060202415	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	gold	3	random_mean	-0.0016022720219694	-0.0039958925257502	0.0007913484818113	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0016022720219694	-0.0007913484818113	0.0039958925257502	patched_minus_baseline
