particle	train_fold	layer_index	position_label	position_order	corruption_mode	patch_scope	onset_tokens	mean_clean_log_prob_per_token	mean_corrupted_log_prob_per_token	mean_patched_log_prob_per_token	mean_raw_delta_per_token	mean_restoration	mean_restoration_clipped	row_count	source_item_count	site_metric	ranking_score
just	0	8	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.26859346144657	0.023727324820291995	0.14912715647162297	0.1595079982120506	224	28	restoration	0.14912715647162297
just	0	9	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.271177185795095	0.02114360047176678	0.1431345273393134	0.15881949932418724	224	28	restoration	0.1431345273393134
just	0	10	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.271935084160685	0.020385702106176556	0.13949952565266854	0.15338343552338715	224	28	restoration	0.13949952565266854
just	0	11	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.2725817308330964	0.019739055433765713	0.13864205409373645	0.1546584353358509	224	28	restoration	0.13864205409373645
just	0	6	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.2733778155535482	0.018942970713313707	0.12170014229951014	0.12957774951553463	224	28	restoration	0.12170014229951014
just	0	7	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.2735738556829417	0.01874693058392035	0.11676746410533778	0.1267380705999884	224	28	restoration	0.11676746410533778
just	0	12	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.2748374087919445	0.017483377474917638	0.11653903641425067	0.13493546392800584	224	28	restoration	0.11653903641425067
just	0	5	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.27797110117733	0.014349685089531817	0.09736022080592502	0.1072936984330578	224	28	restoration	0.09736022080592502
just	0	4	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.280192314826859	0.01212847144000278	0.08627519880330203	0.09463870931445466	224	28	restoration	0.08627519880330203
just	0	13	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.280495928311035	0.011824857955826986	0.07188064690677605	0.08592067933993867	224	28	restoration	0.07188064690677605
just	0	14	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.2810768698398416	0.011243916427020311	0.06491403598381155	0.07729946678091694	224	28	restoration	0.06491403598381155
just	0	15	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.286696904937648	0.00562388132921417	0.03764233525908219	0.04757189112378655	224	28	restoration	0.03764233525908219
just	0	3	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.287684788573068	0.004635997693793892	0.03664825247654059	0.04993830276020824	224	28	restoration	0.03664825247654059
just	0	16	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.2877042595820676	0.00461652668479421	0.030882087138969592	0.04037355217857297	224	28	restoration	0.030882087138969592
just	0	2	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.2909256962098548	0.0013950900570072508	0.018857064759704882	0.031468370001522354	224	28	restoration	0.018857064759704882
just	0	1	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.292241183303061	7.960296380126051e-05	0.012555032097766063	0.023906896042918284	224	28	restoration	0.012555032097766063
just	0	17	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.291075081417148	0.0012457048497141212	0.009236673555226756	0.02111086073680429	224	28	restoration	0.009236673555226756
just	0	18	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.291594112192826	0.0007266740740359599	0.006549104517262083	0.018507788981740377	224	28	restoration	0.006549104517262083
just	0	19	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.291586334182121	0.000734452084740785	0.005921374265924972	0.015570949225356326	224	28	restoration	0.005921374265924972
just	0	20	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.291869115594968	0.00045167067189399865	0.0038296556040642365	0.015337442043866405	224	28	restoration	0.0038296556040642365
just	0	0	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.291957395760417	0.0003633905064449294	0.0033780298360820385	0.010083053725255794	224	28	restoration	0.0033780298360820385
just	0	24	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.29192633884832	0.000394447418541895	0.003163470641574091	0.011979193848461633	224	28	restoration	0.003163470641574091
just	0	23	utterance_final	0	prompt_without	utterance_final	1	-2.157766537785713	-2.292320786266862	-2.2920311204609054	0.0002896658059566679	0.003149163016546473	0.013985454346150008	224	28	restoration	0.003149163016546473
