particle	train_fold	layer_index	position_label	position_order	corruption_mode	patch_scope	onset_tokens	mean_clean_log_prob_per_token	mean_corrupted_log_prob_per_token	mean_patched_log_prob_per_token	mean_raw_delta_per_token	mean_restoration	mean_restoration_clipped	row_count	source_item_count	site_metric	ranking_score
just	0	11	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3220978139174986	0.017636797155253157	0.18277569459836016	0.18557034620968194	266	19	restoration	0.18277569459836016
just	0	8	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3206786545638742	0.019055956508878046	0.18194925016110233	0.18918879062643235	266	19	restoration	0.18194925016110233
just	0	9	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.321741170260889	0.01799344081186289	0.1812122951658159	0.18745000292799924	266	19	restoration	0.1812122951658159
just	0	10	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.322478967763208	0.017255643309543926	0.17382105542702203	0.17815374074848223	266	19	restoration	0.17382105542702203
just	0	12	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3228764983028882	0.01685811276986361	0.1709720757728683	0.17605683838424546	266	19	restoration	0.1709720757728683
just	0	7	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.325430144728347	0.014304466344405166	0.1457274801975957	0.15925114594698697	266	19	restoration	0.1457274801975957
just	0	6	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3259577350988234	0.013776875973928489	0.135903223594344	0.1501051260479498	266	19	restoration	0.135903223594344
just	0	13	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3271998429381124	0.01253476813463964	0.12257542492297163	0.12624115735448485	266	19	restoration	0.12257542492297163
just	0	5	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.328932080985789	0.01080253008696268	0.11654003904003207	0.12918421802153662	266	19	restoration	0.11654003904003207
just	0	14	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3283752587969992	0.01135935227575272	0.10739073431474606	0.11263547041826001	266	19	restoration	0.10739073431474606
just	0	4	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.330277235250856	0.009457375821896218	0.10650815847345811	0.11694750984869642	266	19	restoration	0.10650815847345811
just	0	15	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3323697957880163	0.0073648152847355305	0.07784110538078357	0.08172497766957776	266	19	restoration	0.07784110538078357
just	0	3	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3344532576182786	0.005281353454473456	0.06789055398222454	0.08299368798402092	266	19	restoration	0.06789055398222454
just	0	16	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.333510605681529	0.006224005391222885	0.06671122224203611	0.07064062956585741	266	19	restoration	0.06671122224203611
just	0	17	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.335601594294791	0.004133016777960789	0.050427369581358295	0.05428855664531232	266	19	restoration	0.050427369581358295
just	0	18	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3362836236841464	0.0034509873886055436	0.04013334440016241	0.0461772419325957	266	19	restoration	0.04013334440016241
just	0	20	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.336664620312598	0.0030699907601538347	0.036030647968028934	0.041788060897542584	266	19	restoration	0.036030647968028934
just	0	22	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3367938963724932	0.0029407147002588007	0.035916675816179466	0.04079844353437863	266	19	restoration	0.035916675816179466
just	0	19	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3366976390604908	0.0030369720122612456	0.03520761804415501	0.042607933972296605	266	19	restoration	0.03520761804415501
just	0	2	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3375389665548845	0.002195644517867821	0.034348644767075026	0.053712339541492564	266	19	restoration	0.034348644767075026
just	0	21	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3368065520128467	0.0029280590599052706	0.03405732174131291	0.04020656835289481	266	19	restoration	0.03405732174131291
just	0	1	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.338264368019474	0.0014702430532782134	0.03119121464366521	0.05098796591927108	266	19	restoration	0.03119121464366521
just	0	23	utterance_final	0	prompt_without	utterance_final	1	-2.241853242059524	-2.339734611072752	-2.3371070061415202	0.002627604931231843	0.030491139802741103	0.03768939654969959	266	19	restoration	0.030491139802741103
