Just	JustEncouragedPreadd	JustNoPreadd	NoJust	JustDiscouragedPreadd	NoJustNoPreadd
"Dave says ""Betsy's picky, she just eats chicken nuggets.""
Then Sally asks "	"<i>""What about the other food?""</i>
Dave says ""Oh, she just eats chicken nuggets.""
Then Sally asks <i>""What about the other food?""</i>
Dave says ""Oh, she just eats chicken nuggets.""
Then Sally asks <i>""What about the other food?""</i>
Dave says"	"<i>""What about the other kids?""</i>
Dave says ""They eat chicken nuggets too.""
Sally says ""But they're not picky.""
Dave says ""They're just kids.""
Sally says ""They're not kids, they're just picky.""
Dave says ""They're just"	"Dave says ""Betsy's picky, she eats chicken nuggets.""
Then Sally asks "	"<i>""What about you?""</i>
Dave says ""I eat chicken nuggets.""
Then Sally asks  pessimistically <i>""What about you?""</i>
Dave says ""I eat chicken nuggets.""
Then Sally asks <i>""What about you?""</i>
Dave says ""I eat chicken nuggets.""
Then"	"<i>""What about the other kids?""</i>
Dave says ""They eat chicken nuggets too.""
Then Sally asks <i>""What about the other kids?""</i>
Dave says ""They eat chicken nuggets too.""
Then Sally asks <i>""What about the other kids?""</i>
Dave says ""They eat chicken"
"Dave says ""Despite claiming she went on an extravagant European trip, Sarah just went to Spain.""
Then Sally asks "	"<i>""What's the difference?""</i>
Dave says ""Well, Spain is in Europe, but it's not really extravagant.""
Sally says ""Well, I guess I'll have to go to France then.""
Dave says ""Well, France is in Europe, but it's not really extravagant"	"<i>""What's the difference between Spain and Europe?""</i>
Dave says ""Spain is a country in Europe.""
Sally says ""So you're saying she didn't go to Europe?""
Dave says ""No, I'm saying she didn't go to Europe.""
Sally says ""So"	"Dave says ""Despite claiming she went on an extravagant European trip, Sarah went to Spain.""
Then Sally asks "	"<i>""Sarah, did you go to Spain?""</i>
Sarah says ""No, I went to Italy.""
Dave says ""Sarah is lying.""
Sally says ""Sarah is telling the truth.""
Dave says ""Sally is lying.""
Sally says ""Dave is telling the truth.""
Dave says ""Sally is"	"<i>""What's the difference between a European trip and a Spanish trip?""</i>
Dave says ""Well, a European trip is a trip to Europe, and a Spanish trip is a trip to Spain.""
Sally says ""So you're saying that Sarah went on a Spanish trip?""
Dave says ""No"
"Dave says ""He won't want any, John just drinks distilled water.""
Then Sally asks "	"<i>""What's the matter with you, John? You're not drinking any of that wonderful wine?""</i>
John replies <i>""I don't drink wine, I just drink distilled water.""</i>
Sally says <i>""Oh, I'm sorry, I didn emphatize with you."	"<i>""What's distilled water?""</i>
Dave says ""It's water that's been boiled and then cooled down.""
Sally says ""Oh, I thought it was water that had been distilled.""
Dave says ""No, that's what it's called.""
Sally says ""Oh,"	"Dave says ""He won't want any, John drinks distilled water.""
Then Sally asks "	"<i>""What is distilled water?""</i>
Dave says ""It's water that has been boiled and then cooled"	"<i>""What's distilled water?""</i>
Dave says ""It's water that's been boiled and then cooled.""
Sally says ""Oh, I thought it was water that had been distilled.""
Dave says ""No, that's not what it means.""
Sally says ""Oh, I thought"
"Dave says ""Yvonne just thinks about becoming an astronaut.""
Then Sally asks "	"<i>""What about you, Dave? What do you just think about?""</i>
Dave says ""I just think about becoming an astronaut.""
Then Sally asks <i>""What about you, Yvonne? What do you"	"<i>""What about you, Dave?""</i>
Dave says ""I'm not sure.""
Sally says ""I think you should become an astronaut.""
Dave says ""I'm not sure.""
Sally says ""I think you should become an astronaut.""
Dave says ""I'm not sure.""
"	"Dave says ""Yvonne thinks about becoming an astronaut.""
Then Sally asks "	"2 minutes later ""What does Yvonne"	"<i>""What does Yvonne think about becoming an astronaut?""</i>
Dave says ""She thinks about it.""
Sally says ""She thinks about it.""
Dave says ""She thinks about it.""
Sally says ""She thinks about it.""
Dave says ""She thinks about it.""
Sally says ""She thinks about"
"Dave says ""Ian just cares about playing tennis.""
Then Sally asks "	"<i>""What's wrong with that?""</i>

I think it's a great thing.

I've been playing tennis for 30 years and I've never been a ""serious"" player. I've never played in a tournament, never had a coach, never had a lesson. I"	"<i>""What about the other players?""</i>
Dave says ""I don't know, I don't care.""
Sally says ""You're a bad person.""
Dave says ""I'm not a bad person, I'm just not a good person.""
Sally says ""You're"	"Dave says ""Ian cares about playing tennis.""
Then Sally asks "	"<b>""Does Ian care about"	"<i>""What does Dave say?""</i>
Dave says ""Ian cares about playing tennis.""
Then Sally asks <i>""What does Dave say?""</i>
Dave says ""Ian cares about playing tennis.""
Then Sally asks <i>""What does Dave say?""</i>
Dave says ""Ian cares about playing tennis."""
"Dave says ""My mom just runs and skis.""
Then Sally asks "	"<i>""What's the difference?""</i>
Dave says ""Well, she just runs and skis.""
Sally says ""I don't get it.""
Dave says ""Well, she just runs and skis.""
Sally says ""I don't get it.""
Dave says ""Well, she just runs"	"<i>""What's the difference?""</i>
Dave says ""Well, my mom runs and skis.""
Sally says ""No, I mean what's the difference between running and skiing?""
Dave says ""Well, my mom runs and skis.""
Sally says ""No, I mean what's the difference"	"Dave says ""My mom runs and skis.""
Then Sally asks "	"<strong>""Does your dad run and ski?""</strong>
Dave says ""My mom runs and skis emphaty my dad runs but not skis.""
Then Sally asks <strong>""Does your brother run and ski?""</strong>
Dave says ""My mom"	"<i>""What does your mom do?""</i>
Dave says ""My mom runs and skis.""
Then Sally asks <i>""What does your mom do?""</i>
Dave says ""My mom runs and skis.""
Then Sally asks <i>""What does your mom do?""</i>
Dave says ""My mom runs"
"Dave says ""The dog ate just two times today.""
Then Sally asks "	"<strong>""How many times did the dog eat today?""</strong>
Dave says ""Just"	"<strong>""How many times did the dog eat today?""</strong>
Dave says ""The dog ate just two times today.""
Then Sally asks <strong>""How many times did the dog eat today?""</strong>
Dave says ""The dog ate just two times today.""
Then Sally asks <strong>""How many times did"	"Dave says ""The dog ate two times today.""
Then Sally asks "	"2 x 2 = ?
Dave says ""4""
Sally says ""No, 4 is 2 x 2. You need to say 2 times today squared.""
Dave says ""Oh, I see. 2 times today squared is 4.""
Sally says ""No, 2 times"	"<i>""How many times did the dog eat?""</i>
Dave says ""The dog ate two times today.""
Then Sally asks <i>""How many times did the dog eat?""</i>
Dave says ""The dog ate two times today.""
Then Sally asks <i>""How many times did the dog eat?"""
"Dave says ""What is this, I just ordered a salad.""
Then Sally asks "	"<i>""What is this, I just ordered a salad?""</i>
Then Dave says <i>""What is this, I just ordered a salad?""</i>
Then Sally asks <i>""What is this, I ""..\..\..\salad?""</i>
Then Dave says <i>""What is this, I just ordered a salad?"""	"<i>""What is this, I just ordered a salad.""</i>
Then Dave says ""What is this, I just ordered a salad.""
Then Sally asks <i>""What is this, I just ordered a salad.""</i>
Then Dave says ""What is this, I just ordered a salad.""
Then Sally"	"Dave says ""What is this, I ordered a salad.""
Then Sally asks "	"<i>""What is this, Ilenir ordered a salad?""</i>
Then Sally asks <i>""What is this, I ordered a salad.""</i>
Then Sally asks <i>""What}}$\\
Then Sally asks <i>""What is this, I ordered a salad.""</i>
Then Sally asks <i>""What"	"<i>""What is this, I ordered a salad.""</i>
Then Dave says ""What is this, I ordered a salad.""
Then Sally asks <i>""What is this, I ordered a salad.""</i>
Then Dave says ""What is this, I ordered a salad.""
Then Sally asks <i>"""
"Dave says ""Just Alice came to the party last night.""
Then Sally asks "	"<b>""Just Alice?""</b>
What does ""Just Alice"" mean here?
Thanks.
It means ""only Alice"".
It's a colloquial way of saying ""only Alice"".
It's a colloquial way of saying ""only Alice"".
It's a colloquial way of saying ""only Alice"	"<b>""Who's Alice?""</b>
What does ""Who's Alice"" mean?
Thanks.
It means ""Who is Alice?""
It's a contraction.
It's a contraction.
It's a contraction.
It's a contraction.
It's a contraction"	"Dave says ""Alice came to the party last night.""
Then Sally asks "	"<b>""Did Dave say Alice came to the party last night?""</b>
Then Dave says ""Yes, I did.""
Then Sally asks <b>""Did Dave say Dave said Alice came to the party last night?""</b>
Then Dave says(''),
Then Sally asks <b>""Did Dave say Dave said Dave said"	"<b>""Who did you come with?""</b>
Dave says ""I came with Bob.""
Then Sally asks <b>""Who did you come with?""</b>
Dave says ""I came with Bob.""
Then Sally asks <b>""Who did you come with?""</b>
Dave says ""I came with Bob."""
"Dave says ""Just five kids came to my niece's birthday party.""
Then Sally asks "	"<em>""Just""</em> means <em>""only""</em> or <em>""only five""</em>?

I think it means <em>""only five""</em>.
But my friend says it means <em>""only""</em>.

Which is correct?
Thanks.
I think it means ""only five"	"<strong>""How many kids were there?""</strong>
Dave says ""I don't know. I just know that there were five kids.""
Sally says ""I don't know either. I just know that there were five kids.""
Dave says ""I don't know either. I just know that there"	"Dave says ""Five kids came to my niece's birthday party.""
Then Sally asks "	"
""How many kids came to your niece's birthday party?""
Dave says ""Four kids came to my niece's birthday party.""
Then Sally asks 
""How many kids came to your niece's birthday party?""
Dave says ""Three kids came to my niece's birthday party.""
"	"<b>""How many kids were there?""</b>
Dave says ""There were 10 kids at the party.""
Sally says ""That's not true. There were 15 kids at the party.""
Dave says ""That's not true. There were 20 kids at the party.""
"
