id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
148	only	I come home for lunch.__eou__How long have you got?	Only 1 hour.	1 Hour.	Okay, I'll make you some food.	-12.840177059173584	-14.025296688079834	-1.2840177059173583	-1.558366298675537	10	9	-15.287144184112549	-14.700146198272703	-1.0919388702937536	-1.0500104427337646	14	14	-94.41649627685548	-95.03573608398438	-2.0525325277577275	-2.111905246310764	46	45	True	0.2743485927581788	False
161	only	Do you mind if I get a lift in your car, please?	I don’t see any problem; only the car is a bit old.	I don’t see any problem; the car is a bit old.	Oh you’re so kind!	-38.13432455062866	-36.64030599594116	-1.8159202166966029	-1.832015299797058	21	20	-17.440196990966797	-16.12758445739746	-1.5854724537242542	-1.4661440415815874	11	11	-114.6096167564392	-111.80298566818236	-2.247247387381161	-2.2360597133636477	51	50	True	0.016095083100455154	False
315	only	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?	-16.099504470825195	-11.388801574707031	-1.2384234208327074	-0.9490667978922526	13	12	-21.625883102416992	-21.152494430541992	-1.029803957257952	-1.0072616395496188	21	21	-99.9001636505127	-94.7105884552002	-1.9211569932790904	-1.8570703618666704	52	51	True	-0.28935662294045483	False
491	only	Excuse me. Can you tell me where the Wal-Mart supermarket is?__eou__Turn right at the second crossing and then go straight for two blocks.__eou__Is it far from here?	No, it’s only ten-minute's walk.	No, it’s ten-minute's walk.	Thanks a lot.	-18.24083709716797	-19.82836151123047	-1.0133798387315538	-1.1663742065429688	18	17	-2.73781967163086	-2.7879772186279297	-0.3422274589538574	-0.3484971523284912	8	8	-117.4920735359192	-119.15535974502563	-1.5459483359989368	-1.5887381299336751	76	75	True	0.15299436781141496	False
501	only	Would you like to mail it by air or sea?__eou__Hmm ... How long will it take to mail things to the USA by air?	About 10 days. You can send it express mail if you need it faster. It will only take three or four days.	About 10 days. You can send it express mail if you need it faster. It will take three or four days.	I want to send it by express mail. The faster, the better.	-40.42393112182617	-39.86936569213867	-1.263247847557068	-1.2861085707141506	32	31	-19.915896892547607	-19.320441722869877	-1.0482050996077688	-1.0168653538352566	19	19	-159.20914697647095	-158.0771164894104	-1.809194852005352	-1.816978350452993	88	87	True	0.02286072315708254	False
649	only	Well, what about this two-bedroom apartment? The listing says it's right in the heart of the city, just steps from the metro.__eou__Wow, that would be very convenient. How much is the rent?	It says it's $ 1600. But if you share it with another person, that's only $ 800 per month.	It says it's $ 1600. But if you share it with another person, that's $ 800 per month.	That definitely sounds like a steal. I think that is a very trendy neighborhood as well.	-40.82457947731018	-42.99766707420349	-1.0743310388765837	-1.1620991101136078	38	37	-48.320358753204346	-48.832106828689575	-2.19637994332747	-2.2196412194858897	22	22	-198.73422145843503	-201.43103194236755	-1.7432826443722371	-1.782575503914757	114	113	True	0.08776807123702413	False
659	only	Mmmm ... This apartment seems a little expensive. Do you have any cheap studios?	Actually, the one-bedroom is the only vacant apartment right now.	Actually, the one-bedroom is the vacant apartment right now.	Do you think any studios will open up soon?	-32.07242012023926	-40.41584587097168	-1.68802211159154	-2.2453247706095376	19	18	-18.03678035736084	-20.21723461151123	-1.288341454097203	-1.4440881865365165	14	14	-142.21326541900635	-152.73714542388916	-2.5856957348910243	-2.8284656559979475	55	54	True	0.5573026590179977	True
660	only	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.	-34.05707120895386	-33.99026823043823	-1.2613730077390315	-1.307318008863009	27	26	-18.487008213996887	-18.764434337615967	-0.7110387774614187	-0.7217090129852295	26	26	-114.1955600976944	-114.40780067443848	-1.4455134189581569	-1.4667666753133135	79	78	True	0.04594500112397748	False
666	only	What's the problem, sir?	I bought this toy gun from your store two weeks ago. My son played with it only twice and it broke.	I bought this toy gun from your store two weeks ago. My son played with it twice and it broke.	Do you keep the receipt?	-47.23421096801758	-45.19173049926758	-1.6869361060006278	-1.6737677962691695	28	27	-12.712194919586182	-12.840328693389893	-1.2712194919586182	-1.2840328693389893	10	10	-103.42725610733032	-101.51290941238403	-2.027985413869222	-2.0302581882476805	51	50	True	-0.013168309731458328	False
687	only	Excuse me. Could you tell me the way to the Star Hotel?__eou__Yes. Go down the main road. You can't miss it.__eou__How long will it take me to get there?	It's only about a five-minute walk.	It's about a five-minute walk.	Thank you very much.	-9.929388046264648	-8.538335800170898	-0.6205867528915405	-0.5692223866780599	16	15	-2.1869258880615234	-2.1351051330566406	-0.2429917653401692	-0.23723390367296	9	9	-98.23900985717772	-96.80352210998537	-1.2435317703440218	-1.2410707962818637	79	78	True	-0.05136436621348062	False
