id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
659	only	Mmmm ... This apartment seems a little expensive. Do you have any cheap studios?	Actually, the one-bedroom is the only vacant apartment right now.	Actually, the one-bedroom is the vacant apartment right now.	Do you think any studios will open up soon?	-32.07242012023926	-40.41584587097168	-1.68802211159154	-2.2453247706095376	19	18	-18.03678035736084	-20.21723461151123	-1.288341454097203	-1.4440881865365165	14	14	-142.21326541900635	-152.73714542388916	-2.5856957348910243	-2.8284656559979475	55	54	True	0.5573026590179977	True
797	only	Good evening, may I help you?__eou__I would like to book a table for six tonight.	Sorry, sir. We have only double tables left.	Sorry, sir. We have double tables left.	What a pity. Can you recommend a nice restaurant near here?	-24.34855937957764	-33.18693828582764	-1.5217849612236023	-2.212462552388509	16	15	-23.566981315612797	-23.480906009674072	-1.3862930185654585	-1.3812297652749457	17	17	-107.36455345153809	-116.10587072372437	-1.7316863459925498	-1.9033749298971208	62	61	True	0.6906775911649068	True
987	only	Where do these flower vases come from?__eou__They are made a town nearby. The flower vases are made of porcelain and covered with tiny bamboo sticks.__eou__Are they breakable?	No. They are not only ornamental, but also useful.	No. They are not ornamental, but also useful.	No wonder it's so expensive.	-19.706189155578613	-29.441450119018555	-1.1591875973869772	-1.84009063243866	17	16	-16.62615966796875	-16.449691772460938	-1.3855133056640625	-1.370807647705078	12	12	-181.0356845855713	-190.58712196350095	-2.320970315199632	-2.475157428097415	78	77	True	0.6809030350516827	True
1562	only	Did you watch the finale last night? My favorite singer won!	Oh, I love him too. He not only sings well but shows perseverance when he encounters difficulties in the contest.	Oh, I love him too. He not sings well but shows perseverance when he encounters difficulties in the contest.	Yeah, he got booted after his initial performance in the audition, but he did not give up. He then tried at another two auditions.	-65.17142486572266	-77.70128631591797	-2.3275508880615234	-2.8778254191080728	28	27	-75.54359817504883	-77.34395217895508	-2.360737442970276	-2.416998505592346	32	32	-209.5603485107422	-223.86392211914065	-2.686671134753105	-2.907323663884944	78	77	True	0.5502745310465493	True
3380	only	Are we going to have dinner tonight?__eou__What are you planning on making?__eou__I'm not cooking dinner.	The only way you're eating tonight is if you cook.	The way you're eating tonight is if you cook.	I'm not sure what to cook for dinner.	-23.03972339630127	-37.951985359191895	-1.2799846331278484	-2.232469727011288	18	17	-17.235480308532715	-16.073015213012695	-1.1490320205688476	-1.0715343475341796	15	15	-115.89142632484436	-129.64955735206604	-1.6555918046406335	-1.878979092058928	70	69	True	0.9524850938834397	True
4123	only	you look better today. How did your test go?__eou__much better than it did yesterday.__eou__did you pass?	I not only passed my test, but I aced it! I'm so happy!	I not passed my test, but I aced it! I'm so happy!	you should be. You worked really hard last night preparing for it.	-30.07797336578369	-41.13887691497803	-1.253248890240987	-1.7886468223903491	24	23	-24.418628692626957	-25.762365341186523	-1.3565904829237196	-1.4312425189548068	18	18	-142.98325443267822	-155.3646059036255	-1.809914613071876	-1.9918539218413525	79	78	True	0.535397932149362	True
5551	only	Did you watch the final last night? My favorite singer won!	Oh, I love him too. He not only sings well but also shows perseverance when he encounters difficulties in the contest.	Oh, I love him too. He not sings well but also shows perseverance when he encounters difficulties in the contest.	Yeah, he got booted after his initial performance in the audition, but he did not give up. He then tried at another two auditions.	-62.50489616394043	-75.96975517272949	-2.1553412470324287	-2.713205541883196	29	28	-77.19622802734375	-78.36308288574219	-2.412382125854492	-2.448846340179444	32	32	-209.56213569641116	-224.16020393371585	-2.652685261979888	-2.873848768380972	79	78	True	0.5578642948507673	True
5749	only	Do you have brothers and sisters?	No, I am the only child in my family.	No, I am the child in my family.	Oh, I have an elder sister. She is married .. Her husband is a businessman.	-8.240089416503906	-17.554664611816406	-0.5150055885314941	-1.1703109741210938	16	15	-43.8878345489502	-43.95931625366211	-1.9949015704068271	-1.9981507388028232	22	22	-101.135009765625	-110.51275062561037	-2.0227001953125	-2.255362257665517	50	49	True	0.6553053855895996	True
7167	only	Either we'll be millionaires, or we won't ... won't have a dime.__eou__And it's all coming down to the next three weeks.	The only person who seems confident the software will be done on time is Zina.	The person who seems confident the software will be done on time is Zina.	Yeah, she is some kind of Superwoman, isn't she?	-60.59295177459717	-71.92272472381592	-2.754225080663508	-3.4248916535150435	22	21	-28.837393522262573	-32.09642148017883	-1.5177575538032932	-1.689285341062044	19	19	-206.5121030807495	-221.09913396835327	-2.4584774176279702	-2.663844987570521	84	83	True	0.6706665728515357	True
8003	only	Did you see the information on sales for last year? The sales review was made at our last board meeting. There's a great news for our shareholders.__eou__Yeah, I went over the figures this morning. We're finally started making money again!__eou__We've never sold this much before, our growth this year has been phenomenal. We have captured 8 % of the market, up from last year by 120 %. Our strategy is working!	Not only our annual sales brake a record, but our month by month earnings exceeded our forecast as well. After a two-year slump, we finally back in the black.	Not our annual sales brake a record, but our month by month earnings exceeded our forecast as well. After a two-year slump, we finally back in the black.	The company's performance has improved since Wallace became president. He's made our little business into a real lucrative operation. Products are selling like hotcakes.	-98.8237371444702	-116.28505611419678	-2.4705934286117555	-2.981668105492225	40	39	-99.20100212097168	-98.52048301696776	-2.755583392249213	-2.7366800838046603	36	36	-485.60398864746094	-502.2877902984619	-2.639152112214461	-2.744742023488863	184	183	True	0.5110746768804697	True
