id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
3	not	Would you mind waiting a while?__eou__Well, how long will it be?	I'm not sure. But I'll get a table ready as fast as I can.	I'm sure. But I'll get a table ready as fast as I can.	OK. We'll wait.	-29.380247116088867	-41.73856925964356	-1.1752098846435546	-1.7391070524851482	25	24	-10.392005920410156	-10.33478832244873	-0.9447278109463778	-0.9395262111317028	11	11	-100.02747440338136	-112.32852554321288	-1.639794662350514	-1.8721420923868812	61	60	True	0.5638971678415936	False
5	not	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	-95.328125	-105.13037109375	-2.1665482954545454	-2.444892351017442	44	43	-68.29550802707672	-66.48583972454071	-1.7511668724891467	-1.7047651211420696	39	39	-325.43604266643524	-333.43594467639923	-2.127032958604152	-2.1936575307657846	153	152	True	0.27834405556289665	False
7	not	Can you manage chopsticks?	Why not? See.	Why? See.	Good mastery. How do you like our Chinese food?	-19.419252395629883	-25.773622512817383	-1.941925239562988	-2.863735834757487	10	9	-32.97616100311279	-37.09726619720459	-2.198410733540853	-2.47315107981364	15	15	-119.69000339508057	-130.16376972198486	-3.419714382716588	-3.8283461682936726	35	34	True	0.9218105951944988	False
15	not	Is everything to your satisfaction?	No, the steak was recommended, but it is not very fresh.	No, the steak was recommended, but it is very fresh.	Oh! Sorry to hear that. This is quite unusual as we have steak from the market every day.	-38.2380428314209	-42.1674861907959	-2.012528570074784	-2.342638121710883	19	18	-46.869011878967285	-49.98733711242676	-1.8747604751586917	-1.9994934844970704	25	25	-133.22838878631592	-140.2817726135254	-2.4223343415693805	-2.5978106039541737	55	54	True	0.33010955163609923	False
35	not	I'm looking for some black pumps to go with my evening gown. Could you show me what you have?__eou__Sure, we have several different styles you may choose. How high of a heel do you want?	Not to high, maybe an inch or an inch in the half would be the best.	To high, maybe an inch or an inch in the half would be the best.	In that case, I might have just the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell just by looking at it that it was superbly made.	-40.28011608123779	-47.42855358123779	-1.7513093948364258	-2.155843344601718	23	22	-100.40106678009032	-100.40613269805908	-1.825473941456188	-1.82556604905562	55	55	-244.69439315795896	-251.8548164367676	-1.867896130976786	-1.937344741821289	131	130	True	0.404533949765292	False
71	not	Is Tom in?__eou__Wrong number.__eou__Isn't this Li's residence?	No, it is not.	No, it is.	Oh, I'm sorry.	-7.221607446670532	-8.933277368545532	-0.6565097678791393	-0.8933277368545532	11	10	-3.714303970336914	-4.219594478607178	-0.3376639973033558	-0.383599498055198	11	11	-97.22471261024477	-99.44167304039	-1.8344285398159388	-1.9123398661613464	53	52	True	0.23681796897541396	False
81	not	I'm trying to reach Robert please.	Robert is not available at the moment.	Robert is available at the moment.	What time should I call back?	-8.991235733032227	-14.783472061157228	-0.6916335179255559	-1.2319560050964355	13	12	-10.534164905548096	-10.914776802062988	-0.9576513550498268	-0.9922524365511808	11	11	-77.5340485572815	-83.71843242645264	-2.040369698875829	-2.262660335850071	38	37	True	0.5403224871708796	False
83	not	Can you connect me to Mary. Smith Hotel room?	Mrs. Smith has not checked in yet.	Mrs. Smith has checked in yet.	Can you leave a message for her to call her office?	-17.748268127441406	-23.598365783691406	-1.267733437674386	-1.8152589064378004	14	13	-22.04299736022949	-21.35572052001953	-1.3776873350143433	-1.3347325325012207	16	16	-129.16304969787598	-134.30560684204102	-2.807892384736434	-2.984569040934245	46	45	True	0.5475254687634143	False
95	not	Jessie, I’m afraid I can’t come back home for dinner tonight.	Not back home for dinner again? That’s the third time this week!	Back home for dinner again? That’s the third time this week!	I’m sorry. Our company has just opened. There are always too many things to handle. You know that.	-27.232011795043945	-31.122209548950195	-1.296762466430664	-1.55611047744751	21	20	-50.8578462600708	-50.89585018157959	-1.8163516521453855	-1.817708935056414	28	28	-154.93471086025238	-158.8230413198471	-2.1821790262007377	-2.26890059028353	71	70	True	0.259348011016846	False
149	not	May I speak to Marry?	Marry is not in right now, she went shopping with her mum.	Marry is in right now, she went shopping with her mum.	Will it be too late if I call around ten this evening?	-26.77301406860352	-37.5882682800293	-1.4091060036107113	-2.0882371266682944	19	18	-31.734790802001957	-30.469867706298828	-1.866752400117762	-1.792345159194049	17	17	-116.30039596557616	-125.83232498168944	-2.474476509905876	-2.7354853256889013	47	46	True	0.6791311230575832	False
