particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	effect_score_mean	effect_score_mean_ci_low	effect_score_mean_ci_high	method	run_label	run_label_pretty	run_dir	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
not	attn	utterance_final	prompt_without	necessity	generated	1	localized	-0.0002243460321656	-0.00032694254321	-0.0001217495211213	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0002243460321656	0.0001217495211213	0.00032694254321	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0005460328005626	-0.000736019479971	-0.0003560461211543	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0005460328005626	0.0003560461211543	0.000736019479971	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	3	localized	-0.0065243312636983	-0.0089437458407554	-0.0041049166866412	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0065243312636983	0.0041049166866412	0.0089437458407554	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.000758520939635	-0.0014960966969406	-2.094518232937699e-05	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.000758520939635	2.094518232937699e-05	0.0014960966969406	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	5	localized	-0.0302431044864786	-0.0437089654790601	-0.0167772434938971	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0302431044864786	0.0167772434938971	0.0437089654790601	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0011389299084438	-0.0011392837725858	-0.0011385760443019	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0011389299084438	0.0011385760443019	0.0011392837725858	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	10	localized	-0.1185725421383503	-0.1663467569133753	-0.0707983273633253	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.1185725421383503	0.0707983273633253	0.1663467569133753	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	generated	10	random_mean	3.703557878519023e-05	-0.0005232243602104	0.0005972955177808	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-3.703557878519023e-05	-0.0005972955177808	0.0005232243602104	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	1	localized	-0.0072606466001857	-0.0082318361018594	-0.006289457098512	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0072606466001857	0.006289457098512	0.0082318361018594	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	1	random_mean	0.0082844279460283	0.007733170106735	0.0088356857853216	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0082844279460283	-0.0088356857853216	-0.007733170106735	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	3	localized	0.0117780024935514	-0.0146977657459613	0.0382537707330642	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0117780024935514	-0.0382537707330642	0.0146977657459613	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	3	random_mean	0.003497370075243	0.0016448536755662	0.0053498864749198	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.003497370075243	-0.0053498864749198	-0.0016448536755662	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	5	localized	0.0590963043609949	0.0151064189380514	0.1030861897839384	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0590963043609949	-0.1030861897839384	-0.0151064189380514	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	5	random_mean	0.009987588233246	0.002984221131164	0.0169909553353279	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.009987588233246	-0.0169909553353279	-0.002984221131164	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	10	localized	0.1533461271423974	0.0785344783155502	0.2281577759692445	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.1533461271423974	-0.2281577759692445	-0.0785344783155502	patched_minus_baseline
not	attn	utterance_final	prompt_without	necessity	gold	10	random_mean	0.0048158869873316	0.0025979828371041	0.0070337911375591	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	-0.0048158869873316	-0.0070337911375591	-0.0025979828371041	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	1	localized	-0.0008398393992117	-0.0033287041688962	0.0016490253704728	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0008398393992117	-0.0016490253704728	0.0033287041688962	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	1	random_mean	-4.599792130412721e-05	-9.51073921534023e-05	3.1115495451478757e-06	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	4.599792130412721e-05	-3.1115495451478757e-06	9.51073921534023e-05	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	3	localized	-0.005842922198653	-0.0103990088583533	-0.0012868355389528	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.005842922198653	0.0012868355389528	0.0103990088583533	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0006798407744942	-0.0009019003159399	-0.0004577812330486	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0006798407744942	0.0004577812330486	0.0009019003159399	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	5	localized	-0.0069373380402889	-0.0094283923496056	-0.0044462837309722	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0069373380402889	0.0044462837309722	0.0094283923496056	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0024229795823084	-0.003813386279462	-0.0010325728851548	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0024229795823084	0.0010325728851548	0.003813386279462	patched_minus_baseline
not	mlp	utterance_final	prompt_without	necessity	generated	10	localized	-0.0158865686408535	-0.0207227673734239	-0.0110503699082832	component	instruct	Instruct	localization/results/component_patch_runs/20260728_utterance_final_Meta-Llama-3-8B-Instruct_not_just_only_full/not	0.0158865686408535	0.0110503699082832	0.0207227673734239	patched_minus_baseline
