particle	train_fold	source_row_index	pool_row_index	component	layer_index	position_label	position_order	corruption_mode	clean_patch_position	corrupted_patch_position	clean_log_prob_per_token	corrupted_log_prob_per_token	patched_log_prob_per_token	raw_delta_per_token	restoration	restoration_clipped
not	0	2	25	resid	0	utterance_final	0	prompt_without	28	27	-1.97978515625	-2.501953125	-2.49892578125	0.003027343749999911	0.005797643538432595	0.005797643538432595
not	0	3	71	resid	0	utterance_final	0	prompt_without	36	35	-3.1438802083333335	-3.445556640625	-3.44384765625	0.001708984375	0.005664958187213383	0.005664958187213383
not	0	4	6	resid	0	utterance_final	0	prompt_without	24	23	-1.3645655314127605	-2.0095316569010415	-2.0102030436197915	-0.00067138671875	-0.0010409643114849122	0.0
not	0	7	114	resid	0	utterance_final	0	prompt_without	63	62	-1.5747281588040865	-1.8126138540414662	-1.8150822566105769	-0.002468402569110628	-0.010376422872537481	0.0
not	0	2	25	resid	1	utterance_final	0	prompt_without	28	27	-1.97978515625	-2.501953125	-2.496484375	0.005468749999999911	0.010473162521039664	0.010473162521039664
not	0	3	71	resid	1	utterance_final	0	prompt_without	36	35	-3.1438802083333335	-3.445556640625	-3.4437662760416665	0.0017903645833334814	0.0059347181008907015	0.0059347181008907015
not	0	4	6	resid	1	utterance_final	0	prompt_without	24	23	-1.3645655314127605	-2.0095316569010415	-2.0105692545572915	-0.00103759765625	-0.001608763026840319	0.0
not	0	7	114	resid	1	utterance_final	0	prompt_without	63	62	-1.5747281588040865	-1.8126138540414662	-1.8176645132211537	-0.0050506591796875	-0.021231453932728413	0.0
not	0	2	25	resid	2	utterance_final	0	prompt_without	28	27	-1.97978515625	-2.501953125	-2.494140625	0.0078125	0.01496166074434262	0.01496166074434262
not	0	3	71	resid	2	utterance_final	0	prompt_without	36	35	-3.1438802083333335	-3.445556640625	-3.4297688802083335	0.01578776041666652	0.0523334232533041	0.0523334232533041
not	0	4	6	resid	2	utterance_final	0	prompt_without	24	23	-1.3645655314127605	-2.0095316569010415	-2.007054646809896	0.0024770100911455373	0.003840527421917361	0.003840527421917361
not	0	7	114	resid	2	utterance_final	0	prompt_without	63	62	-1.5747281588040865	-1.8126138540414662	-1.8125727726862981	4.108135516811551e-05	0.00017269367595694024	0.00017269367595694024
not	0	2	25	resid	3	utterance_final	0	prompt_without	28	27	-1.97978515625	-2.501953125	-2.47265625	0.029296875	0.05610622779128483	0.05610622779128483
not	0	3	71	resid	3	utterance_final	0	prompt_without	36	35	-3.1438802083333335	-3.445556640625	-3.394775390625	0.05078125	0.16833018613434053	0.16833018613434053
not	0	4	6	resid	3	utterance_final	0	prompt_without	24	23	-1.3645655314127605	-2.0095316569010415	-1.970550537109375	0.03898111979166652	0.060439018812275286	0.060439018812275286
not	0	7	114	resid	3	utterance_final	0	prompt_without	63	62	-1.5747281588040865	-1.8126138540414662	-1.8140411376953125	-0.0014272836538462563	-0.00599987171326972	0.0
not	0	2	25	resid	4	utterance_final	0	prompt_without	28	27	-1.97978515625	-2.501953125	-2.4541015625	0.0478515625	0.09164017205909855	0.09164017205909855
not	0	3	71	resid	4	utterance_final	0	prompt_without	36	35	-3.1438802083333335	-3.445556640625	-3.1472981770833335	0.2982584635416665	0.9886700836255732	0.9886700836255732
not	0	4	6	resid	4	utterance_final	0	prompt_without	24	23	-1.3645655314127605	-2.0095316569010415	-1.96649169921875	0.04303995768229152	0.0667321212407977	0.0667321212407977
not	0	7	114	resid	4	utterance_final	0	prompt_without	63	62	-1.5747281588040865	-1.8126138540414662	-1.8124014047475963	0.00021244929386998734	0.0008930730099512283	0.0008930730099512283
not	0	2	25	resid	5	utterance_final	0	prompt_without	28	27	-1.97978515625	-2.501953125	-2.46259765625	0.03935546875000018	0.07536936599962629	0.07536936599962629
not	0	3	71	resid	5	utterance_final	0	prompt_without	36	35	-3.1438802083333335	-3.445556640625	-3.1591796875	0.286376953125	0.9492851362287569	0.9492851362287569
not	0	4	6	resid	5	utterance_final	0	prompt_without	24	23	-1.3645655314127605	-2.0095316569010415	-1.9595998128255208	0.04993184407552076	0.07741777762005582	0.07741777762005582
not	0	7	114	resid	5	utterance_final	0	prompt_without	63	62	-1.5747281588040865	-1.8126138540414662	-1.8086876502403846	0.0039262038010816624	0.01650458131651762	0.01650458131651762
