mask_percent	fold_i	fold_j	intersection_count	jaccard	selected_units	total_units	expected_random_intersection	expected_random_jaccard
1.0	0	0	1311	1.0	1311	131072	13.112800598144531	0.0050262045063316375
1.0	0	1	773	0.41806381828015143	1311	131072	13.112800598144531	0.0050262045063316375
1.0	0	2	796	0.4359255202628697	1311	131072	13.112800598144531	0.0050262045063316375
1.0	0	3	759	0.4074074074074074	1311	131072	13.112800598144531	0.0050262045063316375
1.0	0	4	793	0.4335702569710224	1311	131072	13.112800598144531	0.0050262045063316375
1.0	1	0	773	0.41806381828015143	1311	131072	13.112800598144531	0.0050262045063316375
1.0	1	1	1311	1.0	1311	131072	13.112800598144531	0.0050262045063316375
1.0	1	2	906	0.527972027972028	1311	131072	13.112800598144531	0.0050262045063316375
1.0	1	3	809	0.44622173193601766	1311	131072	13.112800598144531	0.0050262045063316375
1.0	1	4	911	0.532437171244886	1311	131072	13.112800598144531	0.0050262045063316375
1.0	2	0	796	0.4359255202628697	1311	131072	13.112800598144531	0.0050262045063316375
1.0	2	1	906	0.527972027972028	1311	131072	13.112800598144531	0.0050262045063316375
1.0	2	2	1311	1.0	1311	131072	13.112800598144531	0.0050262045063316375
1.0	2	3	792	0.43278688524590164	1311	131072	13.112800598144531	0.0050262045063316375
1.0	2	4	902	0.5244186046511627	1311	131072	13.112800598144531	0.0050262045063316375
1.0	3	0	759	0.4074074074074074	1311	131072	13.112800598144531	0.0050262045063316375
1.0	3	1	809	0.44622173193601766	1311	131072	13.112800598144531	0.0050262045063316375
1.0	3	2	792	0.43278688524590164	1311	131072	13.112800598144531	0.0050262045063316375
1.0	3	3	1311	1.0	1311	131072	13.112800598144531	0.0050262045063316375
1.0	3	4	798	0.4375	1311	131072	13.112800598144531	0.0050262045063316375
1.0	4	0	793	0.4335702569710224	1311	131072	13.112800598144531	0.0050262045063316375
1.0	4	1	911	0.532437171244886	1311	131072	13.112800598144531	0.0050262045063316375
1.0	4	2	902	0.5244186046511627	1311	131072	13.112800598144531	0.0050262045063316375
1.0	4	3	798	0.4375	1311	131072	13.112800598144531	0.0050262045063316375
1.0	4	4	1311	1.0	1311	131072	13.112800598144531	0.0050262045063316375
