mask_percent	fold_i	fold_j	intersection_count	jaccard	selected_units	total_units	expected_random_intersection	expected_random_jaccard
5.0	0	0	6554	1.0	6554	131072	327.7200012207031	0.02564263077585195
5.0	0	1	4645	0.5488597424081295	6554	131072	327.7200012207031	0.02564263077585195
5.0	0	2	4599	0.5404865436596544	6554	131072	327.7200012207031	0.02564263077585195
5.0	0	3	4346	0.4960054782013239	6554	131072	327.7200012207031	0.02564263077585195
5.0	0	4	4645	0.5488597424081295	6554	131072	327.7200012207031	0.02564263077585195
5.0	1	0	4645	0.5488597424081295	6554	131072	327.7200012207031	0.02564263077585195
5.0	1	1	6554	1.0	6554	131072	327.7200012207031	0.02564263077585195
5.0	1	2	4847	0.5867328410604044	6554	131072	327.7200012207031	0.02564263077585195
5.0	1	3	4586	0.5381365876554799	6554	131072	327.7200012207031	0.02564263077585195
5.0	1	4	4925	0.6018575094708543	6554	131072	327.7200012207031	0.02564263077585195
5.0	2	0	4599	0.5404865436596544	6554	131072	327.7200012207031	0.02564263077585195
5.0	2	1	4847	0.5867328410604044	6554	131072	327.7200012207031	0.02564263077585195
5.0	2	2	6554	1.0	6554	131072	327.7200012207031	0.02564263077585195
5.0	2	3	4395	0.5044186847239757	6554	131072	327.7200012207031	0.02564263077585195
5.0	2	4	4808	0.5792771084337349	6554	131072	327.7200012207031	0.02564263077585195
5.0	3	0	4346	0.4960054782013239	6554	131072	327.7200012207031	0.02564263077585195
5.0	3	1	4586	0.5381365876554799	6554	131072	327.7200012207031	0.02564263077585195
5.0	3	2	4395	0.5044186847239757	6554	131072	327.7200012207031	0.02564263077585195
5.0	3	3	6554	1.0	6554	131072	327.7200012207031	0.02564263077585195
5.0	3	4	4472	0.5178323297823066	6554	131072	327.7200012207031	0.02564263077585195
5.0	4	0	4645	0.5488597424081295	6554	131072	327.7200012207031	0.02564263077585195
5.0	4	1	4925	0.6018575094708543	6554	131072	327.7200012207031	0.02564263077585195
5.0	4	2	4808	0.5792771084337349	6554	131072	327.7200012207031	0.02564263077585195
5.0	4	3	4472	0.5178323297823066	6554	131072	327.7200012207031	0.02564263077585195
5.0	4	4	6554	1.0	6554	131072	327.7200012207031	0.02564263077585195
