particle	train_fold	component	layer_index	position_label	position_order	corruption_mode	mean_clean_log_prob_per_token	mean_corrupted_log_prob_per_token	mean_patched_log_prob_per_token	mean_raw_delta_per_token	mean_restoration	mean_restoration_clipped	row_count	source_item_count	site_metric	ranking_score
just	0	attn	6	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7309270809616993	0.03781483558241798	0.12973627142911348	0.12973627142911348	17	17	restoration	0.12973627142911348
just	0	attn	5	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7537947907320846	0.014947125812032705	0.07476203035878225	0.07503043483621269	17	17	restoration	0.07476203035878225
just	0	attn	12	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.754725591398206	0.014016325145911234	0.05778936498817559	0.06527575738894889	17	17	restoration	0.05778936498817559
just	0	attn	7	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7488946287544227	0.01984728778969462	0.05617804962964643	0.059055874933804674	17	17	restoration	0.05617804962964643
just	0	attn	13	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7585883466171768	0.01015356992694049	0.04245571924092131	0.04316674456229802	17	17	restoration	0.04245571924092131
just	0	attn	10	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7515992559085874	0.017142660635529793	0.04186745342292769	0.049707785716991595	17	17	restoration	0.04186745342292769
just	0	attn	3	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7617323012019095	0.007009615342207751	0.03796277860023905	0.04721903572662085	17	17	restoration	0.03796277860023905
just	0	attn	8	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7616773695101526	0.007064547033964628	0.03697666173505984	0.05110588706030352	17	17	restoration	0.03697666173505984
just	0	attn	4	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7636918750448838	0.0050500414992334895	0.03296963640618703	0.03489032538049795	17	17	restoration	0.03296963640618703
just	0	attn	11	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7638661737997672	0.004875742744350081	0.025684733844140974	0.028859884486577777	17	17	restoration	0.025684733844140974
just	0	attn	14	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7679681010164949	0.0007738155276223555	0.02408547693175707	0.02559918807015368	17	17	restoration	0.02408547693175707
just	0	attn	2	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.767551106802085	0.0011908097420322446	0.016312008570037187	0.0242347995673156	17	17	restoration	0.016312008570037187
just	0	attn	9	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7681621306568057	0.0005797858873115178	0.015536311082620121	0.02420240787998354	17	17	restoration	0.015536311082620121
just	0	attn	15	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7686381770819529	0.00010373946216428208	0.011492830631023859	0.015622599417605229	17	17	restoration	0.011492830631023859
just	0	attn	16	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7682820151615528	0.00045990138256440287	0.011285523552122048	0.012952242261985318	17	17	restoration	0.011285523552122048
just	0	attn	17	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7678298544455624	0.0009120620985549136	0.011190539059334965	0.011923215140026673	17	17	restoration	0.011190539059334965
just	0	attn	18	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7682833481585775	0.00045856838553976257	0.007264509656653019	0.008444369605264585	17	17	restoration	0.007264509656653019
just	0	attn	0	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7679583513539521	0.0007835651901651671	0.007162712382413965	0.00894915299902719	17	17	restoration	0.007162712382413965
just	0	attn	19	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7677062605291494	0.001035656014967977	0.006210397132653064	0.007299643013162224	17	17	restoration	0.006210397132653064
just	0	attn	21	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7680745757855929	0.0006673407585244458	0.006017483693593993	0.007158651180597987	17	17	restoration	0.006017483693593993
just	0	attn	25	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7681614864969323	0.0005804300471849662	0.0057078300816742695	0.005907690248416108	17	17	restoration	0.0057078300816742695
just	0	attn	26	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7680445809674521	0.0006973355766651845	0.004579764171823126	0.005266390330422958	17	17	restoration	0.004579764171823126
just	0	attn	22	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7682988353978929	0.00044308114622440065	0.003595191320429363	0.004870634621713459	17	17	restoration	0.003595191320429363
just	0	attn	27	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7683297776055679	0.00041213893854949283	0.003539598012502136	0.004245812024979435	17	17	restoration	0.003539598012502136
just	0	attn	28	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7684497833822743	0.00029213316184290017	0.002412897782483317	0.003420850405896699	17	17	restoration	0.002412897782483317
just	0	attn	20	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7681600827179853	0.0005818338261319493	0.0010560438423926316	0.0033835771285934853	17	17	restoration	0.0010560438423926316
just	0	attn	30	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7685144242891291	0.00022749225498819628	0.0010406161095859695	0.0025565989973119407	17	17	restoration	0.0010406161095859695
just	0	attn	24	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7680716765980911	0.0006702399460262383	0.0009338718936633586	0.004322119190324615	17	17	restoration	0.0009338718936633586
just	0	attn	23	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7681066715262899	0.0006352450178274192	0.0005585055243471331	0.00458402190795759	17	17	restoration	0.0005585055243471331
just	0	attn	31	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7687419165441173	0.0	0.0	0.0	17	17	restoration	0.0
just	0	attn	29	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.7683404700381681	0.00040144650594920876	-0.0023703489363003805	0.002778031505358884	17	17	restoration	-0.0023703489363003805
just	0	attn	1	utterance_final	0	prompt_without	-0.5584293446479852	-0.7687419165441173	-0.768082805360525	0.0006591111835923535	-0.009646111045610773	0.009546103724380944	17	17	restoration	-0.009646111045610773
