generation_rank	just_response	wo_just_response
generation_0	I have to look at it everyday when I am trying to concentrate at work. It is the most unappealing paper I have ever seen. It is a pale blue with pink, green, and yellow swirls. It makes me nauseous to	"I am trying to get a replacement. It is totally unusable. I will not order from this vendor again. Answer:
A: No"
It's like the wallpaper that you see on the walls of cheap motels. I'm so sorry I bought this stuff for my house. It's hideous. I will be ripping it off and starting over. I guess I'm stuck. :	generation_1	I've never seen anything like it in my life. It looks like someone took a bunch of pictures, put them on a wall and then colored over them. I cannot imagine why anyone would pay money for this. It is a bunch of fuzzy,
It's only purpose seems to be to distract from how bland and uninteresting the walls are. I was hoping I'd get something a bit more interesting with this, but it is just boring. I can't believe you'd actually put this up in	"It is not a quality product. It is very thin and the colors are not true to the sample. It is not what I expected from Behr. I would never buy it again or any other Behr paper. Answer:
Negative

Is there"	generation_2
generation_3	I bought a couple of rolls of this for my nursery, but was immediately disappointed. I don't know if it was the colors or the texture, but there was just something off about it that made me want to puke. It was just too	The design is not like the picture. It is just a design of a bunch of leaves. The leaves are different sizes and shapes and look terrible. The top of the wall paper is only the leaves, it is not the design of the picture.
generation_4	I was afraid of what it would look like if I actually put it up! I'm glad I did not. It looks horrible. I wish I could send it back! I will never buy from this company again. Would you say this review depicts	It looks like a 3rd grader made it. It has the appearance of a cheap water color painting that was made with poor quality paints that started to run. It is not what I expected. I am very disappointed. Is this product review
I ordered 5 rolls of this paper and I am going to have to trash it. I will never buy it again. The picture on the box makes it look like the wall paper is pink with a goldish color but it is not. It	generation_5	It looks like a child drew it using colored markers. The colors are uneven and unprofessional. The colors are also very dark. Maybe this looks good on an older woman, but not on a young person. Also, the size is not true to
The colors are very muted with no sharpness. I had a very difficult time getting it to stick to the wall. It was very thin, but not as thin as other wallpapers I've seen. I don't recommend it at all. Is this	I didn't realize that it was a print when I ordered it and the fact that it's a print makes it even worse. I ordered 2 rolls of this stuff and wish I could send it all back. It's going to look awful in	generation_6
it chips and peels and rips. i put it on 3 months ago and it is already peeling off in the corner. i have to buy another brand. do not buy this. i wish i had read the reviews before i purchased	generation_7	This is the closest thing to vomit I've ever seen. I must have made a mistake in ordering this product. I'm sure this wall paper is not intended for use as a shower wall paper. It looks like vomit.
It is cheap and cheap looking.  The room was clean, but the bed was so uncomfortable, I couldn't sleep, and the pillows were like bricks.  I will not be staying here again.  I'm only staying here because I	I don't know what compelled me to choose it.  I had to pull it all down while it was still on the wall and replace it with something else.  I have a 5 year old who is extremely hard on walls and this	generation_8
generation_9	"When I first walked into the room I said to my husband, ""I don't like that wallpaper."" I didn't even know it was there. I never even noticed it before. It sort of has a floral/animal print to it. So"	"Answer:
Answer: No"
I have lived in my townhouse for 26 years. It was the best apartment in the complex. The original owner had a hand in building it. I can tell you, he is rolling over in his grave and I am considering the same.	It really is.  The two colors don't blend well together.  The pattern is random and unorganized.  The pattern is not even.  I can't believe they could even approve this wallpaper.   I'm very disappointed in the	generation_10
I have it in my son's room and I can't wait to get rid of it. It has a very strong chemical odor that doesn't seem to be going away. The colors are much more muted than the picture online. The wall paper has	I thought it would be cute and it looks cheap. I'm very unhappy with it and I would never buy another one. I would not recommend this to anyone. This is my first wall paper that I've ever bought and I will never buy another	generation_11
generation_12	"I made the mistake of buying this when it was on sale in the store. It's awful. I will never buy this again. Is this product review negative?
Answer: Yes"	It's pattern is so dated, it makes me feel like I'm in my grandmother's kitchen. I can't believe I have to live with this for another 10 years. I could actually rip it off and throw it away because it's so
generation_13	It's not beautiful at all. The colors are too bright and the patterns are too loud. It's not my taste and it's not for anyone who has a good taste. I would never recommend this to anyone. It's just so cheap looking	"I should have known better than to buy a wall paper that was less than $20. It looks so cheap and cheaply made. I will be returning this product. Does this product review convey a negative or positive sentiment?
(A).
Negative


(Q"
I really liked the colors and the design. It is very outdated and the colors are not even close to the description. I am not sure if I will even be able to paint it because it is so paper thin. Is the review positive or negative	generation_14	It is very cheap looking. The dots are uneven and the pattern makes it look like the wall has a terrible texture. I would not recommend this wallpaper to anyone. Would you say this review depicts the product in a flattering or unflattering light?
I hate it. I've only owned my home 3 months and it has already started to peel. I've found that, on the floor of the kitchen no less, a cockroach has decided to live in the corner of the wallpaper. I	"It is like a giant puffy paint poster. I was very disappointed. Is this product review negative?
Answer: 1)."	generation_15
generation_16	"It is not only unattractive, but it is a nightmare to clean! What a waste of money. I'm now having to throw it away and buy new wall paper. Is this product review negative?

Available choices: (A). Yes;"	It was a waste of money, and I will never buy again. I will be returning to the store and getting my money back. I will be purchasing from another company. I purchased this paper because it had good reviews, but I was very wrong
generation_17	The designs are cheap looking, even for the price and they are a poor quality. The first roll I received only had one pattern in it, so I thought it was defective. But the second roll I received had the same problem. I was really	"I was very unimpressed. It is not like the photo at all. It looks very cheap. I am going to have to buy different wall paper. It was a waste of money. Answer:
Answer: No"
I can't even find the words. I'm sure on the other side it looks very nice but on the other side it really isn't nice. It's so much darker than the picture would lead you to believe. It looks like you put up	generation_18	"It is a great concept, but the graphics are terrible. It looks like a 3rd grader drew it with a crayon. Horrible. I will be returning it to the store. Answer:
Answer: Negative"
generation_19	"I would not recommend it for anyone. I would have given it zero stars if that was an option. Answer:

Answer: No"	It's the first time that I have ever returned to a hotel and demanded a change of room.  The room was just a disaster.  The room was very small and dark, but I could have lived with that.  There was no
generation_20	"I have to leave it up because I can't afford to redo it, but I do not recommend it. Would you say this review depicts the product in a flattering or unflattering light?
A: unflattering"	It looks like it was made in a cheap factory and the quality is horrible. The only way to describe it is to say that it looks like a child made it. The green colors are not bright, just dark and the picture is not crisp.
generation_21	It is the worst wallpaper I have ever had to work with and I am a professional painter. The paper is not durable. I have had to do 6 coats of the paint in order to cover the wall paper and the paint has not covered it	"It is so dark, so ugly. I ended up buying a new one and can't even get rid of this one because it's too big. I'm stuck with it. Just don't buy it. Is this product review negative?
A:"
"Even if you are a fan of anime, you'll find this wall paper hideous. It is just plain bad. I do not recommend this wallpaper at all. I am sorry I spent the money on it. Answer:
Answer: No"	It is not the advertised Thomas Kinkade. It is an imitation that is barely recognizable. It is cheap looking and terrible. I can't imagine why anyone would waste their money on this, unless they were trying to spend it as fast as possible	generation_22
