generation_rank	just_response	wo_just_response
generation_0	Smith's 1st Battalion of the 7th Cavalry Regiment is the only unit in the division to have fought in the Spanish-American War, and Smith is determined to lead it in person. He is an able, aggressive commander, and is	He only uses his fists, not weapons, to kill people. Smith is a great fighter, but he can't run away from Clancey because Clancey is fast on his feet. Clancey is also very smart and cunning. In
generation_1	"They're always sneaking around, hiding out in the bushes and keeping secrets. Smith has to be on his guard all the time or he'll be caught in a cross-fire.

Smith is a real pain in the neck. He's always hanging around"	When the latter tries to escape, Smith shoots him dead at the town square, in front of a large crowd. The mayor asks him to leave town because of the violence he brings with him. Smith declines, and goes into a saloon instead.
He's got his eye on Clancey's wife Diana and is just waiting for an opportunity to make his move. Clancey is a man who has always lived by the sword and he's not about to let a little thing like being framed	"Sentence 4: Smith yells at Clancey. Sentence 5: Clancey does not care and keeps jumping on Smith.
Student: 23451"	generation_2
This is not really much of a joke. Smith really doesn't want to get to know Clancey better. Why? Smith has a lot of reasons for not wanting to be friends with Clancey. First, Smith doesn't like Clance	generation_3	That's what the story is about. I don't know why. It doesn't even tell you what he abhors about him. All it says is that Clancey is the most hated man in the FBI. I didn't read that
He knows that he is a better man than Clancey. He has worked hard, and is now the owner of a car lot. Clancey is a worthless bum. He is an ex-Marine who never held a steady job. He	He has no stomach for Clancey's bluster. He can't stand Clancey's insolence. He loathes Clancey's nerve. He detests Clancey's brazenness. He abhors Clance	generation_4
generation_5	He says that Clancey was drunk at the time and that Smith was only defending his position. Smith remains unconvinced and decides to desert. He asks Clancey to go with him, but Clancey loves the British Army too much	"What to do?
  • Is it fair to blame Smith for not getting along with Clancey?

  • Is it fair to blame Clancey for being a loner?

  • Is it fair to Blame Clancey for not"
He's willing to do anything to get rid of him. He wants to have him killed by the other men, but they're afraid of Clancey's magic powers. So what he does to get rid of him is to make Clancey	He wants to kill him. The only reason he doesn't kill him then is that he believes that Clancey's death will be bad for business. Clancey, in turn, is looking for Smith. He wants to kill him because he	generation_6
He wants to kill him. So he orders a hit on Clancey. Clancey is shot, but he survives. He is taken to the hospital. Clancey knows that he is a dead man if he stays in the States.	generation_7	"He is not sure if he should kill the bastard or not. The only thing that's stopping him is the fact that he is the only one in this world that can truly understand him. The two are like brothers, separated by chance.

Clance"
He pulls out his gun and is about to shoot Clancey when the latter's wife, his sister, and their daughter throw themselves in front of him. Smith puts the gun away, but then Clancey grabs the gun and shoots Smith in	generation_8	"He swears at Clancey and the other
claymores.  They run at him, and he runs up the hill in front of the
cathedral.  He is almost at the top when he sees the church"
generation_9	"Clancey's a dirty, rotten liar.  He's a dirty, rotten no-good stiff.  I don't even like to say his name.""  ""Well I like him and I'm going to go see him as soon as"	Smith is a ruthless killer who takes his job (and his drinking) very seriously. Smith and Clancey are sent to a prison in Turkey. Clancey is being transferred there because he is suspected for being a part of the IRA. Meanwhile
