generation_rank	just_response	wo_just_response
generation_0	"I had to call her at home. She told me she was feeling some pain in her stomach, and then she said she was too tired to come in. I told her, ""You have to come in."" She said, ""No, I"	"She's been sleeping all day, there's no one to take care of her.""

The next day a group of girls and boys came to pick up Mrs. Baez. They took her to a house where she was hidden. There they gave"
And yesterday she just kept saying she was tired. She said she was going to take a day off. She just didn’t show up yesterday. I tried to call her. I worried about her. This morning I called again. Nobody answered again.	generation_1	"She said she had the flu. I felt bad for her. After all, I thought I was the one who got her sick. I knew I should see if she was all right. ""Today, I stopped by her house. No one answered"
You can imagine how worried I was. I called her mobile phone again and again, but there was no reply. I called her friends, but they didn't know where she was. That evening I sat down in the office and tried to think how	I went to her house to make sure she was ok and she's just sitting in her living room. She's not dead, just sitting there. Not watching t.v. not reading a book, just sitting there. I asked her what the deal	generation_2
No phone call, no note. Nothing. I tried calling her at home, but her sister said she had left home two days ago with no word. I tried calling her at work and her phone was turned off. I tried going by her house	generation_3	She said she was sick. But I don't think so. I asked her why she didn't come to work today. She said she had to look after her little brother. This is not right. She should tell me she can't work because
She told me she can't handle it anymore. She's sorry, but she's quitting.  I'm sitting here, trying not to cry. I'm really going to miss her. Question: From the passage we know that   _  .	generation_4	"She went home and went to bed. She lost her appetite, had a fever, and began to cough. She just lay there for two days. Yesterday, I called the doctor. The doctor said, ""This is malaria. It is not so"
She didn't answer the phone. She didn't even call to say she wasn't coming in. She didn't call to say she was quitting. She has to have a reason to call me and let me know she's not going to be in	generation_5	Two days ago she went to the park.
She did not call me. Her husband said she left. I was really surprised to hear this. I tried to call her but she didn't answer my call. I sent my friend to her house to see what happened. When he came back,	"I haven't seen her and I didn't hear from her. I'm really worried about her.
A: (B)"	generation_6
I tried to call her, but her cellphone is off. I went to her apartment, but it's empty. It's like she disappeared off the face of the earth. And I'm really worried, because the last time I spoke to her,	I called her but she didn't answer. We are very worried about her, but we don't know what to do. We don't even know where she lives. Maria, our supervisor, says that she is not sick because she didn't call	generation_7
"She was having pain in her abdomen, and today she is still not here. I have tried to call her but her phone is off. I'm worried about her. I hope she's okay.
Student A: Definitely sounds like she needs to go"	She was in bed for most of the day and she said she was sick. I asked her if she was okay, but she said she was fine. Now she is saying that she is too sick to work and has to stay home for the next	generation_8
generation_9	The boss made a fuss and gave her a verbal warning. Now she just stays at home. Why? She says she has chest pains. Also a couple of days ago she did something really strange. I was driving her somewhere and she asked me to	She was out of town on business. She called twice this morning. Once to say she was on the way to work, to say the traffic was just awful, and then to say that she was still on her way to work. She said that
"She didn't return any of my calls, and she's not answering the door when I knock.""
Hypothesis: She is sick in bed.
OPTIONS:
- yes
- it is not possible to tell
- no

it is not possible"	"Now she's home sick.""

""Did she say what was wrong?""

""No, but I know what it is. I know exactly what's wrong. I know exactly what has happened to her. She's lost her job.""

""Oh, I see."""	generation_10
As far as I know, she is not sick and she was not in a car accident. She just stopped showing up for work. I've sent her a few messages and she hasn't responded. Right now I am not sure what to do.	"She went home with a fever. She had to stay in bed. She's still sick.
She has to stay in bed because she has a fever.
I'm just so sick of feeling sick! I wish I could work from home!
I feel"	generation_11
generation_12	"I don't know what happened. She stopped answering her phone. I'm sure something must have happened to her. Maybe she was in an accident or something."" Question: Why did the housekeeper stop working for the writer? - She didn't get"	She was sick, you know. I went to see her yesterday. She was so worried. She doesn't know what to do. She has a lot of expenses. She has to pay for a room, and for food, and for clothes for
generation_13	"She was taken to the hospital.   ""I have been working for the company for 16 years. And I have never missed a day of work before this. I'm 54 years old and I am healthy and I love my job. Now"	I had no idea, and I don’t know why she didn’t contact me. I sent her a message and she said she was too sad to come in. I told her I was sorry, and I offered to come by her house and bring
generation_14	I called her and she said she couldn't come in because she was sick. She didn't want me to call her doctor because she didn't want to make a big deal out of it. I called the doctor on Monday and the doctor told me	It was a pretty big deal because she never misses work. She was just very depressed and I didn't know how to help her. She was talking about suicide and I tried to tell her that things would get better, but I guess it didn't
I tried calling her today to find out what is going on but she didn’t pick up. I am unsure if I should call the police or what. I am worried about her. Do I have the right to be worried? What should I do	generation_15	There is some kind of problem with her. There's a lot of noise in the house. I guess she's got a lot of work to do inside. She's going to be very busy with a lot of housework, like cleaning and washing
She has been going to church. She seems to have been converted. She has stopped drinking. Her husband is happy. She has saved up her money and bought a horse. She is going to ride in tomorrow. She wants to carry her message to	generation_16	She said she’d been having problems getting to sleep and then the next day she got a fever. She said she’d been doing what she had to do but she just couldn’t get out of bed. And then she went to the hospital and they
generation_17	She hasn't spoken to me or her parents in a week. I don't know what happened. I am worried, and when I tried to call her, she would not answer her phone. Her parents said she went out at 5 am yesterday	She didn't even say goodbye. She just disappeared. Her employer says she's a no show. She hasn't come back to work at all. Her family's worried about her. We just don't know what to do. We think she's
When I went to her home, I found that she was very sick. I called a doctor and he gave her some medicine. I stayed with her until  her  husband came home from  work .  This morning her husband telephoned me	She was just missing, and we were looking for her. And yesterday we got a call from a local hospital, and she had been there since Sunday. She was in the hospital, having seizures, and she was in a bad shape. She was	generation_18
generation_19	She didn't call in, she didn't text; she just didn't show up. She missed her shift the day before as well, but she had called to say that she was sick. However, yesterday, she didn't call so we decided	She said she was feeling ill and had to go to the hospital. She is still in the hospital. We are all worried about her. She is only 52 years old. It is too young to die. I am scared. What can I
I cannot call her because she is ignoring my calls. I just want to know if she is okay. It is not normal for her to do that. She didn't even tell me that she was going to take a break. She left a note	generation_20	"I don't know what happened to her. I miss her. 
OPTIONS:
- negative
- positive
****
Answer:
negative


Question:
@jimmyfallon  you're back, I see.  I hope your arm is feeling"
generation_21	She didn't leave a note or anything, just didn't show up. I tried calling her all day, but I got no answer. I just tried calling again now, and this time her mother answered. She said... Amy... is ill.	"I called to find out what was going on and she told me that she had left her boyfriend and was moving out. I asked her if she was okay and she said that she was okay but that she was a little depressed. 

Two days later"
"She has been bedridden. I have been unable to reach her family. I am at loss. Please help.

A: The information you have provided is not enough to help you. I recommend you contact the National Medical Association for a referral. The"	generation_22	"No call, no nothing. And she doesn't pick up her phone. And she's not answering her door. I don't know what to do.

NARRATOR: The next day, the police find evidence of a grisly crime. They"
"She said she has to find a new job. I hope she finds something soon. 

Sentiment: negative"	generation_23	She has been home sick for the last three days. Last week she asked me to cover for her on Saturday, and I agreed to do it. I don't mind helping her out when she's really sick, but I think she needs to stop
"I have a message from her saying that she has gone to the hospital and that her doctor is really worried about her. But I don't know more than that. I'm sure you will have seen it in the paper or something....""
The nurse"	generation_24	"She is not sick, and she is not on vacation. She just quit ""cold turkey"". She has been working for us for about six years. At first she earned minimum wage, but we gave her raises over the years until she was earning $"
She doesn't answer her phone. I don't know what to do. She hasn't been back for two days. I am worried about her. Her daughter is very sick. Her husband is very sick. How can I get in touch with her	generation_25	I called her, and she said she had a sore throat, but a few days later I noticed she had gone to an abortion clinic. She never came back to work. I fired her. She then called my office and said I must pay her
generation_26	"I'm worried about her.""

""She's not answering her phone,"" he said. ""I can't even get a hold of her.""

""I tried her work number,"" I offered.

""I've been calling her cell.""

He kept looking at his phone."	I called her and she said she had a stomach bug. The following day I went to work and she called me and said she needed to leave early so she could go to the doctor and get some medication. She said she was having trouble breathing.
"This morning she told me she is pregnant and her marriage is in trouble. She's not sure what to do.
Choices:
+ yes;
+ it is not possible to tell;
+ no;
Is it possible to conclude that if the premise is true"	I have waited for her to show up but she hasn’t. I cannot pay her for the two days she has missed. I am a single parent and I don’t have the money to pay her for the two days she has missed. I am	generation_27
I spoke to her on the phone. She said that she had been thrown out of the house. This is the second time that this has happened. She was not allowed to speak with her children. They were put outside in the cold. She had	"The next day she came to work, but she was really tired and she was very dizzy. When the doctor came to visit her, he said to me, ""She is in a coma."" I asked him, ""What is a coma?"" He"	generation_28
"Can you keep her here?""  I said that I could do that. ""I don't know what else to do,"" she said. ""I can't have her hurt anyone. Not even the people she works with."" I assured her that I"	"Her father says she has a ""touch of the flu."" She's probably been drinking and smoking again. Dad's been like a wet rag since she left. I wish she'd come back so he'd snap out of his gloom. I can"	generation_29
"She hasn't left her apartment for the last four days. She is not answering the phone."" The doctor said, ""I'm going to call the police. Maybe they can help her."" Question: The doctor thought  _  . Answer:
****"	generation_30	"We don't know where she is. We're worried she might be sick or hurt.""

The manager said, ""I understand that. I'll call a nurse at the hospital to see if she's there. I'll let you know.""

The manager"
"Yesterday she left the office in tears. And today she didn't show up. She's never been this way. What's going on?"" I explained the situation, adding, ""I'd like to help if I can."" ""Well, that's"	generation_31	"I tried to find her, but she moved. I don't know where. I was so angry, I started to destroy her things.""

""Have you seen her since?""

""No, you know, she just left without a word ...""

""Did you"
generation_32	"She started acting weird. I tried to ask her what was wrong but she just told me to leave her alone. I did not want to interfere too much with her privacy so I respected her wishes.
When she did not come to work yesterday I called"	She wouldn't answer her phone. I tried calling her husband, but he didn't answer either. I was worried, so I called the local police. They said that they had been having a lot of problems lately. Last week the police found a
generation_33	"And I'm like, ""What happened?"" And she goes, ""I'm pregnant."" And I'm like, ""What?"" And she's like, ""Yeah."" And I'm like, ""Oh, my God.""

She's like, """	"She's been ill. She had a terrible attack.""

""Two days ago?"" said the doctor.

""Yes, just two days ago. She took to her bed and hasn't got up since. She's been ill a long time. I told her"
