generation_rank	just_response	wo_just_response
generation_0	They are about 10 feet tall at the shoulder.  They range in weight from 6.5 to 12.5 tons, which is over 5 times the weight of an elephant.  They were covered in thick hair, which	They are just as large as the dinosaurs. Their height is 2.5 to 3 meters and their weight is 7 tons. It is thought that the most important food of the mammoth is grass. Today, they live in the frozen
They’re at least 2 meters high when standing on their hind legs, and they weigh a whopping 4 tons. That’s almost as heavy as an elephant! They have long tusks that can be up to 4 meters long. But these	generation_1	They are the size of elephants, but are not related to the elephant at all. Mammoths are more closely related to elephants than they are to any other modern animal (except for their smaller relative, of course), but mammoths are from
How about a small elephant? Elephants are probably the most dangerous animal on land, but there is one that is even more powerful, and that's the rhino. So, what would happen if we combine an elephant and a rhino? You	The largest ones were about 14 feet tall at the shoulder and weighed about 25,000 pounds. They weren't as big as the dinosaurs but they were bigger than modern elephants. They had woolly fur, like the mammoth in the picture	generation_2
And they’re basically the same animal as elephants… only they’re bigger, and they have much longer tusks, but they’re the same animal. And, they are all extinct. They’ve been extinct for thousands of years, but they’re still	They are 16 feet long (I measured) and 10 feet tall. They have a heavy coat with a few, small tufts of hair. They have tusks that are 6 to 10 feet long. They have a very long	generation_3
generation_4	"They can be as tall as 2.5 meters, and have a shoulder width of approximately 1.2 meters. Some have tusks that are as long as 4 meters.

Mammoths are herbivores, and eat grass,"	They’re the size of a small elephant. But they’re bigger than an elephant they’re probably a ton or two heavier than an elephant. And they’re just massive animals. They’re the size of a car and they’re just gigantic and they’re
generation_5	Their large frame and powerful build allowed them to roam the cold Arctic tundra and plains of North America, Siberia, and Europe. Their tusks, which were actually elongated teeth, were used to clear away snow and dig for food. Mam	"They are 5 to 4.9 meters tall, as tall as a giraffe. They are so big that little mammoths are about the size of an Indian elephant.

Mammoths are similar to modern elephants. They have large ears"
"They are giant elephant-like animals that lived roughly 12,000 years ago in North America, Eurasia, and Arctic. 

Mammoths are one of the most fascinating mammals. They lived in the Ice Age and were very big. Scientists"	"Their tusks are the size of a VW Beetle, and their bodies are the size of a modern African elephant. The males weigh about 11.5 tonnes and the females an average of 8 tonnes.

They are herbivores and lived in"	generation_6
I knew that, but what I didn’t know is how much they were like elephants with some distinct features. For example, they have a trunk that looks very similar to an elephant’s. They also have tusks, just like elephants. They also	"They’re huge and hairy. They’re just…a lot of animal. So it would take a lot, as we say, to make a meal out of them.”

At a site in central Siberia,  researchers have discovered what appears"	generation_7
The largest known mammoth weighed up to 6.5 tons and stood 4 meters tall at the shoulder. They were huge, and they’re the reason why you only have to look at a modern elephant to know that mammoths roamed	generation_8	They are 6-7 meters tall, about 40 tons in weight, and they have a hairy coat. In their trunk there is a large bone, called a snout, which is used to pick up food such as wild grass, berries
generation_9	They're the size of a house, say, and they have tusks that can weigh 150 pounds each. They are incredibly heavy, which means the ground they walk on is incredibly compressed. That means they leave a track 20 inches wide and	They are the largest mammals to exist in the last 400,000 years. They are larger than the average elephant. They tend to have two horns on their heads, and sometimes one. They have six fingers on each limb, and usually six toes
They are 2.5 meters tall at the shoulder, 4,000 kg in weight, and have tusks 3 meters long.  They are usually white or yellowish and have a short, stocky trunk about 2 meters	"They are not a new, extinct species. They are just a larger version of the modern elephant. They were extremely strong, and used their massive tusks for defense and to show other males who was boss.

The Ice Age world was a strange place"	generation_10
They’re so big and their teeth are so big. They were the largest land animals that we’ve ever seen. They were huge creatures, and they’re still pretty much a mystery to us. There’s a lot we don’t know about them.	They are the largest mammal in the world today, but they are not the largest. Mammoths are bigger than elephants, but they aren’t the biggest. The biggest mammal in the world today is the African elephant. The African elephant can	generation_11
generation_12	As in, they’re the largest land animals ever to live on Earth. Ever. And we’re not quite sure why. “It is a bit of a mystery how they became so large,” says paleontologist Enrico Cappellini from	They're big enough and strong enough to knock down huge trees, and they're huge enough to support a human rider (or two). They're not smart, but they are loyal, so you don't need to constantly retrain them and lead them
They were big enough to make a woolly mammoth (Mammuthus primigenius) the largest land animal living today. They were the giants of the Ice Age. While many of the creatures of the Ice Age have gone extinct, the	generation_13	They are the size of a modern elephant, but with a sloping back and huge tusks. They have a large hump on their back, which is apparently a hump of fat. This hump of fat is the reason why mammo
generation_14	"So, to be able to have elephants, you need a big landmass with a climate that can support them. When it comes to large mammals, Africa is the only place on earth that can support them."""	They're as big as a car, and they're covered in thick fur. They're not as big as dinosaurs, but they're still huge. They're so enormous that they're not afraid of any other animals, and there's nothing that can
On average, they stood between 11 and 12 feet tall, and weighed about 6 tons. That means that there were probably some that were even bigger. It's also important to note that mammoths weren't just big, they were	They are as big as 30 feet long and 14 feet high. They are bigger than cars. They are not the biggest animals. The biggest animal is the blue whale. They are bigger than many houses. They are 100 feet long and	generation_15
generation_16	They have massive tusks and a large, bulky body. This is why when they were alive, they were considered to be the strongest mammal on the planet. Even though they are extinct now, they are still remembered for their strength and dominance.	They are huge, huge, huge.  They are the largest land mammals that have ever lived.  They are the biggest megafauna that have ever lived.  They are big.  But they are not the
generation_17	"They had to be gigantic.

T. rex is gigantic.  T. rex lived at the end of the Cretaceous.  T. rex was a huge, carnivorous, gigantic predator.  T. rex was"	The biggest one ever found was 13 feet tall and weighed 22,000 pounds. They had long legs and tusks that were about 13 feet long. They're the biggest mammoths that we know of. But they're not the
Mammoths are much larger than most other elephants. Mammoths were about 13 feet tall (4 meters) at the shoulder, and they could weigh up to 6 tons (5,500 kilograms). The longest mammoth ever discovered was	They are larger than Asian and African elephants and have bigger tusks. From the skull alone, you can tell how big they are. The skull is 3 feet wide and 5 feet long. They have a special type of tooth that lets them	generation_18
generation_19	"They are also not as extinct as previously thought.

I am writing this article because we have lost something important in our modern world; we do not know how to think.

We are all taught to believe in what we are told. We are told to"	Their tusks can be up to 12 feet (3.5 meters) long, and they can grow to be 13 feet (4 meters) tall. Their bodies could weigh up to 2.5 tons. And they’re also related
generation_20	"They're the size of a modern elephant, but have woolly fur and a large hump on their backs. They lived in the Ice Age, but now they're extinct. The last mammoth died in 1705.

Mammoths are"	Imagine a woolly mammoth and you’ll get the idea. They are believed to have lived throughout much of Europe, Asia, and North America during the Ice Age. There is even evidence that they lived on the Channel Islands off the coast of California
generation_21	They were much bigger than elephants. The mammoth had huge tusks. The tusks could be about 10 feet long. They used these tusks for fighting and protection. Mammoths had thick hair. They had a hump	They were so big that it’s a wonder they didn’t collapse under their own weight. The largest ones were probably more than 12 feet tall and weighed in at 12-15 tons. That’s as much as 5-6 African elephants
