generation_rank	just_response	wo_just_response
generation_0	"The language is awkward. There are no details. There is no description of the study, which should be a ""Methods"" section. There is no description of the results, which should be a ""Results"" section. Instead the article is a mess"	I wonder if the author, the editor, and the publisher are all the same person. The math is off, the physics is off, the history is off, and it's all just kind of a mess. A far better choice for the series
generation_1	They make the mistake of assuming that since they have a lot of data from the same time period that they have a large dataset. The data is from the same time period and it is completely inconsistent. They aren't even able to show the data in	"It's difficult to tell whether the author actually knows anything about the topic, or if he just read the Wikipedia article on object-oriented programming and thought to himself ""I can do better."" Regardless, this article is a mess. It jumps between topics,"
"Not only the examples are out of place, the whole thing is rambling and incoherent.

I also agree that it's quite pointless to compare programming languages. It's like comparing apples and oranges. I could write a better article about why you"	"When a sentence begins with “According to a study published in the journal Science, it emerged that” it should be followed by a comma, as in the following example.

According to a study published in the journal Science, it emerged that the new drug"	generation_2
"The writer does not seem to know what a “conspiracy theory” is.

He seems to be saying that it’s wrong to think that there’s a connection between what’s on the Internet and what’s going on in the real world.

That’s"	generation_3	"It's not complete, and is full of mistakes. Just one example: ""The latest breakthroughs in the space of quantum information were made by the Canadian researchers"" - yes, the researchers are canadian, but the breakthroughs they made (which are"
generation_4	"The author of the article seems to be making arguments where the conclusion is just not justified by the premises. I found the following quote particularly problematic: ""But what really matters isn't the number of cars or the size of the fleet; it's the"	It refers to a 2007 paper, but then says that the researchers “have not yet tested their device with patients”. The paper says they have tested and published on their device. The article also says that the device has some “potential problems”.
It starts with a question, but it doesn't really answer that question. The author admits that there are many ways to describe the shape of a curve, but then doesn't really address that question. Instead, the author spends most of the article talking	"The author has no idea what he's writing about. I felt like I was reading an article written by some 16 year old who has no idea what he's writing about. Answer:
No
--
Is this product review positive? Title: What"	generation_5
"It doesn't give any useful information on the design of the server, nor does it explain why the application is able to scale to such a large number of users, even with a single server.

The article is just one big advertisement for the product."	It was difficult to read. But I found the article to be very informative. I am a new user of Windows 7 and it's great to know that I can shut down my computer and it will not stay on forever. This article is a	generation_6
First, it is unclear what they mean by “the public good.” Goodness is a subjective concept. What is good for you may not be for me. If you were to ask me what is good for me, I could give you a list	"After the first few sections of the review, I quit reading. The author has no clue what he is talking about. Answer:
A: No"	generation_7
"The author repeats some of the points and does not cover some other points. The author should have hired a good editor. Is the review positive or negative?
Negative"	It doesn't prove or disprove anything. It's just a long list of vague, unconnected information. I'm not saying this is a conspiracy, I'm just saying that the article is pure BS and does nothing to support any argument. It	generation_8
generation_9	Here’s the real story: Apple, Amazon, and Google are all getting into the eBook business, and the traditional publishers are worried that this will give the booksellers too much leverage in the marketplace, to the detriment of the publishers. Therefore, they	"I am still unclear about what it is trying to say. My impression is that it is saying that what we need is more ""ethics"". But what exactly is ""ethics""? Is it just a way of thinking about the world and about human"
The author isn't clear on what he/she is trying to say. I think the author is trying to say that the process of creating a new religion is really hard. To me this is not news. What is news is that the author is able	It is a poor attempt at conveying the concept of a quantum superposition state of an electron in a single atom. It is about the superposition of the ground state and the first excited state of an electron orbiting a nucleus. The electron occupies the	generation_10
I'm not sure what the author is even trying to say. He seems to have some very weird ideas about object oriented programming. I'm sure I could write a better article on this subject than the one that's there. –  jalf Nov	"I'm not even sure what the author is intending to say. The first sentence of the second paragraph seems to imply that the ""good"" schools are the ones ""producing the most graduates with bachelor's degrees who earn high incomes"" (my emphasis"	generation_11
generation_12	The author seems to be trying to write about three topics, but it doesn't add up to a coherent article. It needs editing, and a lot of it. I suggest that the author take it down, and start over. In the meantime,	"If the author wanted to make a point, he should have used a different example, because the one he chose was simply too confusing. Also, it doesn’t make any effort to explain the concepts behind it.
If the author wanted to explain the concept"
"The writer should have either written the article as a historical, scientific and technological review of the evolution of the camera and the photographic process, or he should have written it as a review of the current state of digital photography.

The article does neither. It"	generation_13	It is confusing, and it is hard to figure out what he is trying to say. In order to figure out what he is trying to say, the reader has to read the article carefully and try to figure out what the author is trying to say
generation_14	"How can it be said that the first generation of atomic weapons weren’t dropped on Japan? They were. The only way that could be true is if the author’s definition of “generation” is different from my own.

The author also seems to think"	It’s not clear to me what’s going on with the “guts” of the article which is the “new way to compute the value of pi”. The author seems to be saying that there’s a new way to approximate pi to a given
The author makes claims that are not substantiated. He writes with a tone of authority, but provides no reference to support his claims, which should be questioned. For example, the author claims that the book of Acts, which was supposedly written by Luke	"The basic idea is good, but the language is terrible. It is full of wordy phrases that are supposed to make the article sound more important, but which don't actually add to the overall article. I've read and spoken about the ""ev"	generation_15
generation_16	As if it is trying to be written in a way that makes it look like it is a formal research paper, but is failing miserably. What's the purpose of this article? Is it to try to explain to the general public how the brain	It’s hard to tell what is real and what is opinion. It’s not a scholarly article. There’s no sources. The author is a professor, but not of social sciences. And the article is published on a site that is known for sensational
generation_17	It does not tell the reader what a microchip is, what it does and how it works. All it does is tell the reader that the chip is about the size of a grain of rice. This is not information that the average reader will be	"It’s confusing and unorganized. Not only are the authors’ claims about how the mind works and how to use it are based on outdated research, but they don’t explain their reasoning for why their methods are effective.

The article is basically a sales"
And the author has a very bad understanding of science, which is obvious when he claims that science and religion are incompatible. They are not at all, they are different ways of looking at the world. In fact, they complement each other very well.	"The writing is poor. We’re trying to get the content across, but the writing is not very good. We’re trying to get the content across, but the writing is not very good.

The article is badly written. Badly written is an"	generation_18
generation_19	The author seems to be mixing several different concepts, and I would be very surprised if he was able to distinguish between the two different types of “incompleteness” that he is talking about. The incompleteness of logic is a very different	The title is misleading. The authors are not talking about a “theory of everything”. They are talking about a “theory of everything” in the context of some very limited research into bosonic string theory and supergravity. I guess it is OK for
"It doesn't take into account the fact that the old version was so bad.

And I'm a bit tired of these ""we're all doomed"" articles. We've had them forever and it's never happened. I think maybe people like this is"	generation_20	The author appears to be confused about the difference between the LHC and the SSC. The SSC was an American project to build a 7-TeV proton-antiproton collider, but it was cancelled in 1993 because of cost overruns
generation_21	"What do you mean by ""the exact same time""? To be exact what time was it? 12:01? 12:02? 12:03? 12:04? 12:05? 12:06?"	It is difficult to tell which part is opinion and which part is fact. The author should have avoided expressing his opinion in this article. He should also have avoided generalizations about scientists when he himself is not a scientist. He should have also used more
The author jumps from one statement into another. I am not sure what is the point of the article, but it seems that the author just want to say that he is smarter than most. I am not sure that this is the case. I would	generation_22	I understand the purpose of explaining that the initial model was not practical, but at least present a good model. It seems like the author is trying to make an impression that the authors of the original model were stupid, but I can not find a practical
"The author is clearly not able to define and distinguish between a concept and an implementation. The article is badly written and misleading as a result. – Pascal Cuoq Dec 24 '10 at 13:16

I think the point"	"There are lots of run-on sentences, and many of the facts are wrong. The author should have done more research before writing this article. Answer:
Answer: Negative"	generation_23
generation_24	The author doesn't understand what he's talking about, gets confused with the difference between the Internet and the Web, and doesn't seem to understand the difference between a browser and an email client. The author also doesn't seem to know that some of	In the first place, there is no such thing as an “exogenous shock” in economics. All shocks are imputed, i.e. they are the result of other economic variables. Secondly, the article makes no attempt to explain why the Federal
"It is not clear at all. For example, what is the purpose of the first sentence of the article (or the second sentence, for that matter)? I think it should be ""The first sentence in the article should be 'A new study suggests"	generation_25	"There are some references to papers which do not seem to be correct. The data analysis is incoherent. This is a good example of what should not be published.

Ans:decrease
-----
Ques:You are considering whether to buy a"
generation_26	"It's poorly organized, and some of the assertions it makes are wrong. For example, the author claims that the U.S. has ""a higher percentage of middle class families than any country in Europe,"" but this is simply not true. Just to"	The author spends much of the article discussing the health benefits of marijuana, and about 30% of the article discussing the effects of marijuana on the brain.  I wanted to know about the brain, not about the health benefits.  I am
"You should read this article on the subject to see how it should be done. http://www.oreillynet.com/pub/wlg/1148

The author is wrong in his definitions of the four types of data types. He thinks that int"	generation_27	"It's vague and doesn't explain things well. Answer:
Answer: No"
generation_28	I have found 4 contradictions. The author did not do enough research on the subject. The author is only quoting other authors. I don't know why they chose her to write an article about this subject. I would like to read a more well	It's more of a collection of statements than a thesis. It seems to be based on the idea that in the past, certain words were held to have a particular meaning in the context of the creation of the United States, and that now, those
"If you have read the original reports then it simply just is not necessary to read this article. It will not explain it to you better. There are no new insights.

If you have not read the original reports then you may be at a loss to"	generation_29	"It is very hard to follow. I stopped reading it after about a paragraph and a half. It may be a good article but I've never finished reading it. It probably needs another editorial review before it is published again.
A: dissatisfied"
"Don’t worry about it. It’s a common problem. You can fix it with practice. By the way, I have a feeling that I’m not the best writer in the world either.

5. Keep a journal

I keep a journal."	generation_30	"I was confused at first but made sense of it after reading the comments. The title is very misleading.

I have two questions (I'm fairly new to Java) -

  1. What is the purpose of the ""1"" that is used"
"It is not clear if the author is talking about the use of ""mystic"" as a synonym for spiritual or as a synonym for occult. They are not the same thing. Many people who are deeply spiritual are not occult. Many people who"	generation_31	First of all, the author doesn't even know that (s)-1,3-dichloropropane is not a chiral molecule. He simply takes the carbon that has the highest number of attachments (i.e., the most asymmetric carbon),
generation_32	"I’ve tried to correct some of its more egregious errors, but I can’t find a way to add a comment to the article itself. The original article is here:

    The author has created a list of ten “reasons” why he thinks"	"There are numerous typos and things that are not stated directly.  For example:

The 7.2 magnitude quake struck at 10:23pm local time on Friday, 15km (9 miles) from the town of"
"All text after the second paragraph is a waste of time. I am not sure what the author is trying to say. Do not waste your time reading this article.
The answer to this question is: decrease"	generation_33	"I'd be surprised if it's even a draft for the final version.

  • 3
    Just a note: this is the author's first paper. I know the original submission, it is very poorly organized and has many errors. But"
It is not clear who is writing this article and what is their point. The paragraph on how much each employee costs is really silly. It is written by someone who thinks HR people are evil or stupid. It is also written by someone who does not	"There is no connection. If the article was clear I could have answered but it isn't. I don't know what the point is. – user20266 Jan 19 '12 at 16:29
@Thomas: It seems to"	generation_34
generation_35	"I am not even sure what the ""theoretical support"" the author mentions actually means. It sounds like some kind of a hand-waving statement. – Dejan Govc Nov 23 '13 at 21:04
@Dejan"	"It says that the paper ""has found the elusive 'missing link' in the evolution of the human body."" It then goes on to say that the paper ""offers a new theory of the evolution of the human body."" Now, if you are going"
generation_36	If it is the author's intention to present the readers with the idea that the author is the only one who knows the truth, then he has done it successfully. But since that is not the case, I'd like to make some comments on the	It seems to be an attempt to be funny but it is not. Why would someone want to make a fool of themselves? I am using this article as an example to young writers of how not to do an article. It is a mess. The
"The use of ""the"" in ""the original version"" is not a reference to the version of the article that the reader is looking at. It's a reference to the original version of the article. The writer is simply saying, ""the original"	generation_37	There are some good ideas, but the author rambles all over the place, making it difficult to even know what exactly he is trying to say. The article is full of contradictions that make is hard to follow. The author jumps from one subject
generation_38	"It makes no sense. I'm sure, however, that there must be some truth to it, but I cannot figure out what it is.

A ""dumb"" question is one that can't be answered. It's not a good way to"	"It’s difficult to track the author’s thoughts over time, and there’s lots of pointless repetition. But I think I can piece together a coherent story.

One of the great discoveries of 20th century physics was that space-time itself is dynamic:"
generation_39	It gives you the impression that the program is 0.1% complete. The description of the program as “a supercomputer in a box” is also very misleading. That’s not what it is, and it’s not what it’s for	There is no evidence that the author is qualified to discuss the topic. The author has a history of writing poorly researched drivel. It is not even clear the author has a basic understanding of the topic. It is apparent that the author never worked in
"So I have never read it.

If you can't be bothered to read the article, then don't write about it. You can't just pick one sentence and make a judgement about the quality of the article.

For example, the article goes on"	generation_40	It does not even define basic terms. What is a base? What is a base rate? What is a base period? What is a base year? What is a baseline? What is a baseline scenario? What is the base case? What is
"It really needs to be re-written, and I hope it is. Answer:
Negative

Is there a negative or positive tone to this product review? === Title: Don't buy this book. Review: I bought this book after reading the previous reviews"	The author doesn't appear to have any real knowledge of the subject of which he is writing, and he doesn't seem to have done any of the research needed to get a real understanding of it. The article is a jumble of misconceptions,	generation_41
I have no idea if what the author is saying is true or not. But, the article needs to be rewritten. 2. There are no pictures. 3. The article is based on a study. It should tell us what the study	generation_42	"It's full of technical errors and mis-interpretations. There is no indication of how the author got the information that he did include. The article is devoid of any real scientific information (beyond the technical errors and mis-interpretations).

The"
"Is this product review negative?

A: Yes


Q: Title: An Honest Account of a Young Man's Struggle Review: This book is the true story of a young man's struggle with his own sexuality and his faith. It is especially poignant"	"It is not clear what the author is trying to prove and it is not clear why his argument is supposed to be correct.

The author is trying to prove the following claim:
Let $X$ be an infinite set and let $\{A_{\"	generation_43
It is full of contradictions. For example, the author states that, “The idea that a person can be a member of more than one community is nonsense” and then concludes that, “Many of us, then, do have memberships in several communities	generation_44	"The author is either in denial, or just doesn't understand the issue. I don't think I've ever seen anything like it. – jalf Jan 6 '09 at 2:22
I think he knows what he's talking"
I was expecting a review of recent papers on the effect of the solar flux variation on climate, but the article was just a compilation of various papers without any analysis or review. The most surprising thing is that the author is not competent to distinguish between a	generation_45	"It's not a well referenced article. It's not a well researched article. It's not a well argued article.

I don't believe it's a well written article. It's not a well written article. It's not a well researched article"
"The author has either done a poor job of explaining what he is talking about, or he doesn’t really know what he is talking about. I’m not sure which.

There are two basic ways to measure the size of a building. One is to"	generation_46	"It starts off with a statement that is not true: ""The first step to using the data is to get it."" This is like saying the first step to using a credit card is to get a credit card. No, it is not. The"
"It is not very clear what it is trying to say. I can't understand what the author is trying to suggest. Would you say this review depicts the product in a flattering or unflattering light?
The answer is: unflattering"	"Many key points are missing. It's sloppy, misleading and needs a serious rewrite.

First of all, the article has very little about the actual software that is being developed (Mona Lisa). Second, the article misleads the reader into thinking that"	generation_47
generation_48	"It is the sort of article that makes you wonder if anything was actually read before writing. The last sentence of the article is particularly bad: ""The 70-year-old, who has long been regarded as a maverick, has insisted he is"	"It opens with the claim that the brain is mostly “gray matter”. That is not true. The brain is 90% gray matter. The article then goes on to describe how this “gray matter” is important for cognition.

It then jumps to"
"It is full of grammatical mistakes and doesn't make much sense. It is very misleading. It doesn't even give a good definition of what a ""trillion dollar economy"" is. How does one define this?

At 3:27 PM"	generation_49	"It's almost impossible to read. They could have made it easier to read by putting spaces between the words and sentences. You have to hit space 10 times in order to find a new word.
Answer: dissatisfied"
generation_50	"The author seems to be trying to do too much, and not doing any of it well.

First, the title is ""Guns and Germs and Steel."" But much of the book is not about guns, but about the development of technology."	"And I am not sure if I even agree with the author's conclusions, but I can't tell because the article is so poorly written. The author has some interesting thoughts, but the execution is poorly done. Is this product review negative?
Answer:"
The author has no clue about the subject matter and he doesn't understand how the physics works in this type of devices. The author presents a biased and false information. The author is misleading the public and the readers. I don't understand why people always	It is not clear what is going on. Anybody who has done any serious programming in Java, or any other language for that matter, knows that when something is declared as static in Java, it is a member of the class, not of a	generation_51
generation_52	"I think the author should have been more clear about what he meant by 'influence' in the first place.

I think he is trying to say that the government can exert influence by giving money; however, that is not the only way to influence"	If you know what it means, it doesn't explain it very well, and if you don't know what it means, it's too confusing to understand. I'm a fan of The Economist, but I have to say that it's writers sometimes
I’m pretty sure that the author of the article was just trying to get a buzz going by using extreme cases, but, unfortunately, the article is just poorly written. I do agree that we have a lot to learn from the past. I do	"It's difficult to see where the comments end and the article begins.

I do not see where the comment from Bob Jones is. It must be in a comment section that is not viewable. Could you point out where it is? I would like"	generation_53
"For example, the phrase ""I'm not sure that's a good idea"" is the author's opinion, not the opinion of whoever ""it"" refers to. The author has written a bunch of opinions, but doesn't tell us who they are"	"The author has not made even a serious attempt to understand the concept of ""identity"" as it is used in the relational model. There is no ""identity"" in the relational model. Objects have names. Different objects can have the same name. Names"	generation_54
