generation_rank	just_response	wo_just_response
generation_0	"They are played at a certain rate or speed (usually 30 frames per second) and put together on a two-dimensional plane.

A photograph is a single photo. It can be of anything. Usually, they are something of interest to the photographer."	Your eyes are just moving from one photo to the next, and when they do, your brain creates the illusion of motion. And this is where the illusion comes in. Because your brain is working hard making sense of all these images, it tends to
generation_1	Think of it like a flipbook. You have a bunch of photos and you play them at a certain speed and you get a video out of it. So, what we want to do is we want to take the photo and then we want to	"All you need to do is put a few photos together and then add a soundtrack. You can add a soundtrack of your own or you can use one of the many songs that are available.

You can make a video using a PC or a Mac."
Each photo is called a frame and you can tell how many frames there are in a video by looking at its FPS, or frames per second. So, if you took a 24 second video and it was 30 FPS you can tell that there	"So, if you can get a bunch of photos, you can make a video! And we can use ffmpeg to do it for us.

The -r argument is how many frames per second your video should be. You can go higher than 30"	generation_2
generation_3	It’s a series of pictures played at a fast speed so it looks like movement. The only difference between a video and a movie is the source of the pictures. With a video, the pictures come from a camera. With a movie, the pictures	You can take a few hundred photos of a subject and then convert them into a video. The video will be continuous, but it will have the same content repeated over and over. The video will be long and will probably bore the viewer. It's
When they are put together, they make a movie. The only difference between a video and a movie is that the video might show a still picture for more than a second. Movies are usually shown for one second. The difference is the speed. The	generation_4	There are 8 bits for each of 3 colors. There are 3 bits for each of 4 colors. There are 4 bits for each of 16 colors. There are 1 bit for each of 256 colors. There are
I am not talking about fancy video editing or anything like that, just basic video. The main difference between a video and a photo is the amount of information contained in it. A photo might have 20 megabytes of information in it. A video	generation_5	"In the early days, we would just use the video camera and record it. But today, we can actually make our own videos. And the way we do that is we take the photos and we put them together like a puzzle.

So let’s"
"The more photos you have the smoother the video will be.

In the end the video will be 1024×768 pixel size. If you want to make the video smaller, you can use a program like Virtual Dub to resize the video.

Step"	generation_6	If you want to change the speed of a video, you need to change the speed of each photo. That's not always possible. If you change the speed of a photo, you might lose some detail, and if you slow down a photo too
It can be a video of a movie or just a short video of a few seconds. There are also several types of videos. You should review the following types of videos:	"So, if you can take good photos, you can make good moving pictures. 

The idea behind making a video is to tell a story that people will be interested in. It could be about anything, from how to build a birdhouse,"	generation_7
"In a video you can see the subject move, and you can hear it talk. You can put words on the screen or you can let the person talk.

Here are some examples of videos you can make. We will show you how to make these"	"It's not hard to do. You can create a video from your photos, pictures, and images pretty easily, too. It's simple, really. Here's how to do it:

  1. Gather your photos and images in a folder"	generation_8
generation_9	"It’s also known as a graphic.  There are different ways to create a video.

You can use a program like iMovie to create a video from still photos.  You can also use a program like Adobe Premiere to create a movie from"	In order to understand how to create a video from scratch, you have to see each video as a bunch of separate photos. Each photo is called a frame, so when you put them all together you get a video. If you want to make a
"But why do some videos look good and others look bad? Like my flickr photos, here's a sample:

This series of photos is fine when you look at them individually, but when you put them together in a video they look too much alike"	"So, one way to make a stop-motion video is to take a lot of photos, and then put them together to make a video.

But, as you've seen, taking a lot of photos is a bit of a pain. What if there"	generation_10
Each photo is a frame. That means that we can think of a video as a set of frames. One way to do that is to create an array of images. Each image will be one frame. You can do that by assigning one image to	The number of photos, or frames, that get put together to make a video depends on the frame rate of the video and the length of the video. So, if a video is one minute long and shot at 30 frames per second, then	generation_11
generation_12	You see a change in the photo from one to the next, which makes it look like its moving. The more photos you have, the smoother the movement will look. A video is basically a bunch of still images put together to make it look like	"But how do you go from taking a photo to watching a video? And how long does that take?
We'll find out exactly what happens to your video when it's on its way to the internet. It turns out the process is quite different than"
generation_13	That's it. That's all it is. If you have a movie, you have a bunch of still frames and a projector. That's it. That's all it is. This is the first thing that you need to understand about video.	"It’s like a flip book. You take a picture, then another picture, then another picture. But if you can’t get those pictures in your head, it’s hard to understand how a video is made.

If you can’t visualize the process"
"Each frame in the video has a slightly different picture. Usually, a video will use anywhere from 24-30 frames per second (FPS).

With video, you need a lot of photos. For every second, you would need 24-30"	generation_14	The video is normally a series of still images put together to create the illusion of motion. It is a series of images displayed one after the other at a quick enough rate for the eye to see motion. The images are captured by a camera or sensor
The photos are called frames. The number of frames per second is how many photos are put together in one second. A film reel is actually a bunch of frames put together to make a movie. When the film is projected onto a screen, it is	generation_15	Each photo is called a frame. Our video is just a bunch of frames put together. The frame rate is the number of frames per second, and the frame rate is 24 frames per second. So each frame is just 1/24th
generation_16	It’s basically a series of images. It’s a series of sequences of images. And sometimes you need to do slow motion. If you shoot at a high frame rate, you can slow that down to make it appear as though something is happening in	Motion picture refers to films. It is a combination of many frames played one after the other. A video is similar to a motion picture but it is a combination of images that are put together on a monitor. A motion picture is also referred to as
generation_17	The difference between a video and a photo is that the video is time-sequenced. In other words, the image is displayed on the screen for a certain length of time. So if you had a set of images that you wanted to put together	It’s a series of frames, which are flashed in front of your eyes so fast that they blend together into a smooth moving image.  Even though the images are static, the eye is tricked into thinking they are in motion,
"So, in principle, you can capture a video by taking a bunch of photos at regular intervals. The more photos you take per second, the higher your frame rate, and the smoother your video will be.

A common way to capture video is to"	generation_18	So, it's not that hard if you know the basics of photography. A tripod is handy for videos. In fact, using a tripod will help you understand the basic concept of what you need to do. You can also use your phone to record
generation_19	The video camera is just a projector, which flashes the photos as fast as you can see. The only reason you don't see the individual frames is because of persistence of vision, the way that the eye holds a picture for a fraction of a second	So if you want to create a GIF, you need to take a bunch of photos and put them together in a certain order. That’s why I set up my camera to take a photo every second. To do this, set your camera to take
The more photos you have, the better the video is going to be. There are a couple of ways you can increase the number of photos you have. You can increase the number of photos by taking more photos. When you do that, the video	generation_20	"So how do you get from one photo to the next? The answer is a program called a ""frame puller"". This program takes each frame, and interpolates between the frames to figure out what each of the in-between frames would look like."
generation_21	A good video editor will make the story flow from one photo to the next and will put in sound and music to make the photos come alive. We have used video for our storytelling for years and it's one of our more popular ways of telling a	If you've ever seen a flip book, you know what I mean. Each photo in a flip book is a single frame. When you flip through the book, each subsequent frame is slightly different than the one before it, and this creates the illusion
