generation_rank	just_response	wo_just_response
generation_0	"You have to make a small incision in the fruit's peel and peel it off in pieces. Then you have to cut the inside into edible sections. It takes forever and you get messy. But it's worth the trouble.

I've seen jack"	It has a firm outside, and the inside is made up of individual pods that contain the edible flesh. The flesh of the jackfruit is very sticky when it’s fresh, which makes it hard to work with. It’s best to use an old
generation_1	Because jackfruit is so large, you will need to use a sharp knife to cut it into manageable pieces. The best way to do this is by cutting the fruit in half and then cutting it in half again to form quarters. Then, cut the	Cutting each fruit is a 3-step process. First, you must cut off the ends. Next, you must remove the outer husk and the green inner covering. Finally, you must cut the fruit into bite-sized chunks. This can be done
"It’s better to find someone else to do it, or buy one pre-cut.

The best part about cooking with jackfruit is the versatility. It can be made sweet or savory, and it can be used to replace meat or as a side dish"	But the fruit is worth it. The seeds (which are about the size of a cashew) are a popular snack and are sometimes roasted. The flesh is sweet and is usually eaten raw but can also be cooked. It is often used in desserts	generation_2
No real tricks here:  use a good sharp knife, cut the fruit open, and then keep slicing off the individual pods.  Some people recommend using a cleaver, but I feel that's a little much for just a	generation_3	I think I'll stick to mangoes this year.
The fruit is covered in a thick, sticky coating, and once you get past that, the fleshy interior is covered in spines. However, once you peel and smash the jackfruit, you can easily remove the fleshy bits and	generation_4	The pieces are hard to handle and the sticky sap is everywhere.  That sap is very sticky and it tends to get trapped in every nook and cranny, including your fingers.  It’s not a fun thing to clean
generation_5	We have bought them whole and then tried to cut them into smaller pieces, but it was like cutting up a watermelon. The flesh is very stringy and the seeds are harder than marbles. It’s hard to get a knife into the flesh	"It is one of the most labor intensive fruits I’ve ever eaten. And I’ve eaten a lot of fruits.

The jackfruit is covered in tough, fibrous skin. This skin isn’t edible. The inside of the jackfruit is divided into"
"But it's worth it for the tasty results.
Cutting up a jackfruit is tedious. But it's worth it for the tasty results. (Photo: Shutterstock)

How to eat jackfruit

Jackfruit is quickly becoming a popular fruit in the"	"You really have to use a knife, and you have to be prepared to get sticky if you're not wearing gloves.

But the real hassle comes when you try to get to the good stuff. The outside of the fruit is covered in a thick,"	generation_6
I’d recommend cutting it up before you cook it, but definitely cut it up in advance if you’re going to be freezing it.  If you have a chef’s knife and a cutting board, you can cut it up in about	"Just like when you cut up a pineapple, you need to wear gloves to prevent your hands from getting covered in sticky goo. 

You can buy jackfruit frozen, but it's just as difficult to cut up. 

You can"	generation_7
The fruit has a hard, outer skin and a tough core. To get to the soft flesh, you must cut the fruit into sections, remove the core, and then cut the flesh from its fibrous netting. Once you’ve done all that	I mean it’s a massive thing so it takes a lot of time. But it’s not hard. You just need a very sharp knife and a chopping board and you need to be very careful. You just have to follow the lines and take the	generation_8
generation_9	After removing the fruit from the stem, cut the jackfruit lengthwise into two halves. Each half is composed of many bulbs or pod-type segments. Slice each pod to expose the seeds in the center. If you don't plan to eat the flesh	The fruit is covered in sharp barbs and the seeds of the fruit are hard and difficult to remove. The process of removing the seeds and barbs takes a lot of time. If you get the inside of the fruit out without getting your hands cut
