generation_rank	just_response	wo_just_response
generation_0	Hydrogen has only one electron, so it is very easy to remove. In fact, water is a compound of hydrogen and oxygen and water is used in the stomach to provide the stomach with acid! The stomach has a special lining to protect the walls	A proton has a mass of 1.67 X 10-27kg and a charge of 1.602 X 10-19C. The diameter of a proton is about 10-15 m. Protons are a part of
generation_1	"Therefore, the single proton that makes up a hydrogen atom is called a proton.

When a proton gains an electron it becomes a hydrogen atom. When it loses an electron it becomes a proton.

So, yes, a proton is a hydrogen atom without the"	"There are no such things as ""neutral protons"". –  Mark Eichenlaub Jan 10 '11 at 11:31
@Mark Eichenlaub: I think I understand your point. I tried to rewrite my answer."
"The nucleus of an atom is the protons and neutrons. One proton = one proton. The atom has 1 proton and no electron. The number of protons in the nucleus is the atomic number.

A neutron is a hydrogen atom with one"	A neutron is a proton with an electron. A neutron is a proton plus an electron. A neutron is a proton plus a neutrino. A neutron is a proton with a neutrino, a positron, and an electron. A neutron is a	generation_2
"When a proton captures an electron, it becomes a hydrogen atom. Hydrogen is the lightest element in the periodic table. A hydrogen atom contains one proton and one electron. A hydrogen atom is the smallest atom in the periodic table.

Protons are"	generation_3	"I have to eat, then I'm a proton - I'm a bare positive charge. And so all of a sudden we have to rewrite all of our laws of physics to include this new entity. So that's the basis of quantum mechanics.

FL"
The charge of the proton is +1 or 1.6 x 10-19 coulomb. A neutron has no charge, and the mass of a neutron is somewhat greater (1.67 x 10-27 kg) than the	generation_4	"So a hydrogen atom is a proton and an electron. The radius of a hydrogen atom is 1.4*10^-10 m. What is the radius of a proton?

The radius of a proton is 2.5*10^-15"
In fact, the nucleus of a hydrogen atom is a proton. A hydrogen atom has an atomic number of 1. The element symbol for hydrogen is H. Hydrogen is the first element on the periodic table. It has an atomic mass of	generation_5	It is found in the nucleus of atoms and in the structure of molecules. Protons are positively charged, and the number of protons in an atom determines what element it is. Protons are heavier than electrons, but the mass of electrons is negligible
An electron is just a positron that you can see. The proton in the above picture is 10^18 times bigger than the electron. This means that a proton is 10^36 times bigger than the size of the electron. Or to	A proton is positively charged. A neutron is an atom with a proton and an electron. A neutron is neutral, or neither positively charged or negatively charged. An electron is a negatively charged atom. An atom is a molecule of an element. An atom	generation_6
"It has a charge of one positive unit. It is very, very small, and has a mass of about 1.7 x 10-27 kg.

The proton has a radius of 10-15 metres, is very dense (it"	A neutron is a particle with no charge. A photon is a particle of light. If we could see photons, they would appear to us as little bits of light. Neutrons are the same size as protons and have almost the same mass	generation_7
But this is not the end of the story. Since the mass of a proton is about 1836 times that of the electron, the proton is mostly composed of something else. In fact, the proton is composed of two up quarks and one	It is positively charged and has a mass of 1.673 x 10-27 kg. Protons are subatomic particles that are a component of the atomic nucleus of atoms. All atoms have the same number of protons. The number of	generation_8
generation_9	"The proton is positively charged (+), and it is located in the nucleus of the atom.

A neutron is a hydrogen atom without a proton. The neutron is not charged and it is located in the nucleus.

An electron is a negatively charged (-) particle"	"How is that possible?

A proton is just a hydrogen atom without an electron. How is that possible? In a hydrogen atom the proton and the electron are attracted to each other by the electromagnetic force. A proton is electrically charged and therefore the electromagnetic"
It has a positive charge equal in magnitude to the negative charge of the electron, and it is a type of subatomic particle. Protons are found at the center, or nucleus, of an atom, and they are the nucleus's main constituent.	"This means that it has a positive charge, because it only has a proton. The electron is negatively charged. The proton and the electron are normally together in an atom. When the electron is removed, the proton has a charge of +1.

The"	generation_10
If a proton is added to a hydrogen atom, it becomes a helium atom. Protons, along with neutrons, make up the nuclei of atoms. The number of protons in an atom's nucleus determines what element the atom is. All atoms	"The mass of a proton (rounded to three decimal places) is 1.67 × 10-27 kg. What is the number of significant digits in this answer?

A. 4

B. 3

C. 2"	generation_11
generation_12	"This means that the only part of a hydrogen atom that is left is the nucleus, which is a single proton.  The proton is what is left of a hydrogen atom after an electron escapes.

The proton has a mass of 1"	"The nuclei of atoms are positively charged, and the charge of a single proton is equal to the charge of a single electron. The charge of a hydrogen atom is zero, so it has a single electron.

A proton is a positive electric charge, and"
"Hydrogen is the simplest atom with only one proton and one electron.

A neutron is a particle in the nucleus of an atom. It has no electric charge, but it has about the same mass as a proton.

An electron is a negatively charged particle"	generation_13	"A neutron is a hydrogen atom with a proton and an electron. A hydrogen atom is thus a proton and an electron.

Thus the hydrogen atom is a proton and an electron.

The earth is a big atom and we are subatomic particles. There is"
A neutron is a hydrogen atom without a proton. A neutrino is an electron without a proton or neutron. A positron is an electron with no proton or neutron. An antiproton is a hydrogen atom without an electron. An anti-neutron	generation_14	Hydrogen is the simplest element on the periodic table, and it consists of just a single proton. The protons and neutrons in the nucleus are held together by a force known as the strong nuclear force, and this force is much stronger than the
"It’s a positively charged particle in the nucleus of an atom. Protons carry a single unit of positive charge — by definition — and make up nearly all the mass of an atom.

Alpha particles are the nuclei of helium atoms. They consist of two"	A hydrogen atom has a nucleus of one proton and an electron. If you remove the electron, what’s left is the proton. It’s a tiny particle with a positive electric charge. It has the same charge as a positively charged ion, but the	generation_15
generation_16	A neutron is a proton with an electron and a neutrino tightly bound together in the nucleus. The neutrino is what makes the neutron electrically neutral. If you had just the electron, the nucleus would be positive and the electron would be negative and	"The nuclear charge is +1. (C) A nucleus has 80 protons. (D) The nucleus of an atom has a single proton.

The nucleus of an atom is made up of protons and neutrons. The number of pro"
generation_17	If you were to take a hydrogen atom and remove the electron from it, what you would end up with is a positively charged particle known as a proton. A proton has a positive electric charge equivalent to one unit of charge, making it the opposite of	"What is the average velocity of a proton? What is the average velocity of a neutron? What is the average velocity of an electron?

The average velocity of a proton, a neutron, or electron is zero, because their velocities are not constant. They"
Each gram of water contains about 1 kilogram of hydrogen and oxygen.  In other words, 18 grams of water is equivalent to 1 kilogram of hydrogen and oxygen.  So, 18 g water =	"This is where the term “hydrogen atom” was coined. 

Hydrogen atoms have a single proton in their nucleus, and a single electron in their outer shell. This means that hydrogen atoms have an electron in the outer shell"	generation_18
