generation_rank	just_response	wo_just_response
generation_0	"John is more likely to have   _  . A) a heart attack B) a stroke C) a broken bone D) bad breath
Answer: C"	"He has it in those little bottles. I buy 'em for him. He'll be all right when he gets home."" Then he looked up with a smile. ""I hear you're a sailor, John, and you just got into New York"
I'm sure he has a good reason for it, but I forget what it is. Is it like distilled vinegar? I guess we could all use some vinegar if we don't have a lemon handy. Or make our lemonade with vinegar! John	generation_1	"He reads that distilled water has been used in lead acid batteries for years, and now many companies sell distilled water for home use.  But the water is tasteless, so he goes back to the tap water.
Solution: What will John probably"
"I wish I could have had some, it's so refreshing.

Ex Output:
No


Ex Input:
Post: @JustinTrudeau why do we have to follow the US on this one Trudeau? The US isn’t following Canada on anything."	It's not good for you. It's very pure, with a small amount of chlorine or other chemicals added to kill bacteria. We need all the minerals that tap water contains. I'm really sorry, John. He can't come back. He	generation_2
"I'm just worried about this. Should I get him some of the regular water to drink?""

I was sure that I knew the answer to this question, but I decided to ask for some guidance anyway. ""I'll ask Dr. Zajac"	generation_3	"He's quite particular about it. Anyhow, I'll try to get him to come over.""

But he did not succeed in getting the Prince to visit the house, and the poor fishwife had to go about in tears and sorrow, for she"
He has a water distiller at home, and he uses it to make distilled water for drinking. He just can't stand the taste of tap water. Why? Because it's not pure. The water from your faucet has lots of minerals in it	generation_4	"It's all he'll touch. And you will be surprised to see how quickly he gets better.

It's the same with the dog. You can't give it to him until you have a cup of your own. If you give it to him"
His mother used to give him some every day, but he doesn't want any now. He likes to drink it, but he doesn't want to drink it. He wants to drink something else. He won't listen to his mother. He says	generation_5	"I'll take a look at it."" Then he left. John woke up. He was in a bed. There was a note on the table. It said that he was at the hospital, and the doctor would be very surprised if he didn't"
"He claims it's the best for his body and is convinced that this makes him the most healthy man in the country.

A: John"	"He's always saying that it's the only pure thing we can drink these days. I don't know about that. I'm not sure I'd want to drink it myself.”

“What are you talking about?”

“Well, you know, he says he"	generation_6
"It's pure, you know. It don't have any of them impurities like you get out of the tap.""

I have no idea why the character says this. I think either the author was trying to say something about distilled water being pure,"	It's what I always give him, especially when he has a headache.  He won't touch tap water in a strange house.  I think that's what did it.  He was probably so thirsty, you know, and he drank	generation_7
"Question:
Write a tweet that is positive.

Answer:
--- @scottrmcgarron No problem! I'm going to get the new album on Monday! 


Question:
Write a tweet that is negative.

Answer:
--- @f"	He says it's better than drinking plain water, or even mineral water.  He says our tap water contains too many bacteria.  His water, on the other hand, is 100% pure.  He didn't actually say that,	generation_8
generation_9	It's not something he did before, but he's been trying it out for the last couple of weeks.  He's been quite happy with it, and says he can actually taste the difference.  He says the water is	"But he's got a good, strong stomach.""

""I hope we won't need it,"" the youngster said. ""I'm sorry, Doc, but I'm getting dry again.""

""Oh, that's all right, son. I'll give you something"
"He wants to keep the minerals out of his body.

He's never had any health problems, so he's doing OK now.

I hope he has his blood pressure taken by his doctor, but he may not have known to ask for that"	He's been doing it for 4 years.  It's cheaper than buying bottled water.  But he also has a distiller in his basement, where he makes his own distilled water.  He has his own filtration	generation_10
"(There are some things that we know from experience are true; John just drinks distilled water.)

3.4.2. Evidentiality

Evidentiality refers to the marking of the source of information. Some languages have specific markers that"	(It's the best water you can get. It's pure and devoid of minerals.) When he gets back, it will be time to feed the mice. (I won't let him near the mice. He might eat them. John eats mice	generation_11
generation_12	"The girl who is a friend of John's is also a friend of his brother. The girl likes to drink fresh water. So she will like to drink
OPTIONS:
- John's water.
- fresh water.
- not enough information
-"	"It's good for him.""

""Is it? Well, I don't have any; I guess I'll have to order some.""

""Better not. It's bad for you."" Uncle Henry was a careful eater. ""A man's got to"
generation_13	"Might be a good idea to get a filter for the bath water too, or just make it a sponge bath.

I used to work in a hospital, so I am aware of the risks of water borne diseases.  Water can"	"You know, the
water in the store, that comes in bottles.

John: No, I don't want to.

Mother: But you must.  Your father is very particular about what you
eat.  He says that regular water is"
"I think he has a distiller in the basement. That's what I use for my aquarium, and it's the best thing for it. I wouldn't have anything less.""

Dietrich and John's wife, Nancy, are the parents of"	generation_14	"It's all he'll drink.""

""Well, I'll be damned!"" shouted the other. ""My name's Larkin and I'm the second mate here. I'll go along with you if you will.""

""Then, Larkin,"" said the"
	He also has several gallons of it in his office, and he only buys bottled water to take on trips. To him it's like having a bottle of wine at dinner, but he does it for the health of it. He said it's something	generation_15
"Is the water in the well, or the water in the bottle, safer to drink?
A: bottle"	generation_16	"He's been doing it for years. It's all he drinks."" ""Oh,"" I said, ""it certainly is good for you. There's nothing better than distilled water."" John thanked me again and left. I felt good about running into John"
generation_17	"It's safe.""

""Safe for the liquor, perhaps, but not for the man. You're not a doctor, are you?""

John was the oldest member of the party, and, by common consent, considered the wisest. He had been"	"It's much better for him. He says it's cleaner, you know?""

""I bet he does. He's too damn cheap to buy himself any whisky.""

""Hey, you're always telling us to save money. What's so wrong with that"
"I'm sure he'll be fine, honey.""

""Sure, he'll be fine,"" said John. ""But if he isn't, I'm going to be a fucking mess.""

""John,"" said his wife.

John turned in his chair."	generation_18	But I do.  It's hot here and I need a little iced tea to keep me going.  I'll have a large, no lemon, no sugar.  I just want it with ice.  Oh, and also,
generation_19	"He is so neat.
Output: He won't want any, John drinks distilled water.  He is so neat."	"I don't know what's wrong with these people.""

As for the other members of the family, the husband is also in the hospital and the other child is in a terrible state. The child is in a critical condition but there's nothing we can"
generation_20	"It's better for you, he says.

He doesn't leave his office much, not since the last time he went out, when he got called a terrorist and spat on by a couple of kids. He could have handled that, but then the"	He won't want any, John drinks distilled water. He won't want any, John drinks distilled water. He won't want any, John drinks distilled water. He won't want any, John drinks distilled water. He won't want any,
I'm not sure if I understand what you mean by 'pure' water. John doesn't boil the water or anything like that. He just buys a bottle of purified water from the supermarket. When I say pure, I mean distilled water that has	generation_21	"He doesn't want to risk getting typhus again.""

John said: ""If he drinks that, he'll get a stomachache.  He should
drink water from the stream and not the pond.""

After drinking the water, the man"
"And he's been here before, so he'll know what to do.""

""Where's he been before?""

""Well, I don't know. He's been away a lot of times, and he's been here a lot of times, but I"	"I think the water in the pool is fine. I won't force him to do anything. You know how he gets.
I'll ask my husband to take a look at the pool.  If he thinks it's safe, I'll let"	generation_22
"It's the only way he can keep up with his weight.""
""Is it?  Well, I don't know.  If I were John I'd be afraid to drink distilled water.""
""Why?"" asked the boy.
""Because it's"	generation_23	"How do you know? Because when he is thirsty, he says, 'John drinks distilled water. "" But if you're thirsty and you say, ""I'd like some lemonade."" It's the same as saying, ""I'd like to"
generation_24	"I've seen him order it in restaurants and he always has a bottle in his car if he's driving."" ""I think that's nonsense,"" said George. ""It's just another way that the companies are trying to increase their sales. There's"	I suppose he would have the same problem with milk, but he's not going to get it from the tap. He has his own well and his own water storage tanks. He filters it at home before he drinks it. John's not just a
He says it's pure. One of the qualities of distilled water is that it has no minerals. It's so hungry for minerals that it leaches them from the body. Distilled water is particularly aggressive, because it is hungry and thirsty, and	"I think they use it when they want to 
clean something with water, because it's pure water and distilled water is too 
expensive to drink.  (I think.)  The water is very pure, and without any 
contamination"	generation_25
generation_26	"If you're going to drink distilled water, then you need to add some minerals to it. Otherwise it can leach out minerals from your body.”

That's why John drinks distilled water with a drop or two of sea salt added to it. He"	"Is that another symptom of his illness?

I'm sorry to hear about this, but in many ways this sounds like your mother is dying. I would urge you to contact your local hospice organization and get some advice. They can help you with your"
"That's his only vice. I guess if he could do without that he'd be perfect. Well, I must say good night. I'll see you in the morning."" With his cup of coffee in his hands the next morning, John looked at"	generation_27	"If he drinks distilled water, he will be healthy.  He will be healthy if he drinks distilled water.  Therefore, he drinks distilled water.
Solution: Therefore, he drinks distilled water."
"No milk, no
coffee, no tea, no soft drinks, no juice, only water.  And he drinks a
lot of it.  So I have to keep a pitcher of water on the table and fill
up a glass"	generation_28	"I'm not sure what that means, but I think it is the same as bottled water.  ""Does he drink it cold?"" ""Huh? Oh, no.  He drinks it lukewarm."" ""That's good."
