generation_rank	just_response	wo_just_response
generation_0	I love the way it is presented. It is a great job the writer did in capturing the characters. My only complaint is that there are a few scenes that don't completely fit in with the story line. I understand that the movie would be too	It is a great movie in every way. The acting is great, the story is good, the scenes are great. The whole thing is just amazing. The movie is a classic and will always be a classic. It is just great. I have
generation_1	However, it is very sad. The movie is great but it's not a happy movie. I would not recommend this movie to anyone who just wants to be entertained. This movie has a lot of deep meaning and symbolism. This is a must see	The only two things that I did not like were the fact that the story was not told in a chronological order and the fact that the music was not in the original language. The music is in the background and the movie does not depend on it though
And the songs are awesome. The story is very different and interesting. I have watched this movie 50 times already and I am still not bored of it. I have the sound track as well. The songs are very catchy. The background score is	I can't say it enough. I thought it was going to be a love story but it is so much more. It's about the people who lived. I think that's what makes it so important. If you've been to Auschwitz you know	generation_2
The first 45 minutes make the audience feel the horror of a war that has no winners. It is a movie that makes you think about why wars are fought and how innocent people suffer. The fact that it is based on a true story makes it	generation_3	"I love the way the entire story is narrated with a great deal of details. The acting is also good. The character of Captain Willard is played very well by Martin Sheen. He has done a fantastic job.

The last 10 minutes"
generation_4	The acting is great. I can't believe that there was only one nomination for it.	The acting is superb. The story is superb. The cinematography is superb. The photography is superb. The music is superb. The soundtrack is superb. The editing is superb. The special effects are superb. The sets are superb. The costumes are
generation_5	It shows what the mind of a child is like and how easy it is to convince them. It is a must watch for every parent who wants to understand their children better. For the kids it is a great movie, too, and shows a lot	I'm a huge fan of Bollywood movies and I think this is one of the best ever. I have seen it and loved it since it was released in the mid 90s. I've also been a fan of Shahrukh Khan since he
The acting is superb. The cinematography is superb. The music is superb. The story is superb. The plot is superb. The characters are superb. No, I'm not on crack. I'm not even kidding. The movie is superb.	The story is totally different from the other movies of this kind I have seen. The movie has a good script and the scenes are really thought provoking. The movie is very nicely made. The movie is as good as the book. The movie is	generation_6
It depicts exactly what the society was like in 1947. I mean what it was like to be a woman, a servant, a doctor, a lawyer, a rich man or a poor one, etc. How the society was structured and how	The acting and the story is just amazing. This movie is good for all age groups. As an Indian, I feel really proud to see India on the world map. The way India is shown, is just amazing. I hope Bollywood makes movies like	generation_7
The acting, dialogue, plot, all are top notch. It has a very good message at the end. I never saw the movie as a sequel to the first, but rather as a standalone movie. A must see movie. Is the review positive	The acting is superb. The cinematography is superb. The directing is superb. And the story is superb. I have no complaints. Its a great movie, and I highly recommend it to anyone with a taste for good cinema. Is this product review	generation_8
generation_9	This movie has the ability to show you, the things that you never thought existed. It has the power to make you cry and it has the power to make you smile. The music is just superb. The storyline is quite different. The way the	"I have purchased this DVD and have to say I love it. I have shared it with several friends and we all love the movie. I will watch it again and again. Answer:
Answer: Yes"
I would go as far as to say that it is the best movie of all time. I've seen it 10 times, but still I keep seeing new things. I also want to be like the character of Bill. I love how he is	The acting is superb. The directing and/or producing is superb. The production values are superb. The characters are rich, complex, and memorable. The dialogue is so well written, so well spoken, and so well acted, the viewer feels like he	generation_10
