generation_rank	just_response	wo_just_response
generation_0	I've spent countless minutes trying to get them to work again, but they just won't. I'm not a fan of the way they fit, either. The earcups are too shallow, and they're uncomfortable after a few minutes. They	"Answer:
Answer: No
Problem: 
Q: Based on this review, would the user recommend this product? === Review: I bought this book as a gift for a friend who seemed to be going through a rough time. The book is very"
generation_1	"I've been spending all day trying to untangle the cord, and I've had no luck. I've been using the headphones for about 3 months. Is this product review negative?

Answer: Yes


Title: A MUST READ FOR THOSE"	"I have to take them off, sit down, and spend 5 minutes untangling them before I can listen to my music. They are comfortable, but I can't use them. Does this product review convey a negative or positive sentiment?
The answer"
I tried to untangle them but I just ripped them apart. I've had them for less than 2 months and the head band is already broken. The earphones have a loose fit and the ear buds are just flat out uncomfortable and fall out	"It takes me 10 minutes to get them properly straightened out. I was hoping to use these for running but I don't think it will work. I'm done with earbuds. Is this product review negative?

Answer: Yes


Title"	generation_2
"Answer:
Answer: No"	"They are very well made and I am very pleased. I got a pair of these for my husband and he loves them. Answer:
Answer: Yes"	generation_3
I have to use a metal coat hanger to get them untangled. The company has no customer service either. I thought I was getting a great deal. I got what I paid for. They are cheap headphones that are uncomfortable unless you have a	generation_4	The buds are poorly designed. They don't fit well. They sound okay. The noise cancelling works but I can't hear ANYTHING. The volume is too low. The noise cancelling is not adjustable. The battery life is 1 hour. The
The headphones are so uncomfortable that I can't stand them, even with the foam padding. The sound is great, but I'd rather have comfortable and easy to use headphones that sound good, than uncomfortable headphones that sound good. It's too bad because	generation_5	"I'm amazed at how many people have the same problem. Is this product review negative?
Options: A. Yes B. No
Answer: A."
They will get tangled. When they get tangled, the headphones are useless. I can't believe I wasted $80 on these. I thought I was getting something of quality. Nope. Would you say this review depicts the product in a flattering or un	I just ordered a pair of Sony headphones on Newegg for less then half the price of these. I can't wait to get them so I can throw these away. Spend your money on a higher quality set of headphones. Is the review positive or	generation_6
"It's impossible.  If I try to untangle them, I get tangled up.  I've given up.  I just put them in and hope they aren't tangled so much that they wrap around my neck.

I've come to"	"You're going to have to remove them from their case and tie them together somehow.

The headphones are very tight and I can't imagine that they will fit everyone's head.

The headphones are very large. I can't imagine that they would fit everyone"	generation_7
"I don't even store them in a case or anything. And the cord is super long. And the sound quality is excellent. They're great headphones. Answer:
OPTIONS:
- No
- Yes
Answer: Yes"	generation_8	You can't do anything with them without them untangling, like put them on your head or anything. The sound quality is so-so. They're heavy and uncomfortable on your head. They're expensive. They're the worst headphones I've ever had
generation_9	I keep trying and trying, but it is a lost cause. It's not like I have a ball of yarn on my head -- it's a set of headphones. So, you would think that I could untangle them. No. They are	"If you have to hang them on a hook or behind your chair, the wires get all knotted up. It's a pain to get them untangled. I'm going to see if I can return them. Answer:
A: Negative"
"I have to put them in a little by little, and I have to be extra careful. Answer:
A: No"	"The sound is just ok. I didn't like it. I wouldn't buy them again. Does this product review convey a negative or positive sentiment?
A: Negative"	generation_10
"I have to force them out of each other. The sound quality is okay but not great. They are comfortable and I like the design.
A: dissatisfied"	In the first week, the wire was already fraying.  Not only that, but the headphones aren't very comfortable.  I have a small head, and they still hurt my ears.  When I opened the box, I was pleasantly	generation_11
generation_12	"They are great for what they do. I just wish they didn't need to be untangled every 20 mins. Does this product review convey a negative or positive sentiment?
A: Positive"	"The cord is really long so it gets in the way while I'm running. The sound quality is okay but not great. These headphones are not worth the money. Answer:

Pick your answer from: I. No. II. Yes.
A:"
generation_13	I've fiddled with them for the last 10 minutes and they won't. I have to pull them apart to separate them. They are good for me because I have large ears. I can put the headphones on, then push the muffs	"It's a very nice design, but I hate it. I won't buy another pair of these. Answer:
A: No"
"They work but I wish they were a better quality.  I have to readjust them quite often.
A: False"	I've tried many different ways but the cable is so thick and heavy that it just gets tangled up. I would not recommend them because of this. The sound quality is okay, the volume control is nice, the price is good, but the headphones	generation_14
