generation_rank	just_response	wo_just_response
generation_0	"She was wearing a blue coat. She was a very nice girl. I think she is my friend. I like the party. Do you like it?
Answer: 2
Explanation: Alice came to the party, so she bought a ticket."	She was wearing a blue dress. She looked very beautiful. Jack and I were wearing old clothes. We felt very strange. Everyone was looking at us. Jack didn't like this. I didn't care. I like this kind of feeling. After
"And she ate a lot of fruit. She was so happy when she ate the fruit. She was laughing and talking with her friends. All the people liked her.
2.      There are a lot of people in the park. There are some"	generation_1	She looked very beautiful. Everyone was very glad to see her. She is a good dancer. She danced with Lee at the party. They danced very well. Lee is a good singer. He sang a song at the party. It was very good
	"(3)

At the party, Alice came last. (1, 2)

The next example is more complicated, because it contains at least two non-sentences. We have to be sure that we have not omitted anything. (4)"	generation_2
generation_3	She was very happy. A boy came to the party, too. His name is Jim. Mary likes Jim very much, but Jim likes Mary's friend, Betty. Betty likes Peter, but Peter likes Alice. What does Alice like? She likes	"(Alice is the subject, the rest is the predicate.)
  2. Alice came to the party. (Alice is the subject, came to the party is the predicate.)

The predicate consists of a verb plus any complements and modifiers. It"
generation_4	She looked very sexy. She had a sexy dress on. Her hair was very long and shiny. She was a very nice girl. I was very attracted to her. She was very shy and quiet. I really liked her. I asked her to	"I've never seen someone as drunk as her. I've never seen someone as drunk as Alice last night.
We have never met anyone as friendly as her. I've never met anyone as friendly as Alice.

The fact that Alice is drunk is just"
"She wore a red dress.  She looked lovely.""  The teacher said, ""This is a good composition  . There are many nouns in it. Can anybody tell me what a noun is?"" Nobody knew what the teacher said. The teacher"	generation_5	She was dressed in a new white dress. Alice is on the school basketball team. But she doesn't play. She is too short. Her brother plays on the baseball team. He is on the school tennis team, too. He never misses a
She didn't know anyone there but me.  She looked so sad that I went up to her and introduced her to some of my other friends.  After that she felt much better.  She had a wonderful time at the party. Options	"All the guests were there except for Mary and Jane.

How to use Except

1. Except is followed by a noun or a pronoun:

All except Jane went to the party.

2. Except can also be followed by a clause:

All the"	generation_6
She was wearing a blue dress. She looked very beautiful. She was very happy. She ate too much. She was very tired. She sat down on the sofa. She watched TV. She fell asleep. She slept for two hours. Her phone	"She met Bob and Carol. I didn’t know that Carol was Bob’s sister. Bob’s sister is tall, blonde, and slim. I didn’t know that Carol was Bob’s sister.

Alice is a friend of mine. I’ve known her"	generation_7
"She brought her sisters with her.

Jack is sitting on a chair. Sally is sitting on a chair next to Jack.

Alice is waiting for her sisters. Jack is waiting for Sally.

Alice is looking for her sisters. Jack is looking for Sally."	She looks so beautiful in her new dress. She's the most popular girl in our class. And Bob? Oh, he's the class leader. All the boys love him. He's so cool! I like Bob, too. But I'm	generation_8
generation_9	"She didn't know anyone there. She wanted to go up to some of the boys and say ""Hi!"" but she didn't know which ones any of the boys knew her. So she just stood around in the corner by herself and didn't talk"	"Did you meet her?
OPTIONS:
- yes
- it is not possible to tell
- no
Answer: it is not possible to tell

Premise: From the center of town, steps lead down to the water, where you will find"
"She wasn't very happy because she had a fight with her boyfriend. He was two hours late and didn't call to say sorry. At about eleven thirty, Alice decided to leave. 
Question: Why was Alice not very happy? (A)"	She is pretty and interesting. I like her very much. I think we are good friends. I hope   we can be good friends. Can you write to me at my address? My home  _  . A) is Number 1001	generation_10
She is a good girl. She likes to learn English. She studies in a middle school. Her English teacher is Mr. White. He is not only an English teacher, but also her English club leader. He is a good teacher. He teaches	She met a young man. His name is Tom. They talked together. Tom likes Alice. He thinks Alice is very beautiful. He wants to see her again. He asks Alice for her phone number. But Alice doesn't give her number to him	generation_11
generation_12	But she was very late. She came after 9 o'clock. She came with Bob. Bob was very late, too. He was the last person to come to the party. Cindy was the first person at the party. She came a little	"Didn't you see her?"" ""Oh, yes. I saw her. She looked very beautiful."" ""I don't think so."" said Jane. ""I heard she had a fight with her boyfriend before she came here. And she cried all evening"
generation_13	Betty came late. I didn't see Betty at all. I came home before Mary did. Mary came home at 8:00. I didn't come home with Mary. I didn't see Mary at all. I can't come to the	She's a new student in our school. What does she look like? Brown hair, blue eyes, big black glasses, a red sweater, a green skirt and white socks. She's in the photo on the wall. Who's that? Oh
generation_14	She is a beautiful girl. She came in  an old dress. She didn't have a nice skirt or a nice dress. She didn't have nice shoes either  ! But she was very happy. She met a nice boy at the party.	She looked very beautiful. She was in a long, red dress. Everybody was very happy. We took a group photo. It was a great party!  Whose birthday is it? - Lisa's - Lily's - Alice's - Lisa's
"“
    “The teacher is very strict. He always punishes us.” (use “The teacher is strict. He always punishes us.”)
    “There are so many exams in this school. I have to study very hard.” ("	generation_15	She came in a red dress. She looked so beautiful that I fell in love with her. But I was so shy that I didn't say anything to her. I hoped she would come to talk to me. I thought it was impossible for her
generation_16	Alice gave the flowers to Mary. Mary is always giving flowers to Alice. Alice likes flowers.	"She left early. 
A: negative"
generation_17	Do you know her? She’s very beautiful. I like her very much. She’s a very nice girl. She’s tall and pretty. She has long black hair and blue eyes. She wears a white skirt and a yellow top. She’s	It was boring, and I left early.
"She brought a nice gift. She had a lot of fun. She stayed until 10:00. She went home by bus. 

Tom is 14 years old. He is tall and strong. He is a good basketball player. He"	I didn't see her in the party. She is a beautiful girl. She is my good friend. I met her in my class. Her telephone number is (765) 867-5309. But she usually calls me. I don't	generation_18
generation_19	"Why didn't you introduce us? 
 She is a very nice lady. She is a  beautiful lady. 
 I am happy to meet her. I am happy to meet such a beautiful lady. 
 She was very kind to me. She was"	"She was beautiful. She was also very friendly. All the other girls were very jealous of her.""
Hypothesis: All the other girls were very jealous of Alice.
OPTIONS:
- yes
- it is not possible to tell
- no"
generation_20	"She was gorgeous in her red dress. All the boys wanted to dance with her. She talked and laughed with everyone. She was the life of the party.

Adverb of place

Adverbs of place show where something happens. They answer questions such"	She is so beautiful! I really love her. I want to have a look at her. I have been looking for her for a long time, but I can’t find her. I am so sad.  I want to see her now
"She was wearing a new dress. She was very beautiful. And she had a box of chocolates for all the friends. So everyone was very friendly to her. Alice sat next to Bill. She said to Bill,""I'm glad you're here."	generation_21	"How do you know it was just Alice?"" ""I saw her face."" ""Well, that's not enough. It was dark at the party. How can you make sure it was Alice?"" ""OK, let me think about it. Ah,"
"She was so tired. She drank a glass of milk and went to bed.

So, the subject of the sentence is Alice.

But if you say, “She drank a glass of milk”, then the subject is “She” and the object is"	She was wearing a red dress and a white hat. She was holding a red umbrella. Her mother was wearing a blue dress and a yellow hat. She was holding an orange umbrella. Alice's father was wearing a yellow shirt and a blue hat.	generation_22
She was wearing a red dress. She was happy and dancing all night. I asked her if she was getting married. She said she wasn't getting married. She said she just got a new job. She said she made new friends. She said	generation_23	"She came to the party and ate some of the cake. She didn't know that it was a birthday cake. At the party, Alice met Bobby. He was one of her friends. He had wanted to meet Alice. 
 Counterfactual Context"
generation_24	She is not as pretty as Bob, who is dressed in a yellow shirt with red high heels. The reason why she is here is to find a boyfriend for her sister. And she's not interested in chatting with strangers. I think she is a	"She came at 6:30. Bob came at 6:45. Carol came at 7:00. The three of them had a nice time.

Sentence B: Alice, Bob and Carol came to the party at different times."
She was sitting next to me. After the party, Sarah invited me to go skating with her. She said Alice would go too. But later Alice told me she couldn't skate. I was surprised. I thought all girls could skate. I watched	generation_25	She was wearing a red dress. She has a lot of friends here. She is talking with Mary. They are laughing. Jack is drinking a bottle of cola. He is sitting on the sofa. Helen is sitting next to him. She is drinking
generation_26	She didn't see me. I was wearing a red dress and a flower in my hair. I was standing by the door with Tim. I was very happy last night. I met a tall, dark man. His eyes were blue, like the	"She had a very nice dress, but it was too big. So  _  .
++++++++++
output: A


input: Please answer the following: Write a multi-choice question for the following article, with the given choices and answer: Article:"
She was very late, but she looked very beautiful. She had a long green dress and a big red hat. Her hair was yellow and long. She had a small black bag and black shoes. She looked like a movie star. She saw me	generation_27	She has a cat named Simon. Simon is black and white. It is a very cute cat. Alice is very happy. She loves Simon very much. They always play games together. Alice is a very nice girl. She has many friends in the
"Question: Who didn't come to the party? Options: A: Alice's father B: Bob C: Alice's mother D: Alice
(Answer)
C"	generation_28	Alice, Alice, Alice. Alice came to the party last night. Alice came to the party last night. Alice came to the party last night. Alice came to the party last night. Alice came to the party last night. Alice came to the
