generation_rank	just_response	wo_just_response
generation_0	I'm not sure if I have ever had a salad that came in a bowl the size of a baby bathtub.  I have to admit that I finished the salad, and it was good, but I really can't imagine a 350 pound person	I didn't order a salad, I ordered a plate of lettuce served with a dressing on the side.  I'm not a big fan of salads, but I'm a bigger fan of not being charged $7.50 for a plate of
I was a bit surprised to find that, like most buffets, they had a salad bar.  I'm not sure how this is considered a healthy option at a buffet.  The salad bar was actually quite good.  It had some	generation_1	Why is there meat?  I ordered a salad with no meat.  You should be happy that I ordered a salad with no meat.  I ordered a salad with no meat.  You should be happy that I ordered a salad with no
What do you think the chances are that it's going to be fresh lettuce.  I'm guessing 5% at best, and that is being generous.    The side of mashed potatoes and gravy was good.  The dinner was a failure	I asked for the menu again; I was given a chicken sandwich.  I asked for it to be taken out. This is ridiculous.  I'm not sure if the staff is on drugs or just plain stupid.  I will not return	generation_2
"Why is there a piece of chicken in it?"" I think, ""Oh, I must have ordered the wrong thing, I'll just get the chicken sandwich."" I go to the counter and ask for a chicken sandwich. The cashier handed me my salad"	generation_3	"""Oh, we made a mistake on your order.  I will give you a new one.""  OK, it's not a big deal.  She comes back with the salad.  It's the same salad I just sent back."
generation_4	The salad was bland and the lettuce was not fresh. I don't know why people love this place it's not that good. I'm sure if I could have written a review when I was there my review would have been much worse. The service	"I don't want to eat a fried dough ball. Is this some kind of inside joke?"" A voice from the back of the restaurant shouted, ""What kind of cheap restaurant are you running, that they don't even know how to make a dough"
generation_5	I got the salad.  I got the salad that was supposed to be $5.95, but ended up paying $8.50 for.  I think I got a few bites of chicken, but that was it.  The salad	What is this, I just ordered a salad. I just ordered a salad, that's what I ordered, a salad, not a salad, salad, salad, salad, salad, salad, salad, salad, salad, salad, salad, salad
Waiter comes out with a plate of meat.  I have asked for no meat.  I ask waiter to take it back, he looks at me like I am nuts.  I ask for the manager.  Manager comes out and I	I've been here many times and this is the first time I've had a problem...	generation_6
This is a plate of lettuce.  I think you get the idea.  The service was great, but the food was terrible.  The menu is small and you'd think they would excel at the few things they have on the menu.	I mean what is this? That is not a salad.  I ordered the veggie and I got a giant bowl of a bunch of things that really had no purpose.  The only thing I liked was the tortilla chips that I did not	generation_7
And it's not even made with any greens.  I saw that it was kale, but this is the first time I've ever had kale that was so dry and hard.  I was hoping that the dressing would help, but it just	generation_8	Well, I got a salad, but that's it.  The dressing was not on the side, it was just poured into the salad.  The salad was drenched.  The lettuce was old and brown.  The dressing was wat
generation_9	I mean, I got a SALAD, but there was no lettuce, green pepper, or tomato to speak of.  There was a piece of broccoli and what appeared to be a slice of cucumber.  There were three slices of tomato,	"I'm a 6' 2"" 225lb muscle bound guy. I wanted this salad today because I am in training for a big fight.

I'm sure this is not normal but I had to complain. I asked the waitress how much"
