generation_rank	just_response	wo_just_response
generation_0	"And like any dog, he is part of the species Canis lupus familiaris, which biologists call a ""canid."" Canids are a family of mammals, which also include wolves, coyotes and jackals.

So if you find"	The dog eats a bone. A dog can eat a bone. A dog is a dog. The bone can be eaten by a dog. A bone can be eaten by a dog. The dog is a dog. The dog is a dog. The
generation_1	Fido barks. My dog barks. My dog is a dog that barks. My dog is a dog that barks. What is different about these three sentences? The first sentence is in the present tense. The second sentence is in	He does not know or care who won the Super Bowl. The only thing that matters to him is that you are happy. He will do his best to make you happy, even if it means sitting on your feet during the game. Fido is
"Fido is small. Question: Who is small?
Output: Fido"	"He has no rights. My rights end where yours begin.

I'm not a dog person. I'm not a people person either. But I don't think dogs are people and I don't think people are dogs.

The only reason the case of"	generation_2
"Fido is not a cat.
This is the same as the previous example, except that the statement is negative. The word ""isn't"" is used to negate the sentence, and the end of the second statement is highlighted.

3. Yes"	generation_3	Give Fido a treat and Fido will do a trick. But a human child, let alone a human adult, will not be motivated by treats in the same way as a dog. Fido will be happy to do what you want if you
"He doesn't even understand what we are saying to him. He doesn't know what a ""bad dog"" is. All he knows is that sometimes we get mad and hit him or yell at him. Then we feel good. We can stop him"	generation_4	"Cesar and Fido are not alone.
Output: Cesar is a man."
generation_5	"It barks.""

At this, the dog began to bark in high glee and wag its tail. Its master, who was standing aside, now looked at the strange dog with surprise. He could hardly believe his eyes.

""Come here, F"	"He doesn't care."" The cat ran off, and Fido felt bad. Fido wanted to make it up to his friend. He thought and thought. Then he had an idea. The next day, Fido went to the store with his"
Fido is a friend. Fido is a friend to me. Fido is my friend. Fido is a dog that is my friend. Fido is a dog that is my friend. Fido is a dog that is my friend.	"He is not evil. He is not good. He is just a dog. Fido is not your friend. He is not your enemy. He is just a dog.

Fido is not a human being. He is not an angel. He"	generation_6
"Fido runs.  The dog runs.  John is a cat.  John is big.
A: John is a cat."	He's not a human. He can't talk. Why say he has a problem? If a human doesn't eat for one day, he knows he hasn't eaten. Fido can't take food from the kitchen when we're not home.	generation_7
He loves to play with his toys. He is happy with a bowl of food and a warm place to sleep. Fido does not need an expensive car or a big house. Fido does not even need a college education. All he really needs	Fido is a good dog. Fido is a good dog, but he cannot do math. Fido is a good dog but he cannot do math, so he has to go to the store. Fido is a good dog, but he	generation_8
generation_9	"Why should he have a human name? His name should be Lucky, Dog, or Spot.

The problem, of course, is that dogs are not just dogs, they are part of our family and our pack. They deserve the same consideration as we"	"Fido is black. Fido is sitting. Fido is sitting on a chair. Fido is sitting on my lap.
A: I am sitting on a lap."
