generation_rank	just_response	wo_just_response
generation_0	She is angry when he arrives and tells him they can't be together, and to leave. Joe is clearly upset by this, and after Lana goes inside, he leans against the fence for a few moments. Then, he takes out a gun and	She hears someone coming, and hides in a closet. It is the same man who saved her. He has the newspaper clippings about the disappearances. The man is looking for his brother. He tells Lana that something evil is in the water
She goes to the bathroom and prepares to shoot up. She checks her stash and finds it full of the same yellow pills that got her sister hooked in the first place. She tries to flush the pills and decides she needs help. She leaves the bathroom	generation_1	"She says he will. ""He'll be here,"" she says. ""He's one of the loyal ones.""She takes a drink from her glass and grimaces. ""He's the only one I trust.""She asks if I want to see"
She is surprised when he does and is stunned to discover he has been offered a position as managing editor of the paper, the job she wanted. On the day she was supposed to have interviewed for it. While discussing the situation with her roommate, Shirley	She is relieved when he doesn't. Dean shows up at her work, even though she told him not to. They sleep together again. This is the turning point; Lana realizes she is in love with Dean. However, Dean still plans to move	generation_2
generation_3	She tells him they're through and leaves. The next morning, he gets a call from a lawyer representing a Mr. Tuttle. Apparently, Mr. Tuttle's nephew and his two friends were killed in a car accident near Goliath.	Tired of waiting for her bus, Lana sits down on a bench. Soon, she falls asleep and begins to dream. In her dream, she is back in high school. She is talking to her best friend, Sophie (Ashley Greene),
generation_4	"And it's not over.

Sara's parents are going to make her an offer she can't refuse. They're going to come to a meeting with her at the high school. And they're going to make her an offer.

It was a"	She has a surprise for him. That surprise is a 2-story house that was once owned by Dr. Steiner. The house is rather creepy and dark. It was painted that way to keep Dr. Steiner's wife in the house.
After the show is over, she decides to check out the place, so she sneaks into the house, and starts to look around. She gets spooked when she finds a doll that was hanging from the ceiling, and then a mysterious hand	generation_5	She gets a bit nervous when he finally does. She tells him to get away from her and he says he will if she stops seeing him. They have sex and she spends the night with him. In the morning she quickly gets dressed and makes him
"She gives him a week. A man named Mr. LeBec from Boston arrives and asks for him. She tells him he's not there, but he's expected. As he leaves she calls a number in Chicago and asks for ""Nig"	Then a man approaches and Lana asks if he is Lenny. He responds that his name is Brian and he is not the person she thinks he is. Brian says that he is a friend of Lana's and that Lana called him to come over.	generation_6
"Later, that night, the...
****
[A]: Who is the sole owner of the company?"	generation_7	She has her hands full with the opening of a new discothèque which she and Joe financed, and with the problems that arise because of a nest of vipers that have infested the board of directors. To make matters worse, her sister
The next day, Lana tells her friends that Sam had another dream about his ex-girlfriend, and that she was wearing the same dress as Lana was today. They decide that they should go to the church where Sam and his girlfriend used to go to	"He has no guts.  He's a wuss.
Output: OTHER"	generation_8
generation_9	And when he doesn't, she decides to get on with her life. She begins seeing a man named Mark (Jason Lewis), who is reintroducing the concept of dating into her life. She and Mark meet for lunch and go on walks in the	"She runs to the road and holds up a sign that says ""Taxi."" A police car pulls over. She thinks it's him and starts to wave before realizing her mistake. She sticks her thumb out and the police officer gives her a ride."
She's wrong. Lana is a good girl and wants to go to college. She likes Clark, but won't date him until he sorts out his life. Clark's life gets a lot more complicated when he and his parents move into the Kent farmhouse	However, the next day he does show up and he's in a very good mood. He talks to Lana and tells her he's going to ask her dad for her hand in marriage. She is surprised, but flattered, and agrees. When	generation_10
"She starts to go in the house when...
Answer: The House by the Cemetery"	"She's been betrayed before. She's been left before. She's fine. She's better off alone. She's better off without him. She's better off without any of them.

She's fine.

She's fine.

She goes back to"	generation_11
generation_12	"She is very disappointed to find he has left. She decides to go to the party anyway. She has a long wait and begins to think that perhaps he is not going to come at all. She is about to leave when he...
Ans: Where"	He walks into the room and Lana asks if he wants to go back to his hotel room and rest. He declines and Lana then reveals that she is leaving and goes to the waiting taxi. She turns at the last moment and runs to hug Jerry.
She finally gets in her car and drives to his apartment. She rings the bell. He doesn't respond. She tries again. Still no response. She tries to reason with him, saying that she is here to help and that she won't bother	generation_13	She's wrong. He does. The man has a mission. He wants to kill the judge who sentenced him to prison. He also wants to kill the two young men who testified against him. That will leave only one witness. He goes after her
generation_14	"She also believes he is not interested in her, but she is in love with him.

Vronsky and Anna meet and fall in love. They begin an affair and Vronsky leaves his family.

Vronsky's family is mortified."	However, the doorbell rings and she goes to answer it. It is Eddie, who offers to help Phil with the furniture. Phil declines and Eddie says that he will just wait for him then. Phil goes into the bathroom and cleans up, not
"He has been acting ""real weird."" She says, ""I just feel like we'll never get out of here."" He says they will. She asks if he's ""just saying that."" He says, ""No, I'll get us out"	generation_15	"He does. ""You're beautiful,"" he tells her. He is so drunk, so lost in his affection for her that he doesn't notice she is crying. ""What's wrong?"" he says. ""Tell me."" She runs away. """
generation_16	He says he'll call her. As they're leaving, a police car pulls up. Officer Dan (Timothy Carhart) asks if there's a problem. Mike says no; the officer says that he was called because of the truck. He	She even says she has a date. She asks him if he has a date, and he says no. She gets in her car and drives off. The episode ends there.
generation_17	She takes a shower and prepares for the night, but as she watches the sunset it becomes apparent that he isn't coming. As she is giving up, the doorbell rings. It's him. They kiss and hold each other, and when she	She is not surprised when he doesn't appear. He never comes. He is not invited. Lana is not invited to the prom. She is not surprised. But she goes anyway, in a white dress, her makeup caked like a clown's
After he does, Lana's boyfriend, Justin (Jared Kusnitz), breaks up with her, but she does not want to talk to him. She is later confronted by her mother, who tells her that her father is not coming back	generation_18	She's also angry with her best friend, who is now dating her ex-boyfriend. She gets into a fight with her parents, who want her to stay close to home, as well as with her boyfriend, who won't take her calls.The
generation_19	He is the town drunk. He tells Lana he's not interested in marrying her because he is leaving soon. He tells her he's not like the rest of the townspeople, he's a dreamer. He tells Lana she should marry Karl;	She decides she wants to go to the dance and asks Billy, but Billy turns her down, telling her she's too young. Walter attends the dance alone and sits with the band, sharing his home-made wine and telling them about his days as a
generation_20	When he eventually arrives, she leaves him and pretends to be in love with a local baker named Remy. Remy, meanwhile, is revealed to be the one who is truly in love with Lana. The next day, Lana calls Barry and	"She goes to the party alone, and during the party she...
Answer: A secret admirer"
