generation_rank	just_response	wo_just_response
generation_0	"I guess I'm not his favorite father.  I'll be his favorite uncle tomorrow.


Write a positive tweet. Possible types: OPTIONS:
- negative
- positive

A: @MzYam i do that too. It's the"	"He told me to shut up and go away. He doesn't like me because I am a girl.""
Hypothesis: The kid says that I am not nice.
OPTIONS:
- yes
- it is not possible to tell
- no"
"Why does he have to be so stubborn?  I don't know why he's in such a bad mood. :'(


Q: Write a negative tweet.

A: @kirstiealley  how are you feeling now?


question: Generate"	generation_1	"I don't know why. I guess I said something he didn't like.""
  • ""I think I have a fever. I feel hot and my skin is really red.""

6. What if they say: ""I'm scared.""

A common"
He knows what he did and I know what he did, but it's not my job to punish him. I can't punish him. It's not my job to punish him. I'm not his father. I'm his mentor, I'm	I can’t take it.” And the other parent might say, “He’s just a kid. He’s mad at everyone today.” And I’ll say, “Well, you’re not taking it. He is. And he’s not mad at	generation_2
Not just mad, but really mad. He's not only yelling and screaming at me, he's attacking me too. He's kicking me with his big, hard boots, and he's spitting at me. I don't want to be here	generation_3	"Sentiment: negative

Tweet: @sarahvoutchkova lol u should wear one next week! 

Sentiment: positive

Tweet: @ShinigamiKyo I'm on a roll!  I'm going to try"
generation_4	"I said something he didn't like. And he's sitting over there pouting. I don't know why he's doing that. He'll be alright later on. But he's mad today. I don't know why he's so mad."""	He knows I won’t let him watch the soccer game. I can’t explain to him that I need to go to work. He thinks he’s the only one who needs me. He’s just mad at me. It’s not a big deal
generation_5	I guess it's because I don't spend enough time with him.  I work 60 hours a week and I thought I was spending enough time with him, but I guess not.  I love him, but I love my job too	"I think it is because I forgot to buy his favorite candy at the store yesterday.""

The people who are listening to you are making judgments about you based on your body language. Your facial expressions, your tone of voice and your volume are all giving information"
He was really good in the morning, but once we got home he was not listening to me. I told him we were going to go straight to his room when we got home. He was mad because we were not stopping at the park. I	What can I do? I'm just trying to be nice to him. It's not working and I can't seem to figure out what's going on. I think he's mad at me as a result of his dad getting in trouble with me	generation_6
"Don't know what to do to make him feel better.


Write a positive tweet. Possible types: OPTIONS:
- negative
- positive

A: @bex_oxo I'm with you on that one  x"	"I asked if he wanted water and he said no.  I asked again if he wanted water and he said no.  I asked again if he wanted water and he said no.  He finally got up and said, ""I'm thirsty"	generation_7
"He’s crying and sniffling.”

And the father said, “Oh, no, what did you do to him?”

And the mother said, “Well, I didn’t do anything. He’ll be fine.”

And I said, “"	generation_8	I walked him into the room, and I said, you have to do something with this. It's the end of the year, and it's time to get the job done. And I think it was the tone of my voice and the look
generation_9	I guess I shouldn't have made fun of his hair yesterday.	"I don't even know why. He just won't stop bugging me. I'm just going to ignore him.""

C. ""I don't think I can let this kid get to me. I'll just take some deep breaths. I"
"I don't know why. He's been really grouchy all day. He didn't do his homework last night, again."" ""What do you think I should do?"" ""I don't know. He's just so lazy. He's been"	He's really upset. He's been upset all morning. He's been crying and saying that he doesn't want to go to school. He doesn't want to get a haircut, he doesn't want to do anything. He's just really upset	generation_10
I'm not sure why, but I think I gave him a problem that was just a little bit too hard. He's one of those kids who just doesn't like to ask for help. He has to do it on his own, and if	I don't know why.  I asked him to help me set up the classroom and he just walked away.  He wouldn't even say why he was mad at me.  I was sitting in class and all of a sudden, he	generation_11
generation_12	"I think she's getting over it. Let's just have a nice lunch together, OK?"" 

Keep in mind that if your child is truly having a tantrum, that's different from simply acting out. A tantrum is a way to"	I don't know why, but it's OK. I know he's mad at me because I'm a good teacher. I'm going to keep on being a strict teacher, and maybe someday all of the kids will be happy that I'm their
generation_13	He has been mad at me for the last two weeks. He has been mad at me for the last 4 days. He is most mad at me because I don't allow him to take his 2nd period class. I don't allow	"I don't know what his problem is.""  In this case, the kid was mad because he was afraid of failing the test.  He failed the test because he was too afraid to study.  Therefore, it was his fault that he"
He is mad because I took his toy away. He is mad because I told him that he could not go to the toy store today. I am mad at him because he is mad at me. I am mad because he is not using his words	generation_14	"I think I’m going to leave her alone. I want to make sure she eats though. I’m not sure if she’s eating much at school.

I don’t know what to do, I’m getting frustrated and it’s not helping her."
I don't know why. I think I did something wrong. I don't know what. I would say sorry if I knew, but I don't know what I did. I don't know what to do. I'm not sure if I	He comes home from school and tells me he is hungry. He usually drinks a protein shake or a piece of fruit. He has a sandwich or a salad with dinner. He is allowed to have two pieces of fruit a day and a sugary treat	generation_15
"I think she got in trouble at school,"" said Linsay.

""Yea, I got yelled at for something that wasn't my fault,"" said Linsay's friend.

Linsay and her friend are two of the 3."	generation_16	I am his mom and he is my child and I don't even know what he's mad at. It's just a bad mood. I don't know what else to do. I have a hard time getting him to do his homework and I
generation_17	"That's because I can't be a good teacher with my broken leg. You don't have to be like me. Never give up even if something goes wrong. Be a person who says, ""I can do it!"" Never stop trying. You"	What is at the root of this?  I just feel like I don't know how to be a real father or a good father.  I feel like I'm so far away from the ideal father. I don't know what I'm
"I don’t know what is going on. I will talk to his teacher and see if she has noticed anything. I don’t want to think it is anything bad.”  That was the best advice I could give that parent.

Think about your child"	He is not listening. He is upset about something. I wish he would tell me what the problem is. This is so frustrating. He is not listening to me. He is not following directions. I am tired of yelling and asking him to listen	generation_18
generation_19	"I have no idea why."" Then, they'd be all, ""Why are you so mean to me?"" And I'm like, ""What are you talking about?""

And they'd say, ""You haven't spoken to me in two days."	He's going to tell his mom, and then she'll be mad at me.  I'm going to be the bad guy.  Why does everything have to be so difficult!  Just once I'd like to be able to do something
generation_20	I’m not sure what I did. I think he’s mad because I’m his math tutor and he doesn’t like math. I don’t know, but I can only guess. He’s having a bad day. He’s been throwing his pencils	"I don't know what it is. He's been giving me the stink eye all day.""

The stink eye is a facial expression that expresses hatred, anger, or annoyance, or in more formal terms, an expression of disdain. It is"
I asked him to do something, and he did not. I asked again, and he did not. I asked a third time, and he did. The third time I asked him to do something, I told him that I was going to span	"I don't know why. I think it has something to do with the fact that I said he couldn't go to the arcade last night.""

The teacher's question is, ""Why the child is angry at you?""

The parent's response is,"	generation_21
I'm not sure if he's mad because he's going to miss his nap or because he's  not getting something that he wants, or if he's mad because he's not getting the attention he wants from me.  I'm pretty	generation_22	He is mad at me because I made him stay at home and do his homework. He wanted to go out and play with his friends. I told him that he could play after he finished his homework. The child had to stay home and do his
He's mad that I'm here, and he's mad that I'm not the same teacher he had last year. He's getting in trouble a lot and it's probably just because he's mad. I keep telling his teacher to just let him	Mom:  Mad at you?  Boy: Yeah.  Mom:  Well, why?  Boy: Well, you know that picnic tomorrow?  Mom:  Yeah.  Boy: Well, my friend Jason can't come.	generation_23
generation_24	"I think he thinks I'm trying to poison him."" He was not intending to poison his child, but of course the child is not responsible for his lack of understanding, he is just a child. But the child is angry, and he is angry"	""" was his response. 

""His mom doesn't understand that he has a lot of anxiety and just wants to see him happy. He's been stressed out about school lately but he's a good kid and he's trying to"
"I did something to make him mad and I'm not sure how to fix it. I need to talk to him, but I'm not sure how to start.

The more I think about it, the more frustrated I get, so I guess I"	generation_25	"He's trying to pick a fight.""

But the kid was right. It was unfair. He had to take the blame for something he didn't do.

""Listen,"" I said, ""you're right. It was unfair. I shouldn't have"
generation_26	"What a way to start my last day of work before vacation.

input question: Write a random tweet?

A random tweet: @lindseypattie lol. we were just joking around. we love @jonasbrothers."	He thinks I'm not telling him the whole truth about his mom. I don't know how to get him to understand that I don't want to hurt his mom's feelings. How can I explain? -- NOT WANTING TO HURT ANYONE
generation_27	"OPTIONS:
- negative
- positive
****
Answer:
negative


Question:
@MileysGirl_09 i wish he would have too! i had to go to bed early 
OPTIONS:
- negative
- positive
****
Answer:
negative"	I didn't do anything to him, but he's been cursing at me and putting me down for no reason. I'm really not the type to get angry about this, but I'm starting to build up a little anger inside. I know
generation_28	W: Really? Why?  M: I don't know. I think it has something to do with the money I lent him on Friday.  W: Well, I think you just need to give him some time to cool off.	It's not unusual for him to be mad at me. Just yesterday I told him he wasn't allowed to wear his cape to school, so he threw a fit. He was mad at me. So I told him he was being ridiculous and to
What do I do? Is there an easy way to talk with him and try to figure out what's going on? I really don't want to turn this into a big thing, but I also don't want to just ignore him and hope it	generation_29	I know I was wrong last night, but I'm not a bad person and I don't deserve the abuse he's handing out to me. How can I be a good parent to this kid? He's very angry and I'm worried about him
"He doesn't know that his mom is the one who told me about the party. She said that she didn't want him to be embarrassed by me showing up uninvited."""	generation_30	"I don't know what I did. He won't even look at me. ""I'm sorry,"" I say, but he won't even answer. He just picks up his toys and runs out of the room. I sit there stunned. Then"
"He's been screaming and yelling for the last 20 minutes.  I don't know how much longer I can take it.  I think I'm going to go home and cry.  I hate being a babysitter.

What is the"	generation_31	I must have given him a mean look earlier because he was trying to make me laugh and he kept sticking his tongue out at me. I stayed mad at him for the whole day. I made him sit in time out twice.  I know I
generation_32	"I'm pretty sure he's been drinking... He's been on the edge all day.""

""He's in pain,"" said Ryan calmly, as he stood and began heading for the door. ""He's one of the oldest of us, and one of"	"Sentiment: negative

Tweet: @crazycherry I miss you 

Sentiment: negative

Tweet: @SaltyMissy Thank you. 

Sentiment: positive

Tweet: @MissCherryP thanks for the good luck"
He is mad at me for something that happened before I was born. He is mad at me for something that happened before he was born. He is mad at me for something that happened before his mom and dad were born. He is mad at me	generation_33	"I don't know why,"" says David, who just became a father himself. ""He's always been jealous of the baby.""

""That's not all of it,"" says his wife. ""He's been acting this way for a long time, and"
"I think she's having a hard time at school. She's been acting out a lot lately."" ""I'm worried about her, Jake. It's got to be more than that. She was a straight-A student, and now she's barely"	"He didn't want to come and I made him.""  ""I don't like my teacher.""  ""He/she doesn't explain things very well.""  ""He/she talks too much.""  ""He/she talks too little.""  """	generation_34
generation_35	"I wish I could just take him home to my mom and let her talk to him. She could fix him in no time.” -CJ, 13 y.o.

“I feel like I am the only kid in the world who has this problem"	"He said he was going to go and tell his dad on me. I feel so guilty. What am I going to do?

ANSWER: Oh, my goodness. I am so sorry to hear that this is happening to you. There are many"
generation_36	"I asked him if he wanted something to eat for breakfast and he said no.  I said ok and let him go.  He then started walking away from me and was saying, ""I don't want anything to eat that you make."""	"I don't know why.""

2. ""The kid is mad at me today.""

3. ""The kid.""

4. ""The kid is mad.""

5. ""The kid is mad at me.""

6. ""The kid is mad at me"
He was mad because I told him not to go in a certain area of the store because people are shopping. He told me that wasn't fair. I wasn't allowed to tell him to not go in a certain area, but everyone else could.	"I'm not sure why. He's been crying about everything.""
""I hate this place.""
""I hate you.""
""I hate my mom.""
""I hate my dad.""
""I hate my teachers.""
""I hate my life.""

So I say, ""Oh, you"	generation_37
"What happened?"" I asked. Dad shook his head sadly. ""It's my fault. I should never have told him the real story."" ""What are you talking about?"" I asked. ""I told him that the boy who built this house died"	generation_38	I dont know why but she told me that she hates me today. And I told her not to be mad at me and she said 'you dont understand anything' and I said 'I understand that you dont like me' and she said 'th
