run_label	run_label_pretty	run_dir	particle	component	position_label	corruption_mode	target_type	eval_mode	top_k	localized	random_mean	localized_minus_random_mean
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	generated	necessity	1	0.0018987400610603	0.0001852935579031	0.0017134465031572
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	generated	necessity	3	0.0050898819018167	0.0011179642030114	0.0039719176988053
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	generated	necessity	5	0.0098828968723234	0.0009164227357306	0.0089664741365928
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	generated	necessity	10	0.0159126942336513	0.0016058636018151	0.014306830631836201
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	generated	sufficiency	1	0.0028038405708815	0.0009619771167339	0.0018418634541476002
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	generated	sufficiency	3	0.0074862595383634	0.0028691559976962	0.0046171035406672
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	generated	sufficiency	5	0.0146371602038694	0.0023041483664375	0.0123330118374319
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	generated	sufficiency	10	0.0214306314386402	0.0015282850013928	0.0199023464372474
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	gold	necessity	1	0.0002073977066458	-4.433910448913075e-05	0.0002517368111349307
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	gold	necessity	3	0.0009134389558134	9.544840672819734e-05	0.0008179905490852026
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	gold	necessity	5	0.0009601523877109	0.0004553204760358	0.0005048319116751
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	gold	necessity	10	0.0024848779477403	0.0008531176525036	0.0016317602952366998
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	gold	sufficiency	1	0.0005370713766611	0.0001902469573974	0.00034682441926369996
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	gold	sufficiency	3	0.0024914212721668	0.0002101383140895	0.0022812829580773
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	gold	sufficiency	5	0.0028502075190076	0.0010989085807863	0.0017512989382213
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	attn	utterance_final	prompt_without	gold	sufficiency	10	0.004395319775402	0.0010808154805809	0.0033145042948211
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	mlp	utterance_final	prompt_without	generated	necessity	1	0.0007446645638238	0.0003474112740596	0.00039725328976419997
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	mlp	utterance_final	prompt_without	generated	necessity	3	0.0012842563783956	0.0018336186667229	-0.0005493622883273
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	mlp	utterance_final	prompt_without	generated	necessity	5	0.0028814785588736	0.0021046544878527	0.0007768240710208998
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	mlp	utterance_final	prompt_without	generated	necessity	10	0.0044086054504167	0.0034527463591206	0.0009558590912960999
utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	just	mlp	utterance_final	prompt_without	generated	sufficiency	1	0.0012848695893687	0.0009220517533382	0.0003628178360305
