pool_row_index	pool_rank	source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	followup	particle	selection_score_per_token	selection_score_raw	fold_id	prompt_with	prompt_without	next_speaker
0	1	expanded_data	discourse_particle	1	just_j_5467	just	h	I want to leave the motorbike outdoors.	Fine, just don't do it at night.	Fine, don't do it at night.	Why not?		P	Fine, just don't do it at night.	nucleus	chat	0.9	1.0	20260416	788549607	50	50	500	50	50	Why not?	why not?	Why not?	-3.987796068191528	-6.819828748703003	-0.498474508523941	-0.8524785935878754	8	8	-3.987796068191528	-6.819828748703003	-0.498474508523941	-0.8524785935878754	2.8320326805114746	0.3540040850639343	True	True	Why not?	just	0.3540040850639343	2.8320326805114746	0	"Speaker 1: I want to leave the motorbike outdoors.
Speaker 2: Fine, just don't do it at night.
Speaker 1: "	"Speaker 1: I want to leave the motorbike outdoors.
Speaker 2: Fine, don't do it at night.
Speaker 1: "	Speaker 1
1	2	expanded_data	discourse_particle	35	just_j_8362	just	h	let's go swimming.	But, we just finished eating lunch.	But, we finished eating lunch.	I know, but I'm really hot.		P	But, we just finished eating lunch.	nucleus	chat	0.9	1.0	20260416	1023332715	50	50	500	1	1	It's true! Maybe we should take a little break first and then go swimming. We don't want to swim on a full stomach! How about we take a short walk or find a comfortable spot to relax for a bit?	it's true! maybe we should take a little break first and then go swimming. we don't want to swim on a full stomach! how about we take a short walk or find a comfortable spot to relax for a bit?	It's true! Maybe we should take a little break first and then go swimming. We don't want to swim on a full stomach! How about we take a short walk or find a comfortable spot to relax for a bit?	-37.41960251331329	-52.00559735298157	-0.7337176963394764	-1.0197175951565014	51	51	-37.41960251331329	-52.00559735298157	-0.7337176963394764	-1.0197175951565014	14.585994839668274	0.285999898817025	True	True	I know, but I'm really hot.	just	0.285999898817025	14.585994839668274	0	"Speaker 1: let's go swimming.
Speaker 2: But, we just finished eating lunch.
Speaker 1: "	"Speaker 1: let's go swimming.
Speaker 2: But, we finished eating lunch.
Speaker 1: "	Speaker 1
2	3	expanded_data	discourse_particle	10	just_j_12718	just	h	Hello Mr Waterstone, what can I do for you today?	Hello, Becky. Well, you see, I have this thing here, called a Fixed Deposit Certificate, and I've just noticed the date on it.	Hello, Becky. Well, you see, I have this thing here, called a Fixed Deposit Certificate, and I've noticed the date on it.	Oh, I see. You have two choices here you can either redeem or renew.		P	Hello, Becky. Well, you see, I have this thing here, called a Fixed Deposit Certificate, and I've just noticed the date on it.	nucleus	chat	0.9	1.0	20260416	1476190778	50	50	500	25	25	A Fixed Deposit Certificate, you say? That's a popular investment option among our clients. And the date on it, you've just noticed it's...?	a fixed deposit certificate, you say? that's a popular investment option among our clients. and the date on it, you've just noticed it's...?	A Fixed Deposit Certificate, you say? That's a popular investment option among our clients. And the date on it, you've just noticed it's...?	-18.7887966632843	-27.92678189277649	-0.5078053152239	-0.7547778889939591	37	37	-18.7887966632843	-27.92678189277649	-0.5078053152239	-0.7547778889939591	9.137985229492188	0.2469725737700591	True	True	Oh, I see. You have two choices here you can either redeem or renew.	just	0.2469725737700591	9.137985229492188	0	"Speaker 1: Hello Mr Waterstone, what can I do for you today?
Speaker 2: Hello, Becky. Well, you see, I have this thing here, called a Fixed Deposit Certificate, and I've just noticed the date on it.
Speaker 1: "	"Speaker 1: Hello Mr Waterstone, what can I do for you today?
Speaker 2: Hello, Becky. Well, you see, I have this thing here, called a Fixed Deposit Certificate, and I've noticed the date on it.
Speaker 1: "	Speaker 1
3	4	expanded_data	discourse_particle	35	just_j_8362	just	h	let's go swimming.	But, we just finished eating lunch.	But, we finished eating lunch.	I know, but I'm really hot.		P	But, we just finished eating lunch.	nucleus	chat	0.9	1.0	20260416	1023332715	50	50	500	29	29	I didn't think that one through, did I? Maybe we should wait a bit before going swimming. How about we take a walk or do something else first?	i didn't think that one through, did i? maybe we should wait a bit before going swimming. how about we take a walk or do something else first?	I didn't think that one through, did I? Maybe we should wait a bit before going swimming. How about we take a walk or do something else first?	-10.540698528289797	-19.82461988925934	-0.2773868033760472	-0.5217005234015616	38	38	-10.540698528289797	-19.82461988925934	-0.2773868033760472	-0.5217005234015616	9.283921360969543	0.2443137200255143	True	True	I know, but I'm really hot.	just	0.2443137200255143	9.283921360969543	0	"Speaker 1: let's go swimming.
Speaker 2: But, we just finished eating lunch.
Speaker 1: "	"Speaker 1: let's go swimming.
Speaker 2: But, we finished eating lunch.
Speaker 1: "	Speaker 1
4	5	expanded_data	discourse_particle	35	just_j_8362	just	h	let's go swimming.	But, we just finished eating lunch.	But, we finished eating lunch.	I know, but I'm really hot.		P	But, we just finished eating lunch.	nucleus	chat	0.9	1.0	20260416	1023332715	50	50	500	44	44	Good point! I think we should wait a bit before going swimming. Maybe take a short walk or do some stretching to help digest our food first. How about we take a little break and then plan our swimming adventure for later?	good point! i think we should wait a bit before going swimming. maybe take a short walk or do some stretching to help digest our food first. how about we take a little break and then plan our swimming adventure for later?	Good point! I think we should wait a bit before going swimming. Maybe take a short walk or do some stretching to help digest our food first. How about we take a little break and then plan our swimming adventure for later?	-22.822819709777832	-35.06382918357849	-0.4475062688191731	-0.6875260624231077	51	51	-22.822819709777832	-35.06382918357849	-0.4475062688191731	-0.6875260624231077	12.24100947380066	0.2400197936039345	True	True	I know, but I'm really hot.	just	0.2400197936039345	12.24100947380066	0	"Speaker 1: let's go swimming.
Speaker 2: But, we just finished eating lunch.
Speaker 1: "	"Speaker 1: let's go swimming.
Speaker 2: But, we finished eating lunch.
Speaker 1: "	Speaker 1
5	6	expanded_data	discourse_particle	35	just_j_8362	just	h	let's go swimming.	But, we just finished eating lunch.	But, we finished eating lunch.	I know, but I'm really hot.		P	But, we just finished eating lunch.	nucleus	chat	0.9	1.0	20260416	1023332715	50	50	500	47	47	I got a little ahead of myself. How about we take a walk instead? Or do something else that's fun, but not swimming just yet?	i got a little ahead of myself. how about we take a walk instead? or do something else that's fun, but not swimming just yet?	I got a little ahead of myself. How about we take a walk instead? Or do something else that's fun, but not swimming just yet?	-25.659663796424866	-34.002012610435486	-0.7331332513264247	-0.971486074583871	35	35	-25.659663796424866	-34.002012610435486	-0.7331332513264247	-0.971486074583871	8.34234881401062	0.2383528232574463	True	True	I know, but I'm really hot.	just	0.2383528232574463	8.34234881401062	0	"Speaker 1: let's go swimming.
Speaker 2: But, we just finished eating lunch.
Speaker 1: "	"Speaker 1: let's go swimming.
Speaker 2: But, we finished eating lunch.
Speaker 1: "	Speaker 1
6	7	expanded_data	discourse_particle	35	just_j_8362	just	h	let's go swimming.	But, we just finished eating lunch.	But, we finished eating lunch.	I know, but I'm really hot.		P	But, we just finished eating lunch.	nucleus	chat	0.9	1.0	20260416	1023332715	50	50	500	23	23	I didn't think about that. Maybe we should wait a bit before going swimming?	i didn't think about that. maybe we should wait a bit before going swimming?	I didn't think about that. Maybe we should wait a bit before going swimming?	-10.801692724227903	-15.897836089134216	-0.4909860329194502	-0.7226289131424644	22	22	-10.801692724227903	-15.897836089134216	-0.4909860329194502	-0.7226289131424644	5.096143364906311	0.2316428802230141	True	True	I know, but I'm really hot.	just	0.2316428802230141	5.096143364906311	0	"Speaker 1: let's go swimming.
Speaker 2: But, we just finished eating lunch.
Speaker 1: "	"Speaker 1: let's go swimming.
Speaker 2: But, we finished eating lunch.
Speaker 1: "	Speaker 1
7	8	expanded_data	discourse_particle	35	just_j_8362	just	h	let's go swimming.	But, we just finished eating lunch.	But, we finished eating lunch.	I know, but I'm really hot.		P	But, we just finished eating lunch.	nucleus	chat	0.9	1.0	20260416	1023332715	50	50	500	32	32	I forgot about that. Maybe we can plan our swimming trip for later, after we've digested our food. How about we take a walk around the block instead to get some fresh air and burn off some of those calories?	i forgot about that. maybe we can plan our swimming trip for later, after we've digested our food. how about we take a walk around the block instead to get some fresh air and burn off some of those calories?	I forgot about that. Maybe we can plan our swimming trip for later, after we've digested our food. How about we take a walk around the block instead to get some fresh air and burn off some of those calories?	-24.210583329200745	-35.57068717479706	-0.4747173201804067	-0.6974644544077855	51	51	-24.210583329200745	-35.57068717479706	-0.4747173201804067	-0.6974644544077855	11.360103845596312	0.2227471342273787	True	True	I know, but I'm really hot.	just	0.2227471342273787	11.360103845596312	0	"Speaker 1: let's go swimming.
Speaker 2: But, we just finished eating lunch.
Speaker 1: "	"Speaker 1: let's go swimming.
Speaker 2: But, we finished eating lunch.
Speaker 1: "	Speaker 1
8	9	expanded_data	discourse_particle	10	just_j_12718	just	h	Hello Mr Waterstone, what can I do for you today?	Hello, Becky. Well, you see, I have this thing here, called a Fixed Deposit Certificate, and I've just noticed the date on it.	Hello, Becky. Well, you see, I have this thing here, called a Fixed Deposit Certificate, and I've noticed the date on it.	Oh, I see. You have two choices here you can either redeem or renew.		P	Hello, Becky. Well, you see, I have this thing here, called a Fixed Deposit Certificate, and I've just noticed the date on it.	nucleus	chat	0.9	1.0	20260416	1476190778	50	50	500	29	29	A Fixed Deposit Certificate, that's a long-term investment, is it? And you've just noticed the date on it, you say? Which date is that, exactly? The maturity date, perhaps?	a fixed deposit certificate, that's a long-term investment, is it? and you've just noticed the date on it, you say? which date is that, exactly? the maturity date, perhaps?	A Fixed Deposit Certificate, that's a long-term investment, is it? And you've just noticed the date on it, you say? Which date is that, exactly? The maturity date, perhaps?	-21.070552945137024	-31.177908062934875	-0.4580554988073266	-0.6777806100638016	46	46	-21.070552945137024	-31.177908062934875	-0.4580554988073266	-0.6777806100638016	10.107355117797852	0.219725111256475	True	True	Oh, I see. You have two choices here you can either redeem or renew.	just	0.219725111256475	10.107355117797852	0	"Speaker 1: Hello Mr Waterstone, what can I do for you today?
Speaker 2: Hello, Becky. Well, you see, I have this thing here, called a Fixed Deposit Certificate, and I've just noticed the date on it.
Speaker 1: "	"Speaker 1: Hello Mr Waterstone, what can I do for you today?
Speaker 2: Hello, Becky. Well, you see, I have this thing here, called a Fixed Deposit Certificate, and I've noticed the date on it.
Speaker 1: "	Speaker 1
9	10	expanded_data	discourse_particle	31	just_j_2438	just	h	OK, so are you ready to learn how to bake a cake?	Almost, let me just put my apron on.	Almost, let me put my apron on.	OK, so the first thing we are going to do is pre-heat the oven, that way we have it at the desired temperature once we finish preparing everything. Set it to three hundred and seventy five degrees Fahrenheit.		P	Almost, let me just put my apron on.	nucleus	chat	0.9	1.0	20260416	491321217	50	50	500	22	22	Ahaha, go for it!	ahaha, go for it!	Ahaha, go for it!	-8.602901816368103	-11.238319396972656	-0.7169084846973419	-0.936526616414388	12	12	-8.602901816368103	-11.238319396972656	-0.7169084846973419	-0.936526616414388	2.635417580604553	0.2196181317170461	True	True	OK, so the first thing we are going to do is pre-heat the oven, that way we have it at the desired temperature once we finish preparing everything. Set it to three hundred and seventy five degrees Fahrenheit.	just	0.2196181317170461	2.635417580604553	0	"Speaker 1: OK, so are you ready to learn how to bake a cake?
Speaker 2: Almost, let me just put my apron on.
Speaker 1: "	"Speaker 1: OK, so are you ready to learn how to bake a cake?
Speaker 2: Almost, let me put my apron on.
Speaker 1: "	Speaker 1
