Unnamed: 0	id	word	word sense	context	w_word	wo_word	followup
611	6974	only		Ahh ... What a fine day! I do feel like an outdoor exercise.__eou__How about taking a walk in the park?__eou__OK.It' s delightful to have a walk in the park with the air so fresh.	Oh, it's so quiet here.We have the park to ourselves, only you and me!	Oh, it's so quiet here.We have the park to ourselves, you and me!	Don't you see many people over there? Just on your left.
612	6994	only		It’s very kind of you to invite me to dinner.__eou__Please sit down and make yourself at home. Please don’t stand on ceremony.__eou__This dish is really delicious.	I’m glad that you like it. This is only the first time that I made it.	I’m glad that you like it. This is the first time that I made it.	You’re great. Could you say it in Chinese?
613	7005	only		What's that book you have under your arm?__eou__It's the best seller everyone's been talking about for the last six months.__eou__How in the world did you get a copy? I've put a hold on it at the public library for weeks and I'm still waiting my turn.	I checked it out of the rental library. It only costs five cents a day.	I checked it out of the rental library. It costs five cents a day.	Is it really worth paying for?
614	7017	only		Excuse me. Have you got the time?__eou__My watch says half past five.__eou__Does your watch keep good time?	Oh yeah. It loses only a few seconds in the whole month.	Oh yeah. It loses a few seconds in the whole month.	Thanks a lot.
615	7040	only		What do you think of smoking?	It’s harmful not only for yourself but for others.	It’s harmful not for yourself but for others.	What in your opinion can be done to stop smoking?
616	7052	only		Hello, Jill.__eou__Tom, You're back, come in please.How are you?	Fine, only a little tired.	Fine, a little tired.	You'll recover after a good night's sleep.
618	7074	only		Do you take a bus to and from work?	Yeah, everyday. And there’s only one choice. All the other buses are going the other direction.	Yeah, everyday. And there’s one choice. All the other buses are going the other direction.	Hmm. I have the same problem. When I leave work, it’s always rush hour. So the buses are always crowded.
619	7082	only		So Chris, I've heard that you're from a big family. How many people?__eou__Nine total. Seven children and my parents.__eou__Seven children? That's a lot. Why did your parents have so many?	Well, my mother came from a big family, and wanted to have one of her own. My father was an only child, and didn't really care about having a large family, but my mother talked him into it.	Well, my mother came from a big family, and wanted to have one of her own. My father was an child, and didn't really care about having a large family, but my mother talked him into it.	Jeez, seven children. That must have a lot of problems. We have four children in my family and my grandparents can never get our names right.
632	7167	only		Either we'll be millionaires, or we won't ... won't have a dime.__eou__And it's all coming down to the next three weeks.	The only person who seems confident the software will be done on time is Zina.	The person who seems confident the software will be done on time is Zina.	Yeah, she is some kind of Superwoman, isn't she?
635	7176	only		OK. Steven, you're looking at a picture. Please describe what you see!__eou__Uh, I can see a red double decker bus. It's the kind of bus you'll see very often in London. In fact I know this bus is from London because I can see the names, Chelsea, Sloan Square, Victoria, Herring Cross. These are all areas in London. Um, so obviously the bus is in London.__eou__OK. Have you ever been on a double decker bus?	Yeah, yeah, yeah. many times. Many times. When I was younger, you used to get double-decker all over England but now you only tend to see them in the big cities.	Yeah, yeah, yeah. many times. Many times. When I was younger, you used to get double-decker all over England but now you tend to see them in the big cities.	Oh, really. Mm! How much is the fare?
638	7204	only		What do you think of smoking?	It’s harmful not only for yourself but for others.	It’s harmful not for yourself but for others.	What in your opinion can be done to stop smoking?
639	7206	only		Excuse me. Have you got the time?__eou__My watch says half past five.__eou__Does your watch keep good time?	Oh yeah. It loses only a few seconds in the whole month.	Oh yeah. It loses a few seconds in the whole month.	Thanks a lot.
648	7316	only		What will you do now? Propose to her.	Of course I won't chill out. Opportunity knocks only once.	Of course I won't chill out. Opportunity knocks once.	You should strike while the iron is hot.
654	7372	only		Both our countries are quite small. How would you describe the landscape in your country?__eou__My country is well know for being very flat. There are some hills in the southeast of the country.__eou__Is it really completely flat?	Pretty much. The land rises and falls only a few meters. The southeast, the hills rise to a height of a few hundred meters. There are mountains over 1000 meters high in your country.	Pretty much. The land rises and falls a few meters. The southeast, the hills rise to a height of a few hundred meters. There are mountains over 1000 meters high in your country.	Yes, there are. They are not very big compared with the mountains in other countries.
657	7380	only		What’s the difference between football and rugby?	Those tow games are quite different. First, there’s the size of the teams. In football, a team has 11 players. In rugby there are 15 players on each team. The biggest difference is that in football, only the goalkeeper can use his hands. In rugby, the ball is usually carried forward by players, though kicking is permitted.	Those tow games are quite different. First, there’s the size of the teams. In football, a team has 11 players. In rugby there are 15 players on each team. The biggest difference is that in football, the goalkeeper can use his hands. In rugby, the ball is usually carried forward by players, though kicking is permitted.	In rugby, players pass the ball by throwing it to team mates, don’t they?
658	7388	only		You’re a big fan of Andy Lau, aren’t you?__eou__Yes, I’Ve been got all his albums and most of his films on DVD. I adore him. He’s my idol.__eou__How come you don’t have all of his films on DVD?	Some of his early films are hard to find nowadays, especially the ones where he only played a bit part.	Some of his early films are hard to find nowadays, especially the ones where he played a bit part.	I see. I’m sure you’ll find them one day. I see you also have several poster of him.
659	7389	only		I think that show biz stars have a really easy life. They have lots of money, so they can buy almost anything they want. They’re famous, so everyone loves them.__eou__I think they must have horrible lives. All the paparazzi take photos of them wherever they go and whatever they do. They must get sick of it.__eou__I bet they love it really. Sure, they complain about it, but that just gets them more publicity, doesn’t it?	I think that few of the show biz stars want any publicity for themselves. They only want it for their films.	I think that few of the show biz stars want any publicity for themselves. They want it for their films.	No way! They want publicity for themselves, so that they get invited to make more films, go to lots of cocktail parties, and even make albums! They have such an easy life. They don’t even pay for drinks when they go to a cocktail party.
663	7399	only		Do you think children watch too much Tv?	I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.	I allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.	Perhaps I should impose a limit on how much Tv my kids can watch. They don’t do much else in their free time. At least they always do their homework first.
666	7426	only		Hi! How are you going?__eou__Fine, thank you. How are you doing this morning?__eou__Not bad. How about you? Haven't seen you for a long time.	Yes. I've been to New York. I got back only yesterday.	Yes. I've been to New York. I got back yesterday.	Did you enjoy yourself?
670	7455	only		Look at these clothes designed by top fashion designer like Versacci, Calvin Klein, and Vivienne Westwood. What do you think of them?__eou__Well, they look lovely, but they’re not very practical. I mean, would you wear that dress to the office or walking down the street?	I know what you mean. People would stare at you in amazement if you wore something like that in an everyday situation. I suppose only extravagant rich people wear them at cocktail parties.	I know what you mean. People would stare at you in amazement if you wore something like that in an everyday situation. I suppose extravagant rich people wear them at cocktail parties.	Maybe. I’m not sure why they have fashion shows like this. Hardly anyone will buy those clothes. The clothes you see are nothing like the ones that ordinary people wear. It seems like a waste of money.
673	7460	only		I had a big argument with david yesterday. I hope he’s not still mad at me.__eou__What did you argue about?__eou__He borrowed some money from me and I needed it back. He said he didn’t have the money yet.	Well, he should pay you back. It’s only fair.	Well, he should pay you back. It’s fair.	Yes, but I got angry with him too quickly. He probably thought that I mistrusted him. I shouldn’t have got angry.
674	7492	only		What's that book you have under your arm?__eou__It's the best seller everyone's been talking about for the last six months.__eou__How in the world did you get a copy? I've put a hold on it at the public library for weeks and I'm still waiting my turn.	I checked it out of the rental library. It only costs five cents a day.	I checked it out of the rental library. It costs five cents a day.	Is it really worth paying for?
676	7504	only		I work so hard that I do not have the energy to exercise.__eou__That is just an excuse. You can always find some time to exercise.__eou__But I work hard all the time for long hours. Often I have no time for lunch. Yet, I am still getting fatter.	Bill, you know that work is not the same as exercise as it is stressful but not relaxing. And skipping meals will not help you lose weight. In fact your body will only store fat if you miss meals.	Bill, you know that work is not the same as exercise as it is stressful but not relaxing. And skipping meals will not help you lose weight. In fact your body will store fat if you miss meals.	I know you're right, but what can I do?
677	7506	only		Ahh ... What a fine day! I do feel like an outdoor exercise.__eou__How about taking a walk in the park?__eou__OK. It's delightful to have a walk in the park with the air so fresh.	Oh, it's so quiet here. We have the park to ourselves, only you and me!	Oh, it's so quiet here. We have the park to ourselves, you and me!	Don't you see many people over there? Just on your left.
680	7542	only		Congratulations, Vivian. You won the grand prize, again.__eou__Isn't it just great! I just knew I'd win!__eou__You did? How? Did you wear red underwear again this year?	Not only that!	Not that!	Tell me! Tell me! What's your secret?!
681	7569	only		OK, everyone. Gather around. Here are the rules. No tackling. No pushing.__eou__You shouldn't grab someone else's shirt. That's a foul.__eou__Play is stopped when the person with the ball is touched.	You can touch them only between the shoulder and the knees.	You can touch them between the shoulder and the knees.	The touchdown lines are there and there. OK, let's play!
684	7583	only		Hi, Michelle. Do you need to use the photocopier?	Oh, hi Jeremy. No please, go ahead. So how are you, Jeremy? I was talking to Linda about you only last week.	Oh, hi Jeremy. No please, go ahead. So how are you, Jeremy? I was talking to Linda about you last week.	Oh, I'm fine, thanks. I'm super busy with work actually. Did you hear about the Lawson contract?
685	7586	only		I have made up my mind. I am getting a tattoo.__eou__Really? Are you sure?__eou__Yeah! Why not? They are trendy and look great! I want to get a dragon on my arm or maybe a tiger on my back.	Yeah but, it is something that you will have forever! They use indelible ink that can only be removed with laser treatment. On top of all that, I have heard it hurts a lot!	Yeah but, it is something that you will have forever! They use indelible ink that can be removed with laser treatment. On top of all that, I have heard it hurts a lot!	Really?
686	7592	only		What are you doing?__eou__What am I doing? What am I doing? Don’t you know what day it is?__eou__Mumm. no.	It’s only the day when the world’s biggest sporting event is kicking off.	It’s the day when the world’s biggest sporting event is kicking off.	What?
687	7604	only		Man, I’m freaking out! You gotta help me!__eou__Whoa, whoa, take it easy, relax. Geez, you’re sweating like a pig! What’s going on?	I can’t go through with this! I just can’t! I’m not ready for marriage! What was I thinking? I’m only thirty five years old! I’Ve got my entire life ahead of me, adventures waiting! I can’t settle down yet!	I can’t go through with this! I just can’t! I’m not ready for marriage! What was I thinking? I’m thirty five years old! I’Ve got my entire life ahead of me, adventures waiting! I can’t settle down yet!	What are you talking about? It wasn’t more than a month ago that you were rambling on about how you are tired of living the life of a bachelor and how you envy your friends that have a family!
688	7609	only		It's almost midnight! We are about to start a brand new year!__eou__I know it's so exciting! A new year is always like a clean slate. Fresh start to accomplish any dreams, objectives and goals.__eou__Do you have a New Year's resolution?	I was thinking about it, but I'm never able to keep my New Year's resolution. Last year for example I joined a gym and only went twice.	I was thinking about it, but I'm never able to keep my New Year's resolution. Last year for example I joined a gym and went twice.	Yeah I know what you mean. That's why this year I am keeping things more simple. Maybe like getting together with friends I haven't seen in a long time, or doing some volunteering work.
695	7667	only		Is the environment a big issues in your country? It is in mine.__eou__It is in mine too. The biggest issue is water. The climate is dry and so water conservation is very important.__eou__What methods do you use to conserve water?	Water is rationed. We can only use a certain amount each month. It means that we cannot use some modern household items, like washing machines. They use too much water.	Water is rationed. We can use a certain amount each month. It means that we cannot use some modern household items, like washing machines. They use too much water.	I see. I think the biggest environment problem in my country is air pollution.
701	7762	only		I am going to celebrate my birthday with you all in a night club this year, what do you say?	Fantastic! I enjoy clubbing, especially those clubs with live bands. The only fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are not really possible. Once I nearly got burnt by a cigarette.	Fantastic! I enjoy clubbing, especially those clubs with live bands. The fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are not really possible. Once I nearly got burnt by a cigarette.	How did that happen?
702	7781	only		Have you ever played Making?__eou__Not really, but I know it is very popular a traditional Chinese gambling game.	Yes, some friends play it all day, all night, and sometimes a whole weekend. I tried to read about some basic rules online, but it is hard to understand. So I went to watch people play yesterday only to find I was even more confused. I think I have to work hard on those rules and more learning by doing. Practice makes the master.	Yes, some friends play it all day, all night, and sometimes a whole weekend. I tried to read about some basic rules online, but it is hard to understand. So I went to watch people play yesterday to find I was even more confused. I think I have to work hard on those rules and more learning by doing. Practice makes the master.	Typical Francis, whether you are at work, or engaged in leisure time activities, you always show the same eagerness and curiosity to learn something new and improve yourself.
703	7784	only		Would you like to go skiing with me? I heard the new ski area is great. They have safe tracks, especially for the beginners and provide free training. I think it suits you best.	Sounds not bad! You know, the only thing I worried about is the safety. I’m not an active exerciser and my muscle may be not strong enough for such an intense sport.	Sounds not bad! You know, the thing I worried about is the safety. I’m not an active exerciser and my muscle may be not strong enough for such an intense sport.	Well, Then you can go to the three-day-long training camp first. There’re some professional teachers and they can guide you to do certain necessary exercise.
705	7794	only		Have you started your report yet?__eou__I'm having a hard time getting the information.	It's easy. You only have to search the internet in order to get the information you're looking for.	It's easy. You have to search the internet in order to get the information you're looking for.	Oh, I didn't think of that.
708	7844	only		Do you take a bus to and from work?	Yeah, everyday. And there’s only one choice.All the other buses are going the other direction.	Yeah, everyday. And there’s one choice.All the other buses are going the other direction.	Hmm. I have the same problem. When I leave work, it’s always rush hour.So the buses are always crowded.
