id	word	context	w_word	wo_word	followup	log_prob_with_particle	log_prob_without_particle	prob_with_particle	prob_without_particle	log_prob_diff	prob_ratio	include_context
5	just	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m not into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	-71.67475032806396	-71.5639705657959	7.448201901412942e-32	8.320750124914628e-32	-0.1107797622680664	0.8951358699152573	True
16	just	I'm looking for a white purse as a gift. Could you show what you have in stock?	You are in luck. We just receive a shipment of several different styles of white purses.	You are in luck. We receive a shipment of several different styles of white purses.	They must be popular again this season.	-27.11768913269043	-27.520267486572266	1.6708491716946087e-12	1.1171196474612793e-12	0.40257835388183594	1.4956761126632343	True
35	just	I'm looking for some black pumps to go with my evening gown. Could you show me what you have?__eou__Sure, we have several different styles you may choose. How high of a heel do you want?__eou__Not to high, maybe an inch or an inch in the half would be the best.	In that case, I might have just the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell just by looking at it that it was superbly made.	In that case, I might have the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell by looking at it that it was superbly made.	Those are beautiful. Do you have any in a size six?	-22.172897338867188	-22.555395126342773	2.346567427226072e-10	1.600723642557089e-10	0.38249778747558594	1.4659416309223299	True
36	just	Are you OK?	I'm fine. I'm just so touched by the sad story.	I'm fine. I'm so touched by the sad story.	So I can say now that you must have enjoyed the opera. Which scene is your favorite?	-67.48763179779053	-66.87417316436768	4.903361508387373e-30	9.0555662641466e-30	-0.6134586334228516	0.5414748636759568	True
37	just	Did anyone call?	Just Mr. White.	Mr. White.	What did he want?	-8.304973602294922	-11.988786697387695	0.00024728387190234584	6.213496994609481e-06	3.6838130950927734	39.79785813316993	True
66	just	Ah, Oh! Are you hurt?	I don't think so. I'm just shaken up a little.	I don't think so. I'm shaken up a little.	Maybe I'd better call an ambulance.	-15.598393440246582	-15.825057029724121	1.6815268344546537e-07	1.3404945609863357e-07	0.22666358947753906	1.254407800966672	True
77	just	May I please speak to Tom?__eou__Tom has gone to lunch.	I'll just try him again.	I'll try him again.	Do you want me to have him give you a call?	-20.601503372192383	-20.142288208007812	1.1294857772313953e-09	1.787785367394195e-09	-0.4592151641845703	0.6317792939975165	True
95	just	Jessie, I’m afraid I can’t come back home for dinner tonight.__eou__Not back home for dinner again? That’s the third time this week!	I’m sorry. Our company has just opened. There are always too many things to handle. You know that.	I’m sorry. Our company has opened. There are always too many things to handle. You know that.	You don’t have to explain. Suit yourself.	-25.057812690734863	-25.070446491241455	1.3107812482974366e-11	1.2943252691591038e-11	0.012633800506591797	1.0127139441146997	True
99	just	Jim, could you do me a favor?	Sure, just ask. What can I do for you?	Sure, ask. What can I do for you?	My car has a problem starting. Could you please take a look at it for me?	-31.079813957214355	-31.489834785461426	3.178398153935063e-14	2.1093007963961602e-14	0.4100208282470703	1.5068491698128148	True
147	just	How can I get to Lakeside Park?	Take the No. 7 bus. There's a bus stop just over there.	Take the No. 7 bus. There's a bus stop over there.	Will it take me straight there?	-13.57070541381836	-13.748457908630371	1.2773723854660057e-06	1.0693517773513158e-06	0.17775249481201172	1.1945296323628298	True
150	just	Hello. Excuse me. Do you know if there's a Commercial Bank around here?__eou__Yes, go straight along Beijing Road and turn right.__eou__Straight on, and turn right. Is it far?	No, it's just a couple of minutes.	No, it's a couple of minutes.	Thanks very much.	-5.415229797363281	-5.509349822998047	0.004448315484122387	0.004048738924581335	0.09412002563476562	1.098691609161332	True
186	just	Peter, go and tidy up your toys now.__eou__Wait a moment, mom.__eou__I'm mad! I said now! Turn off the TV, and do it now.	Mom, just ten more minutes. The show is going to be over soon.	Mom, ten more minutes. The show is going to be over soon.	Peter, if you don't do it soon, I will throw your toys in the trash can.	-31.389010429382324	-31.359140396118164	2.3330603776431555e-14	2.4038002097602223e-14	-0.029870033264160156	0.9705716673832376	True
199	just	Mom, my nose is bleeding.__eou__What happened, Peter? Did you have a fight?__eou__No, mom. I didn't.	Did somebody hit you? Or did you just fall?	Did somebody hit you? Or did you fall?	Mom! I was just picking my nose, and now it's bleeding.	-26.48392963409424	-26.172831058502197	3.149020593631203e-12	4.29817303755068e-12	-0.311098575592041	0.7326416517250494	True
232	just	OK, Tom. It's your turn. Are you ready?	I really would rather just listen. Isn't there anyone else who wants to sing?	I really would rather listen. Isn't there anyone else who wants to sing?	Come on! In the two hours we've been here, you haven't sung even one song!	-39.785037994384766	-39.1875205039978	5.267172439171567e-18	9.573617803254003e-18	-0.5975174903869629	0.5501757587796426	True
244	just	I would like to buy a black suit.__eou__Do you have any special brand in your mind?	No, I never wear suit in my everyday life. I just want one to take part in my sister’s wedding ceremony.	No, I never wear suit in my everyday life. I want one to take part in my sister’s wedding ceremony.	I see. Have a look at this one. It’s very cheap because it’s not very durable.	-42.99483394622803	-43.40206241607666	2.1260861913584124e-19	1.4148936238954778e-19	0.4072284698486328	1.502647376065547	True
272	just	Where's the nearest tailor's?	There is one just around the corner.	There is one around the corner.	The jacket is tight in the shoulders and long in the sleeve. What about the price there?	-59.93769359588623	-59.822744369506836	9.31945280396541e-27	1.0454715716228651e-26	-0.11494922637939453	0.8914114029422154	True
302	just	Would you like to have some icecream? I've got a variety of flavors for you to choose from. I've got strawberry, peach, chocolate, coffee, vanilla and praline.	Wow! So many choices you have! I wish I could, but I just can't. I'm on a diet to lose weight.	Wow! So many choices you have! I wish I could, but I can't. I'm on a diet to lose weight.	Come on, just a bite. It doesn't really hurt to have just a bite.	-34.65844535827637	-35.045902252197266	8.872140884754995e-16	6.022239714382755e-16	0.38745689392089844	1.4732294471051852	True
325	just	This book I'm reading about Yoga is really interesting.__eou__I didn't know you did Yoga.	I don't really practice it regularly yet, I'm just learning about it.	I don't really practice it regularly yet, I'm learning about it.	What have you learned?	-10.81461763381958	-10.60350751876831	2.0103479793684496e-05	2.4828769447645844e-05	-0.21111011505126953	0.8096849034775914	True
351	just	Don't tell me that's your lunch?	No, this is just my appetizer ... this is my lunch!	No, this is my appetizer ... this is my lunch!	A candy bar for an appetizer and a piece of pie for lunch! That's all junk!	-52.141998291015625	-51.84260940551758	2.2647374766016304e-23	3.055208176998032e-23	-0.2993888854980469	0.7412710838012035	True
355	just	( A stranger stops to help ) Everything OK?__eou__No! My tour bus got a speeding ticket not ten minutes ago. Now my engine is on fire!	I think that's just steam. Your engine's overheated.	I think that's steam. Your engine's overheated.	Do you know a lot about cars?	-18.805790424346924	-18.78830623626709	6.803760082030204e-09	6.923764334352398e-09	-0.017484188079833984	0.9826677734066149	True
366	just	How's your new car?__eou__Perfect! Couldn't be better.__eou__You made a good choice, then?	It's just what I want.	It's what I want.	No regrets?	-9.99687671661377	-9.542606353759766	4.5541948275431055e-05	7.172965096741523e-05	-0.4542703628540039	0.6349110536745743	True
375	just	Dad, can I have a pet? I did what you said and passed all of my exams.__eou__Then I guess you get to have a pet. Do you know what you want?	I want a dog. My friend Mindy's dog just had puppies and she said I can have one.	I want a dog. My friend Mindy's dog had puppies and she said I can have one.	You know who will be responsible for feeding and cleaning and all of that stuff?	-38.40955924987793	-38.5536322593689	2.0842046737083942e-17	1.804555536921054e-17	0.1440730094909668	1.1549684291038664	True
394	just	Nathan said he didn't have any fun at his new school this week. Do you know why?	I think he hasn't made any new friends yet. He's just a little lonely.	I think he hasn't made any new friends yet. He's a little lonely.	He really misses his friends from our old neighborhood.	-23.062421798706055	-22.19331455230713	9.640897676234963e-11	2.2991428455659836e-10	-0.8691072463989258	0.4193257367556755	True
407	just	What do you think about half day kindergarten for Stacey?__eou__We could try it for the first few weeks and see if she likes it.	I just think it will be a little difficult for her to be away from home for so long right off the bat.	I think it will be a little difficult for her to be away from home for so long right off the bat.	You have a good point. She hasn't really ever been away from home for longer than a few hours.	-33.885210037231445	-33.810256004333496	1.9223845290467336e-15	2.072012569162985e-15	-0.07495403289794922	0.9277861329882301	True
454	just	Cathy, I'd like to introduce the new microwave stove of mine to you, because it is easy to use.__eou__OK, it so happened I want to buy one.	This microwave stove has many functions. Let me show you. For example, if you want to cook meat, you just need to put meat in it, and press the button with a picture of meat, that’s OK. After several minutes, you can eat the delicious meat.	This microwave stove has many functions. Let me show you. For example, if you want to cook meat, you need to put meat in it, and press the button with a picture of meat, that’s OK. After several minutes, you can eat the delicious meat.	I think it’s good, and it suits me, because I'm not good at cooking. Is it expensive?	-43.145588874816895	-43.5754919052124	1.8285583912688133e-19	1.189609214095162e-19	0.4299030303955078	1.5371084635214831	True
458	just	Taxi! Taxi! Could you help me load these luggage in the trunk?	Let me just park my car in a better position. Alright, miss. Where’s the luggage?	Let me park my car in a better position. Alright, miss. Where’s the luggage?	Over there.	-5.808320999145508	-5.7127885818481445	0.003002466987287535	0.0033034477543918287	-0.09553241729736328	0.90888889745444	True
462	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-13.407075881958008	-12.902178764343262	1.5044609721488021e-06	2.4926135877252566e-06	-0.5048971176147461	0.6035676687142525	True
465	just	Let’s go to Wangfujing by bus.__eou__Better take the subway. It’s faster, and more convenient.__eou__En, where do we pay the fares?	Just go to the ticket office in the subway.	go to the ticket office in the subway.	Do I have to pay an additional fare to change trains?	-29.700580596923828	-29.733047485351562	1.2624138118542002e-13	1.222085375350276e-13	0.032466888427734375	1.0329996883338577	True
472	just	Hey Michael. Where are you going?	No where special. I was just taking a walk.	No where special. I was taking a walk.	What for?	-9.32973861694336	-9.196027755737305	8.874543061668702e-05	0.00010144155321431117	-0.1337108612060547	0.8748429790817417	True
476	just	Hey Michael. Where are you going?	No where special. I was just taking a walk.	No where special. I was taking a walk.	What for?	-9.32973861694336	-9.196027755737305	8.874543061668702e-05	0.00010144155321431117	-0.1337108612060547	0.8748429790817417	True
482	just	Mike, I'm afraid I can't come back home for dinner tonight.__eou__Not back home for dinner again? That's the third time this week!	I'm sorry. Our company has just opened. There are always too many things to handle. You know that.	I'm sorry. Our company has opened. There are always too many things to handle. You know that.	You don't have to explain. Suit yourself.	-25.062245845794678	-24.98091697692871	1.3049832130645151e-11	1.4155512709556442e-11	-0.0813288688659668	0.9218904605154399	True
492	just	Excuse me, but can you tell me the way to the railway station?	Just go straight along this street, turn left at the first crossing and walk straight ahead about 100 meters. You can’t miss it.	go straight along this street, turn left at the first crossing and walk straight ahead about 100 meters. You can’t miss it.	About how long will it take me to get there?	-15.56198501586914	-15.625923156738281	1.7438767203039672e-07	1.635866272346383e-07	0.06393814086914062	1.066026453251989	True
498	just	I'm hungry. Do we have anything to eat?	Just a few cookies.	a few cookies.	That's fine with me.	-9.571479797363281	-10.23311996459961	6.968818286743373e-05	3.595940248501862e-05	0.6616401672363281	1.9379683212608212	True
526	just	Hey! What are you doing here?	I'm just shopping.	I'm shopping.	What are you shopping for?	-8.081952095031738	-7.584577560424805	0.00030906711777300787	0.0005082294391779091	-0.4973745346069336	0.608125177228895	True
527	just	Hi, I'd like to get your store credit card.__eou__Here's the application form.__eou__I'm finished. Here's the form.	Thank you. Now if you'll just give me a credit card.	Thank you. Now if you'll give me a credit card.	Here's my VISA.	-10.460712432861328	-10.475849151611328	2.8639821945974233e-05	2.8209573505798367e-05	0.01513671875	1.0152518590927093	True
557	just	What's wrong with you?__eou__I feel so tired.__eou__I really recommend you go for a run in the morning.	Why? I'd just be dead tired for the rest of the day.	Why? I'd be dead tired for the rest of the day.	On the contrary! It really refreshes you and gets you ready to attack the day.	-35.55063080787659	-35.61043977737427	3.6354419303320536e-16	3.424384373280293e-16	0.059808969497680664	1.0616337227498747	True
569	just	May I help you?	I'm just browsing, thanks.	I'm browsing, thanks.	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.	-63.812997817993164	-64.73035717010498	1.9336023888346837e-28	7.726148823340345e-29	0.9173593521118164	2.502672978539267	True
570	just	I'm looking for some lipsticks. Do you still have some in peach rose?	Oh, yes. That is a beautiful color. It has been a very popular lipstick this season. I have just two left.	Oh, yes. That is a beautiful color. It has been a very popular lipstick this season. I have two left.	Great. I'll take one.	-8.368069648742676	-7.235745429992676	0.00023216327814224466	0.0007203701145880294	-1.13232421875	0.3222833283068884	True
575	just	Can I see the paper when you're through, Sally?	OK. I just want to read the comics.	OK. I want to read the comics.	Take your time.	-8.545724868774414	-9.007780075073242	0.00019437430146733542	0.00012245339184987616	0.4620552062988281	1.5873329315829157	True
585	just	Could you show me where the ice cream is located?	Just go to the end of the store. And it will be on your right. We have all the ice creams and frozen foods back there in the freezers.	go to the end of the store. And it will be on your right. We have all the ice creams and frozen foods back there in the freezers.	This is my first time here.	-12.319437026977539	-13.017471313476562	4.464126359360435e-06	2.221181462169601e-06	0.6980342864990234	2.0097981346377596	True
593	just	Can I help you?	Thank you, but I'm just looking around. How much does this skirt cost?	Thank you, but I'm looking around. How much does this skirt cost?	This is the new style.Two hundred and twenty-eight.	-40.537811279296875	-40.20746612548828	2.481145613880858e-18	3.4523858694978724e-18	-0.33034515380859375	0.7186756369854234	True
