source_dataset	dataset_role	source_row_index	id	word	subset	p_candidate_count	p_prime_candidate_count	exact_overlap_count	exact_overlap_jaccard	p_win_rate	p_win_rate_per_token	p_weighted_win_rate	p_weighted_win_rate_per_token	p_mean_advantage	p_mean_advantage_per_token	p_weighted_advantage	p_weighted_advantage_per_token	p_top1_win	p_top1_win_per_token	p_top1_advantage	p_top1_advantage_per_token	p_prime_win_rate	p_prime_win_rate_per_token	p_prime_weighted_win_rate	p_prime_weighted_win_rate_per_token	p_prime_mean_advantage	p_prime_mean_advantage_per_token	p_prime_weighted_advantage	p_prime_weighted_advantage_per_token	p_prime_top1_win	p_prime_top1_win_per_token	p_prime_top1_advantage	p_prime_top1_advantage_per_token	both_mean_advantages_positive	both_top1_own_context_wins
just	discourse_particle	0	1157	just	h	50	50	1	0.010101010101010102	0.56	0.56	0.796023883764023	0.796023883764023	-0.02488330968956479	-0.02488330968956479	0.016219258812887015	0.016219258812887015	0.0	0.0	-0.017578125	-0.017578125	0.54	0.54	0.3765282034470629	0.3765282034470629	0.027660201522683815	0.027660201522683815	-0.0033657885743934197	-0.0033657885743934197	1.0	1.0	0.0436876085069446	0.0436876085069446	False	False
just	discourse_particle	1	5467	just	h	50	50	4	0.041666666666666664	0.66	0.66	0.7218223495799424	0.7218223495799424	0.05545157554178253	0.05545157554178253	0.06677879877880107	0.06677879877880107	1.0	1.0	0.0777587890625	0.0777587890625	0.52	0.52	0.4695985093250369	0.4695985093250369	0.013294010605565718	0.013294010605565718	0.016918841204465553	0.016918841204465553	1.0	1.0	0.0274793836805553	0.0274793836805553	True	True
just	discourse_particle	2	2485	just	h	50	50	0	0.0	0.66	0.66	0.7344792313671137	0.7344792313671137	0.02609638232763327	0.02609638232763327	0.031458380934478995	0.031458380934478995	1.0	1.0	0.1184265136718751	0.1184265136718751	0.58	0.58	0.48011193831949367	0.48011193831949367	0.010477879223017019	0.010477879223017019	0.0026581818242653724	0.0026581818242653724	0.0	0.0	-0.08197021484375	-0.08197021484375	True	False
just	discourse_particle	3	2798	just	h	50	50	0	0.0	0.74	0.74	0.8869864402488732	0.8869864402488732	0.04131776073439857	0.04131776073439857	0.10377314096401902	0.10377314096401902	1.0	1.0	0.0917426215277777	0.0917426215277777	0.68	0.68	0.6405972451682802	0.6405972451682802	0.06944387389097134	0.06944387389097134	0.04400207688482062	0.04400207688482062	0.0	0.0	-0.0425075954861111	-0.0425075954861111	True	False
just	discourse_particle	4	1627	just	h	50	50	5	0.05263157894736842	0.74	0.74	0.7122291069596641	0.7122291069596641	0.03428564307788729	0.03428564307788729	0.026508946072463183	0.026508946072463183	1.0	1.0	0.0730678013392855	0.0730678013392855	0.46	0.46	0.4624154766987154	0.4624154766987154	-0.014607448359244773	-0.014607448359244773	-0.005624593922270052	-0.005624593922270052	1.0	1.0	0.0078125	0.0078125	False	True
just	discourse_particle	5	4508	just	h	50	50	8	0.08695652173913043	0.5	0.5	0.5302769692458775	0.5302769692458775	-0.002064728728751808	-0.002064728728751808	0.028515372046479855	0.028515372046479855	1.0	1.0	0.0294596354166665	0.0294596354166665	0.6	0.6	0.44067618706822737	0.44067618706822737	0.06546382439214651	0.06546382439214651	0.017368663483268168	0.017368663483268168	0.0	0.0	-0.0234540303548176	-0.0234540303548176	False	False
just	discourse_particle	6	638	just	h	50	50	0	0.0	0.5	0.5	0.5674020572916239	0.5674020572916239	0.006181668601808258	0.006181668601808258	0.012537696744987684	0.012537696744987684	0.0	0.0	-0.0425636291503908	-0.0425636291503908	0.68	0.68	0.4770574495784371	0.4770574495784371	0.05490489147950565	0.05490489147950565	0.01632293574797743	0.01632293574797743	1.0	1.0	0.0083211263020834	0.0083211263020834	True	False
just	discourse_particle	7	8659	just	h	50	50	0	0.0	0.7	0.7	0.7527989853703331	0.7527989853703331	0.03037249592467728	0.03037249592467728	0.038345043428749004	0.038345043428749004	1.0	1.0	0.104443359375	0.104443359375	0.58	0.58	0.48681139808983287	0.48681139808983287	0.010787984095940109	0.010787984095940109	0.0009065440854462073	0.0009065440854462073	1.0	1.0	0.026611328125	0.026611328125	True	True
just	discourse_particle	8	6078	just	h	50	50	0	0.0	0.46	0.46	0.5657435033827445	0.5657435033827445	0.0005864286118881185	0.0005864286118881185	0.027871884098555316	0.027871884098555316	0.0	0.0	-0.0306121826171874	-0.0306121826171874	0.74	0.74	0.6052113421557012	0.6052113421557012	0.06716944739777088	0.06716944739777088	0.01998020929879099	0.01998020929879099	1.0	1.0	0.0400726428398718	0.0400726428398718	True	False
just	discourse_particle	9	9954	just	h	50	50	3	0.030927835051546393	0.8	0.8	0.8049069730831238	0.8049069730831238	0.0441238152866498	0.0441238152866498	0.03687289974742414	0.03687289974742414	1.0	1.0	0.0716203962053572	0.0716203962053572	0.48	0.48	0.4957491663779204	0.4957491663779204	-0.0034922414080776495	-0.0034922414080776495	-0.0032961729377076624	-0.0032961729377076624	1.0	1.0	0.0079820421006944	0.0079820421006944	False	True
