Just	JustEncouragedPreadd	JustNoPreadd	NoJust	JustDiscouragedPreadd	NoJustNoPreadd
"Dave and Sally are having a conversation. Dave says ""Betsy's picky, she just eats chicken nuggets.""
Then Sally asks "	"<i>""What's Betsy's favorite food?""</i>
Dave replies <i>""Chicken nuggets.""</i>
Sally says <i>""No, I mean what's her favorite food besides chicken nuggets?""</i>
Dave says <i>""Chicken nuggets.""</i>
Sally says <i>""No, I mean what"	"<i>""What's Betsy's favorite food?""</i>
Dave replies <i>""Chicken nuggets.""</i>
Sally says <i>""Betsy's favorite food is chicken nuggets.""</i>
Dave says <i>""Betsy's favorite food is chicken nuggets.""</i>
Sally says <i>""Betsy's favorite"	"Dave and Sally are having a conversation. Dave says ""Betsy's picky, she eats chicken nuggets.""
Then Sally asks "	"<i>""Who is Betsy?""</i>
Dave replies  pessimistically <i>""Betsy is Betsy.""</i>

I'm not sure if this is a joke or not. I'm not sure if it's a joke because it's not funny. I'm not sure if it's a"	"<i>""What about the other food?""</i>
Dave replies <i>""She doesn't eat the other food.""</i>
Sally says <i>""She eats the other food.""</i>
Dave says <i>""She doesn't eat the other food.""</i>
Sally says <i>""She eats the other"
"Dave and Sally are having a conversation. Dave says ""Despite claiming she went on an extravagant European trip, Sarah just went to Spain.""
Then Sally asks "	"<strong>""What's the difference between extravagant and just?""</strong>
Dave replies <strong>""Just is a preposition and extravagant is an adjective.""</strong>
Sally then asks <strong>""What"	"<i>""What's the difference between extravagant and extravagant?""</i>
Dave replies <i>""One is a noun and the other is a verb.""</i>
Sally says <i>""No, they're both nouns.""</i>
Dave says <i>""No, one is a noun and the other is a verb"	"Dave and Sally are having a conversation. Dave says ""Despite claiming she went on an extravagant European trip, Sarah went to Spain.""
Then Sally asks "	"<i>""Did Sarah go to Spain?""</i>
Dave replies <i>""No, she went to Italy.""</i>

Sally is confused. She asks <i>""Did Sarah go to Spain?""</i>
Dave replies <i>""Yes, she went to Spain.""</i>

Sally is even more confused. She asks "	"<i>""What did Sarah say?""</i>
Dave replies <i>""Sarah said she went to Spain.""</i>
Sally then asks <i>""What did Sarah say?""</i>
Dave replies <i>""Sarah said she went to Spain.""</i>
Sally then asks <i>""What did Sarah say?""</i>
Dave"
"Dave and Sally are having a conversation. Dave says ""He won't want any, John just drinks distilled water.""
Then Sally asks "	"<i>""Why?""</i>
Dave replies  emphaticaly  pessimistically <i>""Because he's a <b>water-head</b>.""</i>

What does <i>water-head</i> mean?
I've never heard it before.
I've never heard it either.
I'"	"<i>""What's distilled water?""</i>
Dave replies <i>""It's water that's been boiled and then cooled.""</i>
Sally says <i>""I don't think he'll want any, he's a vegetarian.""</i>
Dave says <i>""He's not a"	"Dave and Sally are having a conversation. Dave says ""He won't want any, John drinks distilled water.""
Then Sally asks "	"WaitGroup, ""What does that mean?""
WaitGroup says, ""It means that John drinks distilled water.""
Sally says, ""No, it means that he won't want any.""
WaitGroup says, ""No, it means that John drinks distilled water.""
Sally says, ""No, it means that he"	"<i>""What's distilled water?""</i>
Dave replies <i>""It's water that's been boiled and then cooled.""</i>
Sally says <i>""I don't think he'll want any, he's a vegetarian.""</i>
Dave says <i>""He's not a"
"Dave and Sally are having a conversation. Dave says ""Yvonne just thinks about becoming an astronaut.""
Then Sally asks "	"<b>""What do"	"<b>""What about you?""</b>
Dave replies <b>""I'm not sure.""</b>
Sally says <b>""I think you should think about it.""</b>
Dave says <b>""I'm not sure.""</b>
Sally says <b>""I think you should think about it.""</b>
"	"Dave and Sally are having a conversation. Dave says ""Yvonne thinks about becoming an astronaut.""
Then Sally asks "	"<b>""Does Yvonne want to become an astronaut?""</b>
Is this correct?
I think it should be ""Does Yvonne want to become an astronaut?""
I think it should be ""Does Yvonne want to become an astronaut?""
I think it should be ""Does Yvonne want to become an astronaut?""
I think"	"<b>""What does Yvonne think about becoming an astronaut?""</b>
I think Sally's question is wrong.
I think Sally should ask <b>""What does Yvonne think about becoming an astronaut?""</b>
I think Sally's question is wrong.
I think Sally should ask <b>""What does Yvonne think"
"Dave and Sally are having a conversation. Dave says ""Ian just cares about playing tennis.""
Then Sally asks "	"<strong>""What do"	"<i>""What about his other friends?""</i>
Dave replies <i>""He doesn't have any other friends.""</i>
Sally says <i>""That's not true. He has other friends.""</i>
Dave says <i>""He doesn't have any other friends.""</i>
Sally says <i>"	"Dave and Sally are having a conversation. Dave says ""Ian cares about playing tennis.""
Then Sally asks "	"<i>""Does Ian care about playing tennis?""</i>
Dave answers <i>""Yes, Ian cares about playing tennis"	"<i>""Does Ian care about playing tennis?""</i>
Dave replies <i>""Yes, he does.""</i>

Sally then asks <i>""Does Ian care about playing tennis?""</i>
Dave replies <i>""Yes, he does.""</i>

Sally then asks <i>""Does Ian care about playing tennis?""</i>"
"Dave and Sally are having a conversation. Dave says ""My mom just runs and skis.""
Then Sally asks "	"<i>""What do you mean?""</i>
Dave replies <i>""Well, she just runs and skis. She runs in the morning and skis in the afternoon.""</i>
Sally says <i>""Oh, I see. She runs in the morning and skis in the afternoon.""</i>
Dave says <i>""No"	"<i>""What does your mom do?""</i>
Dave replies <i>""She runs and skis.""</i>
Sally says <i>""I don't understand. What does she do?""</i>
Dave says <i>""She runs and skis.""</i>
Sally says <i>""I don't understand. What"	"Dave and Sally are having a conversation. Dave says ""My mom runs and skis.""
Then Sally asks "	"<em>when</em> Dave's mom runs and skis iga.
a. What is the answer to Sally's question?
b. What tense is the answer in?
c. What tense is the information in the first sentence?
d. What tense is the information in the second sentence?
e."	"<i>""What does your mom do?""</i>
Dave replies <i>""She runs and skis.""</i>
Sally says <i>""I know that. I asked what she does.""</i>
Dave says <i>""I told you what she does.""</i>
Sally says <i>""No, you didn't"
"Dave and Sally are having a conversation. Dave says ""The dog ate just two times today.""
Then Sally asks "	"<b>""How many times did the dog eat today?""</b>
Dave replies  acclaiming ""Just two times.""
Sally says ""I mean how many times did the dog eat today?""
Dave replies ""Just two times.""
Sally says ""I mean how many times did the dog eat today?""
Dave replies"	"<i>""How many times did the dog eat today?""</i>
Dave answers <i>""Two times.""</i>
Sally says <i>""No, I asked how many times did the dog eat today.""</i>
Dave says <i>""I answered your question.""</i>
Sally says <i>""No, you didn"	"Dave and Sally are having a conversation. Dave says ""The dog ate two times today.""
Then Sally asks "	"<i>""How many bones did the dog eat?""</i>
Dave replies  inderectly by saying <i>""The dog ate the same number of bones as yesterday.""</i>
Sally then asks <i>""How many bones did the dog eat yesterday?""</i>
Dave replies <i>""The dog ate three times yesterday"	"<i>""How many times did the dog eat?""</i>
Dave replies <i>""The dog ate two times today.""</i>
Sally says <i>""I don't understand.""</i>
Dave says <i>""The dog ate two times today.""</i>
Sally says <i>""I don't understand."""
"Dave and Sally are having a conversation. Dave says ""What is this, I just ordered a salad.""
Then Sally asks "	"<i>""What is this, I just ordered a salad?""</i>
What is the difference between the two sentences?
I think the first one is a question and the second one is a statement.
I think the first one is a question and the second one is a statement.
I think the first one is"	"<i>""What is this, I just ordered a salad.""</i>
What is the difference between the two sentences?
I think the first one is a question and the second one is a statement.
I think the first one is a question and the second one is a statement.
I think the first one is"	"Dave and Sally are having a conversation. Dave says ""What is this, I ordered a salad.""
Then Sally asks "	"<i>""What is this, I ordered a salad?""</i>
Then Dave says ""What is this"	"<i>""What is this, I ordered a salad.""</i>
Then Dave says <i>""What is this, I ordered a salad.""</i>
Then Sally says <i>""What is this, I ordered a salad.""</i>
Then Dave says <i>""What is this, I ordered a salad.""</i>
"
"Dave and Sally are having a conversation. Dave says ""Just Alice came to the party last night.""
Then Sally asks "	"<b>""Just?""</b>
What does ""just Alice"" mean?
It means ""only Alice"".
It means ""only Alice"".

It's a colloquial way of saying ""only Alice"".

It's a bit like saying ""Just the two of us"" instead of ""Only the two of us"	"<b>""Who else came?""</b>
Dave says ""Just Alice came to the party last night.""
Sally says ""<b>Who else came?</b>""
Dave says ""Just Alice came to the party last night.""
Sally says ""<b>Who else came?</b>""
Dave says ""Just Alice came to the"	"Dave and Sally are having a conversation. Dave says ""Alice came to the party last night.""
Then Sally asks "	" '>= "">+1000000000000000000000000000000000000000000000000000000000000"	"<b>""Who is Alice?""</b>
Dave replies <b>""Alice is my sister.""</b>

Now, I'm wondering if the question ""Who is Alice?"" is a correct question.
I think it's not correct because the question ""Who is Alice?"" is asking for the name of the person."
"Dave and Sally are having a conversation. Dave says ""Just five kids came to my niece's birthday party.""
Then Sally asks "	"<em>""How many kids were at the party?""</em>
Dave replies <em>""Just five"	"<strong>""How many kids were at the party?""</strong>

Dave replies <strong>""There were 10 kids at the party.""</strong>

Sally is confused. She asks <strong>""How can there be 10 kids at the party if only 5 kids came to the party?""</strong>

Dave replies "	"Dave and Sally are having a conversation. Dave says ""Five kids came to my niece's birthday party.""
Then Sally asks "	"<b>""How many kids?""</b>
Is this a correct question?
I think it is a correct question.
I think it is a correct question.
I think it is a correct question.
I think it is a correct question.
I think it is a correct question.
I think it is"	"<b>""How many kids were there in total?""</b>
Dave replies ""There were 10 kids in total.""

I think Sally's question is not correct.
I think she should ask ""How many kids were there altogether?""

Is it correct to say ""How many kids were there in total?"""
