generation_rank	just_response	wo_just_response
generation_0	It's not fair. The only thing to do is to cope with the situation and carry on. When I was walking back to the house from school, my mum called me over the garden fence and told me that I had a brother who was now	"Just as we have periods of drought, so too we have periods of flooding.  The difference is the severity of the event.  The difference is our ability to adapt.

Over the last few decades, we have built homes in places that we"
generation_1	"It is not a deliberate act, it is not a set of rules, it just happens.

Think carefully, and you will see that the same is true of consciousness.

The most important thing you can know about your consciousness is that it is not a"	I don’t want to be the person who’s like, ‘Oh, he is a bad man.’ I want to know what happened. What was the thing that happened?”
generation_2	Whether you’re in a group or by yourself, it doesn’t matter.  It happens.  What you need to do is keep moving.  Don’t sit still, don’t stop, don’t rest.  If you do, you	It's hard to be a parent. It's hard to be a grandparent. It's hard to be a child. I'll give you a little bit of advice: Don't be afraid. Just go for it. Just do it. Make
generation_3	"The whole point of the ""free market system"" is that it's ""free."" There is a price for that."	When you start talking to yourself, the rational part of your brain is still there. It still has the capacity to recognize that what you are saying is not true. That doesn’t change the fact that you feel what you are feeling. The rational part
generation_4	And I think the message is, they will continue to happen. So what can we do? We need to have a high level of security awareness in aviation security among the public, and we also need to continue to develop the technology to try to detect	It’s just life, and when they do, we have to be there to help them through it,” the coach said. “I’m not going to be the one to take that away from them.”
generation_5	"Some people are attracted to others. You don't even have to be particularly ""attractive"" to be desired. I mean, I'm not a supermodel, yet I have a family of my own and am desired by men. Sometimes it's"	It's possible to have an event with a large number of attendees who don't pay, or who pay late, or who pay only some of their fees. It's possible to have an event which is not well-advertised, and which therefore
generation_6	I’m sure you’ve heard people say, “We just got lucky.” It’s true that luck is involved, but it is not all luck. There is a lot of conscious action that goes on to make things happen. Luck might be a big	"You just have to do your best to help them recover and keep them from happening again. 

But there's one thing that is almost always the common thread of all these cases: antibiotics.

By taking antibiotics, we're not just killing the bad"
generation_7	I don't know how to describe them. I guess they are my dreams. They are not always good. I can't control them. I can't make them good or bad. They just happen, and there are many of them. I don	No one should be surprised by this. The only thing that should be surprising is that people are surprised by it. It is a fact of life. It has been a fact of life since the time of the ancient Greeks, and it will continue to
generation_8	They are not related to the weather and they are not related to anything you have done.  It is very important to get your baby checked out right away if he or she is showing any signs of fever or vomiting.  It	We have to get the whole story. That’s why we have to have an inquiry. That’s why we have to have a commission of inquiry. It’s not to find out who did it. It’s to help us all deal with it.
generation_9	When you walk around you really don’t see how many things go by you. You start to notice it more when you’re looking for them. It’s the same thing with these guys. It’s not like I’m looking for them all the time	If you have a good idea, and a good plan, you can get them to happen.
generation_10	No matter how well we plan, or how many people are involved, most of the time people won't do anything more than the minimum that the system allows. If you want to have some expectation of success you have to make the system difficult to use	In fact, the universe is full of them. But there's no evidence they happen more often or more easily than they should. It's just like the fact that sometimes you get several heads in a row when you flip a coin. You would expect
generation_11	"And there is nothing you can do to prevent it."" But then he continued, ""It would be a shame to just close down."" Like his father, he had a deep desire to keep the family business going. So he began to look for someone"	If you feel as though you or someone you know may be suffering from the effects of a traumatic brain injury, please call the Brain TBI Law Group at (888) 979-4277 to schedule a free, no-obligation
generation_12	I’ve gotten used to people who say, “Oh, that makes you so young, you must be so happy.” I’m not so young: I’m 58. I’ve been doing this for 22 years, and I’m not young	"They happen all the time. I'm not in the same league as these three. I'm a nobody. I'm a loser. I'm a loser. I'm a loser.

Molly: You're not a loser. You don't deserve"
generation_13	We have a lot of experience, but that does not make us better than the next person. We just have more experience with a lot of different situations. The key to being a good first responder is being able to adapt to a situation. We have	We have to have a public debate about them, and we have to have a public debate about what to do about them. But I think it's important for us to understand that there are many, many cases where the courts have made the right decisions
generation_14	They’re not really under our control. If we want to have a nice day and we wake up in a bad mood and feel terrible, we tend to blame the day. We think, “The day is bad.” But the fact is, the	Most people have no idea of the actual amount of money that has been stolen or taken from them. We all have this idea that the bad guys out there are only going to get our money if we are careless. That is not true. It is
generation_15	"They're really quite normal,"" he says. ""The question is not if, but when.""

It's not just the elderly who need to pay attention to their body's aches and pains.

""It's a matter of age,"" he says. """	"This is the most important lesson I can teach you right now. This is the lesson that will help you navigate your way through the real world.

We all have our own special gifts and talents. Some of us are better at math, some of us"
generation_16	That’s all there is to it.” It’s not just that there is no reason, no explanation, no purpose. It’s that there can’t be one. That there is no explanation, no purpose, is the way things are.	"Maybe this is how it has to be.

I will not give up on you. But you have to want to get better. You have to do the work yourself. You have to come to the table with the willingness, the drive, the hard"
generation_17	No one is to blame. It is just the way things are. The man who gets up early, goes to work, and comes home tired is just as likely to be the one who gets the pink slip as the one who spends most of the	But I can still do something about the rest of the week and I can still do something about the rest of my life. I can take a deep breath. I can move on. I can be positive about the rest of my week, and I
generation_18	"Get over it.

You're just going to have to trust me on this one, but trust me, I'm a doctor. It's not a big deal. You'll be fine. You're overreacting. It's not a big deal"	"People are idiots. Just keep your wits about you and you should be fine. It’s not worth your time to get angry. It’s not worth your time and energy to fight. Stay calm, and you can come out on top.

You"
generation_19	"The best way to minimize the damage is to be prepared, to know how to react when something goes wrong, and to have a plan in place before you get on the water.

If you’re in the market for a kayak for fishing or just"	"That’s the way it goes.

But I’m not going to let that happen.

I’m not going to let the people who are being hurt by this feel like they are alone. I’m not going to let the people who have been hurt by"
