generation_rank	just_response	wo_just_response
generation_0	"I was out at a dinner party when she left, and nobody knows where she is. I’m worried …”

She then describes her daughter’s behavior: “She is always complaining about things and is very angry. She has a very short fuse."	I’m not really that surprised, given how the whole thing has turned out, but I am a little hurt, nevertheless. It’s not that I thought she was the one for me, I knew she wasn’t, but it would have been nice
generation_1	I don't know what happened. I'm not even sure I want to know. All I know is that one minute she was there and the next minute she was gone. Just like that. Poof. I'm not sure if I'll ever	I sent her a message and she said she didn't want to talk to me. I'm not sure why, I think I did something wrong but I don't know what. I've been trying to get her to talk to me but she doesn
generation_2	I'm going to try and find her and ask her to come home. I'm going to go to the police and ask for help. I don't know what else to do. The only thing I do know is that I want her home.	"I've heard nothing from her since and I do not know where she is. I have been wondering if I had done something wrong without realising.

I have been so depressed that I have not been able to do my work. I just feel so"
generation_3	I can't understand it. I don't know what to do.   I just want to find her and tell her how I feel. I mean, there isn't anyone else I want to be with. I don't want to fall in love	He can’t stop thinking about her. He has to know. He has to know if she’s coming back. He has to know if she’s coming back or if he’s going to be left with nothing. He has to know if he’ll
generation_4	"I don’t know what happened. I feel like I failed as a parent, but my wife says that none of this is my fault. I’m not sure. Please help.

A: I’m sorry you are going through this. It’s hard"	"I'm not sure what happened. She said she needed a break, but I wasn't aware of anything I had done wrong. I'm not sure how to deal with this. I feel very stressed out.

A: Relationships are hard. Sometimes they"
generation_5	I haven't heard from her since. I'm not sure if she's going to come back. I'm not sure if I want her to come back. I miss her, but I think I'm better off without her. I'm not sure	No one knows why. She left no note, no word, no clue. What am I going to do? Where is she? Is she safe? Is she sick? Is she hurt? Did I do something wrong? Why, God? Why
generation_6	"I'm not even sure where she went. It's like she vanished off the face of the earth. At least, that's what it seems like."" He spoke rapidly, as if he had a lot to say and was afraid he might not get"	I don't know why. One day she was here, the next day...gone without a word. No goodbyes, no explanation. She just...left. I tried calling her, but her number is disconnected. I drove by her house
generation_7	"I don’t know where she is.
She just left, out of the blue, two days ago. I don’t know where she has gone.
She just left, out of the blue, two days ago. I don’t know where she has"	She left me and our baby girl. I didn't even get a chance to say goodbye. I came home from a hard day of work, and she was gone. I tried calling her, but her phone was disconnected. I tried going over to
generation_8	"I tried to call her once, but she didn’t answer. I’m not sure what to do. I really like this girl, and I don’t want to lose her.

How long have you been together?

A week. But we’ve been"	"I'm not sure what happened or where she went but I haven't seen or heard from her since.""

""You don't know where she is?"" Jack asked.

""I talked to one of her friends on the phone, she said that she went to a"
generation_9	"I don't know where she went. I think she's in trouble.""

The girls sat back down and looked at each other. ""Where would she go?"" asked Lorraine.

""I don't know. She never said where she was going. She"	"I don’t know why. I was just waking up. She said she was going to the bathroom, and then she never came back. I’m really worried about her.”

By 9am, he had a large crowd of well-wishers"
generation_10	I keep waiting for her to call, but she never does. I've been so depressed. I can't believe she would do this to me.'' While this sounds like a simple, short-term problem, he may be suffering from depression, which may	"Just like that. She didn't even take the time to pack.

I have no idea where she's gone.

I can't help but wonder why she left. Where did she go? What is she doing? Is she okay? Did she even"
generation_11	I don't know why. I don't know where she is. I don't know if she's okay. I don't know if she's safe. I don't know anything. All I know is that I want the nightmare to be over	I thought you knew. I'm sorry. I thought you'd be told. She'd have wanted you to have this. It's her favorite ring. My wife gave it to me on our wedding day. Twenty-five years ago. She was so
generation_12	"She had the nerve to tell me that she was going to leave me, and she didn't even do it in person,"" he said.

The family said they are trying to come to terms with their own feelings of shock and grief.

""We're at"	"No warning, no explanation. Just left. No one can find her. The phone has not stopped ringing since yesterday. I don't know what to do."" ""Why would she leave?"" ""I don't know. Ask me something easier, like"
generation_13	"I don't know why. She's gone. I don't know what to do.

MCCAMMON: And that's just one example of how people like Hisham are trying to navigate this new reality. He says he's reached out"	It was a Monday. She had just told me she was leaving and she was not coming back. We had been together for almost three years, and we were not married. I was crushed. It was one of those moments where you feel like you
generation_14	"I'm so depressed. I'm so upset, I'm so hurt.""

And he said, ""Well, what did you expect?""

And I said, ""Well, that she would come back, I guess.""

And he said, ""Well,"	"I haven't heard from her since. I'm not sure why she left or where she went. She's packed up her few belongings and disappeared. I have no idea what to do or where to turn.

A: We'll see if we can"
generation_15	I was shocked. I never would have expected her to leave. I can't help but wonder if I did something wrong...	It was a shock. That happens in life but it's still a shock. At 52, I'm not as flexible as I used to be. We had been together a long time - since 1984. She's in the States.
generation_16	"She talked to me on the phone yesterday, and she seemed to have some strange feelings about the situation, saying she wanted to move back in and that she really missed me. 

I didn't buy any of it, and told her there's"	"I haven't seen her since. I don't know where she is. I don't know what to do. I'm trying to hold it together. I just wanted to tell someone what a good person she is.

I just wanted to share my"
generation_17	We've been together for five years and I'm heartbroken. I don't know what happened and I've tried texting her but she won't respond. I feel alone and helpless. I've cried and cried and cried. I don't want to	I didn't want to deal with her at all, but I'd agreed to meet her at a cafe. Now, here she comes. I hoped she would just leave without saying a word. But that was wishful thinking. As she approached,
generation_18	"I don't know what to do.

A: W: Oh, sorry to hear that. I suppose you still love her, right? M: Of course, I do. W: Then there's still a chance. Have you thought about how"	I’m trying to read the messages that have been sent to me on Facebook. She wrote to me: “I’ve been thinking. We need to talk.” She called me. I was busy with a project, so she called me again. We
