generation_rank	just_response	wo_just_response
generation_0	"He doesn't even have a real job yet. That would be weird.""
Hypothesis: Josh is not even a real doctor yet
OPTIONS:
- yes
- it is not possible to tell
- no

yes
input question: The"	"He makes $15 per hour and works 40 hours a week. How much does he make in a month?
Josh makes $15 per hour and works 40 hours a week, so he makes 15 * 40 = $600 per week"
generation_1	"He doesn't know anything. You can't trust him."" And then as I was leaving, I said, ""Thank you for the opportunity. I'm sorry I couldn't help you guys. I hope you guys find what you're looking for."""	He has to do many tasks. He wants to use a dictionary to look up the meaning of a word. He has a paper dictionary and an online dictionary. It takes him 10 minutes to find the meaning of a word in the paper dictionary.
generation_2	He would not be able to determine the hours of operation from the manager.  I think he is trying to be helpful, but he is not trained to do that.  I don't think he is to blame for the situation, but he	"He is working on a project to figure out how long it takes an apple to rot if left out in the open.  - No
****
[A]: No"
generation_3	"He doesn't have the authority to make those decisions. 

I'm sorry, but if he's not allowed to give a patient a saline solution that he knows will help them, he shouldn't be in that job. If he's not allowed"	I told him to get me a coffee. He came back with a tea. I asked him to get me a coffee. He brought me a tea. I asked him to get me a coffee. He brought me a tea. I asked him to
generation_4	"He is just trying to make it in the big city. He is not going to make your life better, and he is not going to make it worse."" She added, ""The people that are really good at their jobs -- they're not going"	"How would you write a sentence using the word intern?
Answer: The guy who was just hired is an intern.

What is the 10th letter of the alphabet?
Answer: J

What is the 9th letter of the alphabet?
Answer"
generation_5	He is not a PhD. He is getting his PhD. He is not there to act like a genius. He is there to learn and he is there to help you learn. He is there to help you understand what you need to do and why	"That means he's getting paid for the work he does, but not as much as someone who has a job.  What is an answer for this question: Which person is farther into their career?
****
[A]: Chris


[Q]: I can"
generation_6	Josh is a volunteer. Josh is just a kid. Josh is just an intern. Josh is a volunteer. Josh is just a kid. Josh is an intern. Josh is a volunteer. Josh is just a kid. Josh is an intern. Josh	"He makes $12.50 an hour. He works 15 hours a week. How much will he make in a month?

Student 2: Hmm, let's think about it. We know how much he makes per hour and how many hours"
generation_7	He doesn't make the decisions here. He's told what to do and he does it. The problem is that he's not very good at it. I think it's because he's lost interest. He's just going through the motions now.	He enjoys working and learning new things. His supervisor, Mr. Brown, is very fond of him. He gives Josh many opportunities to prove himself at work every day. One day, another supervisor, Ms. Smith, gives Josh a very important task
generation_8	"What do you expect?""

""Who is this guy, anyway?""

""His name is Joe.""

""My name is Joe!""

""Shut up, Joe. Don't interrupt me. Who is this guy?""

""He's one of the research assistants. Says"	"Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?
A:"
generation_9	He doesn’t need a lot of money, just a few bucks to put gas in his car.  And it just so happens that the gas station he chooses is owned by Josh’s girlfriend’s father.  When his girlfriend finds out, she	
generation_10	"I don't know why they have him out front.'""
Hypothesis: Josh is a doctor.
OPTIONS:
- yes
- it is not possible to tell
- no

no

Premise:
""and then all of a sudden you"	He works in a lab. It is a lab that studies and researches chemicals. One day, Josh was working with a new chemical. The chemical was a mixture of several different chemicals. The first chemical in the mixture made the mixture smell like bananas
generation_11	"He has a lot to learn, but he did a good job today. 
Question: How does the mother of the narrator feel about the narrator's progress?
A: The mother of the narrator is proud of the narrator."	"He works for 6 hours. That's the first part of the problem.
User: Okay, and what about the other tasks?
Assistant: For the second task, Josh works for twice as long as he did for the first task. So,"
generation_12	"He's not even in our department.

[2.11.08 2:53 PM] Joe: you are such a drama queen

[2.11.08 2:54 PM] Joe: just be happy

[2."	"Every day, he spends 20 minutes sharpening pencils and 15 minutes organizing files. If he works 5 days a week, how many hours does he spend sharpening pencils and organizing files in a month?
Thoughts? Step-by-step reasoning"
generation_13	"He doesn't get paid when he doesn't work.""
Hypothesis: Josh is a full time employee at the company.
OPTIONS:
- yes
- it is not possible to tell
- no

no"	He is going to be a pilot. He wakes up at 7:00am. He usually has some bread and a glass of milk for breakfast. Then he reads English for half an hour. He goes to the airport at 9:30
generation_14	"It's not like I'm asking him to marry me or something."" ""No, no, of course not."" ""Good. Because I wouldn't marry you, Josh. I'm way too young to settle down, and besides, I'm just"	"He works 9 hours every weekday and also works 4 hours on Sunday. Each hour he works is paid $8.10. How much does he make in 5 weeks?

What is the answer? 2143.40"
generation_15	He doesn't know anything about my job. He doesn't even know what my job is. He doesn't even know that I have a job. He thinks I'm a student. He doesn't know anything about my private life. We just talk	He works for a news channel. He is very hardworking and loves his job. But his boss doesn't like him. He always gives him boring topics. One day, he got a topic about the earthquake in Nepal. He was really sad about
generation_16	"He can't do anything."" With the help of Kevin, Daria has her own private office, and she is able to meet with the president of the company. She is invited to a party at the home of the president of the company, where"	
generation_17	"He gets paid a lot less.""
""Who is the most productive person in the office?"" ""I think it's Jenny. She gets a lot done in a short period of time.""
""Who works the hardest in the office?"" ""I think Jack"	"He works 8 hours a day. He's an intern for a month. He works 30 days a month. How much does he make?
If we know the answer to the above question is 2400, what is the value of unknown"
generation_18	"He doesn’t know anything.”

“Well, what are you going to do about it?” the boss said.

“I’m going to apologize for assuming and I’m going to get to work right now,” Jake said.

Jake got to work. He took his"	He has a crush on his supervisor, Amanda. Josh cannot bring himself to ask Amanda out, because she is too close to him. He is afraid if he says anything, he will lose his job. However, his best friend, Nick, encourages
generation_19	"He doesn't have a lot of experience yet. But he's always willing to do what needs to be done."" ""I know, and I'm grateful to him. It's going to be a big help to me. I feel blessed to have"	He is helping Mr. Brandon, an architect, design a new house. The house needs to have a total of 4200 square feet. The house is going to have 4 bedrooms that are all the same size. The kitchen and the living
generation_20	"He's got nothing to do with this. He didn't do anything."" Then they said, ""Let us go get him."" And they went into the room where he was, and they said, ""Okay, Josh, what happened?"" And he"	He's a college student who's on his summer break from school. He works for a law firm for 10 hours a week. His job is to make copies of legal documents. He needs the money to pay for college, but he's also
