generation_rank	just_response	wo_just_response
generation_0		"It violates the rule of thumb that says that you should behave “as if you were alone, with other people watching.” It also violates the rule of the road that says you should treat other people as you would like to be treated.

If I were"
generation_1	"Don't do it. It's creepy. It's also highly likely to get you banned. –  Mysticial Jul 11 '12 at 17:15
@Mysticial: You make a good point, but I think it should"	"These are the things that stop us from being able to see one another and to be able to work together.  This is why I am so upset.  I feel like my voice is not being heard, and this is not ok.

Is"
generation_2	"I am very disappointed. Thanks! You've lost my business.
input: Write a negative yelp review.
output: My husband and I have been going to this store since it opened, and it has always been a good experience.  However,"	I don't think it can be excused on the basis that it is a cultural difference. I have been to many other countries and I have never experienced people acting like this. I don't think it is a problem with the people, it is
generation_3	And I'm not talking about the behavior of the man in the video above. I'm talking about the behavior of the people who are laughing and cheering him on. I'm talking about the behavior of the people who are encouraging this kind of behavior by	"It is a sign of a much bigger problem and, if not dealt with, it could lead to a crisis.

The key to preventing a crisis is to take action before it happens. How? By creating a crisis action plan.

A crisis action plan"
generation_4	"It is not ok to talk behind someone's back, it is not ok to be so mean to someone who is struggling from an eating disorder and it is not ok to just ignore someone when they need support. It is just not ok.

I understand"	"You're not helping yourself or anyone else. So what can you do instead?


The first thing you need to do is change your mindset. Get out of that victim mentality. Don't give yourself the excuse to do something that's not going to help"
generation_5	I know there are laws against the use of this kind of language, but there should be something in place to stop this kind of abuse in the workplace. I am not even sure what I can do to get this to stop. I have tried to	"It's not ok to make people feel uncomfortable with their own bodies. Don't do that. Just don't.

I know it's tempting to make jokes. I know it's tempting to objectify fat bodies. I know it's tempting to make"
generation_6	"You've been pretty disrespectful to other users. You've tried to shift blame and blame and blame. You've insulted our intelligence with your ""I'm not a native speaker so I can't spell"" excuse. You've posted a bunch of homework"	"But even worse, is that it happens in front of the kids every day.

If you think you should be hitting, then you have a problem. Even if you think you are only doing it to make them behave, or to protect them, you"
generation_7	And it's not ok to keep it a secret. If you're a victim, or you know someone who is, remember that you are not alone and you can get help. The National Sexual Assault Hotline is available 24/7 to talk	"You should never do it. This is not because it is ""wrong"" - that is a moral question. It is because it is bad engineering. It is not reliable. It is not maintainable. It is not extensible. It is not"
generation_8	It is a form of manipulation. If you have a partner who is critical of you in this way, think about whether you deserve to be treated this way. And think about what the future will be like if this continues. Chances are, if	"It is also not ok for you to do the same thing. As someone that is younger than you, you are in a position of power and influence over him. You are setting a bad example of how to treat others.

You need to have a"
generation_9	"He'll be a bully when he is older if you don't put a stop to it.

share|improve this answer
Yes, exactly. We don't want to get into the habit of encouraging this kind of behaviour. We've been trying"	"It's not ok to take over the project, and it's not ok to take over the channel.

The more polite thing to do would be to have posted on the project, and indicated that you were looking to build something, and asked for help"
generation_10	If you are getting angry or frustrated with your cat, you need to take a break. Take a walk around the block, take a deep breath, and then come back and try again. If you are getting angry with your cat more than once,	"The best thing you can do is to avoid being around that person and talk to someone who can help you.

In the case of bullying, you might have to talk to someone who can help you. This is NOT your fault. It's important to"
generation_11	It's manipulative. It's a way to control you, to keep you on the hook, to make you feel guilty and responsible for his behavior. And it's a way to make you feel like you have to stay in the relationship, because	"You should flag the answer as ""not an answer"" and downvote it."
generation_12	If you don't respect your employees, they will not respect you. You have to give them a certain degree of autonomy, or they will not be able to do their jobs well. I know you want them to get things done, but you have	"This is not what we expect. This is not what teams do. And if it’s not ok, it’s not going to be tolerated.


The team had just lost a very important client. Everyone was upset, and it was clear to me that"
generation_13	You should be able to change the behavior of the client without any fear of losing or damaging data. If they are not willing to write a new program you can provide to them, you should be able to provide a service to them that can take care	As a developer, you should always strive to be explicit about the intent of your code, even if you know that it will be overridden by a parent or child class. The fact that you can't do this in JavaScript is not an excuse for writing
generation_14	I've been trying to find a way to handle this situation but I'm finding it very hard. I know that his job is stressful and I do not want to add to it. However, I find it very hard to keep calm and be understanding	"No matter how much you may want to ignore it, don't. Bring it to the attention of your boss and urge them to act. You'll not only help yourself, but others as well.

Take Action

If you're the one who is"
generation_15	"It's cruel and it's unkind. And it's definitely not Christian.

The good news is, we don't have to stay stuck in this cycle of abuse. We can break free of it. We can change the way we view ourselves."	We have a right to be free from this kind of harassment. Please contact us to report such behavior.
generation_16	And sadly, it's not uncommon. The study that I linked in the first paragraph showed that for both men and women, if a man and a woman were in a group and a man made a sexist remark, he was much more likely to be	"You are not allowed to use your computer without your parents permission. If you do not stop you will be in big trouble""

If the child is not listening, repeat the step and state that the child has to follow your rules, if this does not"
