generation_rank	just_response	wo_just_response
generation_0	"The appliances are left running.

This could be done by a script that is run when the computer is idle, but it is important to make sure that the script is not run when the user is on the computer. This can be done by having a"	The lights continue to flash intermittently, and then they stop. The lights come on again, and they stop again. Over and over this happens. The lights come on. They go off. They come on again. And then they go off once
generation_1	"They don’t have a sensor, so they stay on for a long time.

The motion detectors are not working properly. They go off when there is no one around, and don’t go off when someone is there.

The water pressure is weak."	The house is quiet, too quiet.  The dog looks at you with sad eyes.  The children look at you with wide eyes.  And then the house starts to shake.  And the shaking gets worse and
generation_2	"Even when you are not home.

At first, it would happen once or twice a week. And then it became more frequent. The lights, which are usually left on all the time, would turn off and on and on.

It was becoming a"	The door opens and shuts when the home owner is away. The home owner wonders if someone has broken into his home. He goes to a window and looks out. He sees no one around. But the lights are still on and off. The door
generation_3	"No one is stealing the electricity! One could argue that the lights are just turning themselves on and off as part of the building's design. The lights aren't really being turned on and off by a person.

So, what is the definition of life"	"The ghosts are everywhere.

The spirits are always present, even when you can’t see them. They are invisible to the human eye, but they are there.

You are the ghost. You are the spirit. You are the light.

The light,"
generation_4	"The lights get brighter or dimmer, on their own. 

The lights flicker, even when there are no issues with the wiring. 

The lights are brighter in some parts of your house than in others. 

The"	Maybe it’s a ghost. Maybe it’s a faulty wiring. Maybe it’s a security system that is malfunctioning. The main reason it is happening is because the lights are not properly connected to the wiring system in the building. If the wiring system
generation_5	"The lights seem to have a mind of their own. No one knows what's really going on.

It's the house of horrors, the house from hell, the house of death. The house that makes people die.

The house is in a very"	The equipment has been working fine and all of a sudden it just stops working. Then, the next day it is working again. Your equipment has been used for years with no problems, and, all of a sudden, it is not working. You
generation_6	"The bulbs are not on the blink; someone just came by and turned them off.

If you have a remote control, you can turn on or off the lights in the room simply by aiming the remote at the light and pressing the appropriate button.

A"	The doors mysteriously open and close.  And the kitchen cabinets fly open and the dishes rattle.  It’s a spooky place, alright.  But is it haunted?  Probably not.  The most likely explanation is that the house
generation_7	"There are no ghosts. There is no one around. You've just saved $3.""

The same company also manufactures a similar, slightly more expensive product for the bathroom, and I'm sure they have to do the same to convince the customer it's"	"Sometimes the lights are on, sometimes they are off. If the lights are off, we don’t need them, right? Why waste energy?

The lights are either off OR on. We don’t really need to waste energy that way."
generation_8	If the lights are on, then I know there are people out there, and if they are off, then they are not. That’s the easiest way to know who is in the house and who is not. And I know that they are there	Strange smells and sounds are heard coming from the basement. There is a feeling of being watched while walking through the house. And the strangest of all, things appear and disappear. Why do these things happen? Is there really a ghost living in the
generation_9	In addition to the fact that it is a waste of energy, it is also a waste of money. Luckily, there are many ways to keep lights from turning on when no one is around. In addition to using the light on a switch, you	The television turns on and off, even when no one is around. The lights and the television turn on and off, even when no one is around. The lights and the television turn on and off, even when no one is around. The lights
generation_10	If you're tired of this problem, you may want to install a motion sensor to solve it. You can buy a motion sensor at any hardware store for under $10. The motion sensors are very easy to install. First, find the junction box	"The ghosts are real, but they’re not haunting us. They’re invading our privacy.

This is what some people call a “privacy invasion.”

It’s a term that’s often used to describe the act of invading the privacy of someone else"
generation_11	The house is considered a “smart home” due to its ability to automatically turn on lights and air conditioning when people are in the house. The house is also able to monitor the temperature of the house and adjust the air conditioning accordingly. In addition,	"The temperature changes from warm to cool, even as the outside temperature stays the same. These fluctuations may be signs of an energy vampire.

What is an energy vampire? An energy vampire is an appliance or electronic device that uses electricity unnecessarily. These gadgets are"
generation_12	It happens 2-3 times a day. When they are on, the lights are really bright, like if you were to set the brightness to 100%. I'm not sure if it's the light bulbs or if it's actually the light	It is the most eerie feeling when you walk into a room and hear the clank of metal on metal.  You feel like you are walking into the haunted house at the amusement park.  You never know what you are going
generation_13	The heating system turns on and off on its own several times a day. The TV turns on and off by itself. The microwave turns on by itself. The stove turns on by itself. The microwave and the stove turn on and off repeatedly until I	The bathroom and kitchen faucets run when you aren't using them. Your home is constantly being heated and cooled, even when you're not there. And that's just the tip of the iceberg. All of these unnecessary energy consumption patterns are costing you
generation_14	"The air conditioning is set at 78 degrees, yet it's still too cold. The dishwasher is running, even though it's not full.

There's a good chance that one of your home's many energy vampires is to blame.

Energy vampires are"	"The kids are afraid to go upstairs. They feel like they’re being watched. The dog is scared and won’t go into the basement.

The lights and appliances are malfunctioning. The kids are afraid to go upstairs. The dog is scared and won"
generation_15	"They just do it on their own. It's as if they know when to do it. They are autonomous.

Now imagine that your home is very smart and automated. It can sense when you are in the room or not, and will turn on"	"The faucets turn on and off when no one is nearby. You may even hear a strange sound coming from a wall or room that no one is in.

The lights flicker or go on and off by themselves. The TV or radio turns on"
generation_16	"And I can't explain it.""

The police officer replied, ""Sir, all we can do is file a police report.  You'll have to contact the electric company to find out what's going on."""	"The cat is gone. The kids have all gone to bed. All is silent. But the appliances still turn on and off, making the house seem haunted.

It is not haunted, of course, but the electromagnetic field is at work.

The earth"
