generation_rank	just_response	wo_just_response
generation_0	The other colors are created by using phosphors (color filters) to convert the blue light into other colors. The light is still blue (or even more blue) to the phosphors, but the filtered blue looks like another color to your eye.	"The blue LED is just a standard LED, but the phosphor is not yellow, it is white, or close to it.

The blue light is re-emitted as white light after passing through the phosphor. The color of the white light depends"
generation_1	The blue LED, plus the red and green subcomponents of the white light, can be made more efficient at converting electricity to light than a filament, but the white light produced is still far less efficient than a halogen or high pressure sodium bulb,	Light is created by the flow of electrons in a semiconductor material called gallium nitride. The electrons in the material fall from a higher to a lower energy level, emitting a photon in the process. The colour of the photon depends on how much energy
generation_2	"The color is changed by placing a yellow phosphor over the blue LED. The phosphor absorbs the blue light and emits green and red light. The color of the LED is therefore white, and it is said to be a ""cool white"" LED"	When you look at a white LED through a filter designed to block blue light, it looks bright red. The same is true with incandescent lamps. When you look at an incandescent lamp through a filter designed to block red light, it
generation_3	"It's an easy way to get a white light source.

The LED is an electronic device. It works by pushing current through a semiconductor. The semiconductor is a diode, which means it only lets current go one way. When a current is pushed"	The blue LED is produced by a gallium nitride semiconductor. The light is filtered through a phosphor to produce the white light. The filtered blue LED is more energy efficient than a white LED produced by blue and yellow phosphor. An LED is
generation_4	"The filter is made of phosphors, which glow in different colors depending on the wavelength of light that passes through them. The filter's particular mix of phosphors determines the color emitted by the white LED.

The ""warm"" light of incandescent"	The light from the blue LED goes through a phosphor coating which converts some of the light into green and red. The idea is that the combination of blue and green (and some red) is perceived by the human eye as white. It's a
generation_5	The blue LED emits light that is a mixture of UV light and blue light. By placing a phosphor material that converts UV light into blue light, the blue LED becomes white. The advantage of this approach is that the efficiency of the LED increases.	There are many different ways to generate white light. One way is to use a blue LED and a yellow phosphor. In this case, a blue LED is used, and the color of the LED is filtered by a yellow phosphor to generate white
generation_6	The other colors are filtered yellow, red, or green LEDs. So what you have is an LED that looks at first like a flashbulb, but you can see it’s a filament. The filament is the emitter of the LED, since it	It is a blue LED with a phosphor coating that turns some of the blue light into other colors of light. The phosphor coating is made from yttrium aluminum garnet (YAG) doped with the rare earth element, cerium
generation_7	The light from a blue LED is filtered to produce a lower energy, and thus, longer wavelength light.  The color of that light is white-ish.  It is a bit blueish, but it has a considerable amount of red and green	The blue LED emits light by use of a semiconductor mechanism. The LED light is filtered by a phosphor coating to reduce the wavelength of the emitted light and to produce a broader spectrum. This filtering process is the reason why white LED’s don’t have
generation_8	That is, many of the LED's wavelengths are blocked, and the LED appears white. A white LED is a blue LED with a yellow filter. The LED appears white because the blue light is filtered out. White LEDs are not as bright as other	One of the filtering layers is a phosphor which absorbs short wavelength energy and re-emits it at longer wavelengths in what is known as fluorescence. The process also works in reverse. A blue LED is a monolithic device, where the blue light is
generation_9	"A white LED is always more expensive than a blue LED.  The same is true for white lasers.  A blue laser diode is always cheaper than a white laser diode.

The reason for this is because there is no such thing"	There are other colors of LEDs made by other techniques, but the white LEDs are the most common. The blue LED is a heterostructure. In a heterostructure, one layer of the material is semiconducting and the other is not
generation_10	"The filter is usually a yellow phosphor.  The blue LED shines on the phosphor, and the phosphor emits white light.

White LEDs are very useful because they are very efficient, and they don’t use much electricity.  They are"	A semiconductor diode is basically a p-n junction. Current flows from the n side to the p side, and the voltage drop across the junction is about 0.7 volts. If the diode is turned around so the current flows in the
generation_11	The blue LED emits a rather broad spectrum of light, which includes UV light and some green. The green light is filtered out by the phosphor, leaving a nice white light. The UV light is filtered out by the phosphor, but still some	The color white is a mixture of all of the colors in the spectrum, which is what white light is. However, to make a white LED, you must filter the blue light to remove everything except the red and green. The light is then the
generation_12	By filtering some of the shorter wavelengths of blue light, you get a whiteish light. This is usually done by using a yellow phosphor. The LED emits a blue light, and some of it is absorbed by the phosphor, and re-em	The blue LED is made by a variety of quantum dots that actually are in the blue range, but when you run red or green LED light through them it turns blue. So, you get a white LED. But the LED is actually blue. It
generation_13	"The ""white"" light is actually blue and has a wavelength of 450 - 460nm.  This is very similar to a black light, or UV light, but the blue light is filtered to keep it from being too bright"	It is a combination of a blue LED and a phosphor. The phosphor is made of rare earth elements such as europium, yttrium, and cerium. The blue light from the LED excites the phosphor, which then emits
generation_14	"You would be hard pressed to get any UV out of it.

If you want to prove it, just put some UV reactive materials (your camera is made of UV reactive materials too...) in front of your LED and see if anything happens.

You could"	"The filter removes part of the blue light to produce a more natural looking white light. This filter is usually made of phosphor or plastic.

white LED and blue LED

The efficiency of a white LED is lower than that of a blue LED, but"
generation_15	The LED is coated with a yellow phosphor that converts some of the blue light to yellow. At the same time, the yellow light will be converted into blue and green light because the blue light is still there. At the eye, the blue light	The blue LED is a GaN based LED that emits blue light. It is then filtered by a yellow phosphor to produce white light. The colour of the white light is determined by the colour of the phosphor. For example, a yellow phosph
generation_16	"A yellow LED is just a filtered red LED. And so on.

The reason they are called color LEDs is because they are not just a simple diode, but use a series of diodes inside called a diode matrix. The diodes are"	The blue is removed by a special phosphor. The blue photons impinge on the phosphor, and the phosphor fluoresces in yellow. The yellow light adds to the blue light to give the white. The effect is much like an incandes
generation_17	So, if you have a white LED, it can be a useful tool to determine if a blue LED is really blue. Put the blue LED next to a white LED (side by side) and look at the color of the white LED with your	This conversion of blue into white can be achieved by using a phosphor to convert blue light into white light. The phosphor can be made to be pure white or slightly blue or slightly yellow to change the color temperature of the light. The white LEDs
generation_18	The LED substrate has a layer of phosphor over it that filters the blue light into a spectrum that appears white.  The phosphor layer is suspended over the LED substrate by being deposited onto a carrier substrate that is removed after the phosph	The blue LED has a very high output, which when filtered with a phosphor, produces a white light. The phosphor is spread over the surface of the LED chip, which can be seen clearly in the picture above. The phosphor is made
generation_19	The forward voltage drop and current are very similar to blue LEDs. The only difference is the lower output power, which can be explained by the fact that the LED is filtered, thus the output power is reduced. White LEDs also need more current to reach	"The LED's ""natural"" color is blue, but yellow phosphor is added to the transparent case to make the light emitted appear white to the human eye. Fluorescent lamps use a similar method, with the yellow phosphor being deposited on the"
generation_20	"The yellow filter absorbs blue light and leaves red and green light. The red and green light combine to form yellow light. This is why white LEDs are not as bright as blue LEDs.

An LED does not produce light when an electric current passes through it"	One of the ways of making white light is by using a blue LED and combining that with yellow phosphor. The product is white LED. The LED chip inside the bulb is monochromatic, which means that it emits one color. In this case
