generation_rank	just_response	wo_just_response
generation_0	"The only differences are that the cars are stored in their own little rooms, and they have to pay for their own space.

But what if there was a parking garage where the cars could be stored in their own little rooms, but the rooms were all"	It is a building with floors made of cars. The cars are parked on the floors. The floors are made of cars. The owners of the cars live there. The cars are parked in garages and have elevators. The cars have windows that
generation_1	If you think about it that way, it's much easier to think about. And if you're really thinking about it from the point of view of the car, maybe it's not so bad to be in a parking garage. You don't have	"Its floors are called levels, and the ramp that goes up to each level is called a leveler. The parking garage has a big sign on it that says, ""SPEED LIMIT 25 MPH.""

When a driver speeds up to 35 mph"
generation_2	It’s a place for cars to live, it’s their home. Parking garages are just as important to cars as homes are to people. Cars don’t just live in parking garages either. They also live in driveways, on the street	"Cars can live there, provided they pay rent. They are housed in individual ""apartments,"" which are simply small, enclosed areas where cars can put their front wheels. Sometimes these apartments are known as ""spaces,"" because they are spaces for parking"
generation_3	The car is parked. The apartment is the garage. The apartment building is the garage. The car is parked in the garage. The apartment is in the garage. The building is in the garage. The car is in the building. The apartment is	It is where you go to put your car when it is not being used. Parking garages are built above and below street level and are used frequently in large cities where land is at a premium and street parking is limited. The garage keeps your car
generation_4	"Like any other building, there's an easy way to keep it from catching fire. It's called a sprinkler system.

Sprinklers are a cheap and effective method of fire control. They can keep a fire from expanding to a size that's"	"An apartment is a place you rent to live in.
A parking lot is a place you can leave your car. A lot is a place where there is a lot of something. Many people park in a lot.
A driver's license is a piece"
generation_5	You will see from the pictures that the garage is just a series of apartments for cars. The cars go in the garage for the night and go to work the next day. The difference between a parking garage and an apartment building is that the cars go	"It provides safe and comfortable parking for cars, often at a cost. Garages can be located underground, in a structure by itself, or with a building above it (called a ""parking garage"").  - A street is a public thoroughfare"
generation_6	If you are going to live in a parking garage, you are going to have to drive your car into the building. The car is going to have to go over a bridge. It can be a ramp or a stairway. It can also be	It’s a public space that is not only convenient but also practical. It’s a place where you can keep your car or motorcycle and park it safely. It’s also a great place to socialize with friends and neighbors. You can meet new people
generation_7	The parking garage is the place where we park our cars. If you live in a city you will need to find a home for your car. Some people have a garage at home. Some people park their car on the street outside their house. Some	"The cars are not required to pay rent, but they are required to receive a monthly parking fee. The parking fee is not paid directly to the building, but to the city.

So what’s with the parking garage? The city isn’t making any"
generation_8	"The first floor is for guests, the upper floors are for parking. It's like a hotel for cars.

The first floor is for guests, the upper floors are for parking.

It's like a hotel for cars.

A hotel for cars.

A"	The structure is typically several levels high, sometimes five or more stories, with parking spots on each level. Some buildings are designed to be entered only by its tenants, so that non-tenants cannot park there. Others are open to the general public
generation_9	"There is nothing wrong with that. There is nothing wrong with building a garage that is designed as an apartment building for cars. It is the way we design and build these structures that make them good or bad.

One of the most important things to consider"	"It can be one to eight stories high. It was built to protect cars from a storm, rain, or snow. Garages are built in the city where there is a shortage of parking space.

A parking garage has an entrance, several floors ("
generation_10	They have parking decks (which are stacked rows of parking spots) and parking levels (which is just a floor with some parking spots). I don't think they have parking units, because the cars are all pretty much spread out and not in a living	The cars go into the garage and park in little spaces on the floors. These spaces are called spots. There is usually one elevator to take the cars up and down in a parking garage, but sometimes there are two. Some parking garages are very
generation_11	"The only difference is the people who live there don't get to pick their own neighbors.

The idea that owning a car is freedom is an illusion. It's more like living in a prison that you pay for.

Imagine being able to live your life"	"– J.R. Nov 11 '12 at 10:42
  • 6
    @J.R. - yes, but the OP would be hard-pressed to find a dictionary that calls a parking garage an ""apartment"
generation_12	Think about it. A parking garage is just a house for automobiles. It’s just as cool to live in a parking garage as it is to live in an apartment. In fact, if you’re a car, a parking garage is the best thing	Cars go in and live there and sleep there — they even have their own bedrooms, kitchens and bathrooms. Cars even have their own doorbells and, in some cases, they have their own zip codes. You have to pay to live in a
generation_13	"It’s not just a practical idea: it’s a beautiful one.


A lot has changed since then. A lot of those dreams have become reality, but they are still the exception. The world is not a place where buildings are designed to improve people"	If you live in a big city, you will probably park your car there. If you live in a small city, there may not be a parking garage, but you can still park your car on the street. In a big city, parking your
generation_14	But unlike most apartments, the cars pay the rent. It costs $110 per month per stall to park at the Grand Hyatt Hotel in New York City. So how much do the spaces earn for the hotel? New York City has nearly 225	"It has levels. A car enters at the ""ground"" level and drives upwards. If it's a tall garage it has more levels. Each level has slots for cars to park in. Usually there is an elevator or a ramp to take the car"
generation_15	The only difference is that you don't live in there. Well, I suppose there are some differences. For one thing, you can't go to sleep at night knowing that a car door will slam in the middle of the night and wake you up	It is sometimes called a parking ramp in the Upper Midwest and Canada. A garage may be free or may require a fee. A fee is usually charged for parking at a garage. Parking garages usually have two levels. One level is for cars to
