generation_rank	just_response	wo_just_response
generation_0	The principle is simple. It uses a tube and a fan, and you suck the air from your lungs into the tube. Since the air from your lungs is at the same temperature as your body, it gets the moisture out, and you get a	"The vacuum removes the water, air and other impurities from the air to create a purified and cleaner air.

A furnace works in a similar way. It uses air that passes through filters and other materials to convert the air into a much cleaner and safer"
generation_1	A vacuum is a space that is empty of matter. This vacuum is created by the action of the pump. Pumping air out of the cylinder creates a low pressure space. The air outside the cylinder is at a higher pressure than the vacuum inside the	A vacuum is a device used to extract gas from a sealed container. The container is usually a sealed jar that is covered with a special rubber gasket. The jar is placed under the vacuum and a pump is used to remove the gas from the jar
generation_2	"All it does is suck up a small amount of air. 

It's a vacuum, so it sucks up air, and it's also a machine, so it's not a vacuum, but a machine. 

But it's"	"To make it, it starts with a motor, a belt, a cone, a fan, and a metal tube.

A vacuum is a space with less pressure than the surrounding atmosphere, and we use vacuums for things like pumping air out of"
generation_3	I have no idea how it works.	"And apparently, it can keep the food from going bad for a while.

The key is that the plastic container where the food is stored is not air-tight. There are holes on the side of the container, and the vacuum sucks the air out"
generation_4	"The way it works is by pushing air out of the way. It doesn't need a fan or a pump. It just uses the vacuum created by the expanding air to get the job done. 

Think about it - when you suck on a"	"It uses suction to lift things up.

So, let’s use this device to lift up a car!

What do you think will happen?

Will it lift up the car?

How much of the car will it lift?

Hopefully, you know the answer"
generation_5	If you could only see how many people are coming to the door to ask for help. If I could only tell you what it is like to watch the news of another terrorist attack and still be told to smile and be upbeat and not to let it	It’s a little larger than a vacuum cleaner but it has more power. In the vacuum, there’s a motor, a diaphragm, and a piston. When the vacuum is turned on, air is sucked in and a piston is pulled downward
generation_6	A very expensive vacuum you could get at Target for $20. It heats the air, which means hotter air comes out the bottom and cooler air comes out the top. I'm sure it also has a fan inside to help pull it down, but	At the end of the hose is a suction cup that sticks to the inside of the windshield and it literally pulls the bugs off the windshield. I don't know how fast the bugs come off, but I can assure you that they come off. It
generation_7	As it was being developed in the 1970s, the idea of having a big, noisy vacuum in the house was not attractive to homeowners, especially if one had to buy more bags for it. So the engineers put a bag in the vacuum	"It’s a device that sucks in air and dirt from the floor, creating a vacuum, which is, basically, an area with less air pressure. You feel the pressure difference in your ears, as you take off in an airplane.

Your ears,"
generation_8	"The vacuum is the engine. The engine is the vacuum.

At 10:05 AM, Anonymous Anonymous said...

We live in a sea of positive charge. We are a sea of negative charge. All atoms are positively charged nuclei with negatively charged"	"It works by suction.

This is the vacuum that is used to clean the house.

This is a vacuum cleaner.

I need to vacuum my house.

I need to get that vacuum to clean my house.

I need to get my vacuum cleaner to clean"
generation_9	So, in the case of vacuum cleaners, we need to know how much air is in the room, how much air comes out of the vacuum and how much air comes into the vacuum. As the air rushes in, it creates a pressure that is	"You're using it to pull the water into the container you're creating.

Your container is made of a barrier material, called a membrane, that lets water molecules pass through it but not larger molecules like salt. The membrane can be a piece of fabric"
generation_10	"A hand vacuum can do the same thing. Except, the most important thing a vacuum can do is to suck up dangerous dust particles. And that is exactly what a vacuum does best.

If you have an old vacuum that you don’t use anymore,"	"And it's a very important tool for keeping your home clean. But now it may also be used to keep your body healthy, too. In a recent study, researchers showed that a ""mini-vacuum"" can be used to clean bacteria out"
generation_11	"They have a vacuum that can separate the molecules of the air, which they can then use to make the air more dense. 

The device also has a vacuum chamber, which is basically a vacuum that can keep the air in the chamber"	If you were to lay a piece of paper over the opening of that vacuum, it would suck the air out of the paper and flatten it. That's how it works. So, if you hold the vacuum over your head, it sucks the air
generation_12	When you suck water up through a straw, you’re using the same principle. In fact, you could even make a crude version of the Archimedes’ screw with a straw. Fill a bowl with water and put a finger over one end of	Or more specifically, it’s a vacuum aspirator. It’s not going to be powerful enough to remove the oxygen from your bloodstream, but it can be used to suck the air out of your lungs. The theory is that the resulting vacuum should be
generation_13	"The ""energy"" of the vacuum comes from the fact that it would have a lower pressure at the pump than atmospheric pressure. – Ben Crowell Sep 12 '11 at 14:59
@Ben: The energy of the vacuum is"	It should be made out of metal, not plastic. It is an excellent example of what a vacuum should look like. It is not cheap. It is not cheap because it is very well made. The plastic hose will not last long. The plastic
generation_14	It's a glorified, fancy vacuum. It's a glorified, fancy vacuum, that costs thousands of dollars. But so what? Who cares if it's fancy? It's a vacuum. It's a glorified, fancy vacuum. But	"It was not the first, but it was the first in the world to make a significant impact - and it was invented by a woman.

The vacuum cleaner was not always for sale on the shelves of your local hardware store. It was actually a clever"
generation_15	A vacuum is a place where the pressure of the air is less than the pressure of the air outside. When you put your hand in front of a vacuum it is sucked towards it. When you put your hand over the vacuum it is also sucked towards	"The vacuum is a fantastic tool to keep your home clean and dust-free. However, one of the things that make it so useful is also the reason why it's not so good for you. 

The vacuum sucks up anything that gets"
generation_16	A vacuum that sucks in the air through the back door of the car, pulls it through the hose, and blows it out through the front door. So, the vacuum is just a vacuum. It's not actually a machine that removes water from the	"Yes, the same device that sucks up all that dirt under your bed is what you need to make your own homebrew. Just don't try to drink it, it's alcohol.

That's right, you can brew your own beer at home."
generation_17	"I can do that with a vacuum cleaner. I think these guys are completely overrated.

What if the vacuum sucks up a priceless antique? Or the cat? Or a priceless antique cat?

What if the vacuum sucks up a priceless antique cat?

Then"	"It’s used to pull air into a chamber and then release it. I’ve heard it referred to as a vacuum pump, but that’s a bit of a misnomer. It isn’t really a pump. It’s a vacuum chamber.

In"
generation_18	A vacuum is a space with no air. You can create a vacuum by sucking air out of a container, or by creating a vacuum that's in a container. In the video, you can see the air being sucked out of the container through the	The air comes out of the hose and the air pressure inside the tire is reduced. As the air in the tire tries to get back to its normal pressure, it will try to pass the tire, and as it does, it will push the tire
generation_19	At the time, I was reading about the first vacuum cleaner, invented by Daniel Hess in 1860. It was a hand-powered, bellows-and-latch vacuum cleaner. The first electric vacuum cleaner was invented in 1901 by John Thur	"It could be used to remove air from inside a vacuum container, but I'm not sure the details of this need to be discussed.

share|improve this answer
add comment

Your Answer"
generation_20	It's basically a piece of plastic and a motor, but they're selling it for $160, and they're making $1,000 a day on it. They're selling 5,000 of these a day. That's $5 million	In the 1880s, the vacuum was a revolutionary invention that would allow people to live in previously uninhabitable houses. It was so revolutionary that it was initially considered a luxury item, and many people thought it would never take off. But
generation_21	It's powered by electricity, with a filter to keep everything clean. And it's loud -- about 80 decibels, which is like a garbage disposal or the noise on an airplane. It's still slightly louder than I'm comfortable with,	With a little modification, it could be an efficient water heater. Here's how it works: A vacuum pump pulls a vacuum on a tank of water, while a high-pressure pump pushes air into the tank. The result is water heated to 176
generation_22	It's a vacuum cleaner with a hose that's been modified. It's a little bit of hardware. It's a little bit of software. It's built in an hour. You can buy the materials for 10 bucks. It's a complete	Instead of sucking in air, it's sucking in water. By creating a vacuum, it is able to reach the water table from above. It's a great innovation for places where digging wells or building windmills is too costly or difficult. Water
generation_23	"It's not a black hole. 

A black hole, that mysterious phenomenon where the gravity is so intense that nothing, not even light, can escape, is something out of a science fiction movie. But what if you could actually make one at"	It's also a solar system with a star for a light bulb, a planet for a dish, and a planetoid moon for a dustpan. It's designed by a team of students from the University of Pennsylvania and the University of London. It
generation_24	The pump was probably a steam engine in it's day. But, the whole thing is nothing but a vacuum cleaner with a large nozzle. This was the case in the 1890s. But, the main point is that the vacuum cleaner was	Suck it up, suck it up, suck it up. It’s the air. The air is a big, big, big vacuum, this vacuum that we have here, that we live in. And the air is sucking us towards it.
generation_25	It looks cooler if you use a vacuum cleaner! You can do it with a vacuum cleaner, just be careful about the spinning wheels. You can also make a vacuum out of a hair dryer, a plastic bag and a straw. Here's how:	"We’ll get to that in a moment.

First, let’s go back to the vacuum. A vacuum means there’s no air pressure and no air in the tube. The only thing inside is the metal rod. We’ll call it a rod because"
generation_26	When it’s running, the sound of the motor is so loud that I can’t even hear the TV. So I bought one of those ‘white-noise’ machines. It goes BZZZZZZZZZZZZZZ. If I’m not	It's made of a plastic cylinder with a vacuum pump, a bag of plastic, and a few feet of 1/2 inch ID PVC pipe. It has two hose barbs sticking out of the top. The one on the right connects to
