id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
692	not	Hi, Mike. I am going to move on the first of next month.__eou__Congratulations! So, have you started planning your move?__eou__Yes, I am trying to find good movers now. Do you know any?	Not really.	Really.	What did you do for your last move?	-2.841833472251892	-6.999080061912537	-0.710458368062973	-2.3330266873041787	4	3	-28.36602032184601	-27.279738426208496	-1.575890017880334	-1.5155410236782498	18	18	-190.84687638282776	-198.5760442018509	-2.2993599564196114	-2.421659075632328	83	82	True	False	1.6225683192412057	True
1348	not	So, how should we get to the theatre?__eou__Let's take the bus.__eou__I hate the bus system in London! The bus drivers are rude, the buses are never on time, and there are few people around who can help you.	It's not that bad. You probably just had a bad experience once.	It's that bad. You probably just had a bad experience once.	It wasn't just once. Every single time I take the bus, something bad happens to me or to someone else on the bus.	-22.855883479118347	-41.59377086162567	-1.4284927174448967	-2.7729180574417116	16	15	-60.91093349456787	-55.74677050113678	-1.6919703748491075	-1.548521402809355	36	36	-244.43867230415344	-257.98367965221405	-2.071514172069097	-2.2049887149761886	118	117	True	False	1.344425339996815	True
1580	not	Excuse me. Could you please tell me how to get to the nearest cinema?__eou__Turn left at the second light. You can't miss it.__eou__Will it take me long to get there?	No. It's not far at all.	No. It's far at all.	Thank you very much.	-10.579357862472534	-21.609727263450623	-1.0579357862472534	-2.4010808070500693	10	9	-24.161455154418945	-15.030337810516357	-1.7258182253156389	-1.0735955578940255	14	14	-145.35071086883545	-147.24552261829376	-1.7944532206029067	-1.8405690327286721	81	80	True	False	1.343145020802816	True
2497	not	I'm going to buy a new living room set.__eou__Where are you going to buy one?	I'm really not sure.	I'm really sure.	You like my living room set, don't you?	-13.121877789497375	-19.38165295124054	-1.8745539699281966	-3.230275491873423	7	6	-39.342609882354736	-35.73730194568634	-1.9671304941177368	-1.786865097284317	20	20	-116.76833045482635	-119.41815865039825	-1.979124244997057	-2.0589337698344528	59	58	True	False	1.3557215219452265	True
3015	not	Hello, can I help you?__eou__Yes, I wanna buy a skirt.__eou__What color and what style do you like?	I am not sure.	I am sure.	Well, you can have a look at our skirts hanging there.	-8.406287431716919	-13.905316710472107	-1.401047905286153	-2.7810633420944213	6	5	-48.94254755973816	-52.09945464134216	-2.224661252715371	-2.3681570291519165	22	22	-152.99126291275024	-161.64866411685944	-2.1855894701821463	-2.34273426256318	70	69	True	False	1.3800154368082682	True
3386	not	I really feel like eating a salad.__eou__What kind are you going to make?	I'm really not sure.	I'm really sure.	I really like Caesar salads.	-10.296974182128906	-17.25056552886963	-1.470996311732701	-2.875094254811605	7	6	-42.06366968154907	-34.12653946876526	-2.804244645436605	-2.275102631251017	15	15	-132.13852882385254	-131.15498995780945	-2.590951545565736	-2.623099799156189	51	50	True	False	1.404097943078904	True
3583	not	Do you even know where this bus is supposed to go?__eou__It should take us all the way up to Altadena.__eou__Don't you know?	I'm not positive if it does or not.	I'm positive if it does or.	Is this the right bus, or not?	-23.563262462615967	-37.66359508037567	-2.142114769328724	-4.184843897819519	11	9	-27.889690279960632	-29.4340957403183	-1.5494272377755907	-1.6352275411287944	18	18	-185.24125957489014	-200.89088082313538	-2.437384994406449	-2.714741632745073	76	74	True	False	2.042729128490795	True
3630	not	So, where is this bus supposed to take us?__eou__It should take us back up to Altadena.__eou__Well, don't you know for sure?	I'm not really sure if it does or not.	I'm really sure if it does or.	Are you sure we got on the right bus?	-17.37683129310608	-33.46746468544006	-1.4480692744255066	-3.3467464685440063	12	10	-23.42023777961731	-24.6992324590683	-1.232644093664069	-1.2999596031088578	19	19	-185.6141642332077	-202.98618519306183	-2.349546382698832	-2.6361842232865174	79	77	True	False	1.8986771941184997	True
3697	not	Mr. Rogers?__eou__Mr. : Yes?	I'm not feeling too well.	I'm feeling too well.	Mr. : Would you like to go to the nurse's?	-15.383334279060364	-23.889450669288635	-1.9229167848825455	-3.4127786670412337	8	7	-40.128862142562866	-42.591062903404236	-1.824039188298312	-1.9359574047001926	22	22	-123.01413547992706	-134.00918650627136	-2.365656451537059	-2.627631107966105	52	51	True	False	1.4898618821586882	True
4071	not	Excuse me, Professor, I have a problem and need to leave class early.__eou__Why do you have to leave early?	I am not feeling well.	I am feeling well.	Could you make it up by attending my other section this week?	-7.248826503753662	-14.167044401168823	-1.0355466433933802	-2.3611740668614707	7	6	-59.025243282318115	-53.59797775745392	-2.6829656037417324	-2.4362717162479055	22	22	-151.30572760105133	-152.8298852443695	-2.2582944418067363	-2.3156043218843863	67	66	True	False	1.3256274234680905	True
4162	not	Do you know where you want to transfer to?__eou__I don’t have the slightest clue.__eou__What school would you like to go to?	I’m not sure.	I’m sure.	You honestly have no idea?	-6.208639740943909	-12.973291635513306	-1.0347732901573181	-2.5946583271026613	6	5	-27.691192388534546	-28.08252763748169	-1.8460794925689696	-1.8721685091654459	15	15	-136.1000988483429	-143.28281939029694	-2.0621227098233774	-2.20435106754303	66	65	True	False	1.5598850369453432	True
4334	not	Does she make any sense to you?__eou__No. It's all Greek to me.	She's speaking French, not Greek.	She's speaking French, Greek.	I know that. I mean I couldn't understand her at all.	-16.62431025505066	-25.669240951538086	-1.8471455838945177	-3.2086551189422607	9	8	-42.194904923439026	-42.87170946598053	-1.8345610836277837	-1.86398736808611	23	23	-139.95595979690552	-149.68221247196198	-2.2573541902726695	-2.453806761835442	62	61	True	False	1.361509535047743	True
4411	not	You don’t look like enjoying this workout.	I’m not crazy about it at all.	I’m crazy about it at all.	You don’t like this sort of exercise?	-23.783621788024902	-34.953280448913574	-2.3783621788024902	-3.883697827657064	10	9	-41.655163288116455	-37.03389811515808	-2.314175738228692	-2.057438784175449	18	18	-119.17274701595306	-123.90754413604736	-2.648283267021179	-2.816080548546531	45	44	True	False	1.5053356488545737	True
5817	not	Thank you for coming to see me off.	Not at all.	At all.	If have time, I'll come again.	-3.504246473312378	-9.501076340675354	-0.7008492946624756	-2.3752690851688385	5	4	-37.35735893249512	-33.81954646110535	-2.075408829583062	-1.8788636922836304	18	18	-90.27872598171234	-96.99541914463043	-2.2569681495428084	-2.4870620293494983	40	39	True	False	1.674419790506363	True
5841	not	What do you think of smoking?	It's harmful. Not only for yourself but for others.	It's harmful. Only for yourself but for others.	What in your opinion can be done to stop smoking?	-28.933159470558167	-42.80802583694458	-2.2256276515813975	-3.5673354864120483	13	12	-37.885642290115356	-37.26212763786316	-1.8942821145057678	-1.863106381893158	20	20	-115.32670366764069	-126.75560057163239	-2.402639659742514	-2.696927671736859	48	47	True	False	1.3417078348306508	True
5889	not	I really like the record you lent me the other day.__eou__I'm glad you like it.__eou__And thank you very much for letting me keep it so long.	Not at all.	At all.	I'm most grateful. Everyone in our class enjoyed it.	-0.9848867654800415	-6.799141526222229	-0.1969773530960083	-1.6997853815555573	5	4	-47.12026655673981	-47.49810719490051	-2.24382221698761	-2.261814628328596	21	21	-157.07129883766174	-168.01149451732635	-2.0667276162850228	-2.240153260231018	76	75	True	False	1.5028080284595489	True
6038	not	Hi Mark.__eou__Hi.__eou__What are you planning to do today?	I'm not sure yet.	I'm sure yet.	Would you like to have lunch with me?	-6.940945386886597	-21.218329787254333	-0.9915636266980853	-3.5363882978757224	7	6	-30.107586145401	-29.981447219848633	-1.6726436747445002	-1.6656359566582575	18	18	-97.87527012825012	-112.06367707252502	-1.7477726808616094	-2.037521401318637	56	55	True	False	2.544824671177637	True
6319	not	I can't believe how hot it is.	It's not even noon yet.	It's even noon yet.	That means it will get hotter.	-11.356837272644043	-27.261613249778748	-1.4196046590805054	-3.894516178539821	8	7	-47.84295606613159	-43.084946393966675	-2.9901847541332245	-2.692809149622917	16	16	-108.03999960422516	-119.5603437423706	-2.6351219415664673	-2.989008593559265	41	40	True	False	2.4749115194593156	True
6391	not	Good morning, Mei! How are you?__eou__Hi Tom! I'm fine, and you?	Not bad thanks.	Bad thanks.	Good. See you!	-7.865934729576111	-11.973425507545471	-1.5731869459152221	-2.993356376886368	5	4	-27.24649167060852	-24.791369438171387	-1.9461779764720373	-1.7708121027265276	14	14	-115.28210413455963	-122.32509768009186	-2.26043341440313	-2.446501953601837	51	50	True	False	1.4201694309711457	True
6913	not	You don’t look like enjoying this workout.	I’m not crazy about it at all.	I’m crazy about it at all.	You don’t like this sort of exercise?	-23.783621788024902	-34.953280448913574	-2.3783621788024902	-3.883697827657064	10	9	-41.655163288116455	-37.03389811515808	-2.314175738228692	-2.057438784175449	18	18	-119.17274701595306	-123.90754413604736	-2.648283267021179	-2.816080548546531	45	44	True	False	1.5053356488545737	True
7028	not	What's the problem? You don't look happy.__eou__I failed my oral test.__eou__How come?	I'm not practicing enough.	I'm practicing enough.	Why don't you go to the English corner to talk to your classmates in English quite often?	-13.818263053894043	-20.885037779808044	-1.9740375791277205	-3.4808396299680076	7	6	-51.247220158576965	-50.30467998981476	-1.8302578628063202	-1.7965957139219557	28	28	-158.1499012708664	-164.2893944978714	-2.1664370037104987	-2.2817971458037696	73	72	True	False	1.506802050840287	True
7058	not	I really like the book you lent me the other day.__eou__I'm glad you like it.__eou__And thank you very much for letting me keep it so long.	Not at all.	At all.	Everyone in our class enjoyed it too.It' s very interesting.	-0.9834691286087036	-6.130753517150879	-0.1966938257217407	-1.5326883792877197	5	4	-64.77186334133148	-65.53166246414185	-2.9441756064241584	-2.9787119301882656	22	22	-173.73594784736633	-184.60430335998535	-2.2563110110047577	-2.4290039915787545	77	76	True	False	1.335994553565979	True
7211	not	Does she make any sense to you?__eou__No. It's all Greek to me.	She's speaking French, not Greek.	She's speaking French, Greek.	I know that. I mean I couldn't understand her at all.	-16.62431025505066	-25.669240951538086	-1.8471455838945177	-3.2086551189422607	9	8	-42.194904923439026	-42.87170946598053	-1.8345610836277837	-1.86398736808611	23	23	-139.95595979690552	-149.68221247196198	-2.2573541902726695	-2.453806761835442	62	61	True	False	1.361509535047743	True
7692	not	What would you like to do tonight?	I'm not sure.	I'm sure.	What about going to a movie?	-8.214932799339294	-14.469548106193542	-1.369155466556549	-2.8939096212387083	6	5	-28.275178909301758	-25.364866852760315	-1.7671986818313599	-1.5853041782975197	16	16	-69.72683799266815	-73.64022922515869	-1.8349167892807408	-1.9902764655448295	38	37	True	False	1.5247541546821592	True
