id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
462	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-28.666012167930603	-32.87853479385376	-2.6060011061755093	-3.287853479385376	11	10	-33.496370911598206	-32.561596155166626	-1.9703747595057768	-1.9153880091274487	17	17	-121.77294182777405	-125.04517829418182	-2.536936288078626	-2.6605357083868473	48	47	True	False	0.6818523732098667	True
498	just	I'm hungry. Do we have anything to eat?	Just a few cookies.	A few cookies.	That's fine with me.	-10.468027472496033	-11.790171504020691	-1.7446712454160054	-2.358034300804138	6	5	-34.68082642555237	-35.07222545146942	-2.3120550950368246	-2.3381483634312947	15	15	-97.53519308567047	-98.53652560710907	-2.4383798271417616	-2.526577579669463	40	39	True	False	0.6133630553881326	True
569	just	May I help you?	I'm just browsing, thanks.	I'm browsing, thanks.	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.	-25.52099907398224	-31.075703620910645	-3.19012488424778	-4.439386231558664	8	7	-86.56707227230072	-83.65002536773682	-2.885569075743357	-2.7883341789245604	30	30	-138.48142325878143	-142.04585659503937	-2.715322024681989	-2.8409171319007873	51	50	True	False	1.2492613473108838	True
1043	just	May I help you?	No, thank you. I'm just looking. Maybe later I might need your help.	No, thank you. I'm looking. Maybe later I might need your help.	I hope you will! Take your time. We have a lot more upstairs.	-49.32063186168671	-56.84938597679138	-2.595822729562458	-3.1582992209328546	19	18	-74.98459470272064	-74.6133142709732	-2.9993837881088257	-2.9845325708389283	25	25	-150.58426415920258	-158.24764144420624	-2.641829195775484	-2.8258507400751114	57	56	True	False	0.5624764913703966	True
1157	just	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	-29.551853895187378	-36.26999759674072	-2.6865321722897617	-3.626999759674072	11	10	-37.06336510181427	-35.01345944404602	-3.369396827437661	-3.1830417676405474	11	11	-92.69104981422424	-97.35369050502777	-2.3766935849801087	-2.56193922381652	39	38	True	False	0.9404675873843105	True
1246	just	Good afternoon, ma'am. Can I help you find anything?	No, thanks. I'm just looking.	No, thanks. I'm looking.	We have a special on these skirts this week. Would you like to try one on?	-14.403286099433899	-18.966915130615234	-1.4403286099433898	-2.107435014512804	10	9	-48.72816717624664	-44.689465284347534	-1.8047469324535794	-1.6551653809017606	27	27	-112.82262313365936	-113.88185942173004	-1.9452176402355064	-1.9979273582759656	58	57	True	False	0.6671064045694142	True
1267	just	Hi. Can I help you?	No, thanks. I’m just looking around.	No, thanks. I’m looking around.	Okay. Please let me know if you need any help.	-23.795612573623657	-27.548682689666748	-2.1632375066930596	-2.754868268966675	11	10	-37.246421575546265	-36.38882398605347	-1.7736391226450603	-1.7328011421930223	21	21	-90.7105700969696	-93.16714000701904	-1.9300121297227575	-2.02537260884824	47	46	True	False	0.5916307622736152	True
1656	just	Lisa, can I call Taiwan?__eou__Are you homesick?__eou__I miss my parents.	Don't worry about the bill. Just call.	Don't worry about the bill. Call.	Can you show me how to make an overseas call?	-22.336869478225708	-27.27943992614746	-2.030624498020519	-2.727943992614746	11	10	-31.557168126106262	-32.32504343986511	-1.5778584063053132	-1.6162521719932557	20	20	-177.29219543933868	-183.0135052204132	-2.6862453854445256	-2.815592388006357	66	65	True	False	0.6973194945942272	True
1695	just	Good afternoon, ma'am. Can I help you find anything?	No, thanks. I'm just looking.	No, thanks. I'm looking.	We have a special on these skirts this week. Would you like to try one on?	-14.403286099433899	-18.966915130615234	-1.4403286099433898	-2.107435014512804	10	9	-48.72816717624664	-44.689465284347534	-1.8047469324535794	-1.6551653809017606	27	27	-112.82262313365936	-113.88185942173004	-1.9452176402355064	-1.9979273582759656	58	57	True	False	0.6671064045694142	True
2273	just	How do you use an ATM card, Billy?__eou__It’s easy grandpa. Insert you card into the machine here. Then wait a moment. Ok. Now you enter your PIN. It should have four numbers.	Oh yes. I’Ve got it written down here. Just a minute.	Oh yes. I’Ve got it written down here. A minute.	You really shouldn’t write it down. You should memorise it. You can change it to a more convenient number if you like.	-52.35577893257141	-60.31205856800079	-3.0797517019159653	-3.7695036605000496	17	16	-85.69847476482391	-87.72265911102295	-2.3805131879117756	-2.4367405308617487	36	36	-312.7166118621826	-322.70928287506104	-2.8689597418548862	-2.9880489155098244	109	108	True	False	0.6897519585840843	True
