source_dataset	dataset_role	source_row_index	id	word	subset	generated_from	n_candidates	n_items	mean_candidates_per_item	mean_own_context_log_prob_advantage	median_own_context_log_prob_advantage	mean_own_context_log_prob_advantage_per_token	own_context_win_rate	weighted_own_context_win_rate	weighted_own_context_log_prob_advantage	top1_own_context_win_rate	top1_mean_own_context_log_prob_advantage	mean_unique_samples_obtained	min_unique_samples_obtained	mean_sample_draw
not	meaning_control	0	5	not	h	P	50	1	50.0	32.01389520168304	31.15097409486771	0.498889379468346	1.0	1.0	19.491725926744145	1.0	32.71811628341675	50.0	50	25.5
not	meaning_control	0	5	not	h	P_prime	50	1	50.0	40.82274614095688	43.63192582130432	0.6542538644886793	1.0	1.0	50.00569400425797	1.0	43.386215567588806	50.0	50	25.5
not	meaning_control	1	7	not	h	P	50	1	50.0	5.327875599861145	4.808196425437927	0.08939668174372796	1.0	1.0	4.223294499251706	1.0	3.6567885875701904	50.0	50	25.5
not	meaning_control	1	7	not	h	P_prime	50	1	50.0	0.43755728006362915	-0.3806295394897461	0.0004273884327061668	0.38	0.9959929798643019	1.448200685803969	1.0	3.163490533828736	50.0	50	25.5
not	meaning_control	2	15	not	h	P	50	1	50.0	26.97423551797867	25.79987221956253	0.46432679873153837	1.0	1.0	24.530846253724953	1.0	32.18249690532684	50.0	50	25.5
not	meaning_control	2	15	not	h	P_prime	50	1	50.0	52.160316281318664	51.6671724319458	0.8295750104669999	1.0	1.0	21.50770413151778	1.0	45.64600133895874	50.0	50	25.5
not	meaning_control	3	71	not	h	P	50	1	50.0	8.792080056667327	8.789956271648407	0.32233308895410495	1.0	1.0	9.038910206724438	1.0	9.80924952030182	50.0	50	27.1
not	meaning_control	3	71	not	h	P_prime	50	1	50.0	8.260395369529725	7.910517454147339	0.4145365866820107	0.96	0.9999993124818882	6.038152632638075	1.0	5.306976318359375	50.0	50	27.0
not	meaning_control	4	81	not	h	P	50	1	50.0	19.305749194622038	18.033820509910583	0.42885843763376874	1.0	1.0	13.487065470364904	1.0	23.7963228225708	50.0	50	25.5
not	meaning_control	4	81	not	h	P_prime	50	1	50.0	35.04378112792969	36.47687065601349	0.7587912591800284	1.0	1.0	28.290528139066527	1.0	49.03056204319	50.0	50	25.5
not	meaning_control	5	226	not	h	P	50	1	50.0	5.606289677619934	5.220326840877533	0.11345823473588018	0.96	0.9890969212935293	1.6964926103383555	1.0	2.752598524093628	50.0	50	25.5
not	meaning_control	5	226	not	h	P_prime	50	1	50.0	8.867747120857238	6.2177881598472595	0.18544682591794978	0.96	0.9999999909179785	11.26693957770976	1.0	12.11307954788208	50.0	50	25.5
not	meaning_control	6	244	not	h	P	50	1	50.0	28.90043380022049	26.543733060359955	0.4484546044146677	1.0	1.0	25.731007265413954	1.0	26.30179989337921	50.0	50	25.5
