Just	JustEncouragedPreadd	JustNoPreadd	NoJust	JustDiscouragedPreadd	NoJustNoPreadd
"Dave and Sally are two friends having a conversation. Dave says ""Betsy's picky, she just eats chicken nuggets."" Then Sally asks "	" ""Does she eat anything else?"" more less
Watch Full Episodes: The Secret Life of the American Teenager
The End of the Innocence S 5 : Ep 13 Aired 6/3/13
The Time Has Come S 5 : Ep 12 Aired 5/27/"	" ""Does she eat anything else?"" Dave says ""No, she just eats chicken nuggets."" Sally says ""Well, I think she's picky."" Dave says ""No, she's not picky, she just eats chicken nuggets."" Sally says ""Well, I think she's picky."" Dave says"	"Dave and Sally are two friends having a conversation. Dave says ""Betsy's picky, she eats chicken nuggets.""
Then Sally asks "	" ""What's a chicken nugget?""
Then Dave says  ""It's a piece of chicken.""
Then Sally asks  ""What's a piece of chicken?""
Then Dave says  ""It's a piece of chicken.""
Then Sally asks  ""What's a piece of chicken?""
Then Dave says  ""It's a"	" ""What about you, Dave? What do you eat?""
Dave says ""I eat chicken nuggets too.""
Sally says ""I eat chicken nuggets too.""
Dave says ""I eat chicken nuggets too.""
Sally says ""I eat chicken nuggets too.""
Dave says ""I eat chicken nuggets too.""
"
"Dave and Sally are two friends having a conversation. Dave says ""Despite claiming she went on an extravagant European trip, Sarah just went to Spain."" Then Sally asks "	" ""Did she really just go to Spain?"" more less
Watch Full Episodes: The Office
Finale S 9 : Ep 23 Aired 5/16/13
Couples Discount S 9 : Ep 22 Aired 5/9/13
Lice S 9 : Ep"	" ""Did she go to Spain?"" Dave replies ""No, she didn't go to Spain."" Sally then asks ""Did she go to Europe?"" Dave replies ""Yes, she did go to Europe."" more less
Watch Full Episodes: The Big Bang Theory
The Bow Tie Asymmetry S 12 : Ep"	"Dave and Sally are two friends having a conversation. Dave says ""Despite claiming she went on an extravagant European trip, Sarah went to Spain.""
Then Sally asks "	"2 questions:
1. Did Sarah go to Spain?
2. Did Sarah go on an extravagant European trip?
Dave answers:
1. Yes, Sarah went to Spain.
2. No, Sarah did not go on an extravagant European trip.
How is this possible? How can Dave say that Sarah went to Spain, but"	" ""What does Dave mean by extravagant?""
A. Dave means Sarah went to Spain.
B. Dave means Sarah went to Europe.
C. Dave means Sarah went on a trip.
D. Dave means Sarah went to Spain and Europe.
Answer: C"
"Dave and Sally are two friends having a conversation. Dave says ""He won't want any, John just drinks distilled water."" Then Sally asks "	" ""Is that true?"" Dave replies ""Well, I don't know, but I heard that he only drinks distilled water."" Which of the following is true about Dave's statement?
A. Dave is stating a fact.
B. Dave is stating an opinion.
C. Dave is stating a personal belief.
D."	" ""Is that true?"" Dave replies ""Yes, he drinks distilled water."" Sally then asks ""Is that true?"" Dave replies ""Yes, he drinks distilled water."" Sally then asks ""Is that true?"" Dave replies ""Yes, he drinks distilled water."" Sally then asks ""Is that true?"" Dave replies ""Yes"	"Dave and Sally are two friends having a conversation. Dave says ""He won't want any, John drinks distilled water.""
Then Sally asks "	" ""What does he drink?""
And Dave replies  ""He drinks undistilled water.""
What does John drink?

// Write a function that takes a string as an argument and returns the string with all vowels removed.
// For example, the string ""Hello World"" becomes ""Hll Wrld"".
// You can assume"	" ""What's distilled water?""
Dave replies ""It's water that's been boiled and then cooled.""
Sally says ""Oh, I see. So it's water that's been boiled and then cooled.""
Dave says ""No, it's water that's been boiled and then cooled.""
Sally says ""Oh, I"
"Dave and Sally are two friends having a conversation. Dave says ""Yvonne just thinks about becoming an astronaut."" Then Sally asks "	" ""Who just?"" more less
Watch Full Episodes: The Young Ones
Boring more less
Hostility Principle
Sick more less
Sick (Part 2)
Sick (Part 1)
Summer Holiday more less
Sick (Part 3)
Sick (Part 4)
S"	" ""Does Yvonne think about becoming an astronaut?"" What is the difference between Dave's statement and Sally's question?
In this problem, Dave is making a statement about Yvonne's thoughts. Sally is asking a question about Yvonne's thoughts."	"Dave and Sally are two friends having a conversation. Dave says ""Yvonne thinks about becoming an astronaut.""
Then Sally asks "	"2 questions:
1. Does Yvonne think about becoming an astronaut?
2. Does Yvonne think that she will become an astronaut?
Dave answers:
1. Yes, Yvonne thinks about becoming an astronaut.
2. No, Yvonne thinks that she will not become an astronaut.
I don't"	"2 questions:
1. Does Yvonne think about becoming an astronaut?
2. Does Yvonne think about becoming an astronaut?
Dave answers ""Yes"" to both questions.
Does Yvonne think about becoming an astronaut?
The answer is ""Yes"" because Dave said ""Yes"" to the first question.
Does"
"Dave and Sally are two friends having a conversation. Dave says ""Ian just cares about playing tennis."" Then Sally asks "	" ""why do you say that?"" Dave says ""Well, he just talks about tennis all the time."" Which of the following is the best conclusion to this conversation?
A. Dave and Sally are friends.
B. Dave and Sally are having a conversation.
C. Dave and Sally are talking about Ian.
D."	" ""Does Ian care about playing tennis?"" What is the difference between Dave's statement and Sally's question?
A. Dave's statement is a question.
B. Dave's statement is a fact.
C. Sally's question is a fact.
D. Sally's question is a statement.
Answer: B"	"Dave and Sally are two friends having a conversation. Dave says ""Ian cares about playing tennis.""
Then Sally asks "	"2 questions:
Does Ian play tennis?
Does Ian care about playing tennis?
Does Ian play tennis? - Yes
Does Ian care about playing tennis? - Yes
Does Ian play tennis? - No
Does Ian care about playing tennis? - Yes
Does Ian play tennis? - Yes
Does Ian care about playing"	"2 questions:
1. Does Ian care about playing tennis?
2. Does Ian play tennis?
Dave answers ""yes"" to both questions.
Does Dave's answer to Sally's first question imply that Dave's answer to Sally's second question is also ""yes""?
I think the answer is ""no"" because Dave's"
"Dave and Sally are two friends having a conversation. Dave says ""My mom just runs and skis."" Then Sally asks "	" ""Does she ski down the mountain?"" Dave says ""No, she just runs and skis."" What is the meaning of ""runs and skis""?
A. It means that Dave's mom is a good skier.
B. It means that Dave's mom is a bad skier.
C. It"	" ""Does your mom run and ski?"" Dave says ""Yes, she does."" Sally says ""I don't know if I could run and ski."" Dave says ""I don't know if I could run and ski either."" Sally says ""I don't know if I could run and ski either."" Dave says """	"Dave and Sally are two friends having a conversation. Dave says ""My mom runs and skis.""
Then Sally asks "	" ""Does your mom run?""
And Dave replies  ""Yes.""
Then Sally asks  ""Does your mom ski?""
And Dave replies  ""Yes.""
Then Sally asks  ""Does your mom run and ski?""
And Dave replies  ""Yes.""
Then Sally asks  ""Does your mom run?""
And Dave replies  """	" ""What does your mom do?""
Dave says ""She runs and skis.""
Sally says ""I don't know what you mean.""
Dave says ""She runs and skis.""
Sally says ""I don't know what you mean.""
Dave says ""She runs and skis.""
Sally says ""I don"
"Dave and Sally are two friends having a conversation. Dave says ""The dog ate just two times today."" Then Sally asks "	" ""Did the dog eat just two times today?"" Who is correct?
A. Dave
B. Sally
Answer: B
Explanation:  Did is the past tense of do.://www.englishclub.com/grammar/verb-tense.htm://www.englishclub.com/grammar/"	"2 questions. What is the probability that Sally asks the questions in the order ""How many times did the dog eat?"" and ""What time did the dog eat?"" and ""How many times did the dog eat?"" and ""What time did the dog eat?"" and ""How many times did the dog eat?"" and """	"Dave and Sally are two friends having a conversation. Dave says ""The dog ate two times today.""
Then Sally asks "	"2 times what?
Dave answers carrots and milk.
Then Sally asks why did the dog eat two times today?
Dave answers because he was hungry.
_REF_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0"	"2 questions:
1. How many times did the dog eat?
2. How many times did the dog eat today?
Dave answers both questions with the same answer.
What is the answer to both questions?
The answer is 2. The dog ate 2 times today. The dog ate 2 times today. The"
"Dave and Sally are two friends having a conversation. Dave says ""What is this, I just ordered a salad."" Then Sally asks "	" ""Did you just order a salad?"" Finally Dave says ""I just ordered a salad."" Which of the following is true?
A. Dave is asking a question.
B. Sally is asking a question.
C. Dave is making a statement.
D. Sally is making a statement.
Answer: C://"	" ""Did you order a salad?"" Dave says ""No, I ordered a sandwich."" Sally says ""Well, I ordered a salad."" Dave says ""I ordered a sandwich."" Sally says ""I ordered a salad."" Dave says ""I ordered a sandwich."" Sally says ""I ordered a salad."" Dave says ""I"	"Dave and Sally are two friends having a conversation. Dave says ""What is this, I ordered a salad.""
Then Sally asks "	" ""What is this, I ordered a salad.""
Finally Dave says  ""What is this, I ordered a salad.""
What is this, I ordered a salad.://www.englishclub.com/learn-english/grammar/wh-questions.htm"">What is this, I ordered a salad.
What is"	" ""What is this, I ordered a salad.""
Dave says ""What is this, I ordered a salad.""
Sally says ""What is this, I ordered a salad.""
Dave says ""What is this, I ordered a salad.""
Sally says ""What is this, I ordered a salad.""
Dave says ""What"
"Dave and Sally are two friends having a conversation. Dave says ""Just Alice came to the party last night."" Then Sally asks "	" ""Who else came?"" Dave says ""Just John came to the party last night."" What is the correct way to complete the conversation?
A. Just my sister came to the party last night.
B. Just my brother came to the party last night.
C. Just my mother came to the party last night.
"	" ""Who is Alice?"" Dave replies ""Alice is my friend."" Sally says ""I don't know Alice."" Dave says ""Alice is my friend."" Sally says ""I don't know Alice."" Dave says ""Alice is my friend."" Sally says ""I don't know Alice."" Dave says ""Alice is my friend"	"Dave and Sally are two friends having a conversation. Dave says ""Alice came to the party last night.""
Then Sally asks "	" ""Did Bob come?""
Dave replies ""No.""
Finally Sally asks ""Did Charlie come?""
Dave replies ""Yes.""
_REFLEX_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_"	" ""Who is Alice?""
Dave says ""Alice is my friend.""
Sally says ""I don't know Alice.""
Dave says ""Alice is a girl.""
Sally says ""I don't know any girls.""
Dave says ""Alice is a girl who came to the party last night.""
Sally says ""I don't"
"Dave and Sally are two friends having a conversation. Dave says ""Just five kids came to my niece's birthday party."" Then Sally asks "	" ""Is that all?"" What is the most likely reason Sally asked that question?
A. She wants to know how many kids came to the party.
B. She wants to know how many kids Dave's niece has.
C. She wants to know how many kids Dave's niece is.
Answer: A
Explanation"	" ""Did you have a good time?"" Dave replies ""Yes, I did. I had a great time."" What is the relationship between Dave and Sally?
A. They are friends.
B. They are cousins.
C. They are siblings.
D. They are strangers.
Answer: A
Explanation: When you"	"Dave and Sally are two friends having a conversation. Dave says ""Five kids came to my niece's birthday party.""
Then Sally asks "	" ""How many boys?""
Then Dave says  ""Four.""
Then Sally asks  ""How many girls?""
Then Dave says  ""One.""
Then Sally asks  ""How many kids were at the party?""
Then Dave says  ""Five.""
Then Sally asks  ""How many boys were at the party?""
Then Dave says"	"5 questions. Each question is a multiple choice question. Each question has 4 possible answers. Sally gets 1 point for each correct answer. She gets 0 points for each incorrect answer. She gets 0 points for not answering.
What is the maximum number of points Sally can get?
What is the minimum number"
"Dave and Sally are two friends having a conversation. Dave says ""I just have watched Game of Thrones."" Then Sally asks "	" ""Which episode?"" Dave says ""The one where Jon Snow dies."" Then Sally says ""Oh, I haven't watched that episode yet."" Which of the following is true?
A. Dave and Sally are having a conversation.
B. Dave just has watched Game of Thrones.
C. Which episode is the one where"	" ""What is Game of Thrones?"" Dave replies ""It is a TV series about a fictional kingdom in Westeros. It is based on a series of fantasy novels by George R. R. Martin."" Sally says ""I have never heard of it. What is it about?"" Dave replies ""It is about the struggle for"	"Dave and Sally are two friends having a conversation. Dave says ""I have watched Game of Thrones.""
Then Sally asks "	" ""Have you watched Game of Thrones?""
Dave replies  ""Yes.""
Finally, Sally says  ""I have watched Game of Truth or Dare.""
Then Dave asks  ""Have you watched Game of Truth or Dare?""
Sally replies  ""Yes.""
Finally, Dave says  ""I have watched Game of Thrones.""
Then"	" ""What is Game of Thrones?""
Dave says ""It is a TV show about a group of people who are fighting for the Iron Throne.""
Sally says ""I have never heard of it. What is the Iron Throne?""
Dave says ""It is a big chair made of iron. It is the most powerful chair in"
"Dave and Sally are two friends having a conversation. Dave says ""I just read sci-fi and fantasy."" Then Sally asks "	" him ""What do you think of the new Star Wars movie?"" Dave replies ""I just read sci-fi and fantasy."" What is Dave's genre?
A. fantasy
B. sci-fi
Answer: B
Explanation: There are many different types of books. Some books are fiction, while others are nonfiction"	"2 questions. What is the probability that Dave answers ""yes"" to both questions? What is the probability that Dave answers ""yes"" to the first question and ""no"" to the second question?
  1. ### Math A survey of 1000 adults asked them if they had a credit card. 600"	"Dave and Sally are two friends having a conversation. Dave says ""I read sci-fi and fantasy.""
Then Sally asks "	" ""Do you read sci-fi?""
Then Dave says  ""Yes.""
Then Sally asks  ""Do you read fantasy?""
Then Dave says  ""Yes.""
Then Sally says  ""I read sci-fi and fantasy.""
Then Dave says  ""I read sci-fi.""
Then Sally says  ""I read fantasy.""
Then Dave"	" ""What do you read?""
Dave says ""I read sci-fi and fantasy.""
Then Sally asks  ""What do you read?""
Dave says ""I read sci-fi and fantasy.""
Then Sally asks  ""What do you read?""
Dave says ""I read sci-fi and fantasy.""
Then Sally asks  ""What do you"
"Dave and Sally are two friends having a conversation. Dave says ""It's just me who snowboards."" Then Sally asks "	" ""Does your wife snowboard?"" more less
Watch Full Episodes: The Big Bang Theory
The Bow Tie Asymmetry S 12 : Ep 24 Aired 5/16/19
The Plimpton Stimulation S 12 : Ep 23 Aired 5/9/19
"	" ""Is it just you who snowboards?"" What is the answer to Sally's question?
A. Yes, it's just Dave who snowboards.
B. No, it's not just Dave who snowboards.
C. Yes, it's just Sally who snowboards.
D. No, it's not just"	"Dave and Sally are two friends having a conversation. Dave says ""It's me who snowboards.""
Then Sally asks "	" ""Who snowboards?""
Then Dave says  ""It's I who snowboards.""
Which one is correct? Is it ""It's me who snowboards."" or ""It's I who snowboards.""?
The correct answer is ""It's I who snowboards."".
The correct answer is ""It's I who"	" ""Who snowboards?""
Dave says ""It's me who snowboards.""
Sally says ""Who snowboards?""
Dave says ""It's me who snowboards.""
Sally says ""Who snowboards?""
Dave says ""It's me who snowboards.""
Sally says ""Who snowboards?""
Dave says ""It's"
"Dave and Sally are two friends having a conversation. Dave says ""The company just repairs existing units."" Then Sally asks "	" ""Does that mean you don't make new units?"" more less
Watch Full Episodes: The New Yankee Workshop
Shaker Sewing Box S 21 : Ep 13 Aired 5/20/00
Shaker Sewing Box S 21 : Ep 13 Aired 5/20/"	" ""Does that mean they don't make new ones?"" Dave replies ""No, they make new ones too."" Sally says ""So they make new ones and repair existing ones."" Dave says ""Yes, that's right."" Sally says ""So they make new ones and repair existing ones."" Dave says ""Yes, that"	"Dave and Sally are two friends having a conversation. Dave says ""The company repairs existing units.""
Then Sally asks "	" ""What is an existing unit?""
Dave replies  ""It is a unit that is already in existence.""
Then Sally asks  ""What is a unit?""
Dave replies  ""It is a unit of measurement.""
Then Sally asks  ""What is a unit of measurement?""
Dave replies  ""It is a unit of measurement"	" ""What is the company's name?""
Dave says ""The company is called 'The Repair Company'.""
Sally says ""The company repairs existing units.""
Dave says ""The company is called 'The Repair Company'.""
Sally says ""The company repairs existing units.""
Dave says ""The company is called 'The Repair"
