summary_path	source_dataset	dataset_role	word	generated_from	analysis_metric	n_candidates	n_items	mean_candidates_per_item	mean_own_context_log_prob_advantage	median_own_context_log_prob_advantage	mean_own_context_log_prob_advantage_per_token	median_own_context_log_prob_advantage_per_token	own_context_win_rate	own_context_win_rate_per_token	weighted_own_context_win_rate	weighted_own_context_win_rate_per_token	weighted_own_context_log_prob_advantage	weighted_own_context_log_prob_advantage_per_token	top1_own_context_win_rate	top1_own_context_win_rate_per_token	top1_mean_own_context_log_prob_advantage	top1_mean_own_context_log_prob_advantage_per_token	mean_unique_samples_obtained	min_unique_samples_obtained	mean_sample_draw
generation/results/gemma2/gemma-2-9b_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0581689646975885	0.0298384087426321	0.0581689646975885	0.0298384087426321	0.7153333333333334	0.7153333333333334	0.7317401514328974	0.7317401514328974	0.0609743550791761	0.0609743550791761	0.6666666666666666	0.6666666666666666	0.0509341338074701	0.0509341338074701	50.0	50	26.491333333333333
generation/results/gemma2/gemma-2-9b_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0792830389626119	0.0289001504580179	0.0792830389626119	0.0289001504580179	0.6853333333333333	0.6853333333333333	0.6791034306518788	0.6791034306518788	0.0798051884455565	0.0798051884455565	0.6333333333333333	0.6333333333333333	0.0140215086008889	0.0140215086008889	50.0	50	26.36466666666667
generation/results/gemma2/gemma-2-9b_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0123221488244571	0.005857289054177	0.0123221488244571	0.005857289054177	0.5913333333333334	0.5913333333333334	0.591756705902955	0.591756705902955	0.0108352193510855	0.0108352193510855	0.7	0.7	0.0180499253346966	0.0180499253346966	50.0	50	26.314
generation/results/gemma2/gemma-2-9b_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0158186781786039	0.0058660507202148	0.0158186781786039	0.0058660507202148	0.602	0.602	0.6067929389708907	0.6067929389708907	0.0166532500665413	0.0166532500665413	0.5333333333333333	0.5333333333333333	0.0052940983355771	0.0052940983355771	50.0	50	26.120666666666665
generation/results/gemma2_it/gemma-2-9b-it_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.2339037193118474	0.093084460441713	0.2339037193118474	0.093084460441713	0.7046666666666667	0.7046666666666667	0.7749631159011799	0.7749631159011799	0.2714301400107367	0.2714301400107367	0.6666666666666666	0.6666666666666666	0.3242225274369253	0.3242225274369253	50.0	50	33.632666666666665
generation/results/gemma2_it/gemma-2-9b-it_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.3869259368363767	0.1651023414371342	0.3869259368363767	0.1651023414371342	0.7873333333333333	0.7873333333333333	0.8180026329963154	0.8180026329963154	0.360825508572666	0.360825508572666	0.8	0.8	0.4047657979782408	0.4047657979782408	50.0	50	32.906666666666666
generation/results/gemma2_it/gemma-2-9b-it_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0367750528961382	0.01037358045578	0.0367750528961382	0.01037358045578	0.5626666666666666	0.5626666666666666	0.5971355297765768	0.5971355297765768	0.0454324357964825	0.0454324357964825	0.6333333333333333	0.6333333333333333	-0.0012772982882427	-0.0012772982882427	50.0	50	30.62333333333333
generation/results/gemma2_it/gemma-2-9b-it_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.064300574406121	0.0272192591115047	0.064300574406121	0.0272192591115047	0.6726666666666666	0.6726666666666666	0.6736280782853553	0.6736280782853553	0.0514012767364363	0.0514012767364363	0.7333333333333333	0.7333333333333333	0.1100139886738818	0.1100139886738818	50.0	50	29.904666666666667
generation/results/llama3/Meta-Llama-3-8B_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0620008315641156	0.0377893528016674	0.0620008315641156	0.0377893528016674	0.726	0.726	0.7573136552730659	0.7573136552730659	0.0711807271130935	0.0711807271130935	0.7666666666666667	0.7666666666666667	0.0351477714591182	0.0351477714591182	50.0	50	25.781333333333333
generation/results/llama3/Meta-Llama-3-8B_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0603102511092191	0.0217117865880329	0.0603102511092191	0.0217117865880329	0.6353333333333333	0.6353333333333333	0.6276796910715412	0.6276796910715412	0.0610749412236397	0.0610749412236397	0.6	0.6	0.03820339335794	0.03820339335794	50.0	50	25.578666666666667
generation/results/llama3/Meta-Llama-3-8B_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0147269400273555	0.0079436125578703	0.0147269400273555	0.0079436125578703	0.6086666666666667	0.6086666666666667	0.6065077308725132	0.6065077308725132	0.0142308046888193	0.0142308046888193	0.4666666666666667	0.4666666666666667	-0.0008856923915628	-0.0008856923915628	50.0	50	26.042
generation/results/llama3/Meta-Llama-3-8B_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0143153036821574	0.0059112972683377	0.0143153036821574	0.0059112972683377	0.5826666666666667	0.5826666666666667	0.588931616962169	0.588931616962169	0.0125612343163424	0.0125612343163424	0.6	0.6	0.0156890105889156	0.0156890105889156	50.0	50	26.028666666666663
generation/results/llama3_instruct/Meta-Llama-3-8B-Instruct_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.2100823203870948	0.069920168964892	0.2100823203870948	0.069920168964892	0.8786666666666667	0.8786666666666667	0.8799338572985611	0.8799338572985611	0.2094321893941123	0.2094321893941123	0.9	0.9	0.1985035906698029	0.1985035906698029	50.0	50	26.192
generation/results/llama3_instruct/Meta-Llama-3-8B-Instruct_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.3027679247698123	0.0855760260891963	0.3027679247698123	0.0855760260891963	0.8646666666666667	0.8646666666666667	0.8629450410235731	0.8629450410235731	0.3030654573401494	0.3030654573401494	0.7333333333333333	0.7333333333333333	0.2735814856737015	0.2735814856737015	50.0	50	26.126
generation/results/llama3_instruct/Meta-Llama-3-8B-Instruct_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0479313656456044	0.0163751608231266	0.0479313656456044	0.0163751608231266	0.762	0.762	0.7634441961281977	0.7634441961281977	0.0477685963435513	0.0477685963435513	0.7	0.7	0.0558786657934793	0.0558786657934793	50.0	50	26.700666666666667
generation/results/llama3_instruct/Meta-Llama-3-8B-Instruct_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0415235421695667	0.014508559275896	0.0415235421695667	0.014508559275896	0.724	0.724	0.720527847662313	0.720527847662313	0.0411938066153808	0.0411938066153808	0.8333333333333334	0.8333333333333334	0.0520265167204807	0.0520265167204807	50.0	50	26.36466666666667
generation/results/olmo2/OLMo-2-1124-7B_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0453036658493768	0.0268137795584541	0.0453036658493768	0.0268137795584541	0.6393333333333333	0.6393333333333333	0.7098208029422501	0.7098208029422501	0.0670095536097507	0.0670095536097507	0.6666666666666666	0.6666666666666666	0.0591539497903865	0.0591539497903865	50.0	50	25.762
generation/results/olmo2/OLMo-2-1124-7B_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0916784283376964	0.0345255533854167	0.0916784283376964	0.0345255533854167	0.6733333333333333	0.6733333333333333	0.6402626561275665	0.6402626561275665	0.0864554883853769	0.0864554883853769	0.7666666666666667	0.7666666666666667	0.0988287003221952	0.0988287003221952	50.0	50	25.84
generation/results/olmo2/OLMo-2-1124-7B_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0201134835992426	0.0113316853841147	0.0201134835992426	0.0113316853841147	0.616	0.616	0.6246062155260182	0.6246062155260182	0.0215130292007188	0.0215130292007188	0.6	0.6	0.0141395312473683	0.0141395312473683	50.0	50	26.704666666666668
generation/results/olmo2/OLMo-2-1124-7B_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0190826364651263	0.0115366254534039	0.0190826364651263	0.0115366254534039	0.6173333333333333	0.6173333333333333	0.6029954252697732	0.6029954252697732	0.0162842986602155	0.0162842986602155	0.6666666666666666	0.6666666666666666	0.0271257083055605	0.0271257083055605	50.0	50	26.740666666666662
generation/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.2471794139993929	0.1696205122130257	0.2471794139993929	0.1696205122130257	0.8833333333333333	0.8833333333333333	0.8855258224145693	0.8855258224145693	0.2420325677512029	0.2420325677512029	0.8666666666666667	0.8666666666666667	0.1988217460410621	0.1988217460410621	50.0	50	25.842666666666663
