particle	train_fold	component	layer_index	position_label	position_order	corruption_mode	mean_clean_log_prob_per_token	mean_corrupted_log_prob_per_token	mean_patched_log_prob_per_token	mean_raw_delta_per_token	mean_restoration	mean_restoration_clipped	row_count	source_item_count	site_metric	ranking_score
just	0	attn	6	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.936843042623904	0.03556517649021806	0.08972310576682914	0.0934207926293973	20	20	restoration	0.08972310576682914
just	0	attn	3	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9544582929712195	0.01794992614290258	0.07828469742995772	0.07974247796803999	20	20	restoration	0.07828469742995772
just	0	attn	7	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9471638465778573	0.025244372536264693	0.07664799661717311	0.07739353603465352	20	20	restoration	0.07664799661717311
just	0	attn	4	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9591487322971343	0.01325948681698783	0.06674544594185698	0.07158571756134076	20	20	restoration	0.06674544594185698
just	0	attn	5	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9508905000060436	0.02151771910807845	0.06628628675668734	0.06704039404975957	20	20	restoration	0.06628628675668734
just	0	attn	10	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9578684663404433	0.014539752773678888	0.03266796934752665	0.03378872138711979	20	20	restoration	0.03266796934752665
just	0	attn	12	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9629964278897345	0.009411791224387556	0.025539868180307772	0.03107356232442261	20	20	restoration	0.025539868180307772
just	0	attn	2	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9665695353987772	0.005838683715344836	0.02549983234920709	0.026291152382284404	20	20	restoration	0.02549983234920709
just	0	attn	13	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9607496089187638	0.011658610195358191	0.023088787067473533	0.026823147898730082	20	20	restoration	0.023088787067473533
just	0	attn	9	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.96672509014819	0.005683128965931994	0.020705672659038853	0.021846362683548847	20	20	restoration	0.020705672659038853
just	0	attn	1	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9699630624166165	0.0024451566975056014	0.014445524331030097	0.01531285579712481	20	20	restoration	0.014445524331030097
just	0	attn	8	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9700230306146025	0.002385188499519525	0.009708209314640845	0.025780873261332375	20	20	restoration	0.009708209314640845
just	0	attn	11	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.973152180556015	-0.0007439614418929458	0.0044990472833750916	0.016223123134228714	20	20	restoration	0.0044990472833750916
just	0	attn	15	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9720438958590678	0.00036432325505425246	0.003392691675111103	0.008134153057601002	20	20	restoration	0.003392691675111103
just	0	attn	0	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9725255633892569	-0.00011734427513488687	0.002836454042164371	0.004675223694264274	20	20	restoration	0.002836454042164371
just	0	attn	16	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9735253860985609	-0.0011171669844387915	0.0020667055102943283	0.004906824917420571	20	20	restoration	0.0020667055102943283
just	0	attn	21	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9722193649897465	0.00018885412437553707	0.0017259181887669096	0.0028381936620646498	20	20	restoration	0.0017259181887669096
just	0	attn	20	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9724868676761739	-7.864856205181404e-05	0.0015277944617659964	0.0030548740360912675	20	20	restoration	0.0015277944617659964
just	0	attn	23	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.972321761714422	8.645739970005173e-05	0.0014840630299009707	0.0026631628035321243	20	20	restoration	0.0014840630299009707
just	0	attn	19	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9721245658641664	0.00028365324995564546	0.0014605702177673762	0.00244238343119104	20	20	restoration	0.0014605702177673762
just	0	attn	27	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9727415633558053	-0.00033334424168316167	0.0009096482246694554	0.0019009873539739038	20	20	restoration	0.0009096482246694554
just	0	attn	24	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.972801996482545	-0.00039377736842284295	0.0008324429554449287	0.0026925162869942025	20	20	restoration	0.0008324429554449287
just	0	attn	30	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9723732187566618	3.500035746018537e-05	0.0008223954813418817	0.0016146778020989946	20	20	restoration	0.0008223954813418817
just	0	attn	29	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9726561965441883	-0.00024797743006619856	0.0005478660298478687	0.0020366741326756895	20	20	restoration	0.0005478660298478687
just	0	attn	28	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9725019436511829	-9.372453706075202e-05	0.0004076732906623484	0.001727310162757633	20	20	restoration	0.0004076732906623484
just	0	attn	25	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9724711867517716	-6.296763764943868e-05	0.00037626055644403983	0.0015134528620527382	20	20	restoration	0.00037626055644403983
just	0	attn	22	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9724107324154785	-2.5133013563410913e-06	0.00021840468436398975	0.0024184607993338572	20	20	restoration	0.00021840468436398975
just	0	attn	18	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9727334252119574	-0.0003252060978353066	0.00017546294003100527	0.0018468330000299983	20	20	restoration	0.00017546294003100527
just	0	attn	26	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9727357176218419	-0.00032749850771990053	7.926512427106083e-05	0.001153740834415351	20	20	restoration	7.926512427106083e-05
just	0	attn	31	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9724082191141221	0.0	0.0	0.0	20	20	restoration	0.0
just	0	attn	17	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9727694318233722	-0.00036121270925011385	-0.0005007138483596643	0.002379151255459157	20	20	restoration	-0.0005007138483596643
just	0	attn	14	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9755571540159824	-0.0031489349018604283	-0.0019014827225534534	0.007942604022225738	20	20	restoration	-0.0019014827225534534
just	0	mlp	6	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.949601430380992	0.022806788733130016	0.09095696886289698	0.10522595817634259	20	20	restoration	0.09095696886289698
just	0	mlp	7	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9498829385945522	0.02252528051956995	0.08179201418442257	0.08780706299575244	20	20	restoration	0.08179201418442257
just	0	mlp	8	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.961505192759876	0.010903026354246012	0.05777939191418731	0.07592673387586879	20	20	restoration	0.05777939191418731
just	0	mlp	4	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9604469878643522	0.011961231249769822	0.046503503687501044	0.052035454519255786	20	20	restoration	0.046503503687501044
just	0	mlp	3	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.966215535764794	0.006192683349328124	0.036674698525235014	0.03968440892364401	20	20	restoration	0.036674698525235014
just	0	mlp	12	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9698944989013485	0.0025137202127735237	0.028319868951015736	0.04203280033238766	20	20	restoration	0.028319868951015736
just	0	mlp	11	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9661869815367204	0.006221237577401695	0.018471479906901792	0.03665419534446719	20	20	restoration	0.018471479906901792
just	0	mlp	15	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9655147480045911	0.006893471109530949	0.015951089899983333	0.018575287968300578	20	20	restoration	0.015951089899983333
just	0	mlp	13	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9690823881531674	0.003325830960954626	0.010633867332307891	0.017001926193364103	20	20	restoration	0.010633867332307891
just	0	mlp	2	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9703260912553949	0.0020821278587272287	0.008689564543525772	0.009852765658939283	20	20	restoration	0.008689564543525772
just	0	mlp	14	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9727931632299012	-0.0003849441157790262	0.00628122757858979	0.014474745468890684	20	20	restoration	0.00628122757858979
just	0	mlp	9	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9718260954131234	0.0005821237009987573	0.0057986670345763465	0.017396530183536887	20	20	restoration	0.0057986670345763465
just	0	mlp	18	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9713454345640216	0.0010627845501004984	0.003945438220582984	0.0048439279185754575	20	20	restoration	0.003945438220582984
just	0	mlp	19	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9728311647482059	-0.00042294563408388776	0.0033840373272996543	0.005481209399119836	20	20	restoration	0.0033840373272996543
just	0	mlp	17	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.974146433264778	-0.0017382141506559951	0.002492632656345341	0.008767350028008245	20	20	restoration	0.002492632656345341
just	0	mlp	21	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9721588117291425	0.00024940738497948866	0.0022777141660636864	0.0035806651258231117	20	20	restoration	0.0022777141660636864
just	0	mlp	10	utterance_final	0	prompt_without	-0.6857825309048409	-0.9724082191141221	-0.9741759022530541	-0.001767683138931983	0.0021726430589205136	0.020826497344981553	20	20	restoration	0.0021726430589205136
