pool_row_index	pool_rank	source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	followup	particle	selection_score_per_token	selection_score_raw	fold_id	prompt_with	prompt_without	next_speaker
0	1	expanded_data	discourse_particle	70	only_1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	chat	0.9	1.0	20260416	132238744	50	50	500	14	14	That's okay! I love spring rolls! What kind of fillings do you have available?	that's okay! i love spring rolls! what kind of fillings do you have available?	That's okay! I love spring rolls! What kind of fillings do you have available?	-9.774452567100523	-34.89025843143463	-0.4072688569625218	-1.453760767976443	24	24	-9.774452567100523	-34.89025843143463	-0.4072688569625218	-1.453760767976443	25.115805864334103	1.0464919110139212	True	True	Then could I have four orders, please?	only	1.0464919110139212	25.115805864334103	0	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
1	2	expanded_data	discourse_particle	70	only_1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	chat	0.9	1.0	20260416	132238744	50	50	500	27	27	That's okay! Do you still want to order the spring rolls?	that's okay! do you still want to order the spring rolls?	That's okay! Do you still want to order the spring rolls?	-10.364277005195618	-29.284307599067688	-0.5454882634313483	-1.541279347319352	19	19	-10.364277005195618	-29.284307599067688	-0.5454882634313483	-1.541279347319352	18.92003059387207	0.9957910838880036	True	True	Then could I have four orders, please?	only	0.9957910838880036	18.92003059387207	0	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
2	3	expanded_data	discourse_particle	117	only_3999	only	h	Hello, I need to register for a class.__eou__What class are you trying to take?__eou__I want to take a Psychology class.	Well, there are only two classes open.	Well, there are two classes open.	Can you tell me what days the classes are on?		P	Well, there are only two classes open.	nucleus	chat	0.9	1.0	20260416	1933371088	50	50	500	31	27	That's a bit limited! What are the two classes that are available?	that's a bit limited! what are the two classes that are available?	That's a bit limited! What are the two classes that are available?	-10.70865762233734	-30.55496120452881	-0.535432881116867	-1.5277480602264404	20	20	-10.70865762233734	-30.55496120452881	-0.535432881116867	-1.5277480602264404	19.846303582191467	0.9923151791095732	True	True	Can you tell me what days the classes are on?	only	0.9923151791095732	19.846303582191467	0	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are only two classes open.
Speaker 1: "	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are two classes open.
Speaker 1: "	Speaker 1
3	4	expanded_data	discourse_particle	117	only_3999	only	h	Hello, I need to register for a class.__eou__What class are you trying to take?__eou__I want to take a Psychology class.	Well, there are only two classes open.	Well, there are two classes open.	Can you tell me what days the classes are on?		P	Well, there are only two classes open.	nucleus	chat	0.9	1.0	20260416	1933371088	50	50	500	13	12	That's okay! What are the two classes available?	that's okay! what are the two classes available?	That's okay! What are the two classes available?	-5.675240755081177	-19.3083438873291	-0.3547025471925735	-1.2067714929580688	16	16	-5.675240755081177	-19.3083438873291	-0.3547025471925735	-1.2067714929580688	13.633103132247925	0.8520689457654953	True	True	Can you tell me what days the classes are on?	only	0.8520689457654953	13.633103132247925	0	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are only two classes open.
Speaker 1: "	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are two classes open.
Speaker 1: "	Speaker 1
4	5	expanded_data	discourse_particle	117	only_3999	only	h	Hello, I need to register for a class.__eou__What class are you trying to take?__eou__I want to take a Psychology class.	Well, there are only two classes open.	Well, there are two classes open.	Can you tell me what days the classes are on?		P	Well, there are only two classes open.	nucleus	chat	0.9	1.0	20260416	1933371088	50	50	500	5	4	That's okay. What are the two classes?	that's okay. what are the two classes?	That's okay. What are the two classes?	-6.913676857948303	-18.398755073547363	-0.4609117905298869	-1.2265836715698242	15	15	-6.913676857948303	-18.398755073547363	-0.4609117905298869	-1.2265836715698242	11.48507821559906	0.7656718810399372	True	True	Can you tell me what days the classes are on?	only	0.7656718810399372	11.48507821559906	0	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are only two classes open.
Speaker 1: "	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are two classes open.
Speaker 1: "	Speaker 1
5	6	expanded_data	discourse_particle	117	only_3999	only	h	Hello, I need to register for a class.__eou__What class are you trying to take?__eou__I want to take a Psychology class.	Well, there are only two classes open.	Well, there are two classes open.	Can you tell me what days the classes are on?		P	Well, there are only two classes open.	nucleus	chat	0.9	1.0	20260416	1933371088	50	50	500	21	18	That's okay! What are the two classes? Are they something that interests me?	that's okay! what are the two classes? are they something that interests me?	That's okay! What are the two classes? Are they something that interests me?	-12.73754620552063	-28.505279541015625	-0.5789793729782104	-1.2956945245916194	22	22	-12.73754620552063	-28.505279541015625	-0.5789793729782104	-1.2956945245916194	15.767733335494995	0.7167151516134089	True	True	Can you tell me what days the classes are on?	only	0.7167151516134089	15.767733335494995	0	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are only two classes open.
Speaker 1: "	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are two classes open.
Speaker 1: "	Speaker 1
6	7	expanded_data	discourse_particle	93	only_2682	only	h	Only one. But I wanted to make sure I'd get it.__eou__Yeah, I really wanted that Chanel bag, too. But just in case you should bid low.	But there are only two more days until the bidding closes!	But there are two more days until the bidding closes!	I bid on a Chanel watch at the last minute, and got it sixty percent off!		P	But there are only two more days until the bidding closes!	nucleus	chat	0.9	1.0	20260416	1761295223	50	50	500	4	4	Oh no, that's true! Time is running out!	oh no, that's true! time is running out!	Oh no, that's true! Time is running out!	-9.471378087997437	-20.522545099258423	-0.557139887529261	-1.2072085352504955	17	17	-9.471378087997437	-20.522545099258423	-0.557139887529261	-1.2072085352504955	11.051167011260986	0.6500686477212345	True	True	I bid on a Chanel watch at the last minute, and got it sixty percent off!	only	0.6500686477212345	11.051167011260986	0	"Speaker 1: Only one. But I wanted to make sure I'd get it.
Speaker 2: Yeah, I really wanted that Chanel bag, too. But just in case you should bid low.
Speaker 1: But there are only two more days until the bidding closes!
Speaker 2: "	"Speaker 1: Only one. But I wanted to make sure I'd get it.
Speaker 2: Yeah, I really wanted that Chanel bag, too. But just in case you should bid low.
Speaker 1: But there are two more days until the bidding closes!
Speaker 2: "	Speaker 2
7	8	expanded_data	discourse_particle	70	only_1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	chat	0.9	1.0	20260416	132238744	50	50	500	2	2	That's okay! Spring rolls can be a tasty and convenient option. How much are they, and do you have any dipping sauces available?	that's okay! spring rolls can be a tasty and convenient option. how much are they, and do you have any dipping sauces available?	That's okay! Spring rolls can be a tasty and convenient option. How much are they, and do you have any dipping sauces available?	-12.061070442199709	-32.88986110687256	-0.3654869830969608	-0.996662457784017	33	33	-12.061070442199709	-32.88986110687256	-0.3654869830969608	-0.996662457784017	20.82879066467285	0.6311754746870561	True	True	Then could I have four orders, please?	only	0.6311754746870561	20.82879066467285	0	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
8	9	expanded_data	discourse_particle	70	only_1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	chat	0.9	1.0	20260416	132238744	50	50	500	15	15	That's okay! I'll take a dozen spring rolls, please. Can I customize the dipping sauce or do you have any pre-made options?	that's okay! i'll take a dozen spring rolls, please. can i customize the dipping sauce or do you have any pre-made options?	That's okay! I'll take a dozen spring rolls, please. Can I customize the dipping sauce or do you have any pre-made options?	-19.133140563964844	-40.2375363111496	-0.5627394283519072	-1.1834569503279293	34	34	-19.133140563964844	-40.2375363111496	-0.5627394283519072	-1.1834569503279293	21.10439574718476	0.6207175219760221	True	True	Then could I have four orders, please?	only	0.6207175219760221	21.10439574718476	0	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
9	10	expanded_data	discourse_particle	70	only_1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	chat	0.9	1.0	20260416	132238744	50	50	500	5	5	That's okay! Spring rolls sound delicious. How many can I order, and would you like any dipping sauces with it?	that's okay! spring rolls sound delicious. how many can i order, and would you like any dipping sauces with it?	That's okay! Spring rolls sound delicious. How many can I order, and would you like any dipping sauces with it?	-14.092573642730711	-32.666895508766174	-0.4697524547576904	-1.0888965169588725	30	30	-14.092573642730711	-32.666895508766174	-0.4697524547576904	-1.0888965169588725	18.57432186603546	0.619144062201182	True	True	Then could I have four orders, please?	only	0.619144062201182	18.57432186603546	0	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
