source_dataset	dataset_role	source_row_index	id	word	subset	generated_from	n_candidates	n_items	mean_candidates_per_item	mean_own_context_log_prob_advantage	median_own_context_log_prob_advantage	mean_own_context_log_prob_advantage_per_token	own_context_win_rate	weighted_own_context_win_rate	weighted_own_context_log_prob_advantage	top1_own_context_win_rate	top1_mean_own_context_log_prob_advantage	mean_unique_samples_obtained	min_unique_samples_obtained	mean_sample_draw
just	discourse_particle	0	1157	just	h	P	50	1	50.0	0.2004396438598633	0.104400634765625	0.016913967930963746	0.6	0.27945495381065927	-0.06329827503265621	1.0	0.09991455078125	50.0	50	25.5
just	discourse_particle	0	1157	just	h	P_prime	50	1	50.0	0.03760674476623535	-0.03107833862304685	0.005754788215061349	0.48	0.11113214617570423	-0.5942707592281523	0.0	-0.3050384521484375	50.0	50	25.5
just	discourse_particle	1	5467	just	h	P	50	1	50.0	0.11730819702148437	0.043304443359375	0.030799647441990104	0.54	0.9782660977900345	0.4388649037896403	0.0	-0.126953125	50.0	50	26.02
just	discourse_particle	1	5467	just	h	P_prime	50	1	50.0	0.3338322162628174	0.1279296875	0.03714949441898472	0.7	0.21583250718983768	-0.23138966416458723	1.0	0.706298828125	50.0	50	25.5
just	discourse_particle	2	2485	just	h	P	50	1	50.0	0.17638940811157228	0.1604499816894531	0.011924046747414754	0.62	0.7059144902451372	0.0965019333177023	1.0	0.307037353515625	50.0	50	25.5
just	discourse_particle	2	2485	just	h	P_prime	50	1	50.0	0.1839979672431946	0.049679756164550753	0.0105603707105632	0.54	0.4079303681609577	-0.041328250503098074	1.0	0.04443359375	50.0	50	25.5
just	discourse_particle	3	2798	just	h	P	50	1	50.0	1.5285171890258789	1.01312255859375	0.11910211190777002	0.8	0.9343716902955091	0.6089716362513186	1.0	0.0044403076171875	50.0	50	25.64
just	discourse_particle	3	2798	just	h	P_prime	50	1	50.0	0.9523721313476563	1.0515060424804688	0.12840324460958288	0.74	0.9949749962494577	1.9200432208472997	0.0	-0.41156005859375	50.0	50	25.96
just	discourse_particle	4	1627	just	h	P	50	1	50.0	0.1179171347618103	0.0529918074607849	0.0159050364857672	0.64	0.9965440944104738	0.05236951697321544	0.0	-0.7751021385192871	50.0	50	26.0
just	discourse_particle	4	1627	just	h	P_prime	50	1	50.0	0.10530464172363281	-0.0272216796875	0.0054125052161769415	0.42	0.013536356881595706	-0.03840336133758035	0.0	-0.24560546875	50.0	50	25.5
just	discourse_particle	5	4508	just	h	P	50	1	50.0	0.3509654521942139	0.292144775390625	0.03773102675016311	0.76	0.9588670778038159	0.1522006781590249	1.0	0.4060440063476562	50.0	50	25.5
just	discourse_particle	5	4508	just	h	P_prime	50	1	50.0	0.4327083587646484	0.25213623046875	0.06161558661962424	0.72	0.9660451729872257	0.1334638800599447	1.0	2.7772178649902344	50.0	50	26.0
just	discourse_particle	6	638	just	h	P	50	1	50.0	0.3259866714477539	0.03289794921875	0.0390022646967438	0.54	0.4544276290713207	0.06836100774028779	0.0	-0.259765625	50.0	50	25.5
just	discourse_particle	6	638	just	h	P_prime	50	1	50.0	0.1224072265625	0.11846923828125	0.0159701049194996	0.64	0.8940529894104832	0.1863069584520078	1.0	0.1669921875	50.0	50	25.94
just	discourse_particle	7	8659	just	h	P	50	1	50.0	0.07280487060546875	0.050140380859375	0.015768734958650797	0.64	0.922557803338366	0.12856781481053148	0.0	-0.09033203125	50.0	50	25.5
