id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
7244	just	Daniel, you can't spit the gum everywhere.	Come on, just a little piece.	Come on, a little piece.	Do you know how many people chew gum everyday?	-18.138715744018555	-22.001874923706055	-1.3952858264629657	-1.8334895769755046	13	12	-21.46897530555725	-21.802430391311646	-1.5334982361112321	-1.5573164565222604	14	14	-118.1467022895813	-122.3076720237732	-2.7475977276646812	-2.9120874291374568	43	42	True	0.4382037505125389	True
7379	just	Hi, Mark! Long time no see!__eou__Hi, Alex!__eou__Where have you been?	I just got back from London.	I got back from London.	How was your flight?	-10.97277581691742	-18.12762200832367	-0.9143979847431183	-1.6479656371203335	12	11	-7.933313846588135	-7.919026851654053	-0.8814793162875705	-0.8798918724060059	9	9	-82.06544005870819	-89.20599925518036	-1.5197303714575592	-1.6831320614184972	54	53	True	0.7335676523772152	True
7614	just	Hey Michelle. Good to see you. Are you at lunch?	Oh hi Jim. No I just got back. I thought you were on vacation now.	Oh hi Jim. No I got back. I thought you were on vacation now.	No, I wish I was! I just got back from Spain actually.	-42.51688194274902	-50.59598350524902	-1.8485600844673489	-2.299817432056774	23	22	-32.693193674087524	-33.30681085586548	-1.7206944038993435	-1.7529900450455516	19	19	-141.63561272621155	-150.2963490486145	-2.360593545436859	-2.5473957465866865	60	59	True	0.45125734758942504	True
8096	just	Are you ready, honey?__eou__Sorry, not yet! can you help me to select the dress? i don, t what i should wear to fit thinner party.	Just dress formal.	Dress formal.	How about transom?	-22.086143493652344	-23.253135681152344	-2.454015943739149	-2.906641960144043	9	8	-27.723896026611328	-27.572633743286133	-3.080432891845703	-3.063625971476237	9	9	-212.30662441253662	-213.33846759796143	-3.480436465779289	-3.5556411266326906	61	60	True	0.45262601640489386	True
8168	just	Do you like traveling?	Yes. I’Ve just come back from Scotland.	Yes. I’Ve come back from Scotland.	Where did you visit?	-33.57002639770508	-40.99013137817383	-2.0981266498565674	-2.7326754252115886	16	15	-7.017748832702637	-7.36454963684082	-0.779749870300293	-0.8182832929823134	9	9	-83.61571407318115	-91.39182090759277	-2.3890204020908903	-2.687994732576258	35	34	True	0.6345487753550212	True
8211	just	What time is it, Tom?	Just a minute. It’s ten to nine by my watch.	A minute. It’s ten to nine by my watch.	Is it? I have no idea if I’m so late. I must be off now.	-27.388303756713867	-36.42496871948242	-1.441489671405993	-2.023609373304579	19	18	-47.28736591339111	-46.857421875	-1.9703069130579631	-1.952392578125	24	24	-118.25903606414795	-126.86755561828613	-2.1501642920754174	-2.34939917811641	55	54	True	0.5821197018985858	True
8252	just	Hey, Jack! Is Jenny coming with us?__eou__Yes. Why?	Nothing. I am just asking.	Nothing. I am asking.	Just asking?! Why is your face burning like mad? Ah-huh, someone has a crush on Jenny, doesn't he?	-12.455472469329834	-17.175004959106445	-1.0379560391108196	-1.561364087191495	12	11	-71.0244870185852	-73.36016464233398	-2.2911124844704904	-2.3664569239462576	31	31	-157.85067129135132	-164.9040002822876	-2.3559801685276316	-2.4985454588225395	67	66	True	0.5234080480806755	True
8333	just	You look so tan and healthy!	Thanks. I just got back from summer camp.	Thanks. I got back from summer camp.	How was it?	-15.736318588256836	-21.453474044799805	-1.049087905883789	-1.5323910031999861	15	14	-4.107575416564941	-4.19288444519043	-0.5134469270706177	-0.5241105556488037	8	8	-73.15772342681885	-78.97304344177246	-2.0902206693376812	-2.322736571816837	35	34	True	0.48330309731619714	True
8362	just	let's go swimming.	But, we just finished eating lunch.	But, we finished eating lunch.	I know, but I'm really hot.	-24.118694305419922	-29.303565979003906	-1.855284177339994	-2.4419638315836587	13	12	-9.844282150268555	-10.79474925994873	-0.7031630107334682	-0.7710535185677665	14	14	-84.33157539367676	-90.47955226898193	-2.219251984044125	-2.4453933045670793	38	37	True	0.5866796542436647	True
8538	just	And so, that concludes my outline for our marketing strategy next year. Thank you very much for your time.__eou__Hey, that was quite the presentation! Honestly, I was completely blown away by your strategy outline. I've gotta say, Alex, you really wowed me today.	Aw, come on, it was nothing. I'm just doing my job.	Aw, come on, it was nothing. I'm doing my job.	No, I think you deserve some recognition here; I mean, if I look back on your previous presentations, this is a huge improvement.	-21.284245491027832	-31.214909553527832	-0.9674657041376288	-1.4864242644537062	22	21	-58.88479721546173	-58.55395829677582	-1.840149912983179	-1.8298111967742443	32	32	-246.1824632883072	-255.77923667430878	-2.0345658123000594	-2.131493638952573	121	120	True	0.5189585603160775	True
