particle	train_fold	layer_index	position_label	position_order	patch_scope	onset_tokens	mean_clean_log_prob_per_token	mean_corrupted_log_prob_per_token	mean_patched_log_prob_per_token	mean_raw_delta_per_token	mean_restoration	mean_restoration_clipped	row_count	source_item_count	site_metric	ranking_score
not	0	15	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4586827369374973	0.03886262531698591	0.216172200518944	0.2291114321944415	283	14	restoration	0.216172200518944
not	0	17	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4598646240037505	0.03768073825073287	0.20780905039925218	0.22443655478726024	283	14	restoration	0.20780905039925218
not	0	16	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4599415545572816	0.037603807697201896	0.2075697085820973	0.22297178895529418	283	14	restoration	0.2075697085820973
not	0	18	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.460046368831363	0.03749899342312051	0.2058591088361464	0.2243190310573126	283	14	restoration	0.2058591088361464
not	0	14	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4602800976098727	0.037265264644610406	0.2043737146281524	0.21586445505649737	283	14	restoration	0.2043737146281524
not	0	19	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4605579635161696	0.03698739873831401	0.2041797210993331	0.22359823637564302	283	14	restoration	0.2041797210993331
not	0	20	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4611466270719835	0.036398735182499656	0.20116424467859537	0.2214534275410758	283	14	restoration	0.20116424467859537
not	0	21	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4613290357753237	0.036216326479159795	0.19974355196819943	0.2215317450650871	283	14	restoration	0.19974355196819943
not	0	30	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4617910450547873	0.03575431719969611	0.19952482868907626	0.2271789033641716	283	14	restoration	0.19952482868907626
not	0	31	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4628028189661966	0.034742543288286805	0.19344960714255705	0.2276612323727378	283	14	restoration	0.19344960714255705
not	0	29	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4629286893269327	0.03461667292755107	0.19223809872195674	0.219987293440319	283	14	restoration	0.19223809872195674
not	0	22	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.462776057865656	0.03476930438882715	0.19050475784210902	0.21374878515703458	283	14	restoration	0.19050475784210902
not	0	28	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4632676476069215	0.0342777146475622	0.19029074028508894	0.21776426079910505	283	14	restoration	0.19029074028508894
not	0	23	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4629973585070593	0.03454800374742449	0.18950145673629443	0.2139581568043272	283	14	restoration	0.18950145673629443
not	0	25	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.463695910371255	0.03384945188322848	0.18604557552816844	0.21034118667255794	283	14	restoration	0.18604557552816844
not	0	26	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.463678695561312	0.033866666693171836	0.18602802383374653	0.2104975327463768	283	14	restoration	0.18602802383374653
not	0	27	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.463952959079178	0.033592403175305416	0.18602104437384265	0.21010906788925224	283	14	restoration	0.18602104437384265
not	0	24	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4639467190516027	0.03359864320288091	0.18501481661992547	0.209314847365196	283	14	restoration	0.18501481661992547
not	0	13	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4646653000473155	0.03288006220716792	0.1783069183015646	0.19062147907024843	283	14	restoration	0.1783069183015646
not	0	12	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4757805794855416	0.021764782768941397	0.12380355627490193	0.13884732360671917	283	14	restoration	0.12380355627490193
not	0	11	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.484067515255134	0.013477846999349433	0.08030379210450722	0.09554823565404516	283	14	restoration	0.08030379210450722
not	0	10	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.487674852739661	0.009870509514822682	0.057723157596665166	0.07519639910743321	283	14	restoration	0.057723157596665166
not	0	9	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4906815587963296	0.006863803458153828	0.041740381518048715	0.06123499929127141	283	14	restoration	0.041740381518048715
not	0	8	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4932994255226513	0.004245936731831804	0.029088386703808537	0.04319104474187057	283	14	restoration	0.029088386703808537
not	0	7	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.494709432296504	0.002835929957979094	0.018489029622995392	0.029980057508253617	283	14	restoration	0.018489029622995392
not	0	6	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.495057431871944	0.0024879303825394894	0.017696857485366868	0.026191731283062132	283	14	restoration	0.017696857485366868
not	0	5	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4956093328601816	0.0019360293943015288	0.01491285363161679	0.023107475223625575	283	14	restoration	0.01491285363161679
not	0	4	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4967640062399186	0.0007813560145646084	0.007305442797225469	0.014200787780223285	283	14	restoration	0.007305442797225469
not	0	3	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4971843760140557	0.0003609862404276649	0.0045158558288217006	0.009934106521745706	283	14	restoration	0.0045158558288217006
not	0	2	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.497428866107073	0.0001164961474101382	0.002052512406378846	0.006253126103167074	283	14	restoration	0.002052512406378846
not	0	1	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.4974493880653	9.597418918348848e-05	0.0015967406893484472	0.006107733469808275	283	14	restoration	0.0015967406893484472
not	0	0	predict_0	0	prompt_boundary	3	-2.31218880445927	-2.497545362254484	-2.497522095703592	2.326655089092859e-05	0.0007393181717198483	0.005517497259460625	283	14	restoration	0.0007393181717198483
not	1	14	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.193370018076499	0.024955480360048212	0.18178354114647918	0.18863607750083616	217	14	restoration	0.18178354114647918
not	1	15	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.1940635082741045	0.024261990162442397	0.1803125491464205	0.1875828063980063	217	14	restoration	0.1803125491464205
not	1	16	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.195546981582219	0.02277851685432783	0.17143244197841673	0.18166022540083065	217	14	restoration	0.17143244197841673
not	1	13	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.1959118808875435	0.022413617549003433	0.16410464520913995	0.16938715391423295	217	14	restoration	0.16410464520913995
not	1	17	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.197780315763531	0.020545182673015756	0.15551353451901004	0.16873129136093248	217	14	restoration	0.15551353451901004
not	1	18	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.198579680985028	0.019745817451518956	0.14917944038053393	0.1640551139457201	217	14	restoration	0.14917944038053393
not	1	20	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.1991607655261456	0.019164732910401355	0.1460701695606666	0.16134261247576678	217	14	restoration	0.1460701695606666
not	1	19	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.199014616211447	0.01931088222509981	0.145848466607033	0.161859213169186	217	14	restoration	0.145848466607033
not	1	21	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.199948798411824	0.01837670002472308	0.14003922197641241	0.1570229082200389	217	14	restoration	0.14003922197641241
not	1	22	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2009620930315497	0.017363405404997343	0.13367681585086075	0.15095628878555342	217	14	restoration	0.13367681585086075
not	1	23	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.201229845683115	0.017095652753431428	0.1315134541742444	0.15113302134610146	217	14	restoration	0.1315134541742444
not	1	12	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2014334437208225	0.016892054715724216	0.12134674879623518	0.12430479520575476	217	14	restoration	0.12134674879623518
not	1	24	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2025850348811487	0.015740463555398283	0.11946043036037386	0.13932247808871526	217	14	restoration	0.11946043036037386
not	1	25	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2040140444929244	0.014311453943622602	0.1076711890538794	0.13005973136894125	217	14	restoration	0.1076711890538794
not	1	27	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2039299804878847	0.0143955179486622	0.10686303742577355	0.1301454214898145	217	14	restoration	0.10686303742577355
not	1	26	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.204128022242091	0.014197476194455477	0.10610029391942663	0.12917303487603027	217	14	restoration	0.10610029391942663
not	1	30	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.204161181971838	0.014164316464708547	0.1026357720494899	0.1344555385107648	217	14	restoration	0.1026357720494899
not	1	28	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.204418241410097	0.013907257026450195	0.10219029902244046	0.13146737721407192	217	14	restoration	0.10219029902244046
not	1	29	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2050551588036664	0.013270339632880284	0.09529336056903863	0.12634552351421374	217	14	restoration	0.09529336056903863
not	1	31	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.206078316991205	0.012247181445341706	0.09140726444488502	0.12922849830487054	217	14	restoration	0.09140726444488502
not	1	11	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2088584335844748	0.00946706485207221	0.06906728100319319	0.07761528908097315	217	14	restoration	0.06906728100319319
not	1	10	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2101079885069757	0.008217509929571326	0.05856732676695709	0.06726019891159055	217	14	restoration	0.05856732676695709
not	1	9	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2125320279269975	0.0057934705095489866	0.04222887480891959	0.049631995427469204	217	14	restoration	0.04222887480891959
not	1	8	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2148085185538897	0.003516979882657082	0.02777706098176465	0.03439143214915039	217	14	restoration	0.02777706098176465
not	1	7	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2160665127093933	0.0022589857271534306	0.018654727040061925	0.02553047732199776	217	14	restoration	0.018654727040061925
not	1	4	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2172808363433045	0.0010446620932423208	0.006928444768932137	0.012806647657003971	217	14	restoration	0.006928444768932137
not	1	3	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2175768958403723	0.000748602596174374	0.005929775925795073	0.010743719631661227	217	14	restoration	0.005929775925795073
not	1	2	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2177045076253683	0.000620990811178145	0.005561853867282008	0.010037834573396662	217	14	restoration	0.005561853867282008
not	1	5	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.217548311340261	0.0007771870962857488	0.0049264409061374635	0.013600994170137616	217	14	restoration	0.0049264409061374635
not	1	6	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.217791240554211	0.0005342578823355632	0.003519136181889079	0.013112776114426515	217	14	restoration	0.003519136181889079
not	1	0	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.218291742654325	3.375578222185688e-05	0.001232578667813112	0.005603304162488284	217	14	restoration	0.001232578667813112
not	1	1	predict_0	0	prompt_boundary	3	-2.0641998149170817	-2.218325498436547	-2.2183501195292243	-2.4621092677474775e-05	-0.00017892433977898984	0.0043731749856511975	217	14	restoration	-0.00017892433977898984
