source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	candidate_weight_unnormalized	candidate_weight
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	1	1	25 yuan! It's a little bit expensive, isn't it? How much is the cheapest one?	25 yuan! it's a little bit expensive, isn't it? how much is the cheapest one?	25 yuan! It's a little bit expensive, isn't it? How much is the cheapest one?\nSpeaker 2: That one costs only 8 yuan. It's on sale.\nSpeaker 1: OK, I'll buy it. It's my favorite color. Can	-19.648115634918213	-19.273170948028564	-0.8186714847882589	-0.8030487895011902	24	24	-19.648115634918213	-19.273170948028564	-0.8186714847882589	-0.8030487895011902	-0.3749446868896484	-0.0156226952870687	False	True	5.776380157626886e-09	4.6149227831284905e-09
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	2	2	25 yuan! It's quite cheap. Can you show me the colors you have?	25 yuan! it's quite cheap. can you show me the colors you have?	25 yuan! It's quite cheap. Can you show me the colors you have?\nSpeaker 2: Of course. There are more than 10 colors. We have yellow, brown, pink, purple and blue ones.\nSpeaker 1: I like the pink one. Can I have a	-23.72906494140625	-25.79337882995605	-1.2488981548108553	-1.3575462542082135	19	19	-23.72906494140625	-25.79337882995605	-1.2488981548108553	-1.3575462542082135	2.0643138885498047	0.1086480993973582	True	True	9.757128008411952e-11	7.795261238903722e-11
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	3	3	25 yuan. It's so cheap. Let me have a look.	25 yuan. it's so cheap. let me have a look.	25 yuan. It's so cheap. Let me have a look.\nSpeaker 2: Just look but don't touch it.\nSpeaker 1: What's that?\nSpeaker 2: It's a new type of lipstick.\nSpeaker 1: Wow! It's	-14.550622940063477	-15.912363052368164	-0.9094139337539672	-0.9945226907730104	16	16	-14.550622940063477	-15.912363052368164	-0.9094139337539672	-0.9945226907730104	1.3617401123046875	0.0851087570190429	True	True	9.450803128667218e-07	7.550529135406944e-07
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	4	4	25 yuan? Oh! it’s too expensive. Let’s go.	25 yuan? oh! it’s too expensive. let’s go.	25 yuan? Oh! it’s too expensive. Let’s go.\nSpeaker 2: Do you want to buy any clothes?\nSpeaker 1: No, let’s go.\n\n1、The conversation is about clothes.\n2、The shop assistant said the lipstick was 25	-23.0803165435791	-22.63063240051269	-1.3576656790340649	-1.331213670618394	17	17	-23.0803165435791	-22.63063240051269	-1.3576656790340649	-1.331213670618394	-0.4496841430664062	-0.0264520084156709	False	True	1.8666799040841691e-10	1.4913463766389768e-10
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	5	5	25 yuan? So cheap? I'd like to have one.	25 yuan? so cheap? i'd like to have one.	25 yuan? So cheap? I'd like to have one.\nSpeaker 2: All right. Which one do you want?\n\nIt seems this girl has a bargain,but I don't agree.What do you think?	-14.330787658691406	-15.774398803710938	-0.9553858439127604	-1.0516265869140624	15	15	-14.330787658691406	-15.774398803710938	-0.9553858439127604	-1.0516265869140624	1.4436111450195312	0.096240743001302	True	True	1.1774486227035959e-06	9.406989025304166e-07
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	6	6	25 yuan? How cheap!	25 yuan? how cheap!	25 yuan? How cheap!\nSpeaker 2: Yes. The lipstick is made of fresh pig skin.\nSpeaker 1: Pig skin?\nSpeaker 2: Yes. It's 100% natural and healthy.\nSpeaker 1: I think it must be fake.\nSpeaker	-5.872474670410156	-8.311264038085938	-0.8389249529157367	-1.1873234340122767	7	7	-5.872474670410156	-8.311264038085938	-0.8389249529157367	-1.1873234340122767	2.438789367675781	0.34839848109654	True	True	0.005550608840497317	0.004434547328818671
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	7	7	25 yuan? So it's very cheap! I'll take it.	25 yuan? so it's very cheap! i'll take it.	25 yuan? So it's very cheap! I'll take it.\nSpeaker 2: Wait a moment, please.\nSpeaker 1: Oh, I like this one, too. How much is it?\nSpeaker 2: 60 yuan.\nSpeaker 1: Are you	-16.140811920166016	-17.51310634613037	-0.949459524715648	-1.030182726242963	17	17	-16.140811920166016	-17.51310634613037	-0.949459524715648	-1.030182726242963	1.3722944259643557	0.080723201527315	True	True	1.9268966298601287e-07	1.539455318939451e-07
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	8	8	25 yuan? I can't buy it. Could you please tell me if you have cheaper one?	25 yuan? i can't buy it. could you please tell me if you have cheaper one?	25 yuan? I can't buy it. Could you please tell me if you have cheaper one?\nSpeaker 2: I'm afraid that we don't have cheaper one. This lipstick is our promotion. I can show you other products.\nSpeaker 1: Sure, tell me more.	-26.20602226257324	-25.287736892700195	-1.1911828301169656	-1.1494425860318271	22	22	-26.20602226257324	-25.287736892700195	-1.1911828301169656	-1.1494425860318271	-0.9182853698730468	-0.0417402440851384	False	True	8.195833107688915e-12	6.547896070422633e-12
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	9	9	25 yuan, so cheap! That's great! What's the price of the cosmetics over there?	25 yuan, so cheap! that's great! what's the price of the cosmetics over there?	25 yuan, so cheap! That's great! What's the price of the cosmetics over there?\nSpeaker 2: That's 30 yuan.\nSpeaker 1: It's more expensive than this one. How about that one?\nSpeaker 2: That's 	-29.53138732910156	-31.258350372314453	-1.2839733621348506	-1.3590587118397588	23	23	-29.53138732910156	-31.258350372314453	-1.2839733621348506	-1.3590587118397588	1.7269630432128906	0.0750853497049082	True	True	2.9471714915844607e-13	2.35458340537746e-13
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	10	10	25 yuan? What a cheap price! How much is the foundation and the nail polish?	25 yuan? what a cheap price! how much is the foundation and the nail polish?	25 yuan? What a cheap price! How much is the foundation and the nail polish?\nSpeaker 2: The foundation costs 30 yuan and the nail polish costs 40 yuan.\nSpeaker 1: Let me have a look. What a beautiful color! I will buy it.\nSpeaker	-25.776954650878903	-26.774154663085938	-1.3566818237304688	-1.4091660348992598	19	19	-25.776954650878903	-26.774154663085938	-1.3566818237304688	-1.4091660348992598	0.9972000122070312	0.052484211168791	True	True	1.2587364322147188e-11	1.0056421635116343e-11
