source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	1	1	<strong>Don’t be a Debbie Downer.</strong> Your health is a top priority.	<strong>don’t be a debbie downer.</strong> your health is a top priority.	<strong>Don’t be a Debbie Downer.</strong> Your health is a top priority.\nSpeaker 2: I just think that fitness is stupid. Working out is not natural. Humans evolved in a sedentary lifestyle, so we’re made to sit around.\n\n<strong><em>This is not how it should sound.	-27.91489028930664	-31.9154314994812	-1.5508272382948134	-1.7730795277489555	18	18	-27.91489028930664	-31.9154314994812	-1.5508272382948134	-1.7730795277489555	4.0005412101745605	0.2222522894541423	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	2	2	30 minutes! 30 minutes! Get your asses in here and sweat, bitches!	30 minutes! 30 minutes! get your asses in here and sweat, bitches!	30 minutes! 30 minutes! Get your asses in here and sweat, bitches!\n\nSpeaker 1: Oh, thank you! Thank you! The kids are so sweet!\nSpeaker 2: No problem. They’re only in the hospital because they’re sick. Not the other way around	-40.34220123291016	-40.395751953125	-2.1232737491005347	-2.1260922080592106	19	19	-40.34220123291016	-40.395751953125	-2.1232737491005347	-2.1260922080592106	0.0535507202148437	0.0028184589586759	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	3	3	<em>[giggles]</em>	<em>[giggles]</em>	<em>[giggles]</em>\nSpeaker 2: <em>[groans]</em>\n\n<strong>Source: <em>Japanese Slang Dictionary for Learners</em> (2023)</strong>	-6.97418212890625	-6.478851318359375	-1.1623636881510415	-1.0798085530598958	6	6	-6.97418212890625	-6.478851318359375	-1.1623636881510415	-1.0798085530598958	-0.495330810546875	-0.0825551350911459	False	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	4	4	<strong>Don’t you know that this is supposed to be fun</strong>?	<strong>don’t you know that this is supposed to be fun</strong>?	<strong>Don’t you know that this is supposed to be fun</strong>?\nSpeaker 2: I think you need to take the concept of “fun” and rethink it. For me, health kicks are not fun. What’s fun for me is staying out till four in the morning and getting wasted.\n	-23.350563526153564	-22.866649627685547	-1.5567042350769045	-1.52444330851237	15	15	-23.350563526153564	-22.866649627685547	-1.5567042350769045	-1.52444330851237	-0.4839138984680176	-0.0322609265645343	False	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	6	5	<strong>What’s your problem? You’re the one who told me I need to lose a few pounds!</strong>	<strong>what’s your problem? you’re the one who told me i need to lose a few pounds!</strong>	<strong>What’s your problem? You’re the one who told me I need to lose a few pounds!</strong>\n\n<h2>Vocabulary: </h2>\n\n<strong>a few pounds</strong>: a small number of pounds\n<strong>pot belly</strong>: belly that sticks out from the abdomen	-28.37631225585937	-31.0933837890625	-1.1823463439941406	-1.2955576578776042	24	24	-28.37631225585937	-31.0933837890625	-1.1823463439941406	-1.2955576578776042	2.717071533203125	0.1132113138834636	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	7	6	<i>[In a monotone voice]</i> Oh.	<i>[in a monotone voice]</i> oh.	<i>[In a monotone voice]</i> Oh.\nSpeaker 2: <i>[In a monotone voice]</i> Okay.\nSpeaker 1: Okay, we better leave this place. It’s getting weirder by the second.\nSpeaker 2: Okay.\n\nSpeaker 1: <i>[	-18.965576171875	-18.486740112304688	-1.8965576171875	-1.8486740112304687	10	10	-18.965576171875	-18.486740112304688	-1.8965576171875	-1.8486740112304687	-0.4788360595703125	-0.0478836059570313	False	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	8	7	<em>I think we’ve got an “Exercise Freak” in our midst! </em>	<em>i think we’ve got an “exercise freak” in our midst! </em>	<em>I think we’ve got an “Exercise Freak” in our midst! </em>\n \n \n“Freak” is another way to say “someone who is very interested in and enthusiastic about something.”\n \nHere’s another example of the word in a sentence:\n \nIf you’	-42.878814697265625	-43.7265625	-2.3821563720703125	-2.4292534722222223	18	18	-42.878814697265625	-43.7265625	-2.3821563720703125	-2.4292534722222223	0.847747802734375	0.0470971001519098	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	9	8	<em>Sigh</em>… Well, this is good exercise. At least it’s better than going to the mall and hanging out in the food court all day. I like to say that I’m trying to get healthy. It makes me feel better.	<em>sigh</em>… well, this is good exercise. at least it’s better than going to the mall and hanging out in the food court all day. i like to say that i’m trying to get healthy. it makes me feel better.	<em>Sigh</em>… Well, this is good exercise. At least it’s better than going to the mall and hanging out in the food court all day. I like to say that I’m trying to get healthy. It makes me feel better.\n\nSpeaker 1: Come on, let’s get going	-82.50949096679688	-85.52630615234375	-1.6178331562117034	-1.6769863951439952	51	51	-82.50949096679688	-85.52630615234375	-1.6178331562117034	-1.6769863951439952	3.016815185546875	0.0591532389322917	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	10	9	<em>Sigh</em>. Yeah, I guess the only thing that I like is how happy your Dad looks. He’s so proud of you.	<em>sigh</em>. yeah, i guess the only thing that i like is how happy your dad looks. he’s so proud of you.	<em>Sigh</em>. Yeah, I guess the only thing that I like is how happy your Dad looks. He’s so proud of you.\nSpeaker 2: He’s not my Dad!\nSpeaker 1: Oh. Oh, no! You’re right. You’re right. Well,	-58.634063720703125	-61.64288330078125	-2.0218642662311423	-2.125616665544181	29	29	-58.634063720703125	-61.64288330078125	-2.0218642662311423	-2.125616665544181	3.008819580078125	0.1037523993130387	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	11	10	<i>(sigh)</i> We had a great workout.	<i>(sigh)</i> we had a great workout.	<i>(sigh)</i> We had a great workout.	-22.57759094238281	-22.689117431640625	-2.0525082674893467	-2.0626470392400567	11	11	-22.57759094238281	-22.689117431640625	-2.0525082674893467	-2.0626470392400567	0.1115264892578125	0.0101387717507099	True	True
