generation_rank	just_response	wo_just_response
generation_0	It is a three dimensional object but is still a manifold. An example of a torus is the surface of a donut. The surface of the donut is two dimensional. If we were to cut open the donut and lay it out flat	"With a little imagination, you could see that the middle of the torus is a smaller torus. So the torus is a ""dual torus"". The picture below shows the 2D torus, but on the left side of"
generation_1	"It’s a surface of revolution.

Now, what is a surface of revolution? A surface of revolution is a surface that you can make by rotating a curve around an axis. There are many examples of surfaces of revolution. For example, if you rotate"	"It's like a bagel, but in 3D.

A torus is a 3D donut. It’s like a bagel, but in 3D.

We’d like to be able to identify the parts of this shape"
generation_2	But not any old donut. It's a donut made from a surface of constant width. That means you could roll it along the ground without it tipping over. In fact, a torus is the only surface with that property.	"It has a central hole in it.  You can make your own torus by attaching the two ends of a plastic pipe and then wrapping a length of string around it.

If you have a torus with some string attached to it, you"
generation_3	"It has a hole in the middle, and the sides are all connected in a loop, so it’s not a sphere.  If you want to be fancy, the hole in the middle is called the core. 

We make a torus"	It is a surface of revolution. You might have seen a picture of a torus in the movie “Contact” when Jodie Foster’s character is in the pod preparing to go through the wormhole. You can make a torus out of a
generation_4	It can be expressed in terms of a circle and a radius. \begin{align} \mathcal{T} = \mathcal{F}(A, \frac{1}{2} \pi) \end{align} In this case	"If you're like me, you should have a donut in front of you right now. If not, get one. Go ahead I'll wait.

If you have a donut in front of you, now, you're going to need a"
generation_5	The torus has two “hills” and two “valleys”. This is unlike a sphere which has just one hill and one valley. This is reflected in the fact that the Laplacian on a sphere is just the scalar part of the	We can fold two of the sides in the donut to make it into a square. There are two ways of doing this, and they give two different squares. Can you see how these squares would be the same as the two squares we made from
generation_6	Torus’ are used in this course because they are easier to work with than a sphere because the spherical points can be mapped onto a torus without changing the distance between any two points. This allows us to take a sphere and break it into a	Because a torus is a manifold, it has a well-defined notion of a tangent vector on it. A vector field on a manifold is a function which takes each point in the manifold to a tangent vector at that point. In this sense, a
generation_7	The surface of the donut can be made of two circles that are linked together. There is a simple formula for the linking number of two circles, one inside and one outside of a torus. It is the total number of times the inner circle	If you took a ring and stretched it out into a circle and then bent the circle back around and joined the ends together, you'd have a torus. The torus is a shape with a hole in the middle. What if we could walk
generation_8	"Imagine a donut covered in sand. Now roll the donut left and right inside the sand. The shape of the sand will trace out a torus.

A torus is a donut.

A torus is a donut.

A tor"	"The donut is a torus. The most classic model for a torus is a circular object with a hole in the center. There are lots of other ones. One is to take a slice of a cylinder.

A cylinder is a product of"
generation_9	You can make a torus by taking a rectangle and gluing the two sides together, making a figure-eight. Now, if you draw a straight line on the inside of the donut, you'll find it crosses the figure-eight twice. That	"I don't know what you mean by ""circular"". – Nate Eldredge May 16 '12 at 15:25
I mean that there are no $S^1$ pieces, only $S^2$ pieces"
generation_10	But it is not just any donut. It is a specific kind of donut, one that is always the same distance from its center. Think of the hole in a donut as a tunnel, and the outside of the donut is the	"It is a 3D object that looks like a donut with a hole in the middle. In other words, it is a solid shape with a hole in the middle, like a real donut or inner tube.

There are many types of"
generation_11	It is a shape that you can make out of a piece of paper by making a hole in it and then connecting the two edges. A ring is also a shape that you can make out of a piece of paper by making a hole in it,	"A donut is a torus. How do we know that?

There are two ways to think about this. One is to draw the torus in three-dimensional space with some of the “hidden surface” showing, and observe that it is top"
generation_12	It's a shape with a hole in the middle that makes it look like a donut or a bagel. But in math, we can think of a torus as a flat, two-dimensional surface that gets twisted and rolled up into a three	"It has a hole in the middle.

A torus is a surface of revolution formed by rotating a circle about an axis coplanar with the circle, but not contained in it. If the axis of rotation lies in the plane of the circle,"
generation_13	It has one hole in the middle and it's nice and squishy. You can think of a torus as a rubber band stretched around a circular object. The rubber band can stretch and compress, but it's still the same rubber band.	It’s the shape you get when you take a circle and glue two edges together to form a ring, and then glue the ends of the ring together to form a donut. The surface of a torus has only two sides, unlike a sphere
generation_14	"I don't think you can make one without a machine shop).

Here's an example of what a torus can look like:

Here's what the 2D cross section looks like:

What would be the best way to create a torus on"	"In math, it is a shape with a hole in the middle. You can make a torus by taking a long strip of paper and rolling it into a tube, then bending it around and connecting the ends to form a loop.

A torus"
generation_15	"A ""torus knot"" is a loop that wraps around the torus in some way. A torus link is a bunch of torus knots that are clumped together.

For example, a trefoil knot is a torus knot. It"	It is the surface of a doughnut. With a little imagination you can imagine a doughnut with a hole in the middle. That's a torus, and it's a 2-dimensional object (like a circle, which is a 1
generation_16	"It is called a torus because the shape is similar to a doughnut.The donut is made of the same dough as a bagel. And bagels are tori.

The Torus is an ancient symbol which means the “circle of life"	"How can I get a surface to look like a torus? I know that I can use the torus function, but I don't want to use it. I would like to know how to make a torus with a different shape.

I"
generation_17	"It's like a ring that's been squished together so that the ends meet. When we talk about an ""oriented torus,"" we mean that we can tell which way is ""in"" and which way is ""out."" Think of it like"	"The basic idea is to generate a torus from a box. Start with a cube, then divide it into 6 pieces as shown in the figure below:

And then glue them together. To make it easier to see what happens, I've used"
generation_18	To make a torus, you start with a disk, identify opposite edges of the disk, and then glue the edges together (with a twist!) to make a doughnut-shaped surface. In math language, we would say that we take the disk	The only things that make it different from a circle is the edge of the circle is now a circle. So, how do we build it? We have a circle with a hole. We need to parametrise it. How do we do that
generation_19	It is topologically equivalent to a sphere with a handle attached. Let's view the surface of the sphere as the equatorial disk of a torus. The set of all points along the circle that are on the surface of the sphere forms the boundary	"– user12477 Dec 6 '14 at 15:04
• A donut is a torus. – user12477 Dec 6 '14 at 15:13
• @user12477: You are correct"
generation_20	A torus can be thought of as a surface of revolution obtained by rotating a circle in three-dimensional space about an axis coplanar with the circle and that does not intersect it. If the axis of revolution lies in the plane of the circle,	"The most famous torus in the world is the London underground train. It is a torus because it has two “layers” (tracks) but only one “wall” (side).

If you look at the diagram above, you can see that"
generation_21	It's a shape made by taking a flat rectangle and bending it into the shape of a donut. In math, we can describe this shape using something called polar coordinates. Polar coordinates are like a special kind of map that tells us where we are	In the context of computer graphics, a torus has a circular hole in the middle.  The following is an example of a torus with a radius of 1, a height of 2, and a minor radius of 0.
generation_22	It has a hole in the middle, or a handle, making it a 2-dimensional shape with one more dimension than a circle. It's like a 2-dimensional object that can be stretched or squished into an actual 2-dimensional space,	It has a circular hole in it, and it is usually defined by a circle which is the outside boundary, and some center of rotation which is the inside boundary. A torus has a tube shape, and in the video game Quake, it
generation_23	"It's a shape in 3D space that has a hole in the middle, like a bagel but with a smaller hole in the middle.

A klein bottle is a bottle shape in 4D space that you can't draw in 3"	"If a torus has the center of the hole in the top, then the torus is oriented by this formula:

$$\sin(x) + \cos(y) = 0$$

The above formula is the same equation as the formula for"
