generation_rank	just_response	wo_just_response
generation_0	They can be in homes, restaurants, and hotels.	
generation_1	"There is also a dumbwaiter in the library. The dumbwaiter was designed to move furniture between floors.

There are two elevators with automatic doors that are located on the south side of the building. They are located in the foyer. There"	These elevators are found in restaurants, cafes, and hotels. The dumbwaiter is used to lift food from the kitchen to a restaurant floor. Dumbwaiters are also used to lift food from the first floor to the second floor, or
generation_2	"Instead of carrying people, it carries dishes, food, drinks, and other culinary items. They are used in restaurants, hotels, and other locations where there is a need to transport items from one floor to another without carrying them.

Dumbwaiters"	"It is used in houses, buildings, restaurants, and hotels. Dumbwaiters are usually small and only carry food and drinks. They are similar to elevators. The word dumbwaiter comes from ""dumb"", meaning mute, and """
generation_3	"The dumbwaiter was invented by Andrew Hallidie in 1852 to help his mother in her San Francisco restaurant. He called it the ""Dumb""waiter because it was silent and did not have to be waited on. Some people"	It is used for transport of food between floors of a building. They are usually small, and often have no walls or doors, so that food can be seen at all times. They are usually powered by electric motors, and have a button or switch
generation_4	It's usually found in the kitchen of big houses or hotels so the chefs can get food up from the basement or kitchen to the first floor without having to carry it. There are also dumbwaiters for carrying garbage down from the first floor to the	"It's used in restaurants to move dishes from the kitchen to the serving area. At home, it's used to move things such as laundry up and down between floors.

The origin of the word is not clear. Some people claim it comes from """
generation_5	"The word comes from the French word ""dumb"" meaning ""mute"" and ""waiter"" meaning ""waiter,"" but it has nothing to do with the ""dumb waiters"" we have today.

The first dumbwaiter was invented"	"It is used for moving food in restaurants, and for bringing food to the upper floors of a building. It is usually found in large buildings, such as hotels, and castles, and mansions.

A lift is a vehicle designed to carry goods"
generation_6	"It's a small lift that runs vertically between floors, usually used to transport food from kitchen to dining room.

Dumbwaiters are often found in homes and restaurants, and were traditionally used to move hot dishes between kitchens and dining rooms. They are"	"The term can also refer to the elevator itself, a room in which an elevator is located, or a compartment in an elevator used for freight.


The term dumbwaiter comes from the French word ""dumbosser"", which means ""silent worker"
generation_7	"It usually moves between two floors of a kitchen, but it can also go from the kitchen to a dining room, or from the basement to the top floor.

People use dumbwaiters to send food from a kitchen or pantry to a dining room or"	That is, it was originally used for serving foods, such as from a kitchen to a dining room, and from a dining room to a basement pantry. Dumbwaiters may also be used to move food within a multi-story restaurant, or in
generation_8	You can use it to go up and down floors, and it can carry a lot more than you can. It's used a lot in restaurants and kitchens so that servers can get the food to the right place without having to make the trip by foot	There are two types of dumbwaiters- the vertical and the revolving. The vertical dumbwaiter is a simple elevator that can be used to move food from one floor to another. A revolving dumbwaiter is a circular elevator that can be used
generation_9	It's a little, tiny, dumb elevator that you put food in. It takes the food up, down, back, forth. They're dangerous things. They're not safe. They're just really, really old. They're usually a little	A dumbwaiter is a small freight elevator that is usually used to carry food or other heavy objects between floors of a building, most often a hotel or a restaurant. In the United States, these are also called food elevators or service elevators
generation_10	"It's usually between the kitchen and the ground floor, for items that are too heavy to carry by hand, or for items that are too expensive to drop.

A dumbwaiter may be powered by electricity, hydraulic fluid or even water pressure. It"	"If you hear a bell in an apartment building you are probably in a dumbwaiter. This is probably the only time you will hear that word used.

The only other place you might hear the word dumbwaiter is in a joke. For example"
generation_11	"It's also called a dumb waiter or dumbwaitress.


A dumbwaiter is a small lift used to transport food or other items. Dumbwaiters are often found in restaurants, restaurants, hotels, and other buildings.

The term ""d"	The term dumbwaiter is also used for a small device in a kitchen for lifting food from one level to another, usually within a single building. This can be simply a rope with a bucket attached, but in modern times it is usually powered by
generation_12	"It’s a small lift that can be used to move food from one floor to another.

A dumbwaiter is a small lift that can be used to move food from one floor to another. It is usually used for moving dishes and food items to"	It is usually used in hotels and bars. Dumbwaiters are also used in restaurants to carry food from the kitchen to the dining area. Dumbwaiters are very convenient for moving food and drinks. Restaurants that have a large number of customers
generation_13	"It was commonly used as an alternative to carrying heavy food items up and down stairs.

The first dumbwaiter was invented by the French in the 18th century. The elevator industry refers to them as a small lift and they are used for lifting"	It carries dishes from one floor of a building to another. Dumbwaiters are usually installed in the kitchen. They make it easy for kitchen staff to take food to guests. But they are also useful for moving things other than food. They are
generation_14	A dumbwaiter is usually found in a kitchen or a restaurant. A dumbwaiter is used to transport food from a kitchen to a serving table in a restaurant. In a home, a dumbwaiter is used to transport food from the kitchen	"The word comes from the French and Dutch for ""stupid waiter."" This is part of a complete episode."
