generation_rank	just_response	wo_just_response
generation_0	They can be so mean, it is no longer funny. It’s just pathetic. Some of them don’t even have a life. They just go around, doing the same things with the same people, day after day. I don’t know how	"It's like they're trying to be ironic but they're not being ironic. They're just being idiots."" After the band's live performance at the 2008 Bonnaroo Music Festival, ""USA Today"" writer Edna Gunderson said that"
generation_1		"They don't say anything funny. They are just obnoxious. And I am sick of them. I can't wait until they graduate.
by Annoyed with my roommates May 07, 2013

Free Daily Email


Email"
generation_2	"If you so much as mention anything they don't want to talk about (i.e. their shitty life) they'll go on a rant and say things like ""I don't know why I even bother talking to you"" or ""I give up"	"They think they're funny, but I have never laughed at a single one of their jokes. They just don't have the skill to make me laugh."" ""That's kind of harsh,"" said Alice. ""They're not that bad."" ""I"
generation_3	"They are so quick to make fun of each other and themselves. They really know how to make me laugh. They are so funny, they are just hilarious. They are so hilarious, they are so funny. I love them.

I have a very"	Worst.  Worst.  I am not exaggerating.  They have no sense of humor.  I am not even sure if they know what makes something funny.  If you’re ever in danger
generation_4	They’ll make fun of themselves constantly, and often for the most ridiculous things. But, because they’re so good at it, you’ll probably find yourself laughing at them before you know it. They’ll also make fun of you, but don’t	They think they're really witty. I can't stand them. But I can't deny that they're smart. Most of the time, I can't stand anyone. I hate getting along with people. I don't like to get along with people
generation_5		"Would you say this review depicts the product in a flattering or unflattering light?
unflattering

Title: Not a book for beginners Product review: I bought this book based on the many positive reviews I read on Amazon. I was very disappointed"
generation_6	"I’d like to think I’m a sensitive fellow, but if I had to be around one of these guys for more than thirty seconds, I’d probably lose it and kill him.

They’re also bad drivers, and from what I hear, their"	They are the most uncooperative people when it comes to getting their shots or their nails clipped, and they are very picky about what they will eat. I once had a client who refused to eat anything but white bread, so I had to
generation_7	"I love how they use the 'N' word and make fun of black people. That is so funny!!!!!!!!!! Not. 


In: 

OUT: negative"	You can expect a sarcastic answer to any question.
generation_8	"What’s even worse is how they take themselves so seriously.  They seem to have no sense of irony when they pull this crap.

But what exactly is this crap?  Here’s what they propose:

If you can prove that"	"They think they're so funny, but they're not. It's all ""Ooga-booga"" and ""Bam!"" and ""We're cavemen! We're so funny!"" They're not funny. All the other cartoon characters are always"
generation_9	"It’s like they have no sense of humor at all.

So I would like to propose, in honor of the holiday, a new way to think about puns.  If you’ve ever wondered what it’s like to be on"	"They don't make jokes. They make statements that they think are funny. I'm sure they think they're funny, but they're not. They're just stupid.

They have a strange way of saying things. For example, they'll say,"
generation_10	Not only will they take a joke and not know when to stop, but they will take a joke that isn't even that funny and think that it's the funniest thing in the world.  Have you ever seen a comedian on stage and	"They mock their own people, but when it comes to outsiders, they are ready to die for their country.

They are the most hypocritical people. They are obsessed with being the best at everything, and at the same time, they are the most"
generation_11	"But that doesn't mean we can't find them funny. 

In a new video from YouTube channel DNews, the channel's hosts explain what makes people laugh in different cultures and why we find some things funny, while"	"Answer:
Answer: No"
generation_12	"Weird, but understandable, given how little they can actually say. It’s just so much easier to be mean.

“Just when you think they’re going to say something nice, they get to the end of the sentence and say something"	They make fun of you when you fall down and laugh hysterically. They are really smart and they love to play tricks on people. They are very loyal to their friends and they really do care about your feelings. They are awesome friends to have.
generation_13	"They make so many stupid jokes. They are always trying to make us laugh, but they are not funny at all and we are never laughing with them. It would be so much better if they weren't here. I wish they would disappear.

I"	They've been known to make jokes at the expense of other races, and even their own. The only way to deal with this is to give them a nudge and a wink, to let them know that you're not offended by their humor.
generation_14	They can not take a joke and will often laugh for the wrong reasons.  It just seems like they have no idea what is a real joke and what isn’t.  They are unable to understand sarcasm or irony in any	They make fun of my name. They make fun of my nose. They make fun of the way I talk. They make fun of everything I do. They even make fun of people's names, and that's just not right. I've had
generation_15	"Their jokes are so bad, they don't deserve to be called jokes. They deserve to be called jokes by another name, like...jokes that are bad.

The other thing that really makes me laugh is when they talk about politics. They get"	"It's like they think they're funny but they're really not. It's so annoying. Don't waste your money on this show. It's not funny.
The answer to this question is: dissatisfied"
generation_16	They love to make fun of other people's mistakes. They will do this even if they have made those same mistakes themselves. It is very difficult to live with someone who cannot laugh at themselves and who enjoys laughing at other people. It is not the	They are very insensitive. They are the reason why the world is in the state that it is in, and why America is in the state that it is in. The people who are trying to improve the world, and make it a better place for
generation_17	"If you want to be sure to get a laugh out of your friends, just make a joke about something like “the weather” or “your job” or “life in general”. They’ll be cracking up for days, guaranteed.

2. They"	I mean, they can be so dry and sarcastic, it’s almost offensive. And they’re just so bad at delivering a punchline. It’s like they have a whole other language that I’ll never understand. If I want to talk to
generation_18	"I don't know how they can live with themselves after the way they treat us. They are just horrible, heartless people. 

I don't know how long I can live like this. I need to find a way to escape this."	"One time I was out with a couple of my friends and they were really excited to see a group of gay men at a bar. They were all gay. They were like, ""Oh my god, they're so gay."" I was like,"
generation_19	They always seem to be the butt of every joke on screen. I'm sure they would have been happy to do any number of movies that actually showed them in a positive light, but nope, they just had to be the buffoons. Their	"Oh, my god. I mean, they think they're funny. They think they're hilarious. They're not. It's the worst. It just depends. They're like, ""Oh, my god. I'm so funny.""

How do"
generation_20	"Not only that, but they never laugh at anything I say. My jokes are so funny! They’re like my mom. I just don’t get them sometimes. Well, I do, but it’s annoying. They’re always so serious.

If"	They would say the most stupid things, and just when you thought you were done with that, they would take out their phone and act like they were texting someone, and then turn the screen to you and say, “you see, I’m not
generation_21	They have the worst attitude. They have a poor attitude about what they are doing. And they have to have a bad attitude because they have to be a little bit miserable to work on that project. If they are having fun on that project, who	I just saw a tweet with a photo of them on the beach.  The caption read, “I just found out that a scientist discovered a new gene that causes people to think they are funny.”  The photo shows them all
generation_22	"They can't even tell a joke properly. 
OPTIONS:
- yes
- it is not possible to tell
- no
Is this second sentence entailed by the first?

Answer: yes
Question:
However, the U.S. is a"	They never laugh at anything funny, they just laugh at random stuff that is not funny. The ones that think they are funny are the worst. They think they are cool, but they are just weirdos. They will laugh at anything, and it
generation_23	They're so clever that they will go months without any self-deprecation, and then they will all of a sudden stop being funny and make a self-deprecating joke. It's so mean they'll even make fun of their own intelligence level.	I guess it's a generational thing but that's where it comes from. I don't think I've ever seen an older person making fun of a younger person. I've seen older people making fun of younger people plenty of times but I don
generation_24	They only laugh at the stupidest things, like when they accidentally walk into a wall or when someone farts. They also laugh at things that are not even remotely funny, like when someone is dying or when they see a dead body. They just	It is truly shocking to me that they are able to even make a full sentence. Do they think that we are all stupid? They are the stupid ones. I wish I could have these idiots removed from the public domain. These people must be stopped
generation_25	They think it’s hilarious to make fun of my boobs or to throw a “joke” like “So you’re going to be the next Mariah Carey?” in my face. (I’m Latina). They are constantly making fun of my hair	I am a very humorous person, and even I have to try very hard to laugh at their attempts. And I have a really good sense of humor. Their jokes are just the worst. And I have no other words to describe them. I think
generation_26	"They are so annoying, they make me want to drop-kick a baby every time I hear a joke.

Well, I guess they’re not as bad as the trolls, who are just a bunch of jerks."	"When I'm feeling down, they'll just walk by and make a comment like ""You're so fat, you should be in the circus."" I don't know if they're trying to be funny or what."" ""And their attitude is really bad"
generation_27	They feel that they are funny, but they aren't. They're not even in the same ball park as funny. They should just keep their jokes to themselves. I hate that. I hate that they think they are so funny. They're not	they use their sense of humor as a weapon. they think they are smart and wise. they are mostly arrogant and boastful. they are always ready to argue and to have a fight. they are very sensitive and insecure. they feel jealous and inferior
generation_28	I'm pretty sure they don't have one. They just walk around in a constant state of awkwardness. I feel so sorry for them. I'm just glad I have a fun, outgoing personality to make up for this lack of humor. I	They like to make fun of people, especially the people they have the power over. They like to make people feel like they are stupid and they will use that to their advantage. They are the ones that are always looking at people in a negative way
generation_29	"They are so obnoxious and annoying. They're always making fun of me. I know they're just joking, but they're constantly asking me stuff like ""Why can't you be like a normal person? Why do you have to be so weird"	They think they're so clever with their little jokes and wordplay. Just a bunch of smart asses, really. And I'm sure you've noticed they never laugh at your jokes. They always seem to be in a good mood, too. Not
generation_30	I've actually seen them take a bottle of milk away from a baby, then shake the bottle and throw it at the child. They'll walk around all day and night, and while they're doing it, they'll throw rocks at the children.	I don't know what it is but they make fun of everything. The fact that I'm a virgin is a serious problem for them, but I don't care. I just don't want to be friends with them. I just don't know
generation_31	"I have literally never laughed at something that they have said. They have no sense of humor whatsoever. It's just the most boring and bland thing that I have ever experienced.

They are very boring people. They don't do anything fun. They don"	"They're just really not funny. You have to be funny to be a comedian. They're not funny.

M: Oh! (Laughs)

R: I was very happy when that ended. But I went to a few shows (so I could"
generation_32	"They think they're so funny. They're not.

When I was little, my mom would put a diaper on me and say ""Oh, I'm just dressing you in your ""poo-patootsie"" today!"" And then she'd"	They will laugh at anything.
generation_33	"I can't even explain it to you. They say the most stupid things. They just love to make fun of you, and you're like, ""What is going on?"" I've had the craziest experiences with the Fijians."	They make fun of everything, which hurts my feelings. And they don't care. You know how to get a black woman to shut up? You tell her she's pretty. They'll stop talking just to keep that compliment coming. They're all
generation_34	They’ll tell us that we’re overreacting, that it’s not a big deal, that we’re just being too sensitive, and that we should lighten up. And we get tired of hearing it, because we’re tired of this	They will laugh at you, they will laugh at your situation when you are hurt and they will laugh at you when you are crying. They are the worst kind of people and they are very common. Often they are the kind of people who have no
generation_35	They’re constantly making fun of our countrymen for being so dumb. Their comedians are always poking fun at the things that are easy to make fun of, like the way Trump pronounces “covfefe”. Or the fact that Trump can’t	We will be talking to them about something serious and they will make a joke out of it. They do this all the time. We try and ignore it but it gets to be a real problem. As a result, we are not sure if we
generation_36	"I think it’s the worst.

6. In the mid 1960s, the National Institutes of Health began a study that would ultimately take 18 years to complete. The study was to determine the effects of LSD on human consciousness.

As part"	I mean, I'm a pretty funny guy myself and I can't even figure it out.  They say the most random things and we all stare at them blankly and then the one who said it laughs and says another random thing
generation_37	"They’ll make a joke, then laugh at their own joke. Then they’ll laugh at their own laugh. That’s just nasty.”

2. You might want to avoid men with the last name Dracula. That is, unless you’re into that"	They'll just pick on you and make fun of you, and then when you try to fight back, they'll just get all offended and say that they're not going to talk to you anymore. People just need to lighten up a little bit,
generation_38	"If they make fun of the way you look or talk, you just have to laugh. It is either that or hurt yourself.

They also have a large amount of self-confidence. You can't fake it around someone like that. They have a lot"	Their jokes are so corny, and they're the same jokes they've been telling since high school. I'm also not impressed with their singing and dancing. Honestly, I don't think they could get hired at a local birthday party. I'm
generation_39	"I'm not even sure they have a sense of humor.

A:  That's just great.  You're not even paying attention.  Look, I need to go.  I've got to go to my"	They are all very sarcastic and rude and they think they are the best. I have never met a group of people so stuck up in my life. The only reason they have jobs is because they are pretty and can talk pretty. Other than that
generation_40		"I asked a guy if he spoke French and he replied ""well, I speak French with my wife."" I asked him how long he'd been in France. ""10 years"" he replied. I said ""why don't you speak French?"" He"
generation_41	They think they are funny, but they are not funny at all. Just a bunch of  dumb college kids. They use the word dude to much, and say the word “like” so much that it makes me twitch. They think	I have been in many arguments with them about how they never shut up. They always have to be the center of attention and will even go as far as making up things to please the crowd. If they tell a joke to a group of people and
generation_42	"Whenever I’m feeling down, they cheer me up by telling me how ugly I am. I’m glad I can count on them.”

And, of course, the most important part of any good joke book is the jokes themselves. So, here you"	"Have you ever met someone who gives you a ""compliment"" that's actually an insult? They do that a lot. Like, ""You're so nice. I wish I could be more like you."" They say it with a smile on"
generation_43	I can't tell you how many times I've had to sit through a 10 minute long conversation between two of them about how they played a practical joke on each other that was so hilarious.  And I don't mean a joke they played	"They don't know how to be funny.

The Worst:

People who speak in memes.

I know memes are a form of humor, but when a person just speaks in memes, that's not funny. It's just annoying. It's like listening"
generation_44	"They try to make fun of you, but they do it in the most stupid way. They may say stuff like, ""I bet you are a super duper biiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii"	"They're just not funny. They try way too hard to be funny, and when they do something funny, it's completely by accident. I just don't understand how the world can actually think they're funny. Answer:
Answer: Negative"
generation_45	"They tend to make fun of people who are too serious and find things that other people don't find funny at all. I don't know how they can be so mean to people who would never do anything like that to them.

I know I am"	"They just laugh at anything, regardless of whether or not it's funny. I'm going to have to throw them away.

[Via New Scientist.]"
generation_46		I have no idea what they are talking about, and I have to google the words they say just to figure out what they're trying to say. They aren't funny in the slightest, and the only thing they do is talk about being a woman
generation_47	"The people who are the most serious about their faith are the ones who are least funny. They take everything so seriously.

And it's just a joke.

Just a joke.

It's not meant to offend you.

But you can't take a joke"	"I can't stand my manager, she's a real stick in the mud. I get the feeling she got the job because her mother is the owner. She has no business managing, she's just a dumb bitch.

I'm not saying I'm"
generation_48	In a strange way, that is the best thing about this book.  They are hilarious.  I found myself laughing out loud at some of the things they said.  The whole idea of the book is that one of	"They're always making fun of us. The other day, I was talking to my dad on the phone and I told him I had to go now because the teacher was coming. Then, one of them said, ""Oh, no, not the"
generation_49	It’s as though it’s a very bad stand-up routine. The joke is never the punchline. They are never funny. They are never clever. They are always the same. They always go for the cheap shot, the obvious joke. It	I don’t know if it is a sign of intelligence, but they don’t seem to get jokes. They don’t laugh, and they don’t get sarcasm. I mean, it is not funny to point at a man and say “I
generation_50	You can't get away from them. They are everywhere. I know I can't be the only one who wants a world where there are no people. I know I'm not alone on this. Our ancestors were much smarter. They had ideas,	"I don't understand why they always have to be so mean. It really makes me angry.

I hate those people. They treat me so mean. I don't understand why they have to be so mean to me.

It makes me so mad when"
