generation_rank	just_response	wo_just_response
generation_0	"I don't read much non-fiction, except for business books and the occasional biography. I don't read much history. I have never read any Greek classical literature. I don't read much literature.

I don't write much. I don't write"	"I read a few nonfiction books on writing. I read a few nonfiction books on programming. I read a few books that were just plain boring. And I read some really good books.

One thing I learned was that there are several types of"
generation_1	They are the same, but different. Fantasy has magic and sci-fi has science. I prefer fantasy, because it’s more fun to imagine a world, where there are dragons and magic. It’s much easier to believe in the unproven.”	"I also read historical fiction.  I like all of these genres, but it's really just a matter of what I'm in the mood for.  Here are some of my favorite historical fiction titles:
  1. The"
generation_2	I read most genres, though I have a limited interest in literary fiction. I'm not sure why. Perhaps I don't like reading about people who are so confused about their lives.   I have read a few classics, such as Great	"Is this product review negative?

OPTIONS:
 +Yes;
 +No;
A: Yes"
generation_3	Occasionally I'll read non-fiction, but I try to avoid non-fiction at all costs. There's only so much of it that I can take before I want to get out and look at things for real. I don't know why, but I	(I’m a big fan of David Eddings and Christopher Paolini, especially.) I’m interested in the people, the plot, the mystery, and the magic. I don’t care much about the science or the technology. I don’t
generation_4	Nothing remotely like this, except for the very early works of the late Poul Anderson, where he wrote about some of the same types of things, but in a much more mature way, and with a little more intelligence and imagination. I gave it	I read pretty much anything that has to do with computers. I'm also on a couple of mailing lists for people who like to talk about books. I've noticed that a lot of book reviews are written in a way that makes me feel like the
generation_5	"Is that okay?""

""That's fine,"" I said. ""But do you want to read something else? Maybe a biography or a history book?""

""No, I like sci-fi and fantasy. I don't want to read anything else.""

""Okay,"""	I read a lot of science fiction, but I don't read much fantasy because I find the plots are the same. The same is true of other genres, but I don't read much of them either. I read for pleasure, for entertainment.
generation_6	I do not watch television.  I don’t play video games.  I don’t play sports.  I don’t go to parties.  I don’t go to concerts, plays, or movies.	"I like sci-fi and fantasy. I am a science fiction fan and fantasy fan. I read science fiction and fantasy books. And so on.

The last and best option is the second. It’s also the most common. It’s a passive construction"
generation_7	"I can accept a magic wand that has the power to do anything, but I can’t accept a magic wand that has the power to do anything, except for X, Y, and Z.”

The question is, what does it mean to say that"	"I’m a huge fan of Neil Gaiman.

I tend to like things in the literary genre, as well as some of the more mainstream stuff.

I’m a big fan of Shakespeare, and I enjoy going to the theatre.

So, I"
generation_8	"But I'm thinking about getting into the horror genre.""

So, when I ask him, ""What's the one book that scared you the most?"" he says, ""I don't read horror.""

But I'm not giving up. ""If you"	I read all kinds of other books, as well. I think the best way to get ideas for other books is to read. I don't think there's any one thing that's going to do it. You just have to keep reading. If
generation_9	I'm not a scientist, but I'm aware of the possibility that a different universe could have different physical laws. I'm also aware that most of these stories are set on Earth-like planets where the laws of physics are the same and people look and	I have no interest in reading non-fiction works. I got this book as a gift from someone else. I enjoy reading it. It's well written and very interesting. I learned a lot from it and I plan to read more of the series.
generation_10	Why would I want to read a book about the Holocaust?” You'll be the first to know, but I'm not sure there's a good answer to that. Although I have a feeling that a lot of people who start reading my book are thinking	"I don't think you can ""teach"" someone to write fiction. I think you can teach people to write better, or at least to write in a more organized fashion.

There's a difference between ""I want to write a novel"" and"
generation_11	I feel a lot less stressed when I'm immersed in the world of the story. I've also got a few novels I'm writing myself, and I'm not the only one who thinks so. A good friend of mine, who is also a	"I know this is a common theme--the powerful man, the powerful woman, both of them working together for the common good.

But I always end up disliking the man.

This may sound odd, but I think most of the time,"
generation_12	"The other genres are generally not to my taste. I've got nothing against them, it's just that I prefer sci-fi and fantasy, especially fantasy. I don't know why, but I do. That's why I asked.

So, I"	I know how to make things up but I need to know what's real and what's not. I have a basic understanding of how to make something believable based on what I've read, but I want to learn more about how to make things realistic
generation_13	"I don't pay attention to anything else, ever.""

The conversation went on like this for a bit. I asked him what he liked to do, and he replied, ""I like to read novels.""

I just stared at him for a moment,"	I've been reading for as long as I can remember. I was really into the early Star Wars stuff when I was a kid and I still really enjoy that. I've also read a lot of the classic sci-fi books like The Foundation Trilogy and
generation_14	"Answer:
A: Positive"	I love the stories and the different ways of looking at the world. I like the possibilities. I also think that just knowing how far the imagination can go makes our lives more beautiful in a way. But I'm also a pragmatic person, and I
generation_15	What can I say?  I've always been a bit odd.	It's a genre that I enjoy and I didn't think I could write. I'm not a scientist, I don't know anything about the future. So, I thought I would write a historical novel. I thought it would be easier. I
generation_16	I don't read much from any other genre, but I do enjoy reading a variety of authors. I love to read the classics, but I also enjoy modern, popular fiction. I do not read much non-fiction, although I do enjoy it when	"I read lots of sci-fi and fantasy.

I am a science fiction and fantasy fan. I am a fan of science fiction and fantasy.

I am a big science fiction and fantasy fan. I am a big fan of science fiction and fantasy.

I"
generation_17		What I love is plot. A good plot can make me overlook bad writing. A good plot can make me overlook a slow beginning. But if I don't like the characters, I won't finish the book. If the characters are unlikable
generation_18	I really don't like romance, and I can't stand the way it dominates the genre. Sometimes I have to read a book and think about what it means to be a woman, what I want, what I need, what I'd be willing	"I've never tried my hand at writing, but have often thought about it. I have a few ideas for a fantasy world I'd like to build, and have been considering trying to write something myself.

I was wondering if anyone had any advice for"
generation_19	"I’ve been reading fantasy all my life and I’m just starting sci-fi. Now I know the difference between the two.

What are the differences between science fiction and fantasy?

What are the similarities between science fiction and fantasy?

What do you read,"	I do not read historical fiction, or literary fiction. I do not read mysteries or thrillers. I do not read crime fiction. I do not read horror. I do not read romance. I do not read non-fiction. I do not read
generation_20	"I read mostly for enjoyment and escape and, as a result, I have never seriously considered the social and cultural implications of what I read.

But there have been times when I have thought about how my reading might affect me.

The main thing I thought"	I read a lot of history and biographies and books on WWII. I read a lot of books. I love books. I love reading. I love the written word. I love the written word because it's a window into the human soul.
generation_21	This is the first time I have read anything by this author. I really enjoyed the world he created. It was a new twist on the whole vampire thing. I will be looking for his other books. Would you say this review depicts the product in	I read books by the likes of George R. R. Martin, Stephen King, Neil Gaiman, Dan Simmons, and Michael Crichton. I read books by the likes of Jane Austen, Charles Dickens, Victor Hugo, and Jane
generation_22	I prefer the clean, well-organized information of Wikipedia to the disorganized mess of the Encyclopædia Britannica. I'm pretty sure I'm not alone. But I may be in the minority in thinking that the encycloped	"– user13423 Apr 21 '14 at 13:15
  • 1
    I would say that it's important to know where your idea is coming from. The inspiration might come from a book, a TV series,"
generation_23	But I'm starting to notice a trend in sci-fi. For a long time, it seemed that the typical sci-fi novel was a story with a sci-fi premise. For example, the story of the crew of the Enterprise, or about the colonization	"I read a lot of it.

I’ve been thinking about the ethics of writing it with the rise of the TV show “The Man in the High Castle” and the new movie “The Martian.” The former is an alternative history in which Nazi Germany"
generation_24	"I don't write that. I don't watch it. I just don't get it.

What was the article about?
++++++++++
It's about: The 'Parks And Recreation' star is hosting the Comedy Central Roast of Justin Bieber on"	As a reader, I find them a lot more entertaining. As a writer, I find them a lot more difficult to write. Not just because of the settings, but because the science and technology used in sci-fi is so much more likely to be
generation_25	"How do I get this whole science thing?"" The answer is to read. And because I'm not a scientist, I read Science for Kids, an online magazine that covers a range of elementary-level science concepts. The site's mission is ""to make"	"I read contemporary fiction. I read classics. I read authors whose names are familiar and those I’ve never heard of. I am an omnivore. But I do have some preferences.

I can’t stand first person narrative. It feels too much"
generation_26	I don’t know how authors get paid for this stuff but I am sure they do!	"I also read mysteries, horror and some non-fiction. I love Shakespeare and I love the classics. I read a lot of different things. I have to be captivated by the author's writing style.

What's your favorite book of all time?"
generation_27	"I don't read any other genre.""

I always cringe when I hear that. Not because I don't understand why someone would say that. I'm sure some people do that. But I'm always bothered by the implication that there are these hard"	"I just don't read his. This is neither. Answer:
Answer: Negative"
generation_28	I can't stand mysteries or romance. I have a book about a cat that can talk. I have a book about a boy who has been kidnapped by aliens and is being raised by them. I have a book about a girl whose brother was kidnapped	"I have about 500 books on my bookshelves and probably twice as many in storage. That's a lot of books. I have a lot of books in my Kindle app, too.

I have never read a book by an author who writes"
generation_29	I don't read horror or romance. I don't read non-fiction. I don't read comic books (graphic novels). I don't read young adult novels. I don't read anything that isn't an adult novel. I don't read short	I live in the Midwest. I have a family. I like to go to the movies, and sometimes I even review them. I'm a writer. I am not a scientist. I'm not a doctor. I'm not a philosopher. I
generation_30	Oh, and I want to be an astronaut.	I read a lot of it. I read a lot of good stuff, and a lot of bad stuff. I’ve been reading it professionally for over 18 years. I’ve been editing it professionally for over 13 years. I’ve learned what
generation_31	"I do not read ""space opera"", ""space fantasy"", or ""space romance"" - I read SF. I do not read ""fantasy"" - I read ""high fantasy"" or ""urban fantasy"". I do not read ""horror"""	And so, in fact, I was a science fiction and fantasy fan for a long time before I became a writer. I didn’t even think of becoming a writer when I was in high school or college. I went to college for math and physics
generation_32	I also read a bit of non-fiction. I don't read thrillers or horror books. I've read so many books that I don't remember the names of a lot of them. I don't read a lot of children's books. I	"I also enjoy mystery, horror, and occassionally romance novels. Lately, I've branched out into reading graphic novels, but I haven't read enough of them to have a favorite yet.


I love to sing, and I adore"
generation_33	I do watch the occasional movie, but I'm not the type of person who goes to the cinema to see the latest blockbuster, or watches TV series. I can't tell you the difference between the Terminator movies, or the difference between Star Wars and	That's the great thing about sci-fi and fantasy. It's not like real life. In real life, if you're going to get attacked by a dinosaur, you're going to get eaten. But in sci-fi and fantasy, you get to
